Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Aaron Northcraft","SDP","AA",26,40.2,5.97540908870896,1.9918030295696534,3,0.885245790919846,0.16875,0.05625,0.1125,0.2260274,1.0327867560731536,0.25217391,0.77294686,2.8770488204894993,4.16585974741996,-1.2888109269304606,3.751695459432686,"10218"
"Preston Claiborne","SFG","AA",28,45.1,9.727942267916317,2.5808826425084104,3.76923077,0.794117736156434,0.2752809,0.07303371,0.20224719,0.18181818,0.9485295181868517,0.23214286,0.7486631,2.382353208469302,3.2031385529000023,-0.8207853444307003,3.161892960170925,"10500"
"Madison Younginer IV","ATL","AA",25,42.1,9.99212718478552,2.5511814088814093,3.91666667,0.21259845074011743,0.27647059,0.07058824,0.20588235,0.21290323,1.0629922537005871,0.29906542,0.72961373,2.9763783103616444,2.469640176455424,0.5067381339062202,2.72217232885202,"10636"
"R.J. Alaniz","DET","AA",25,48.2,9.061642888563716,3.328766775390753,2.72222222,0.1849314875217085,0.23444976,0.0861244,0.14832536,0.26595745,1.3972601279417975,0.35507246,0.77586207,2.7739723128256273,2.9054955876551327,-0.13152327482950543,3.1849414069921536,"10819"
"Perci Garner","CLE","AA",27,51,8.294117647058824,1.9411764705882353,4.27272727,0.17647058823529413,0.23737374,0.05555556,0.18181818,0.2,0.9411764705882353,0.26277372,0.76131687,1.9411764705882353,2.5340209231657145,-0.5928444525774792,2.7003811473063397,"10887"
"Mickey Jannis","NYM","AA",28,121,5.2809917355371905,4.909090909090909,1.07575758,0.6694214876033058,0.13075506,0.12154696,0.0092081,0.25586354,1.537190082644628,0.28534704,0.61742007,5.652892561983471,4.985649508484139,0.6672430534993321,5.0333175807945,"11071"
"Casey Lawrence","TOR","AA",28,75,6,1.56,3.84615385,0.96,0.1572327,0.0408805,0.1163522,0.30263158,1.4,0.34146341,0.67510549,4.56,3.9708836682637534,0.5891163317362462,3.5663596955935164,"11121"
"Lisalverto Bonilla","LAD","AA",26,37.1,9.401786995177542,3.1339289983925136,3,0.48214292282961746,0.25,0.08333333,0.16666667,0.23239437,1.2321430250090224,0.30693069,0.7239819,3.3750004598073224,2.9143961337147877,0.46060432609253477,3.1282909741149636,"11266"
"Seth Frankoff","LAD","AA",27,60.2,8.604394883007437,2.22527453870882,3.86666667,0.2967032718278426,0.21886792,0.05660377,0.16226415,0.29317269,1.4505493289361195,0.37566138,0.61484919,4.153845805589797,2.489945678799609,1.663900126790188,3.0272345581666458,"11346"
"Danny Barnes","TOR","AA",26,35.2,10.093456504542768,1.0093456504542768,10,0.7570092378407077,0.31746032,0.03174603,0.28571429,0.13934426,0.5887849627649948,0.17721519,0.95238095,1.0093456504542768,2.5444663387311417,-1.5351206882768649,2.655739487227757,"11388"
"Joely Rodriguez","PHI","AA",24,49,7.530612244897959,2.938775510204082,2.5625,0.5510204081632653,0.20707071,0.08080808,0.12626263,0.25274725,1.2653061224489797,0.3115942,0.76124567,2.5714285714285716,3.4595911512569506,-0.888162579828379,3.248281530336458,"11487"
"Parker Bridwell","BAL","AA",24,55.2,6.143712013499367,4.526945694157429,1.35714286,1.1317364235393572,0.15261044,0.1124498,0.04016064,0.25688073,1.508981898052476,0.28323699,0.69948187,4.526945694157429,5.2976699181407465,-0.7707242239833176,4.839158216318108,"11502"
"Lendy Castillo","DET","AA",27,50.2,9.236841482262575,4.796052308097875,1.92592593,0.7105262678663519,0.22807018,0.11842105,0.10964912,0.25757576,1.5394735803770956,0.33098592,0.62334218,5.684210142930815,4.107550284344903,1.576659858585912,3.969685954331048,"11562"
"Jose Campos","ARI","AA",23,76.2,7.3956516832665695,2.2304346346359494,3.31578947,0.11739129655978682,0.20454545,0.06168831,0.14285714,0.23508772,1.1217390560157408,0.29864253,0.69977427,3.1695650071142443,2.773850454824688,0.3957145522895562,3.534682852199304,"11681"
