Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Aaron Northcraft","SDP","AA",26,40.2,0.25217391,1.933333333,0.234782608,0.504347826,0.260869565,0.333333333,0.133333333,0.5210084,0.21008403,0.26890756,0.08305085,216,374,590,"10218"
"Preston Claiborne","SFG","AA",28,45.1,0.23214286,0.918367346,0.153153153,0.405405405,0.441441441,0.285714285,0.081632653,0.45689655,0.26724138,0.27586207,0.15850144,231,463,694,"10500"
"Madison Younginer IV","ATL","AA",25,42.1,0.29906542,2.222222222,0.171428571,0.571428571,0.257142857,0.111111111,0.037037037,0.43925234,0.21495327,0.34579439,0.10651828,231,398,629,"10636"
"R.J. Alaniz","DET","AA",25,48.2,0.35507246,3.115384615,0.201492537,0.604477611,0.19402985,0.192307692,0.038461538,0.4028777,0.21582734,0.38129496,0.10484928,273,490,763,"10819"
"Perci Garner","CLE","AA",27,51,0.26277372,4.333333333,0.157894736,0.684210526,0.157894736,0.19047619,0.047619047,0.52173913,0.18115942,0.29710145,0.15683453,229,466,695,"10887"
"Mickey Jannis","NYM","AA",28,121,0.28534704,1.633333333,0.191815856,0.501278772,0.30690537,0.183333333,0.075,0.42606516,0.25313283,0.32080201,0.07521896,758,1183,1941,"11071"
"Casey Lawrence","TOR","AA",28,75,0.34146341,1.791666666,0.182926829,0.524390243,0.292682926,0.069444444,0.111111111,0.46428571,0.25396825,0.28174603,0.08781362,373,743,1116,"11121"
"Lisalverto Bonilla","LAD","AA",26,37.1,0.30693069,1.931034482,0.141414141,0.565656565,0.292929292,0.137931034,0.068965517,0.53398058,0.19417476,0.27184466,0.12412587,193,379,572,"11266"
"Seth Frankoff","LAD","AA",27,60.2,0.37566138,1.92,0.21081081,0.518918918,0.27027027,0.18,0.04,0.47120419,0.21465969,0.31413613,0.13305613,342,620,962,"11346"
"Danny Barnes","TOR","AA",26,35.2,0.17721519,0.547619047,0.177215189,0.29113924,0.531645569,0.285714285,0.071428571,0.35365854,0.24390244,0.40243902,0.14285714,151,339,490,"11388"
"Joely Rodriguez","PHI","AA",24,49,0.3115942,2.892857142,0.180451127,0.609022556,0.210526315,0.214285714,0.107142857,0.35971223,0.24460432,0.39568345,0.12429379,252,456,708,"11487"
"Parker Bridwell","BAL","AA",24,55.2,0.28323699,1.125,0.218390804,0.413793103,0.367816091,0.25,0.109375,0.53333333,0.22777778,0.23888889,0.10665138,327,545,872,"11502"
"Lendy Castillo","DET","AA",27,50.2,0.33098592,1.431818181,0.256944444,0.4375,0.305555555,0.181818181,0.09090909,0.43150685,0.2260274,0.34246575,0.08788853,378,555,933,"11562"
"Jose Campos","ARI","AA",23,76.2,0.29864253,1.319444444,0.223255813,0.441860465,0.33488372,0.152777777,0.013888888,0.40540541,0.28378378,0.31081081,0.12142238,396,757,1153,"11681"
"Josh Lucas","STL","AA",25,52.2,0.30215827,1.382978723,0.194244604,0.467625899,0.338129496,0.212765957,0.106382978,0.43661972,0.25352113,0.30985915,0.19029374,251,532,783,"11686"
