Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Wil Crowe","PHI","AA",30,36,6.75,3.75,1.8,1.25,0.16363636,0.09090909,0.07272727,0.27516779,1.5555555555555556,0.30769231,0.54,7,4.929076915317111,2.0709230846828888,4.450575960303347,"19800"
"CD Pelham","OAK","AA",30,39.1,10.754238678785251,3.4322038336548673,3.13333333,0.6864407667309734,0.2797619,0.08928571,0.19047619,0.24161074,1.2966103371585054,0.33333333,0.68897638,3.4322038336548673,3.502224331496606,-0.07002049784173892,3.6967852779488206,"19820"
"Nick Raquet","STL","AA",29,35,9.771428571428572,1.542857142857143,6.33333333,0,0.26760563,0.04225352,0.22535211,0.21804511,1,0.30526316,0.84210526,0.7714285714285715,2.051376867294312,-1.2799482958657404,3.2402109026908876,"20333"
"Antonio Santos","CHC","AA",28,76.1,7.5458520311815045,3.890829953577963,1.93939394,0.11790393798721101,0.21262458,0.10963455,0.10299003,0.16730038,1.0087336916683607,0.21717172,0.76923077,2.122270883769798,3.1742602783119547,-1.0519893945421566,4.251336762524554,"20383"
"Tommy Romero","CHC","AA",27,36,7.25,3,2.41666667,0.5,0.20567376,0.08510638,0.12056738,0.17829457,0.9722222222222222,0.21428571,0.83850932,2,3.2984718269772,-1.2984718269772002,3.6163835462596685,"23465"
"Kelvin Caceres","LAA","AA",25,36,10.5,6.75,1.55555556,0.5,0.23463687,0.15083799,0.08379888,0.33333333,2.111111111111111,0.45631068,0.65217391,5.5,4.242916271421644,1.2570837285783556,4.352801202403175,"24681"
"Garrett Hill","SEA","AA",29,42.1,7.866142677384345,7.228347325163993,1.08823529,0.21259845074011743,0.18974359,0.17435897,0.01538462,0.20512821,1.5590553054275278,0.26271186,0.68965517,4.0393705640622315,4.7742116718994865,-0.734841107837255,5.718081529063687,"25097"
"Amos Willingham","ATL","AA",26,39,10.384615384615385,2.769230769230769,3.75,1.6153846153846154,0.25862069,0.06896552,0.18965517,0.26086957,1.3846153846153846,0.32110092,0.59734513,5.076923076923077,4.213001741507115,0.863921335415962,2.8397920464858033,"26128"
"Sam Aldegheri","LAA","AA",23,128.1,7.7142851028018224,4.067532145113688,1.89655172,0.841558374851108,0.19855596,0.10469314,0.09386282,0.23770492,1.3558440483712295,0.28415301,0.75060533,3.71688282225906,4.231516477255426,-0.5146336549963664,4.241398959242279,"26443"
"Rolddy Munoz","ATL","AA",25,38.1,7.9826097548257255,5.400000716499755,1.47826087,0.9391305593912618,0.20481928,0.13855422,0.06626506,0.20143885,1.330434959137621,0.23762376,0.89068826,2.113043758630339,4.883013114766978,-2.769969356136639,4.196311701013447,"27407"
"John McMillon","PHI","AA",27,35.2,10.598129329769908,5.551401077498523,1.90909091,1.7663548882949847,0.2625,0.1375,0.125,0.19852941,1.373831579784988,0.22988506,0.65533981,5.046728252271384,5.505140981591775,-0.4584127293203908,4.358535620808611,"27942"
"McCade Brown","COL","AA",24,43,11.930232558139535,3.13953488372093,3.8,0.8372093023255814,0.33529412,0.08823529,0.24705882,0.2012987,1.069767441860465,0.29032258,0.74879227,3.13953488372093,2.964606631079385,0.174928252641545,3.028915413902249,"30004"
"Pierson Ohl","MIN","AA",25,39,10.615384615384615,0.9230769230769231,11.5,0.46153846153846156,0.30263158,0.02631579,0.27631579,0.20945946,0.8974358974358975,0.29,0.77639752,2.076923076923077,2.066761482678927,0.010161594244149974,2.3376756597787907,"30179"
"Jake Palisch","CHW","AA",26,105,5.742857142857143,2.2285714285714286,2.57692308,0.42857142857142855,0.16105769,0.0625,0.09855769,0.22107969,1.0666666666666667,0.2555205,0.73584906,2.142857142857143,3.3016464301518034,-1.1587892872946606,3.7422617980412074,"31598"
