Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"David Fletcher","ATL","AA",30,89,3.235955056179775,3.741573033707865,0.86486486,1.2134831460674158,0.07881773,0.091133,-0.01231527,0.30508475,1.6292134831460674,0.30967742,0.64944134,6.370786516853933,6.097391268376555,0.27339524847737806,6.045537353683724,"17992"
"Seth Elledge","OAK","AA",28,44.2,6.850745488551639,1.8134326293224927,3.77777778,0.6044775431074976,0.2,0.05294118,0.14705882,0.16981132,0.8059700574766635,0.19672131,0.68047337,2.2164176580608244,3.499463098206907,-1.2830454401460827,4.147566084079006,"19766"
"Antonio Santos","CHC","AA",27,70,10.285714285714286,3.2142857142857144,3.2,1.1571428571428573,0.28169014,0.08802817,0.19366197,0.18897638,1.042857142857143,0.23636364,0.71865443,3.9857142857142858,3.982302985872541,0.003411299841744597,3.447445854970387,"20383"
"Jonathan Bermudez","MIA","AA",28,74.2,8.437501149518306,4.218750574759153,2,1.0848215763666393,0.2295082,0.1147541,0.1147541,0.18631179,1.1250001532691074,0.2173913,0.86734694,2.5312503448554917,4.690338888095376,-2.159088543239884,4.470093336540431,"21241"
"Juan Morillo","LAD","AA",25,51,8.823529411764707,5.117647058823529,1.72413793,1.0588235294117647,0.22522523,0.13063063,0.0945946,0.23684211,1.4509803921568627,0.29104478,0.6851312,4.764705882352941,4.860891261755252,-0.09618537940231064,4.161040692002166,"21924"
"Joel Peguero","DET","AA",27,51.2,9.754837749374119,2.9612900310600003,3.29411765,0.6967741249552942,0.25454545,0.07727273,0.17727273,0.23,1.2193547186717648,0.3,0.67880795,3.1354835622988237,3.3779234409332277,-0.24243987863440397,3.3779590482638286,"21951"
"Paul Campbell","MIA","AA",28,46.1,7.575540399953763,2.913669384597601,2.6,0.5827338769195202,0.20967742,0.08064516,0.12903226,0.23493976,1.1654677538390403,0.29032258,0.72992701,3.496403261517121,3.7641118742702635,-0.2677086127531423,4.401018434560071,"22248"
"Robinson Pina","PHI","AA",25,100.1,9.598007131076299,1.1661130159251578,8.23076923,1.2558140171501702,0.25295508,0.03073286,0.22222222,0.26550868,1.1960133496668286,0.32978723,0.76350093,3.9468440539005343,3.6569932225221544,0.28985083137837986,3.212808152083837,"23091"
"Eduarniel Nunez","CHC","AA",25,36.2,10.30908947905253,2.945454136872151,3.5,0.7363635342180378,0.30882353,0.08823529,0.22058824,0.13709677,0.7909089811971517,0.17721519,0.92741935,0.9818180456240504,3.065419903037957,-2.083601857413907,2.936010839906647,"23162"
"Juan Mejia","COL","AA",23,54,10.833333333333334,5,2.16666667,0.5,0.26748971,0.12345679,0.14403292,0.27142857,1.6111111111111112,0.38028169,0.67599068,5,3.5260715890813756,1.4739284109186244,3.5604898917730208,"23237"
"PJ Poulin","DET","AA",27,34,10.852941176470589,3.4411764705882355,3.15384615,0,0.30597015,0.09701493,0.20895522,0.15966387,0.9411764705882353,0.24358974,0.88235294,0.7941176470588235,2.289688146815581,-1.4955704997567576,3.3457479168825293,"23394"
"Jared Solomon","MIN","AA",27,31.1,9.478724365916595,7.1808517923610555,1.32,0.5744681433888844,0.20496894,0.1552795,0.04968944,0.29457364,2.0106385018610955,0.38297872,0.58035714,7.75531993574994,5.197145093474918,2.5581748422750215,5.67668466839626,"23425"
"Braxton Ashcraft","PIT","AA",24,53.2,10.565216389985041,1.3416147796806401,7.875,1.0062110847604802,0.28636364,0.03636364,0.25,0.24170616,1.099378777793858,0.31690141,0.69767442,3.6894406441217606,2.986619130193041,0.7028215139287197,2.709819611318208,"23793"
"Omar Cruz","SDP","AA",25,47.2,13.216781806488912,2.454545192633655,5.38461538,0.566433505992382,0.35353535,0.06565657,0.28787879,0.20224719,1.027971918282471,0.31428571,0.69498069,3.5874122046184187,2.5497711012395863,1.0376411033788324,2.646057875484172,"23875"
"Valente Bellozo","MIA","AA",24,31.1,11.202128796083247,2.0106385018610955,5.57142857,0.8617022150833267,0.29545455,0.0530303,0.24242424,0.25,1.212766080487645,0.34146341,0.66091954,4.595745147111075,2.8321509616198997,1.7635941854911756,2.7865126717294286,"23899"
"Luinder Avila","KCR","AA",22,82.2,8.927420453400206,4.681452188978157,1.90697674,0.4354839245561076,0.22905028,0.12011173,0.10893855,0.22829582,1.3790324277610075,0.29777778,0.72953737,3.810484339865942,3.760717364379698,0.04976697548624376,4.062204665612412,"24452"
"Carlos Duran","LAD","AA",22,38.1,11.269566712695141,4.226087517260678,2.66666667,0.7043479195434463,0.27272727,0.10227273,0.17045455,0.28104575,1.5913045589685268,0.39215686,0.84142395,3.052174318021601,3.7229543893954755,-0.6707800713738745,3.7423506364120502,"24458"
"Luis Curvelo","SEA","AA",23,66.2,10.530001606750734,2.4300003707886306,4.33333333,0.6750001029968419,0.30588235,0.07058824,0.23529412,0.16738197,0.8550001304626664,0.22666667,0.75925926,2.5650003913879993,3.0349108123779214,-0.4699104209899221,3.290678006098501,"24710"
