Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Wil Crowe","PHI","AA",30,36,0.30769231,1.365853658,0.184873949,0.470588235,0.344537815,0.097560975,0.121951219,0.44262295,0.23770492,0.31967213,0.09836066,253,357,610,"19800"
"CD Pelham","OAK","AA",30,39.1,0.33333333,1.162162162,0.2,0.43,0.37,0.216216216,0.081081081,0.41584158,0.25742574,0.32673267,0.14263804,230,422,652,"19820"
"Nick Raquet","STL","AA",29,35,0.30526316,1.242424242,0.168539325,0.460674157,0.370786516,0.181818181,0,0.38297872,0.30851064,0.30851064,0.13827655,154,345,499,"20333"
"Antonio Santos","CHC","AA",28,76.1,0.21717172,0.898876404,0.142131979,0.40609137,0.451776649,0.337078651,0.011235955,0.4040404,0.26767677,0.32828283,0.11676397,477,722,1199,"20383"
"Tommy Romero","CHC","AA",27,36,0.21428571,1.057142857,0.272727272,0.373737373,0.353535353,0.228571428,0.057142857,0.46534653,0.24752475,0.28712871,0.09927798,204,350,554,"23465"
"Kelvin Caceres","LAA","AA",25,36,0.45631068,1.535714285,0.310679611,0.417475728,0.27184466,0.142857142,0.071428571,0.43809524,0.2952381,0.26666667,0.12592593,294,381,675,"24681"
"Garrett Hill","SEA","AA",29,42.1,0.26271186,1.238095238,0.189655172,0.448275862,0.362068965,0.214285714,0.023809523,0.41666667,0.26666667,0.31666667,0.0821382,321,446,767,"25097"
"Amos Willingham","ATL","AA",26,39,0.32110092,1.485714285,0.236842105,0.45614035,0.307017543,0.314285714,0.2,0.50434783,0.22608696,0.26956522,0.15959004,237,446,683,"26128"
"Sam Aldegheri","LAA","AA",23,128.1,0.28415301,0.891156462,0.242506811,0.356948228,0.400544959,0.31292517,0.081632653,0.43007916,0.24274406,0.32717678,0.11798287,790,1312,2102,"26443"
"Rolddy Munoz","ATL","AA",25,38.1,0.23762376,2.208333333,0.237623762,0.524752475,0.237623762,0.083333333,0.166666666,0.51456311,0.15533981,0.33009709,0.13570275,231,388,619,"27407"
"John McMillon","PHI","AA",27,35.2,0.22988506,0.65116279,0.211111111,0.311111111,0.477777777,0.255813953,0.162790697,0.44565217,0.20652174,0.34782609,0.16853933,249,374,623,"27942"
"McCade Brown","COL","AA",24,43,0.29032258,0.617021276,0.208333333,0.302083333,0.489583333,0.319148936,0.085106382,0.36082474,0.27835052,0.36082474,0.15373961,267,455,722,"30004"
"Pierson Ohl","MIN","AA",25,39,0.29,1.517241379,0.27,0.44,0.29,0.310344827,0.068965517,0.5,0.16666667,0.33333333,0.1607445,172,419,591,"30179"
"Jake Palisch","CHW","AA",26,105,0.2555205,1.375,0.210862619,0.456869009,0.33226837,0.163461538,0.048076923,0.45794393,0.23676012,0.30529595,0.10596491,451,974,1425,"31598"
"Troy Melton","DET","AA",24,39,0.36448598,0.9,0.289719626,0.336448598,0.373831775,0.3,0.025,0.48148148,0.24074074,0.27777778,0.14961832,216,439,655,"31807"
"Cam Schlittler","NYY","AA",24,53,0.35384615,1.9375,0.265625,0.484375,0.25,0.125,0.03125,0.35384615,0.19230769,0.45384615,0.13837209,287,573,860,"32095"
"Jonah Tong","NYM","AA",22,102,0.25668449,1.886792452,0.163934426,0.546448087,0.289617486,0.264150943,0.037735849,0.51322751,0.15873016,0.32804233,0.16676629,636,1037,1673,"32157"
"Luis Morales","OAK","AA",22,42.1,0.26041667,1.184210526,0.144329896,0.463917525,0.391752577,0.210526315,0.078947368,0.5,0.20408163,0.29591837,0.13716814,272,406,678,"32227"
"Mitch Farris","LAA","AA",24,116,0.35353535,1.343434343,0.224080267,0.444816053,0.331103678,0.191919191,0.101010101,0.41693811,0.22149837,0.36156352,0.14954222,715,1251,1966,"33628"
"Connelly Early","BOS","AA",23,71.2,0.3006135,1.519230769,0.176100628,0.496855345,0.327044025,0.269230769,0.057692307,0.54601227,0.18404908,0.26993865,0.14866033,406,751,1157,"33666"
"Philip Abner","ARI","AA",23,36.1,0.32608696,1.233333333,0.287234042,0.393617021,0.319148936,0.166666666,0.166666666,0.34375,0.21875,0.4375,0.13200723,178,375,553,"33821"
"Jonathan Pintaro","NYM","AA",27,42.1,0.30769231,2,0.294117647,0.470588235,0.235294117,0.15,0.2,0.49411765,0.24705882,0.25882353,0.15210356,214,404,618,"33980"
"Chase Burns","CIN","AA",22,42,0.25842697,1.114285714,0.186813186,0.428571428,0.384615384,0.171428571,0.085714285,0.41304348,0.2173913,0.36956522,0.17094017,183,402,585,"35333"
"Trey Yesavage","TOR","AA",21,30,0.29508197,0.425,0.095238095,0.269841269,0.634920634,0.175,0.075,0.3968254,0.15873016,0.44444444,0.20849421,183,335,518,"35456"
"Brian Moran","ATL","AA",36,46.1,0.28099174,1.268292682,0.225,0.433333333,0.341666666,0.365853658,0.048780487,0.352,0.264,0.384,0.11309524,225,447,672,"9646"
"Chris Kachmar","CHC","AA",28,73.2,0.2979798,0.758620689,0.246305418,0.325123152,0.428571428,0.229885057,0.091954022,0.47058824,0.21568627,0.31372549,0.11367381,473,741,1214,"sa1170503"
"Ryan Anderson","NYY","AA",26,41.1,0.2605042,1.236842105,0.279661016,0.398305084,0.322033898,0.210526315,0.078947368,0.50819672,0.18852459,0.30327869,0.09343066,262,423,685,"sa1172845"
"Luis Pacheco","NYY","AA",26,38.2,0.3125,0.886363636,0.271929824,0.342105263,0.385964912,0.272727272,0.113636363,0.51724138,0.14655172,0.3362069,0.09134615,224,400,624,"sa3002678"
"Gerardo Carrillo","TEX","AA",26,46.1,0.3,1.444444444,0.266666666,0.433333333,0.3,0.111111111,0.055555555,0.43442623,0.25409836,0.31147541,0.13297151,266,471,737,"sa3002790"
"Yovanny Cruz","BOS","AA",25,59.1,0.2265625,1.108695652,0.236220472,0.401574803,0.362204724,0.173913043,0.108695652,0.48120301,0.17293233,0.34586466,0.15250768,392,585,977,"sa3002951"
"Luis Palacios","MIA","AA",24,70,0.26153846,1.343283582,0.190721649,0.463917525,0.345360824,0.23880597,0.074626865,0.46268657,0.24875622,0.28855721,0.10704961,434,715,1149,"sa3003021"
"Dylan File","SEA","AA",29,125.1,0.30690537,1.454545454,0.240409207,0.450127877,0.309462915,0.165289256,0.074380165,0.4425,0.2825,0.275,0.1058038,654,1293,1947,"sa3004197"
"Anderson Bido","HOU","AA",26,66.1,0.24637681,1.097560975,0.184834123,0.426540284,0.388625592,0.219512195,0.146341463,0.48847926,0.22580645,0.28571429,0.08172635,403,686,1089,"sa3004204"
"Jorge Benitez","LAD","AA",26,46,0.23076923,1.155555555,0.163793103,0.448275862,0.387931034,0.244444444,0.044444444,0.39830508,0.27966102,0.3220339,0.07900943,378,470,848,"sa3004462"
"Osvaldo Berrios","STL","AA",25,43.1,0.25663717,1.065217391,0.173913043,0.426086956,0.4,0.152173913,0.130434782,0.45378151,0.21008403,0.33613445,0.12929849,245,482,727,"sa3004702"
"Bryce Conley","WSN","AA",30,45,0.2295082,0.536231884,0.14516129,0.298387096,0.556451612,0.246376811,0.072463768,0.4375,0.3046875,0.2578125,0.10238429,265,448,713,"sa3004704"
"Tim Naughton","DET","AA",29,33,0.26582278,0.735294117,0.233766233,0.324675324,0.441558441,0.235294117,0.058823529,0.4375,0.2625,0.3,0.13636364,164,342,506,"sa3004713"
"Gerald Ogando","BAL","AA",24,50.1,0.28225806,1.742857142,0.219512195,0.495934959,0.284552845,0.314285714,0.057142857,0.43650794,0.21428571,0.34920635,0.14494519,326,495,821,"sa3005026"
"Gerardo Gutierrez","ARI","AA",26,36.2,0.34234234,0.906976744,0.247706422,0.357798165,0.394495412,0.279069767,0.069767441,0.51327434,0.23893805,0.24778761,0.10569106,234,381,615,"sa3005379"
"Luis Angel Rodriguez","HOU","AA",25,41.1,0.28125,1.31707317,0.251968503,0.42519685,0.322834645,0.292682926,0.048780487,0.41984733,0.21374046,0.36641221,0.08510638,298,407,705,"sa3005435"
"Jhosmer Alvarez","ARI","AA",24,41.1,0.27826087,1.741935483,0.254385964,0.47368421,0.271929824,0.096774193,0.096774193,0.3559322,0.29661017,0.34745763,0.12108844,313,422,735,"sa3005437"
"Junior Santos","WSN","AA",23,62,0.22424242,0.882352941,0.214723926,0.368098159,0.417177914,0.235294117,0.058823529,0.44705882,0.25294118,0.3,0.09241245,388,640,1028,"sa3005470"
"Jorge Juan","BOS","AA",26,37,0.30232558,0.942857142,0.235955056,0.370786516,0.393258426,0.114285714,0.142857142,0.45054945,0.30769231,0.24175824,0.11284047,354,417,771,"sa3005826"
"Samuel Vasquez","WSN","AA",25,30.1,0.23809524,1.64,0.204819277,0.493975903,0.301204819,0.4,0.08,0.44186047,0.1627907,0.39534884,0.10447761,219,317,536,"sa3005849"
"Joshua Cornielly","NYM","AA",24,53,0.31944444,0.723076923,0.216783216,0.328671328,0.454545454,0.338461538,0.061538461,0.47260274,0.19863014,0.32876712,0.16296296,270,540,810,"sa3005890"
"Jose Geraldo","SDP","AA",26,48,0.31060606,0.957446808,0.297709923,0.34351145,0.358778625,0.212765957,0.085106382,0.41481481,0.25925926,0.32592593,0.13573701,400,543,943,"sa3006070"
"Michael Martinez","MIN","AA",25,39.2,0.22772277,0.571428571,0.222222222,0.282828282,0.494949494,0.285714285,0.040816326,0.41176471,0.24509804,0.34313725,0.14662757,281,401,682,"sa3006415"
"Wilkin Ramos","PIT","AA",24,49.2,0.2231405,2.607142857,0.144067796,0.618644067,0.237288135,0.357142857,0.035714285,0.32786885,0.2295082,0.44262295,0.11006711,281,464,745,"sa3006487"
"Kelvin Bautista","LAD","AA",25,47.1,0.34074074,1.7,0.217391304,0.492753623,0.289855072,0.175,0.125,0.44285714,0.28571429,0.27142857,0.09060773,401,504,905,"sa3006491"
"Jeisson Cabrera","LAD","AA",26,43.2,0.27722772,1.242424242,0.274509803,0.401960784,0.323529411,0.121212121,0.06060606,0.40776699,0.29126214,0.30097087,0.11257485,365,470,835,"sa3006501"
"Brayan Castillo","COL","AA",24,34,0.25301205,1.392857142,0.192771084,0.469879518,0.337349397,0.285714285,0.035714285,0.46428571,0.23809524,0.29761905,0.14285714,214,367,581,"sa3006544"
"Valentin Linarez","PIT","AA",25,57,0.23972603,0.806451612,0.222222222,0.347222222,0.430555555,0.193548387,0.064516129,0.45637584,0.25503356,0.2885906,0.12078346,373,546,919,"sa3006557"
"Gabe Mosser","PHI","AA",29,41.1,0.30275229,1.194444444,0.288288288,0.387387387,0.324324324,0.25,0.166666666,0.52173913,0.23478261,0.24347826,0.11715481,264,453,717,"sa3006834"
"Troy Watson","DET","AA",28,52.2,0.23664122,1.414634146,0.244274809,0.442748091,0.312977099,0.195121951,0.073170731,0.45522388,0.20895522,0.3358209,0.13530928,267,509,776,"sa3007249"
"Jake Higginbotham","SDP","AA",29,40.2,0.3125,0.868421052,0.260416666,0.34375,0.395833333,0.236842105,0.026315789,0.33333333,0.34343434,0.32323232,0.16183206,232,423,655,"sa3007590"
"Manuel Urias","HOU","AA",24,92,0.26714801,1.163265306,0.24822695,0.404255319,0.34751773,0.183673469,0.132653061,0.51557093,0.24567474,0.23875433,0.10641201,543,923,1466,"sa3007606"
"Joander Suarez","NYM","AA",25,82.2,0.26605505,1.075,0.23853211,0.394495412,0.366972477,0.2,0.1,0.41409692,0.26872247,0.31718062,0.13640099,389,828,1217,"sa3008263"
"Steven Perez","CLE","AA",24,49,0.24603175,1.022222222,0.2890625,0.359375,0.3515625,0.155555555,0.088888888,0.48854962,0.21374046,0.29770992,0.14713542,288,480,768,"sa3008362"
"Richard Guasch","DET","AA",27,46,0.2293578,0.76,0.19266055,0.348623853,0.458715596,0.22,0.06,0.40178571,0.3125,0.28571429,0.13139696,273,450,723,"sa3008434"
"Zach Willeman","CIN","AA",29,58,0.28108108,1.637931034,0.177419354,0.510752688,0.311827956,0.275862068,0.068965517,0.46031746,0.24867725,0.29100529,0.07580825,349,548,897,"sa3008443"
"Jerming Rosario","LAD","AA",23,79,0.32227488,1.672413793,0.258373205,0.464114832,0.277511961,0.224137931,0.103448275,0.42592593,0.24074074,0.33333333,0.1241033,552,842,1394,"sa3008678"
"Jose Franco","CIN","AA",24,58.2,0.26027397,0.916666666,0.228187919,0.369127516,0.402684563,0.216666666,0.066666666,0.48,0.23333333,0.28666667,0.13262032,343,592,935,"sa3008714"
"Christian Suarez","LAD","AA",24,64,0.27607362,2.243902439,0.179012345,0.567901234,0.253086419,0.170731707,0.073170731,0.47239264,0.26993865,0.25766871,0.1231441,459,686,1145,"sa3009222"
"Jonatan Bernal","ARI","AA",23,53.1,0.3255814,1.031746031,0.284916201,0.363128491,0.351955307,0.174603174,0.126984126,0.43333333,0.28333333,0.28333333,0.09929907,309,547,856,"sa3009271"
"Carlos Pena","DET","AA",26,102,0.27739726,1.262626262,0.243243243,0.422297297,0.334459459,0.171717171,0.09090909,0.50166113,0.25581395,0.24252492,0.10779962,544,1033,1577,"sa3009519"
"Reidis Sena","BOS","AA",24,41.2,0.26530612,2.260869565,0.210526315,0.547368421,0.242105263,0.173913043,0.04347826,0.45918367,0.28571429,0.25510204,0.13611111,295,425,720,"sa3009626"
"Hancel Rincon","STL","AA",23,47.1,0.35245902,1.209302325,0.233870967,0.419354838,0.346774193,0.279069767,0.093023255,0.45238095,0.25396825,0.29365079,0.1446281,248,478,726,"sa3009629"
"Travis Kuhn","DET","AA",27,49.2,0.2885906,2,0.22077922,0.519480519,0.259740259,0.275,0.2,0.33757962,0.28025478,0.38216561,0.06361607,344,552,896,"sa3009928"
"Stephen Jones","SDP","AA",27,54.1,0.32214765,1.367346938,0.241830065,0.437908496,0.320261437,0.122448979,0.122448979,0.31410256,0.26282051,0.42307692,0.11542992,293,556,849,"sa3009935"
"Luis Moreno","NYM","AA",26,54.1,0.31125828,1.2,0.25170068,0.408163265,0.340136054,0.24,0.06,0.42666667,0.3,0.27333333,0.09862385,321,551,872,"sa3009950"
"Hyun-il Choi","WSN","AA",25,108,0.23452769,1.08,0.195046439,0.417956656,0.386996904,0.224,0.16,0.47706422,0.25382263,0.26911315,0.09342978,584,1075,1659,"sa3009992"
"Michael Stryffeler","SFG","AA",29,32.2,0.3255814,1.206896551,0.272727272,0.397727272,0.329545454,0.24137931,0.103448275,0.48314607,0.28089888,0.23595506,0.12828947,250,358,608,"sa3010005"
"Blake Townsend","PIT","AA",24,66,0.26203209,1.098591549,0.207446808,0.414893617,0.377659574,0.225352112,0.056338028,0.45549738,0.2565445,0.28795812,0.10479042,341,661,1002,"sa3010125"
"Nick Fraze","SEA","AA",27,31,0.33009709,1.342857142,0.211538461,0.451923076,0.336538461,0.314285714,0.085714285,0.44230769,0.21153846,0.34615385,0.07964602,227,338,565,"sa3010250"
"Avery Weems","TEX","AA",28,38,0.37614679,1.411764705,0.286956521,0.417391304,0.295652173,0.205882352,0.205882352,0.48695652,0.2173913,0.29565217,0.14483821,230,419,649,"sa3010256"
"Yorlin Calderon","OAK","AA",23,62,0.26111111,1.508474576,0.2,0.481081081,0.318918918,0.186440677,0.186440677,0.53157895,0.20526316,0.26315789,0.09648241,378,617,995,"sa3010371"
"Ryan Shreve","TBR","AA",27,30,0.3364486,1.466666666,0.295238095,0.419047619,0.285714285,0.266666666,0.066666666,0.53703704,0.18518519,0.27777778,0.09722222,205,299,504,"sa3010555"
"Ben Anderson","TEX","AA",27,79.1,0.31102362,1.271604938,0.284046692,0.40077821,0.315175097,0.209876543,0.086419753,0.4351145,0.2519084,0.3129771,0.08093385,495,790,1285,"sa3010560"
"Alec Barger","COL","AA",27,33.1,0.25316456,0.891891891,0.176470588,0.388235294,0.435294117,0.216216216,0.189189189,0.42528736,0.31034483,0.26436782,0.10344828,215,336,551,"sa3010566"
"Dalton Roach","CHW","AA",29,47,0.2734375,0.661538461,0.15625,0.3359375,0.5078125,0.261538461,0.046153846,0.39694656,0.25954198,0.34351145,0.13049096,270,504,774,"sa3010567"
"Sam Ryan","LAA","AA",26,41,0.34710744,1.866666666,0.27118644,0.474576271,0.254237288,0.066666666,0.066666666,0.43089431,0.21138211,0.35772358,0.11416781,277,450,727,"sa3010627"
"Brandon Komar","CIN","AA",26,63,0.30601093,3.3125,0.262032085,0.566844919,0.171122994,0.0625,0.25,0.56842105,0.23157895,0.2,0.10931174,346,642,988,"sa3010630"
"Nelson L. Alvarez","PHI","AA",27,34.2,0.3030303,0.761904761,0.244897959,0.326530612,0.428571428,0.238095238,0.119047619,0.47572816,0.21359223,0.31067961,0.14310954,214,352,566,"sa3010783"
"Andrew Magno","DET","AA",27,66.1,0.26086957,0.963636363,0.289473684,0.34868421,0.361842105,0.163636363,0.036363636,0.43478261,0.24223602,0.32298137,0.13636364,415,663,1078,"sa3010824"
"Justin Yeager","MIL","AA",27,36,0.25263158,0.95,0.1875,0.395833333,0.416666666,0.2,0.05,0.50515464,0.19587629,0.29896907,0.12455516,205,357,562,"sa3010825"
"Austin Bergner","DET","AA",28,91,0.27755102,0.864077669,0.213114754,0.364754098,0.422131147,0.262135922,0.067961165,0.38247012,0.29482072,0.32270916,0.12049771,560,967,1527,"sa3011122"
"Colin Peluse","OAK","AA",27,58,0.2969697,1.436363636,0.187878787,0.478787878,0.333333333,0.127272727,0.054545454,0.46428571,0.19047619,0.3452381,0.10789766,297,602,899,"sa3011126"
"T.J. Sikkema","CIN","AA",26,63.1,0.28571429,2.065217391,0.216666666,0.527777777,0.255555555,0.304347826,0.130434782,0.43333333,0.19444444,0.37222222,0.1009901,379,631,1010,"sa3011191"
"Michael Dominguez","TOR","AA",24,50,0.296,0.661290322,0.201550387,0.317829457,0.480620155,0.177419354,0.14516129,0.50746269,0.26865672,0.2238806,0.12034079,390,549,939,"sa3011198"
"Gunner Mayer","PHI","AA",24,52,0.32592593,0.963636363,0.19402985,0.395522388,0.410447761,0.29090909,0.109090909,0.43661972,0.24647887,0.31690141,0.15895372,398,596,994,"sa3011199"
"Mitchell Tyranski","CHC","AA",27,57,0.21969697,0.796296296,0.253846153,0.33076923,0.415384615,0.259259259,0,0.44360902,0.27819549,0.27819549,0.1136612,354,561,915,"sa3011235"
"Jack Ralston","STL","AA",27,39.1,0.31818182,1.1875,0.222222222,0.422222222,0.355555555,0.28125,0.125,0.46153846,0.21978022,0.31868132,0.15080527,271,412,683,"sa3011296"
"Taylor Floyd","SEA","AA",27,57.2,0.33950617,1.396226415,0.23030303,0.448484848,0.321212121,0.301886792,0.150943396,0.4852071,0.26627219,0.24852071,0.16188525,343,633,976,"sa3011367"
"Zach Bryant","BOS","AA",27,48.1,0.30597015,1.244444444,0.262773722,0.408759124,0.328467153,0.311111111,0.133333333,0.4057971,0.24637681,0.34782609,0.09888752,310,499,809,"sa3011368"
"Drew Parrish","CIN","AA",27,44,0.2601626,0.87755102,0.25203252,0.349593495,0.398373983,0.265306122,0.061224489,0.48818898,0.2519685,0.25984252,0.14680233,231,457,688,"sa3011395"
"Joel Valdez","CIN","AA",25,45.2,0.30909091,2.809523809,0.252336448,0.551401869,0.196261682,0.142857142,0.047619047,0.38181818,0.23636364,0.38181818,0.0984252,295,467,762,"sa3011397"
"JJ Goss","TBR","AA",24,40,0.24778761,1.219512195,0.1875,0.446428571,0.366071428,0.243902439,0.024390243,0.46902655,0.19469027,0.33628319,0.10278746,202,372,574,"sa3011420"
"Evan Fitterer","MIA","AA",25,94.2,0.29880478,2.754716981,0.204,0.584,0.212,0.283018867,0.075471698,0.4296875,0.25,0.3203125,0.12771392,573,993,1566,"sa3011433"
"Dan Hammer","TBR","AA",27,38.1,0.40495868,1.757575757,0.247933884,0.479338842,0.272727272,0.181818181,0.09090909,0.38709677,0.25,0.36290323,0.11066667,295,455,750,"sa3011525"
"James Gonzalez","OAK","AA",24,78,0.35046729,1.347222222,0.231818181,0.44090909,0.327272727,0.263888888,0.083333333,0.45045045,0.22072072,0.32882883,0.13548884,497,802,1299,"sa3011609"
"Yosber Sanchez","DET","AA",24,36.2,0.33944954,1.470588235,0.222222222,0.462962962,0.314814814,0.117647058,0.088235294,0.40540541,0.27027027,0.32432432,0.09954751,263,400,663,"sa3011636"
"Noah Song","BOS","AA",28,43,0.35294118,0.708333333,0.310924369,0.285714285,0.403361344,0.145833333,0.041666666,0.45454545,0.23140496,0.31404959,0.12747875,275,431,706,"sa3011695"
"Avery Short","ARI","AA",24,98,0.26440678,0.983739837,0.197368421,0.398026315,0.404605263,0.203252032,0.105691056,0.43278689,0.24918033,0.31803279,0.08059516,614,999,1613,"sa3011712"
"Indigo Diaz","NYY","AA",26,52.1,0.23611111,0.98245614,0.204225352,0.394366197,0.40140845,0.298245614,0.035087719,0.48630137,0.19863014,0.31506849,0.14212548,294,487,781,"sa3011726"
"Gavin Collyer","TEX","AA",24,45.1,0.3047619,0.708333333,0.203883495,0.330097087,0.466019417,0.25,0.0625,0.38317757,0.26168224,0.35514019,0.12457143,330,545,875,"sa3011742"
"Alexander Cornielle","MIL","AA",23,123,0.28228228,1.023076923,0.221893491,0.393491124,0.384615384,0.2,0.084615384,0.47965116,0.23255814,0.2877907,0.11251167,812,1330,2142,"sa3011779"
"Brad Deppermann","CHC","AA",29,45.2,0.3037037,1.3125,0.177777777,0.466666666,0.355555555,0.145833333,0,0.42962963,0.22962963,0.34074074,0.11283498,236,473,709,"sa3011801"
"Tyler Schlaffer","CHC","AA",24,45.1,0.29268293,1.552631578,0.198347107,0.487603305,0.314049586,0.394736842,0.052631578,0.40650407,0.24390244,0.3495935,0.09575923,280,451,731,"sa3011815"
"Andrew Dalquist","CHW","AA",24,56.1,0.23404255,1.185185185,0.174825174,0.447552447,0.377622377,0.222222222,0.074074074,0.31724138,0.33793103,0.34482759,0.08888889,382,563,945,"sa3011841"
"Sam Weatherly","COL","AA",26,48,0.30630631,0.603448275,0.218487394,0.294117647,0.487394957,0.155172413,0.172413793,0.41322314,0.24793388,0.33884298,0.12175649,416,586,1002,"sa3014455"
"Beck Way","KCR","AA",25,36.1,0.2962963,1.157894736,0.24074074,0.407407407,0.351851851,0.210526315,0.078947368,0.3963964,0.25225225,0.35135135,0.12842466,219,365,584,"sa3014462"
"Zach Peek","MIL","AA",27,45.1,0.30645161,1.43902439,0.21875,0.4609375,0.3203125,0.073170731,0.121951219,0.39370079,0.22047244,0.38582677,0.11523179,257,498,755,"sa3014469"
"Jared Kelley","CHW","AA",23,39.1,0.32692308,2,0.242718446,0.504854368,0.252427184,0.192307692,0.076923076,0.36448598,0.22429907,0.41121495,0.11782477,259,403,662,"sa3014471"
"Christian Chamberlain","KCR","AA",25,43,0.26213592,0.708333333,0.188118811,0.336633663,0.475247524,0.229166666,0,0.33980583,0.31067961,0.34951456,0.12234707,344,457,801,"sa3014486"
"Tekoah Roby","STL","AA",23,47,0.27272727,1.371428571,0.258928571,0.428571428,0.3125,0.2,0.114285714,0.44247788,0.27433628,0.28318584,0.1547619,229,443,672,"sa3014519"
"Jeremy Wu-Yelland","BOS","AA",26,34,0.28787879,0.846153846,0.304347826,0.318840579,0.376811594,0.269230769,0.153846153,0.3,0.24285714,0.45714286,0.11837456,202,364,566,"sa3014520"
"Dax Fulton","MIA","AA",23,87.1,0.33196721,1.71641791,0.241666666,0.479166666,0.279166666,0.223880597,0.074626865,0.43548387,0.25806452,0.30645161,0.12779553,619,946,1565,"sa3014535"
"Stevie Emanuels","OAK","AA",26,53.1,0.32835821,0.888888888,0.227272727,0.363636363,0.409090909,0.222222222,0,0.43283582,0.23880597,0.32835821,0.15893386,401,612,1013,"sa3014698"
"Po-Yu Chen","PIT","AA",23,99,0.31756757,0.965811965,0.235880398,0.375415282,0.388704318,0.162393162,0.094017094,0.42996743,0.26058632,0.30944625,0.10504202,628,1038,1666,"sa3014699"
"CJ Van Eyk","TOR","AA",26,36.2,0.26315789,2.454545454,0.216494845,0.55670103,0.226804123,0.09090909,0.227272727,0.42,0.27,0.31,0.11669659,194,363,557,"sa3014713"
"Cesar Gomez","ARI","AA",26,36,0.28301887,1.257142857,0.261682242,0.411214953,0.327102803,0.228571428,0.114285714,0.37272727,0.23636364,0.39090909,0.10693069,174,331,505,"sa3014799"
"Shohei Tomioka","OAK","AA",29,42,0.29464286,2.185185185,0.225225225,0.531531531,0.243243243,0.148148148,0.037037037,0.44247788,0.26548673,0.2920354,0.08970976,299,459,758,"sa3014808"
"Braxton Roxby","SFG","AA",26,30,0.22727273,1,0.161290322,0.419354838,0.419354838,0.307692307,0,0.5,0.16666667,0.33333333,0.15432099,178,308,486,"sa3014811"
"Carson Rudd","CIN","AA",26,33.1,0.2972973,1.121951219,0.223214285,0.410714285,0.366071428,0.219512195,0.048780487,0.44642857,0.23214286,0.32142857,0.09059829,232,353,585,"sa3014812"
"Adam Laskey","MIA","AA",27,52.2,0.35294118,2.866666666,0.22147651,0.577181208,0.201342281,0.266666666,0.033333333,0.47435897,0.19871795,0.32692308,0.11083744,270,542,812,"sa3014851"
"TJ Shook","NYM","AA",27,50,0.30232558,1.295454545,0.217054263,0.441860465,0.341085271,0.136363636,0.09090909,0.48484848,0.28030303,0.23484848,0.13895782,279,527,806,"sa3014915"
"Jimmy Endersby","ARI","AA",27,35.2,0.36036036,1.666666666,0.279279279,0.45045045,0.27027027,0.433333333,0.066666666,0.47321429,0.24107143,0.28571429,0.12264151,181,349,530,"sa3014921"
"Blane Abeyta","ATL","AA",26,51,0.25225225,0.8,0.210526315,0.350877192,0.438596491,0.2,0.12,0.38461538,0.25641026,0.35897436,0.16196319,275,540,815,"sa3014975"
"Nick Davila","SEA","AA",26,50.2,0.29411765,1.952380952,0.178807947,0.543046357,0.278145695,0.095238095,0.047619047,0.43870968,0.21290323,0.3483871,0.11318408,293,511,804,"sa3014980"
"Adam Seminaris","SEA","AA",26,125.1,0.30645161,1.764705882,0.233695652,0.489130434,0.277173913,0.205882352,0.019607843,0.47989276,0.21179625,0.30831099,0.09469303,722,1200,1922,"sa3015010"
"Jordan Mikel","CHW","AA",26,46,0.3030303,1.447368421,0.311111111,0.407407407,0.281481481,0.184210526,0.105263157,0.52554745,0.24817518,0.22627737,0.12121212,284,475,759,"sa3015094"
