Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"David Fletcher","ATL","AA",30,89,0.30967742,0.824817518,0.21875,0.353125,0.428125,0.277372262,0.08759124,0.49382716,0.2037037,0.30246914,0.06839453,519,870,1389,"17992"
"Seth Elledge","OAK","AA",28,44.2,0.19672131,0.735849056,0.239669421,0.322314049,0.438016528,0.16981132,0.056603773,0.37096774,0.26612903,0.36290323,0.07332293,227,414,641,"19766"
"Antonio Santos","CHC","AA",27,70,0.23636364,0.888888888,0.204678362,0.374269005,0.421052631,0.194444444,0.125,0.37931034,0.26436782,0.35632184,0.16843972,416,712,1128,"20383"
"Jonathan Bermudez","MIA","AA",28,74.2,0.2173913,0.67032967,0.208333333,0.317708333,0.473958333,0.362637362,0.098901098,0.39175258,0.2628866,0.34536082,0.11294312,485,728,1213,"21241"
"Juan Morillo","LAD","AA",25,51,0.29104478,2.303030303,0.215827338,0.546762589,0.237410071,0.181818181,0.181818181,0.37588652,0.19858156,0.42553191,0.12244898,335,498,833,"21924"
"Joel Peguero","DET","AA",27,51.2,0.3,1.595238095,0.221428571,0.478571428,0.3,0.214285714,0.095238095,0.4965035,0.22377622,0.27972028,0.14072229,264,539,803,"21951"
"Paul Campbell","MIA","AA",28,46.1,0.29032258,0.741935483,0.149606299,0.362204724,0.488188976,0.161290322,0.048387096,0.421875,0.1953125,0.3828125,0.10402219,256,465,721,"22248"
"Robinson Pina","PHI","AA",25,100.1,0.32978723,1.036036036,0.226027397,0.393835616,0.380136986,0.153153153,0.126126126,0.55405405,0.23310811,0.21283784,0.13693219,488,1031,1519,"23091"
"Eduarniel Nunez","CHC","AA",25,36.2,0.17721519,1.064516129,0.209876543,0.407407407,0.382716049,0.225806451,0.096774193,0.29268293,0.34146341,0.36585366,0.15655577,198,313,511,"23162"
"Juan Mejia","COL","AA",23,54,0.38028169,2.151515151,0.267605633,0.5,0.232394366,0.212121212,0.09090909,0.43835616,0.28767123,0.2739726,0.10973085,365,601,966,"23237"
"PJ Poulin","DET","AA",27,34,0.24358974,1.137931034,0.173333333,0.44,0.386666666,0.24137931,0,0.33333333,0.24358974,0.42307692,0.12316176,198,346,544,"23394"
