Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Jesse Scholtens","SDP","AA",25,125,0.36414566,1.481818181,0.252054794,0.446575342,0.301369863,0.19090909,0.136363636,0.40161725,0.23180593,0.36657682,0.08835341,838,1403,2241,"19205"
"Lake Bachar","SDP","AA",24,126.2,0.31402439,1.039370078,0.240469208,0.387096774,0.372434017,0.204724409,0.141732283,0.40517241,0.25574713,0.33908046,0.13196069,779,1358,2137,"19222"
"Mitch White","LAD","AA",24,30,0.2173913,1.074074074,0.188405797,0.420289855,0.391304347,0.222222222,0.111111111,0.41666667,0.18055556,0.40277778,0.15885947,164,327,491,"19225"
"Caleb Baragar","SFG","AA",25,120,0.22049689,0.51396648,0.155763239,0.286604361,0.557632398,0.279329608,0.067039106,0.4119403,0.22089552,0.36716418,0.1085595,708,1208,1916,"19231"
"Thomas Hatch","TOR","AA",24,135.1,0.30163043,0.966442953,0.205962059,0.390243902,0.403794037,0.174496644,0.120805369,0.4375,0.25520833,0.30729167,0.13642503,784,1437,2221,"19264"
"Justin Dunn","SEA","AA",23,131.2,0.31437126,1.032520325,0.26686217,0.372434017,0.360703812,0.170731707,0.105691056,0.44668588,0.24495677,0.30835735,0.12318501,717,1418,2135,"19268"
"Kyle Dowdy","CLE","AA",26,30,0.29268293,0.942857142,0.170731707,0.402439024,0.426829268,0.2,0.057142857,0.45882353,0.22352941,0.31764706,0.10805085,182,290,472,"19285"
"Matt Krook","TBR","AA",24,50,0.31851852,3.869565217,0.164179104,0.664179104,0.171641791,0.217391304,0.130434782,0.47445255,0.21167883,0.31386861,0.125,360,512,872,"19315"
"Daulton Jefferies","OAK","AA",23,64,0.32748538,1.09375,0.225433526,0.404624277,0.369942196,0.234375,0.109375,0.3988764,0.25842697,0.34269663,0.13902681,295,712,1007,"19345"
"Dean Kremer","BAL","AA",23,84.2,0.2972973,1,0.173913043,0.413043478,0.413043478,0.178947368,0.094736842,0.40948276,0.26293103,0.32758621,0.10954848,488,863,1351,"19350"
"Cody Sedlock","BAL","AA",24,34,0.3,0.731707317,0.228260869,0.326086956,0.445652173,0.243902439,0.073170731,0.35869565,0.26086957,0.38043478,0.12820513,229,356,585,"19357"
"Yohan Ramirez","HOU","AA",24,62.1,0.28244275,1.16,0.187969924,0.436090225,0.375939849,0.3,0.1,0.43382353,0.20588235,0.36029412,0.13018714,519,710,1229,"19444"
"Michael Rucker","CHC","AA",25,75.2,0.34020619,1.121621621,0.211055276,0.417085427,0.371859296,0.162162162,0.135135135,0.39408867,0.27093596,0.33497537,0.12375096,469,832,1301,"19454"
"Jorge Alcala","MIN","AA",23,102.2,0.35051546,0.862595419,0.172881355,0.383050847,0.444067796,0.183206106,0.091603053,0.38613861,0.2970297,0.31683168,0.11727689,643,1105,1748,"19459"
"Aaron Civale","CLE","AA",24,30.1,0.26436782,1.275862068,0.258426966,0.415730337,0.325842696,0.24137931,0.103448275,0.53333333,0.21111111,0.25555556,0.12354312,144,285,429,"19479"
"Devin Smeltzer","MIN","AA",23,30,0.26760563,1,0.171428571,0.414285714,0.414285714,0.206896551,0,0.47887324,0.29577465,0.22535211,0.1446384,108,293,401,"19487"
"Tanner Tully","CLE","AA",24,129.1,0.32662192,0.988304093,0.234234234,0.38063063,0.385135135,0.175438596,0.052631578,0.40350877,0.25877193,0.3377193,0.07703927,645,1341,1986,"19518"
"Cam Vieaux","PIT","AA",25,76.2,0.23076923,0.867346938,0.128571428,0.404761904,0.466666666,0.25510204,0.061224489,0.42924528,0.26886792,0.30188679,0.0995671,423,732,1155,"19529"
"Jimmy Lambert","CHW","AA",24,59.1,0.33774834,0.983870967,0.24074074,0.376543209,0.382716049,0.161290322,0.177419354,0.42944785,0.25153374,0.3190184,0.12278978,384,634,1018,"19541"
"Bernardo Flores Jr.","CHW","AA",23,78.1,0.28193833,1.876923076,0.183406113,0.532751091,0.283842794,0.184615384,0.153846153,0.43697479,0.21428571,0.3487395,0.10230179,375,798,1173,"19561"
"David Bednar","SDP","AA",24,58,0.34883721,1.742857142,0.244094488,0.48031496,0.275590551,0.257142857,0.114285714,0.49618321,0.25954198,0.24427481,0.16363636,316,619,935,"19569"
"JoJo Romero","PHI","AA",22,57.2,0.32142857,1.566037735,0.195266272,0.49112426,0.313609467,0.188679245,0.075471698,0.47674419,0.22093023,0.30232558,0.13211845,304,574,878,"19574"
"Norge Ruiz","OAK","AA",25,33.2,0.33,1.212121212,0.284313725,0.392156862,0.323529411,0.212121212,0.121212121,0.36538462,0.28846154,0.34615385,0.10687023,175,349,524,"19580"
"Brandon Bailey","HOU","AA",24,92.2,0.26431718,1.0625,0.294871794,0.363247863,0.341880341,0.2,0.15,0.48739496,0.19327731,0.31932773,0.15208208,605,1052,1657,"19582"
"Luke Barker","MIL","AA",27,30.1,0.16129032,1.428571428,0.19047619,0.476190476,0.333333333,0.142857142,0.047619047,0.42857143,0.28571429,0.28571429,0.16284404,152,284,436,"19609"
"Kyle Hart","BOS","AA",26,55.2,0.26666667,1,0.147058823,0.426470588,0.426470588,0.24137931,0.051724137,0.47857143,0.18571429,0.33571429,0.10411899,310,564,874,"19646"
"Jason Alexander","LAA","AA",26,51.1,0.31617647,2.114285714,0.186567164,0.552238805,0.261194029,0.2,0.114285714,0.42142857,0.22142857,0.35714286,0.1466031,303,536,839,"19666"
"Sterling Sharp","WSN","AA",24,49.2,0.36184211,3.653846153,0.193333333,0.633333333,0.173333333,0.153846153,0.038461538,0.44736842,0.19736842,0.35526316,0.13989637,261,511,772,"19671"
"James Marvel","PIT","AA",25,101.2,0.2733564,1.293577981,0.125874125,0.493006993,0.381118881,0.14678899,0.055045871,0.42711864,0.2440678,0.32881356,0.07754011,540,956,1496,"19675"
"Sixto Sanchez","MIA","AA",20,103,0.28571429,1.511111111,0.204225352,0.478873239,0.316901408,0.155555555,0.055555555,0.46575342,0.22260274,0.31164384,0.11599176,445,1012,1457,"19680"
"Jordan Sheffield","LAD","AA",24,37.2,0.26744186,0.75,0.195402298,0.344827586,0.459770114,0.15,0.075,0.47191011,0.2247191,0.30337079,0.11780822,308,422,730,"19682"
"Connor Seabold","PHI","AA",23,40,0.3,1.275,0.172727272,0.463636363,0.363636363,0.225,0.05,0.46428571,0.25,0.28571429,0.14529915,178,407,585,"19695"
"Patrick Murphy","TOR","AA",24,84,0.28451883,1.859375,0.214592274,0.510729613,0.274678111,0.203125,0.109375,0.43902439,0.22357724,0.33739837,0.11430793,442,844,1286,"19712"
"Dustin May","LAD","AA",21,79.1,0.30697674,1.859649122,0.223809523,0.504761904,0.271428571,0.157894736,0.087719298,0.44090909,0.23636364,0.32272727,0.10962145,446,822,1268,"19716"
"Kodi Whitley","STL","AA",24,39.1,0.2745098,1.081081081,0.23,0.4,0.37,0.27027027,0.081081081,0.39047619,0.31428571,0.2952381,0.14871017,203,456,659,"19731"
"Reiver Sanmartin","CIN","AA",23,58,0.31073446,1.042857142,0.1875,0.414772727,0.397727272,0.185714285,0.085714285,0.44505495,0.25274725,0.3021978,0.12446809,330,610,940,"19754"
"Kazuhisa Makita","SDP","AA",34,54,0.30573248,0.753623188,0.219354838,0.33548387,0.44516129,0.217391304,0.072463768,0.40490798,0.23312883,0.36196319,0.10756501,262,584,846,"19757"
"Seth Elledge","STL","AA",23,33.1,0.38271605,1.333333333,0.240963855,0.433734939,0.325301204,0.185185185,0.111111111,0.33333333,0.3452381,0.32142857,0.13157895,237,371,608,"19766"
"Jake Lemoine","TEX","AA",25,32.2,0.24705882,1.1875,0.176470588,0.447058823,0.376470588,0.25,0.0625,0.38636364,0.20454545,0.40909091,0.1147541,180,308,488,"19785"
"Anthony Castro","DET","AA",24,102.1,0.27272727,1.229885057,0.211382113,0.434959349,0.353658536,0.172413793,0.103448275,0.46456693,0.2007874,0.33464567,0.11646137,749,1037,1786,"19789"
"Wil Crowe","WSN","AA",24,95.1,0.29389313,1.3125,0.152671755,0.48091603,0.366412213,0.208333333,0.083333333,0.43866171,0.24907063,0.31226766,0.12121212,468,918,1386,"19800"
"Bryan Baker","TOR","AA",24,32,0.22535211,0.511627906,0.097222222,0.305555555,0.597222222,0.186046511,0.046511627,0.39726027,0.24657534,0.35616438,0.12216405,227,346,573,"19804"
"Daniel Castano","MIA","AA",24,86,0.30769231,1.543209876,0.192156862,0.490196078,0.317647058,0.197530864,0.024691358,0.45454545,0.21969697,0.32575758,0.1326053,421,861,1282,"19805"
"Riley Smith","ARI","AA",24,71.1,0.2961165,1.529411764,0.169082125,0.502415458,0.328502415,0.147058823,0.058823529,0.41428571,0.2047619,0.38095238,0.09451796,325,733,1058,"19826"
"Gerson Garabito","KCR","AA",23,141,0.3125,1.173333333,0.24537037,0.407407407,0.347222222,0.273333333,0.086666666,0.48873874,0.25225225,0.25900901,0.099022,917,1537,2454,"19835"
"Alex Wells","BAL","AA",22,137.1,0.27360775,1.023952095,0.173594132,0.418092909,0.408312958,0.179640718,0.059880239,0.45390071,0.22931442,0.31678487,0.07941176,616,1424,2040,"19845"
"Darwinzon Hernandez","BOS","AA",22,40.1,0.33695652,0.942857142,0.244444444,0.366666666,0.388888888,0.285714285,0.057142857,0.45744681,0.21276596,0.32978723,0.11578947,318,442,760,"19848"
"Charlie Barnes","MIN","AA",23,75,0.3490566,1.903225806,0.134615384,0.567307692,0.298076923,0.225806451,0.064516129,0.46976744,0.20930233,0.32093023,0.1288,460,790,1250,"19865"
"Brandon Bielak","HOU","AA",23,36,0.26804124,2.04,0.224489795,0.520408163,0.25510204,0.2,0.12,0.43,0.2,0.37,0.09777015,222,361,583,"19866"
"Drew Carlton","DET","AA",23,68,0.25139665,0.933333333,0.18079096,0.395480225,0.423728813,0.213333333,0.04,0.33519553,0.27374302,0.39106145,0.13760504,285,667,952,"19868"
"Tucker Davidson","ATL","AA",23,110.2,0.3040293,1.708860759,0.204460966,0.501858736,0.293680297,0.240506329,0.063291139,0.42753623,0.21376812,0.35869565,0.11055832,668,1141,1809,"19871"
"Alex Faedo","DET","AA",23,115.1,0.29896907,0.649350649,0.167213114,0.327868852,0.504918032,0.259740259,0.11038961,0.36688312,0.27922078,0.3538961,0.15376286,623,1224,1847,"19874"
"Tanner Houck","BOS","AA",23,82.2,0.34599156,1.525641025,0.172268907,0.5,0.327731092,0.269230769,0.051282051,0.50826446,0.2107438,0.28099174,0.1024911,562,843,1405,"19879"
"Alex Lange","DET","AA",23,54.2,0.29801325,1.272727272,0.177631578,0.460526315,0.361842105,0.254545454,0.072727272,0.52903226,0.21935484,0.2516129,0.12067039,367,528,895,"19883"
"Ryder Ryan","NYM","AA",24,44.1,0.26495726,0.867924528,0.139130434,0.4,0.460869565,0.113207547,0.037735849,0.44915254,0.27118644,0.27966102,0.10709677,313,462,775,"19891"
"Adonis Medina","PHI","AA",22,105.2,0.2875,1.181818181,0.16981132,0.449685534,0.380503144,0.239669421,0.09090909,0.43504532,0.26586103,0.29909366,0.08910891,660,1057,1717,"19903"
"Tony Santillan","CIN","AA",22,102.1,0.33333333,0.766423357,0.201320132,0.346534653,0.452145214,0.218978102,0.05839416,0.38906752,0.31189711,0.29903537,0.10693176,682,1179,1861,"19926"
"Trevor Stephan","NYY","AA",23,46.1,0.37795276,0.836734693,0.274193548,0.330645161,0.39516129,0.163265306,0.061224489,0.36923077,0.35384615,0.27692308,0.12485414,312,545,857,"19932"
"Ljay Newsome","SEA","AA",22,48.2,0.26056338,0.9,0.208333333,0.375,0.416666666,0.283333333,0.066666666,0.3862069,0.29655172,0.31724138,0.09475219,191,495,686,"19942"
"Ian Anderson","ATL","AA",21,111,0.28682171,1.236559139,0.190661478,0.447470817,0.361867704,0.17204301,0.086021505,0.43396226,0.21509434,0.3509434,0.13227513,722,1168,1890,"19951"
