Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Brady Lail","TOR","AA",28,32,9.84375,2.8125,3.5,1.6875,0.23648649,0.06756757,0.16891892,0.33088235,1.71875,0.41052632,0.63786008,7.3125,4.789987277984619,2.5225127220153807,4.0465888062492015,"14707"
"Braden Shipley","SEA","AA",30,54.2,9.548779599373088,5.926828716852261,1.61111111,0.8231706551183696,0.24267782,0.15062762,0.09205021,0.18041237,1.2987803669645386,0.22900763,0.69863014,3.7865850135445003,5.294185721087086,-1.5076007075425855,5.378127330667047,"15158"
"Ronald Herrera","WSN","AA",27,129,7.953488372093023,2.372093023255814,3.35294118,1.1162790697674418,0.21428571,0.06390977,0.15037594,0.24340771,1.193798449612403,0.28650138,0.64421669,4.395348837209302,4.166925262480744,0.22842357472855834,4.115421908678011,"15688"
"Rob Kaminsky","SEA","AA",27,36.2,9.572725944834492,4.663635716714239,2.05263158,1.227272557030063,0.23636364,0.11515152,0.12121212,0.24475524,1.4727270684360756,0.3030303,0.66,4.909090228120252,5.203054843145981,-0.2939646150257289,4.901181972023109,"15792"
"Brandon Leibrandt","CHC","AA",29,32.2,12.122447092103437,1.3775508059208452,8.8,1.3775508059208452,0.33587786,0.03816794,0.29770992,0.28,1.2244896052629735,0.39473684,0.82352941,3.3061219342100285,3.4292444214429585,-0.12312248723292996,3.094543642211366,"16135"
"Daniel Gossett","MIN","AA",29,67.2,9.443351173340922,3.857143436998405,2.44827586,0.5320197844135731,0.25631769,0.10469314,0.15162455,0.17886179,1.0788178961719677,0.23391813,0.76368876,2.2610840837576855,3.8019354802339276,-1.540851396476242,4.447520970003147,"16164"
"A.J. Ladwig","DET","AA",29,100.1,6.5481730894258865,0.9867110134751336,6.63636364,1.0764120147001457,0.17096019,0.02576112,0.14519906,0.2961165,1.3255814625474018,0.33639144,0.69051581,4.036545055125547,4.112134534820806,-0.07558947969525853,4.581881506912619,"16266"
"Scott Blewett","CHW","AA",26,111,8.027027027027026,3.5675675675675675,2.25,1.054054054054054,0.20040486,0.08906883,0.11133603,0.2735426,1.4954954954954955,0.32634731,0.66534914,5.027027027027027,4.618341658136867,0.4086853688901604,4.857920900228862,"16427"
"Bubby Rossman","PHI","AA",30,44.2,11.283580804673289,5.0373128592291465,2.24,0.6044775431074976,0.30769231,0.13736264,0.17032967,0.18471338,1.2089550862149951,0.26530612,0.72289157,3.022387715537488,3.4597633922888784,-0.43737567675139033,4.008373908762177,"17179"
"Emmanuel Ramirez","NYY","AA",27,37.1,10.848215763666394,2.651786075562896,4.09090909,0.9642858456592349,0.32374101,0.07913669,0.24460432,0.16535433,0.8571429739193199,0.21794872,0.87591241,1.9285716913184698,3.3614158421146616,-1.4328441507961918,3.752551382309843,"17304"
"Jordan Yamamoto","NYM","AA",26,31.2,9.66315692468373,2.8421049778481557,3.4,1.989473484493709,0.23943662,0.07042254,0.16901408,0.2578125,1.3578946005274521,0.29885057,0.72580645,4.547367964557049,5.467618650874954,-0.920250686317905,4.746080333951342,"17585"
"Franklyn Kilome","WSN","AA",27,48,9.5625,2.0625,4.63636364,0.5625,0.2628866,0.05670103,0.20618557,0.20224719,0.9791666666666666,0.26612903,0.66945607,3.5625,3.1024872779846198,0.46001272201538024,3.6775371011346585,"17861"
"Brett Kennedy","BOS","AA",27,75.1,7.168142076890123,3.2256639346005556,2.22222222,0.9557522769186831,0.1863354,0.08385093,0.10248447,0.25517241,1.3407080551220416,0.2972973,0.71729958,3.942478142289568,4.476934252338712,-0.5344561100491436,4.844047863805059,"17877"
"Thomas Eshelman","SDP","AA",28,74.2,4.941964959003579,1.325893037781448,3.72727273,0.9642858456592349,0.12615385,0.03384615,0.09230769,0.30128205,1.4062501915863843,0.3269962,0.64718163,4.580357766881366,4.574564895216315,0.005792871665050825,5.255392203086017,"18361"
"Anderson Espinoza","CHC","AA",24,44.1,10.962407272729775,5.075188552189711,2.16,2.0300754208758844,0.27835052,0.12886598,0.14948454,0.24390244,1.4661655817436943,0.3,0.58928571,7.105263973065595,6.108621701413043,0.9966422716525525,4.9338684945178635,"18593"
"Lake Bachar","SDP","AA",27,45.1,8.735295097720774,3.573529812703953,2.44444444,1.985294340391085,0.21782178,0.08910891,0.12871287,0.26666667,1.4558825162867957,0.3015873,0.625,6.154412455212364,6.139953706668765,0.014458748543598965,5.421372709522215,"19222"
"Tyler Ferguson","ATL","AA",28,31.2,12.505261902531885,4.263157466772233,2.93333333,0.28421049778481555,0.31884058,0.10869565,0.21014493,0.2,1.2315788237342007,0.30666667,0.64039409,3.694736471202602,2.9191477939362604,0.7755886772663416,3.412518559735656,"19481"
"Alan Rangel","ATL","AA",24,114.2,10.90988468878854,3.9244189528016338,2.78,1.1773256858404901,0.27201566,0.09784736,0.1741683,0.26754386,1.5000001330708466,0.35430464,0.66025641,5.258721396754189,4.29742196461135,0.9612994321428392,4.524482969315039,"19524"
"Guillo Zuniga","LAD","AA",23,54.2,10.865852647562479,4.939023930710217,2.2,1.975609572284087,0.27385892,0.12448133,0.14937759,0.22488038,1.4085364543136547,0.26717557,0.75562701,4.774389799686544,5.952722245181782,-1.1783324454952382,4.849392071748419,"19588"
"Kyle Hart","BOS","AA",29,44,8.590909090909092,2.8636363636363638,3,1.2272727272727273,0.22826087,0.07608696,0.15217391,0.23952096,1.2272727272727273,0.28571429,0.65843621,4.909090909090909,4.437714550711892,0.47137635837901737,4.601103310286999,"19646"
"Sterling Sharp","BOS","AA",27,34,8.205882352941176,3.176470588235294,2.58333333,0.5294117647058824,0.21985816,0.08510638,0.13475177,0.2519685,1.2941176470588236,0.31914894,0.71759259,3.176470588235294,3.5914578662199133,-0.4149872779846193,4.284533467012293,"19671"
"CD Pelham","CHC","AA",27,31.2,9.378946426898914,4.547367964557049,2.0625,1.1368419911392622,0.2481203,0.12030075,0.12781955,0.22413793,1.3263156563291392,0.27848101,0.7486631,4.263157466772233,4.750726557438405,-0.48756909066617204,5.016848544367447,"19820"
"Antonio Santos","NYM","AA",25,30.2,10.271738065663829,4.108695226265532,2.5,1.1739129217901518,0.25925926,0.1037037,0.15555556,0.25833333,1.4673911522376897,0.33333333,0.71782178,4.695651687160607,4.295421969327233,0.40022971783337447,4.216005795829346,"20383"
"Eli Villalobos","MIA","AA",25,61.1,11.005435695269684,3.0815219946755112,3.57142857,1.320652283432362,0.31380753,0.08786611,0.22594142,0.19158879,1.0108696490469933,0.24615385,0.74906367,3.3750002798827032,4.2670882875842775,-0.8920880077015743,3.707683599804006,"20408"
"Ryan Walker","SFG","AA",26,45.2,11.036495121141963,4.7299264804894126,2.33333333,0.1970802700203922,0.2745098,0.11764706,0.15686275,0.21022727,1.3357662745826582,0.30252101,0.67610063,3.3503645903466674,3.086520161283966,0.26384442906270156,4.124625597658206,"20423"
"Bryan Sammons","MIN","AA",27,50,10.62,3.24,3.27777778,2.52,0.26940639,0.08219178,0.18721461,0.2361809,1.3,0.26190476,0.5907173,5.76,6.237600498199463,-0.4776004981994628,5.068003197014332,"20462"
"Grant Anderson","TEX","AA",25,54.2,12.347559826775544,2.6341460963787826,4.6875,0.9878047861420435,0.32051282,0.06837607,0.25213675,0.23004695,1.1890242796154227,0.32575758,0.82792208,2.7987802274024567,3.592966367175789,-0.7941861397733323,3.9164653292809333,"20546"
"Johan Quezada","STL","AA",27,30,11.7,7.8,1.5,0.6,0.26351351,0.17567568,0.08783784,0.275,1.9666666666666666,0.39240506,0.51546392,7.2,4.8242671648661295,2.3757328351338707,5.059423298140367,"20643"
"Angel Felipe","SDP","AA",24,39.2,11.117645633262104,5.6722681802357675,1.96,0.2268907272094307,0.27222222,0.13888889,0.13333333,0.2384106,1.5378149288639191,0.34653465,0.72327044,3.17647018093203,3.8080206598015587,-0.6315504788695288,4.225883889683882,"21163"
"Allan Winans","ATL","AA",26,44.1,8.932331851853892,1.827067878788296,4.88888889,0.4060150841751769,0.23157895,0.04736842,0.18421053,0.24571429,1.1729324653949555,0.31782946,0.70652174,2.4360905050510615,3.198846931490941,-0.7627564264398794,3.7243177733722086,"21238"
"Josh Maciejewski","NYY","AA",26,34.1,12.582526135865168,3.145631533966292,4,0.5242719223277152,0.33103448,0.08275862,0.24827586,0.21804511,1.1941749341909071,0.3253012,0.68062827,2.883495572802434,2.4246958691433793,0.45879970365905454,3.3817230220468013,"21310"
"Stephen Kolek","SEA","AA",25,143.2,8.645012213050663,4.134571058415534,2.09090909,0.62645016036599,0.21698113,0.10377358,0.11320755,0.25362319,1.4338748115043771,0.32178218,0.69047619,4.510441154635128,4.495419575963851,0.01502157867127707,5.16477201794967,"21487"
"Jake Irvin","WSN","AA",25,73.1,9.572727936673802,2.454545624788154,3.9,1.1045455311546695,0.25490196,0.06535948,0.18954248,0.23655914,1.1727273540654515,0.296875,0.65920398,4.786363968336901,3.9877145904351887,0.7986493779017123,4.1664463851596905,"21504"
"Thaddeus Ward","BOS","AA",25,33.1,11.070001689148206,3.7800005767823146,2.92857143,0.8100001235962103,0.29496403,0.10071942,0.1942446,0.22764228,1.2600001922607715,0.3164557,0.77889447,2.4300003707886306,3.5649873008728066,-1.134986930084176,3.742524086445226,"21513"
"Hogan Harris","OAK","AA",25,32.1,13.360826844021016,5.288660625758319,2.52631579,0,0.36090226,0.14285714,0.21804511,0.13636364,1.0515465571683207,0.24193548,0.84210526,1.670103355502627,2.9225488204481493,-1.2524454649455223,4.052470371979222,"21520"
"James McArthur","PHI","AA",25,57,10.263157894736842,4.105263157894737,2.5,1.5789473684210527,0.25,0.1,0.15,0.28695652,1.6140350877192982,0.36129032,0.69512195,5.052631578947368,4.9939346464056715,0.05869693254169661,4.452340626298335,"21527"
"Chase Shugart","BOS","AA",25,31,9.870967741935484,2.903225806451613,3.4,0.8709677419354839,0.2556391,0.07518797,0.18045113,0.23966942,1.2580645161290323,0.30952381,0.65217391,3.774193548387097,3.6407937295975223,0.13339981878957463,3.5319077616737737,"21544"
"Grant Wolfram","TEX","AA",25,57,11.210526315789474,6.7894736842105265,1.65116279,0.47368421052631576,0.27307692,0.16538462,0.10769231,0.22897196,1.6140350877192982,0.32857143,0.6938326,4.421052631578948,4.371635585918761,0.04941704566018679,5.549230898838294,"21623"
"Luis Medina","OAK","AA",23,92.2,10.392085974436494,6.0215825272435755,1.72580645,0.6798560917855649,0.25415677,0.14726841,0.10688836,0.23076923,1.5431654146878697,0.31223629,0.64447592,5.2446041366315015,4.43024631841077,0.8143578182207314,4.640911049019586,"21649"
"Luis Oviedo","CLE","AA",23,52.2,9.5696217766217,6.664558023004398,1.43589744,1.3670888252316715,0.224,0.156,0.068,0.23902439,1.6708863419498206,0.29078014,0.71256039,5.639241404080645,5.826380066934929,-0.18713866285428438,5.292754952861523,"21728"
"Javier Assad","CHC","AA",24,71.2,9.293024574886529,3.5162795688759836,2.64285714,0.7534884790448536,0.24749164,0.09364548,0.15384615,0.25373134,1.3395350738575176,0.32978723,0.8388521,2.5116282634828453,3.9032359002125268,-1.3916076367296815,4.323694736899672,"21741"
"Cole Ragans","TEX","AA",24,51.1,11.396105025264694,3.3311691612312178,3.42105263,1.0519481561782793,0.3125,0.09134615,0.22115385,0.21808511,1.1688312846425326,0.2991453,0.81749049,2.8051950831420784,3.913444669485134,-1.1082495863430557,4.054606183041015,"21846"
"Riley Pint","COL","AA",24,42.2,11.601561116986142,6.117186770774511,1.89655172,0.8437498994171739,0.29569892,0.15591398,0.13978495,0.20805369,1.4062498323619566,0.3,0.72115385,4.640624446794456,4.657174629904347,-0.016550183109890426,4.273374714587264,"21858"
"Brenan Hanifee","BAL","AA",24,38,8.289473684210526,2.8421052631578947,2.91666667,0.9473684210526315,0.22292994,0.07643312,0.14649682,0.2027972,1.0789473684210527,0.24038462,0.6684492,4.026315789473684,4.04656622535304,-0.0202504358793556,4.227037998563365,"22304"
"Jose E. Hernandez","LAD","AA",24,38.2,10.939653733397684,4.189654621301241,2.61111111,1.629310130506038,0.29746835,0.11392405,0.1835443,0.2173913,1.2413791470522193,0.27380952,0.7960199,3.956896031228949,5.231738235323974,-1.2748422040950245,4.183080255228478,"22318"
