Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Caleb Thielbar","DET","AA",31,38,0.27,0.902439024,0.212121212,0.373737373,0.414141414,0.243902439,0.024390243,0.42574257,0.27722772,0.2970297,0.1509434,153,377,530,"10078"
"Roman Mendez","WSN","AA",27,54,0.27142857,0.643835616,0.166666666,0.326388888,0.506944444,0.301369863,0.109589041,0.43448276,0.25517241,0.31034483,0.14252607,305,558,863,"10307"
"Scott Copeland","NYM","AA",30,79.1,0.33476395,3.282608695,0.165254237,0.639830508,0.194915254,0.152173913,0.108695652,0.49579832,0.23109244,0.27310924,0.10878661,426,769,1195,"10706"
"Mickey Jannis","NYM","AA",30,142.1,0.32879819,1.343949044,0.173033707,0.474157303,0.352808988,0.191082802,0.076433121,0.43015521,0.2594235,0.31042129,0.09732143,750,1490,2240,"11071"
"Logan Darnell","WSN","AA",29,112.2,0.30704225,1.311475409,0.210084033,0.448179271,0.341736694,0.204918032,0.114754098,0.53243243,0.25405405,0.21351351,0.10787879,548,1102,1650,"11261"
"Sean Nolin","COL","AA",28,40.1,0.34545455,0.803921568,0.178571428,0.366071428,0.455357142,0.176470588,0.078431372,0.38596491,0.22807018,0.38596491,0.095791,255,434,689,"11341"
"Zach Lee","TBR","AA",26,74,0.30493274,1.915254237,0.221719457,0.511312217,0.266968325,0.220338983,0.06779661,0.39912281,0.25,0.35087719,0.08838821,379,775,1154,"11468"
"Williams Perez","SEA","AA",27,79,0.27826087,1.64,0.142857142,0.532467532,0.324675324,0.173333333,0.066666666,0.48717949,0.19230769,0.32051282,0.08093995,403,746,1149,"11592"
"Nick Tepesch","DET","AA",29,56,0.32446809,1.555555555,0.152631578,0.515789473,0.331578947,0.174603174,0.095238095,0.49740933,0.2746114,0.22797927,0.09360731,320,556,876,"11716"
"Enderson Franco","ATL","AA",25,127.2,0.31267606,0.782608695,0.204986149,0.34903047,0.445983379,0.180124223,0.086956521,0.42818428,0.25474255,0.31707317,0.11651376,771,1409,2180,"11896"
"Taylor Hill","SFG","AA",29,51.2,0.32183908,0.863013698,0.222857142,0.36,0.417142857,0.301369863,0.136986301,0.52432432,0.27027027,0.20540541,0.09026128,299,543,842,"12515"
"Erik Johnson","SDP","AA",28,31.2,0.26744186,0.871794871,0.14117647,0.4,0.458823529,0.23076923,0.102564102,0.38888889,0.23333333,0.37777778,0.12809917,165,319,484,"12520"
"Nick Ramirez","MIL","AA",28,30.2,0.20547945,1.695652173,0.150684931,0.534246575,0.315068493,0.260869565,0.086956521,0.50666667,0.17333333,0.32,0.16142558,190,287,477,"12575"
"Ryne Harper","MIN","AA",29,39,0.36082474,1.027777777,0.223404255,0.393617021,0.382978723,0.166666666,0,0.40206186,0.36082474,0.2371134,0.14013841,192,386,578,"12680"
"Michael Kelly","BAL","AA",25,56.1,0.30128205,0.940298507,0.182389937,0.396226415,0.421383647,0.253731343,0.119402985,0.49693252,0.23312883,0.26993865,0.08858603,532,642,1174,"12791"
"Jayson Aquino","BAL","AA",25,38.2,0.3515625,2.28125,0.173228346,0.574803149,0.251968503,0.03125,0.03125,0.5503876,0.25581395,0.19379845,0.08653846,237,387,624,"13150"
"Jordan Weems","BOS","AA",25,42.1,0.34453782,0.777777777,0.172413793,0.362068965,0.465517241,0.24074074,0.055555555,0.36885246,0.31147541,0.31967213,0.1198946,317,442,759,"13190"
"Brandon Brennan","CHW","AA",26,69.2,0.26595745,1.796296296,0.19680851,0.515957446,0.287234042,0.24074074,0.074074074,0.5026178,0.2460733,0.2513089,0.18666667,381,669,1050,"13527"
"Alejandro Chacin","CIN","AA",25,36,0.34831461,1.2,0.17204301,0.451612903,0.376344086,0.171428571,0.2,0.5,0.19791667,0.30208333,0.12784091,277,427,704,"13530"
"Dietrich Enns","MIN","AA",27,60.2,0.33136095,1.24074074,0.29239766,0.391812865,0.315789473,0.37037037,0.074074074,0.46551724,0.27586207,0.25862069,0.12923729,324,620,944,"13932"
"Cesar Vargas","WSN","AA",26,33,0.34020619,1.424242424,0.2,0.47,0.33,0.242424242,0.121212121,0.37623762,0.31683168,0.30693069,0.12241055,197,334,531,"14099"
"Branden Kline","BAL","AA",26,45,0.25438596,1.162790697,0.184210526,0.438596491,0.377192982,0.186046511,0.069767441,0.37288136,0.22033898,0.40677966,0.14419226,255,494,749,"14101"
"Chris Mazza","SEA","AA",28,33.1,0.2173913,1.892857142,0.138297872,0.563829787,0.29787234,0.142857142,0.107142857,0.51578947,0.25263158,0.23157895,0.11973392,135,316,451,"14151"
"Joel Payamps","ARI","AA",24,90,0.28384279,1.294871794,0.197309417,0.452914798,0.349775784,0.307692307,0.064102564,0.46581197,0.2008547,0.33333333,0.11965192,458,921,1379,"14332"
"Caleb Frare","NYY","AA",24,43.2,0.25806452,0.923076923,0.184782608,0.391304347,0.423913043,0.205128205,0.025641025,0.4,0.16842105,0.43157895,0.15919629,227,420,647,"14353"
"Yohander Mendez","TEX","AA",23,33,0.3,0.659574468,0.1875,0.322916666,0.489583333,0.212765957,0.127659574,0.47916667,0.32291667,0.19791667,0.12543554,205,369,574,"14391"
"Robinson Leyer","CIN","AA",25,59,0.27464789,1.117647058,0.25,0.395833333,0.354166666,0.137254901,0.078431372,0.42465753,0.24657534,0.32876712,0.14634146,344,599,943,"14399"
"Yunior Marte","KCR","AA",23,80.1,0.27927928,1.058139534,0.209821428,0.40625,0.383928571,0.186046511,0.081395348,0.45851528,0.29257642,0.2489083,0.09834835,496,836,1332,"14416"
"Dakota Bacus","WSN","AA",27,37,0.37234043,2.083333333,0.212765957,0.531914893,0.255319148,0.25,0.041666666,0.47368421,0.23157895,0.29473684,0.16845878,189,369,558,"14545"
"Jose Ruiz","CHW","AA",23,45.1,0.28971963,1.05,0.226415094,0.396226415,0.37735849,0.35,0.05,0.46296296,0.18518519,0.35185185,0.14070352,286,510,796,"14552"
"Rowan Wick","SDP","AA",25,31.1,0.30985915,1.95,0.144927536,0.565217391,0.289855072,0.5,0,0.46478873,0.18309859,0.35211268,0.15221239,208,357,565,"14646"
"Andres Machado","KCR","AA",25,58,0.31428571,1.117647058,0.172413793,0.436781609,0.390804597,0.205882352,0.073529411,0.43888889,0.28333333,0.27777778,0.11924686,360,596,956,"14681"
"Jose Manuel Fernandez","TOR","AA",25,31.1,0.24,0.411764705,0.088607594,0.265822784,0.64556962,0.294117647,0.098039215,0.475,0.3125,0.2125,0.12204007,221,328,549,"14733"
"Brad Goldberg","ARI","AA",28,36.1,0.31428571,1.608695652,0.104477611,0.552238805,0.343283582,0.086956521,0.04347826,0.47222222,0.27777778,0.25,0.16424419,277,411,688,"14776"
"Ryan Eades","MIN","AA",26,61,0.35882353,1.098360655,0.260115606,0.387283236,0.352601156,0.278688524,0.081967213,0.39428571,0.24571429,0.36,0.11831276,320,652,972,"14808"
"Chase De Jong","SEA","AA",24,120.2,0.29649596,0.954248366,0.196236559,0.392473118,0.411290322,0.307189542,0.078431372,0.49210526,0.24473684,0.26315789,0.10509209,640,1206,1846,"15036"
"Kyle McGowin","WSN","AA",26,78,0.27918782,1.314285714,0.164948453,0.474226804,0.360824742,0.185714285,0.1,0.53465347,0.24257426,0.22277228,0.16202091,396,752,1148,"15071"
"Ashton Goudeau","SEA","AA",25,51.1,0.2987013,1.468085106,0.261146496,0.439490445,0.299363057,0.255319148,0.106382978,0.525,0.2375,0.2375,0.09114249,267,512,779,"15139"
"Justin Topa","TEX","AA",27,41,0.37984496,1.857142857,0.242424242,0.492424242,0.265151515,0.171428571,0.114285714,0.42105263,0.2556391,0.32330827,0.10751105,230,449,679,"15145"
"Daniel Wright","CIN","AA",27,151.1,0.26797386,1.369426751,0.210191082,0.456475583,0.333333333,0.210191082,0.159235668,0.4989648,0.23395445,0.26708075,0.10650371,776,1515,2291,"15179"
"Glenn Sparkman","KCR","AA",26,33.2,0.32110092,1.305555555,0.209523809,0.447619047,0.342857142,0.055555555,0,0.43119266,0.24770642,0.32110092,0.11886792,159,371,530,"15200"
"Kohl Stewart","MIN","AA",23,68,0.38942308,2.925,0.234146341,0.570731707,0.195121951,0.25,0.075,0.43601896,0.27488152,0.28909953,0.10735931,431,724,1155,"15502"
"Hunter Harvey","BAL","AA",23,32.1,0.35106383,0.921052631,0.24742268,0.360824742,0.391752577,0.263157894,0.078947368,0.40206186,0.26804124,0.32989691,0.10278746,213,361,574,"15507"
"Eric Yardley","SDP","AA",27,39.1,0.31932773,3.8,0.186440677,0.644067796,0.169491525,0.25,0.1,0.44628099,0.2892562,0.26446281,0.09948542,193,390,583,"15538"
"Dan Slania","SFG","AA",26,70.1,0.25,0.5625,0.171270718,0.298342541,0.53038674,0.25,0.072916666,0.40983607,0.25136612,0.33879781,0.1119334,361,720,1081,"15639"
"Dario Agrazal","PIT","AA",23,85.2,0.29818182,1.544444444,0.182142857,0.496428571,0.321428571,0.211111111,0.1,0.51578947,0.24210526,0.24210526,0.080033,406,806,1212,"15821"
"Stephen Tarpley","NYY","AA",25,35.2,0.1978022,4.428571428,0.136363636,0.704545454,0.159090909,0.357142857,0,0.50537634,0.21505376,0.27956989,0.12105263,223,347,570,"15859"
"Lewis Thorpe","MIN","AA",22,108,0.32740214,0.873949579,0.22027972,0.363636363,0.416083916,0.210084033,0.109243697,0.45423729,0.21355932,0.33220339,0.15261708,610,1205,1815,"15906"
"Keury Mella","CIN","AA",24,85,0.27555556,1.292682926,0.164444444,0.471111111,0.364444444,0.219512195,0.097560975,0.38528139,0.25974026,0.35497835,0.10943125,490,899,1389,"15964"
"Akeem Bostick","HOU","AA",23,93,0.31578947,1.365853658,0.220883534,0.449799196,0.329317269,0.341463414,0.085365853,0.41338583,0.26377953,0.32283465,0.11693291,574,991,1565,"15979"
"Zach Thompson","CHW","AA",24,40,0.24509804,1.483870967,0.237623762,0.455445544,0.306930693,0.129032258,0.096774193,0.4,0.20952381,0.39047619,0.11904762,234,396,630,"16094"
"Jordan Romano","TOR","AA",25,137.1,0.27937337,0.810055865,0.169230769,0.371794871,0.458974358,0.240223463,0.083798882,0.40954774,0.26130653,0.32914573,0.10866443,758,1331,2089,"16122"
"Chris Ellis","STL","AA",25,53.2,0.28368794,1.211538461,0.217687074,0.428571428,0.353741496,0.25,0.115384615,0.44897959,0.2244898,0.32653061,0.10454545,304,576,880,"16125"
"Max Povse","SEA","AA",24,60.2,0.34682081,1.723404255,0.260115606,0.468208092,0.2716763,0.255319148,0.042553191,0.45142857,0.2,0.34857143,0.09652928,307,615,922,"16165"
"Spencer Turnbull","DET","AA",25,98.2,0.33207547,1.958904109,0.175572519,0.545801526,0.278625954,0.219178082,0.05479452,0.4037037,0.24814815,0.34814815,0.12755998,650,1059,1709,"16207"
"A.J. Ladwig","DET","AA",25,53.2,0.31818182,0.939393939,0.163398692,0.405228758,0.431372549,0.181818181,0.03030303,0.41025641,0.23076923,0.35897436,0.09179927,258,559,817,"16266"
"John Means","BAL","AA",25,46,0.2761194,0.928571428,0.181818181,0.393939393,0.424242424,0.196428571,0.107142857,0.45714286,0.27142857,0.27142857,0.09603073,285,496,781,"16269"
"Sam Clay","MIN","AA",25,52,0.37062937,2.814814814,0.264285714,0.542857142,0.192857142,0.259259259,0.037037037,0.41666667,0.27777778,0.30555556,0.10261375,419,614,1033,"16279"
"Jesus Tinoco","COL","AA",23,141,0.31188119,0.821052631,0.170263788,0.374100719,0.455635491,0.17368421,0.121052631,0.48,0.23764706,0.28235294,0.11932079,719,1460,2179,"16300"
