Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
"Andrew Bellatti","NYY","AA",27,30.2,7.9239122220835245,2.3478258435803037,3.375,1.1739129217901518,0.20300752,0.06015038,0.14285714,0.26829268,1.3369563831498952,0.31521739,0.61497326,5.282608148055683,4.083797053353332,1.198811094702351,3.896410944212284,"10657"
"Mickey Jannis","NYM","AA",31,119,7.7899159663865545,2.3445378151260505,3.32258065,0.15126050420168066,0.20436508,0.06150794,0.14285714,0.26226013,1.2941176470588236,0.33241758,0.70876289,3.100840336134454,2.5405015688984336,0.5603387672360203,3.3226708052539027,"11071"
"Aaron Barrett","WSN","AA",31,52.1,10.662421418443563,2.7515926241144677,3.875,1.0318472340429254,0.28440367,0.0733945,0.21100917,0.19796954,1.0509555161548314,0.25581395,0.7751938,2.7515926241144677,3.4955944656411724,-0.7440018415267047,2.8325588884711026,"11243"
"Zach Lee","NYM","AA",27,47.1,7.035212023583213,1.140845193013494,6.16666667,0.570422596506747,0.19892473,0.03225806,0.16666667,0.20786517,0.9084508018440786,0.24637681,0.78431373,2.091549520524739,2.9383592785693544,-0.8468097580446154,3.2579317116895106,"11468"
"Williams Perez","STL","AA",28,67.1,9.356436350336082,3.742574540134433,2.5,1.336633764333726,0.23569024,0.09427609,0.14141414,0.28838951,1.559406058389347,0.35828877,0.68817204,5.61386181020165,4.638785758395726,0.9750760518059236,3.712329488398307,"11592"
"Jason Garcia","TBR","AA",26,49.2,6.34228122969442,3.805368737816652,1.66666667,0.5436241054023788,0.15555556,0.09333333,0.06222222,0.30150754,1.6308723162071366,0.35403727,0.67237164,5.073824983755536,4.244586435158378,0.8292385485971581,4.479475832840863,"12143"
"Logan Verrett","OAK","AA",29,34.1,8.650486718407302,1.0485438446554305,8.25,1.0485438446554305,0.2481203,0.03007519,0.21804511,0.234375,0.99029140884124,0.28571429,0.68027211,3.932039417457865,3.4797930746728425,0.4522463427850223,3.237182050768548,"12905"
"Mauricio Cabrera","CHW","AA",25,48,12.5625,8.8125,1.42553191,0.375,0.27235772,0.19105691,0.08130081,0.26943005,2.0625,0.40322581,0.75342466,4.5,4.360777807235719,0.13922219276428116,4.626292843961468,"12975"
"Jordan Weems","BOS","AA",26,44,11.25,5.5227272727272725,2.03703704,0.20454545454545456,0.28061224,0.1377551,0.14285714,0.23809524,1.5227272727272727,0.34821429,0.67567568,3.8863636363636362,2.8752991242842243,1.011064512079412,3.675792891599915,"13190"
"Damien Magnifico","ARI","AA",28,41.2,12.09599852343768,3.8879995253906827,3.11111111,0.21599997363281573,0.3027027,0.0972973,0.20540541,0.27272727,1.51199981542971,0.40740741,0.78616352,2.8079996572266044,2.3622779214935163,0.44572173573308804,2.908622460008511,"13395"
"Joel Payamps","ARI","AA",25,40.2,8.631146461468498,0.442622895459923,19.5,0.442622895459923,0.24375,0.0125,0.23125,0.25316456,1.0327867560731536,0.32478632,0.6377551,2.8770488204894993,2.1671304077270266,0.7099184127624727,2.3828083515583405,"14332"
"Robinson Leyer","BOS","AA",26,34,10.852941176470589,6.352941176470588,1.70833333,0,0.2611465,0.15286624,0.10828025,0.24427481,1.6470588235294117,0.35555556,0.67241379,4.5,3.13817823962481,1.3618217603751899,4.346500914975644,"14399"
"Yunior Marte","KCR","AA",24,34,9.264705882352942,3.4411764705882355,2.69230769,0.2647058823529412,0.25735294,0.09558824,0.16176471,0.17886179,1.0294117647058822,0.24137931,0.80357143,1.588235294117647,2.921255092059865,-1.333019797942218,3.8647573639364805,"14416"
"Konner Wade","BOS","AA",27,95.1,6.0419583643110775,1.2272727927506877,4.92307692,0.47202799721180294,0.16842105,0.03421053,0.13421053,0.24517906,1.06993012701342,0.28571429,0.76767677,2.737762383828457,3.0448795371489554,-0.3071171533204984,3.5089037290749885,"14655"
"Jonathan Aro","ATL","AA",28,44.1,6.293233804715242,1.827067878788296,3.44444444,0.4060150841751769,0.17032967,0.04945055,0.12087912,0.25,1.1729324653949555,0.29496403,0.65737052,3.4511282154890037,3.1629394458439926,0.28818876964501117,3.808954382282542,"14699"
"Brady Lail","NYY","AA",25,31,13.64516129032258,3.4838709677419355,3.91666667,0.2903225806451613,0.38842975,0.09917355,0.2892562,0.16513761,0.967741935483871,0.27868852,0.83916084,1.7419354838709677,1.7191407665129632,0.022794717358004535,2.061682845700172,"14707"
"Sam Moll","SFG","AA",27,38.1,9.860870873608249,4.695652796956309,2.1,0,0.25,0.11904762,0.13095238,0.22068966,1.3565219191207114,0.31067961,0.67272727,2.58260903832597,2.7794492699924107,-0.1968402316664406,3.395592076653311,"14874"
"Jason Hursh","ATL","AA",27,47,6.127659574468085,2.872340425531915,2.13333333,0.19148936170212766,0.16243655,0.07614213,0.08629442,0.22651934,1.1914893617021276,0.27027027,0.64748201,3.4468085106382977,3.2344480200016754,0.21236049063662232,3.9301693517476957,"14914"
"Kyle McGowin","WSN","AA",27,32.1,10.020620133015761,2.5051550332539403,4,0.5567011185008757,0.29032258,0.07258065,0.21774194,0.19298246,0.9587630374181747,0.26315789,0.75342466,2.5051550332539403,2.6759082310713245,-0.17075319781738418,2.8761924726399775,"15071"
"Collin Wiles","TEX","AA",25,31,6.387096774193548,2.6129032258064515,2.44444444,1.4516129032258065,0.16923077,0.06923077,0.1,0.25833333,1.2903225806451613,0.27956989,0.64705882,5.516129032258065,5.095828147088328,0.42030088516973674,4.998529153869998,"15106"
"Ashton Goudeau","COL","AA",26,78.1,10.455319827810722,1.3787234937772381,7.58333333,0.45957449792574606,0.3013245,0.0397351,0.2615894,0.20833333,0.9191489958514921,0.29015544,0.74561404,2.0680852406658574,2.047349341475835,0.02073589919002261,2.250379943691499,"15139"
"Kevin McGowan","WSN","AA",27,38,7.578947368421052,3.3157894736842106,2.28571429,0.9473684210526315,0.20779221,0.09090909,0.11688312,0.21582734,1.1578947368421053,0.25242718,0.63451777,4.2631578947368425,4.0391747223703485,0.223983172366494,4.0692355124573965,"15215"
"Kyle Lloyd","SDP","AA",28,110,8.181818181818182,2.8636363636363638,2.85714286,1.6363636363636365,0.21231423,0.07430998,0.13800425,0.27419355,1.4,0.31528662,0.75,4.336363636363636,5.005212311311202,-0.668848674947566,3.909424995156852,"15378"
"Hunter Harvey","BAL","AA",24,59,9.305084745762711,3.2033898305084745,2.9047619,2.135593220338983,0.23735409,0.08171206,0.15564202,0.27391304,1.423728813559322,0.31612903,0.71022727,5.186440677966102,5.560584178213346,-0.37414350024724374,3.509995107731577,"15507"
"Ronald Herrera","TEX","AA",24,61.2,6.421621091966694,1.6054052729916735,4,1.7513512069000075,0.16,0.04,0.12,0.30268199,1.4594593390833395,0.32682927,0.62992126,6.129729224150026,5.234450493423163,0.8952787307268633,4.806380481313149,"15688"
"Rob Kaminsky","CLE","AA",24,31.1,8.617022150833266,2.2978725735555376,3.75,0.5744681433888844,0.24390244,0.06504065,0.17886179,0.19298246,0.9574469056481407,0.24390244,0.70921986,2.2978725735555376,2.9473493917542033,-0.6494768181986657,2.745721830202484,"15792"
"Devin Williams","MIL","AA",24,53.1,12.825001223087428,4.893750466704413,2.62068966,0.5062500482797668,0.34545455,0.13181818,0.21363636,0.17894737,1.1812501126527895,0.27927928,0.80267559,2.362500225305579,2.8670277661085097,-0.5045275408029308,2.8063594831410463,"15816"
"Brett Graves","MIA","AA",26,45,10.4,4.2,2.47619048,0.6,0.28571429,0.11538462,0.17032967,0.16981132,1.0666666666666667,0.23076923,0.76419214,2.2,3.387166696124607,-1.1871666961246068,3.513954433633222,"16218"
"Tejay Antone","CIN","AA",25,74.2,7.593751034566475,2.651786075562896,2.86363636,0.48214292282961746,0.20192308,0.07051282,0.13141026,0.22340426,1.1383930122365968,0.2744186,0.62929062,3.3750004598073224,3.512563550715548,-0.1375630909082255,3.547920594322391,"16233"
"Sam Clay","MIN","AA",26,46.2,8.871427604519697,3.4714281930729247,2.55555556,0,0.23469388,0.09183673,0.14285714,0.25287356,1.32857128376865,0.34375,0.72727273,2.699999705723386,2.7411350108166066,-0.04113530509322061,3.1030362186077864,"16279"
"Victor Gonzalez","LAD","AA",23,48.1,8.193104310461038,2.6068968260557845,3.14285714,0.744827664587367,0.21568627,0.06862745,0.14705882,0.25531915,1.2827587556782432,0.31428571,0.8390411,2.2344829937621014,3.6989427449615366,-1.4644597511994353,3.8472108064089365,"16408"
"Blake Taylor","NYM","AA",23,39,10.384615384615385,2.769230769230769,3.75,0.46153846153846156,0.2866242,0.07643312,0.21019108,0.17482517,0.9487179487179487,0.23958333,0.80110497,1.8461538461538463,2.606651105636206,-0.7604972594823596,2.77269869859402,"16418"
"Conner Greene","KCR","AA",24,97,7.88659793814433,3.5257731958762886,2.23684211,1.0206185567010309,0.19675926,0.08796296,0.1087963,0.26233766,1.4329896907216495,0.31141869,0.56561086,5.288659793814433,4.62592458872451,0.6627352050899225,4.691125035838983,"16455"
"Roel Ramirez","STL","AA",24,72.1,9.953917750620882,3.6082951846000695,2.75862069,0.7465438312965661,0.25236593,0.09148265,0.16088328,0.27142857,1.4516130052988785,0.36082474,0.6500956,4.976958875310441,3.851588543943533,1.125370331366908,4.078099868339562,"16470"
"Bryan Abreu","HOU","AA",22,76.2,11.85652331231468,5.634783356347571,2.10416667,0.7043479195434463,0.29970326,0.14243323,0.15727003,0.21276596,1.4086958390868927,0.30857143,0.65666041,5.047826756728032,3.9854495364191043,1.0623772203089277,4.14403418121236,"16609"
"Carlos Sanabria","HOU","AA",22,55,11.618181818181819,5.890909090909091,1.97222222,0.6545454545454545,0.30212766,0.15319149,0.14893617,0.18181818,1.309090909090909,0.2601626,0.69732938,3.109090909090909,3.832485038583929,-0.7233941294930202,4.0652336483651945,"16634"
"Vinny Nittoli","TOR","AA",28,42.2,8.437498994171738,1.6874997988343479,5,0.8437498994171739,0.22727273,0.04545455,0.18181818,0.22155689,1.0546873742714673,0.26829268,0.47029703,3.7968745473772825,3.1473161725327365,0.6495583748445459,3.0587628806334184,"16754"
"Greg Mahle","LAA","AA",26,44.2,5.0373128592291465,1.2089550862149951,4.16666667,0.6044775431074976,0.13736264,0.03296703,0.10439561,0.27272727,1.2089550862149951,0.30405405,0.82329317,2.2164176580608244,3.454994207300625,-1.2385765492398004,3.960833845047655,"16877"
"Grant Holmes","OAK","AA",23,81.2,8.375511247348241,2.9755105747158224,2.81481481,0.9918368582386073,0.22485207,0.07988166,0.14497042,0.23202614,1.2000001494738706,0.28054299,0.76327434,3.306122860795358,4.197605725315809,-0.8914828645204516,3.9034293231463875,"16944"
"Tanner Banks","CHW","AA",27,123.1,6.202702958501989,1.5324324956299034,4.04761905,0.8756757117885161,0.16536965,0.04085603,0.12451362,0.26844262,1.2324324832579117,0.30434783,0.64194009,4.232432606977828,3.8171967475548385,0.4152358594229897,3.6961469484510454,"16990"
"Joe Palumbo","TEX","AA",24,53.2,11.571427474745521,4.192546186502001,2.76,0.8385092373004002,0.30803571,0.11160714,0.19642857,0.21827411,1.267080625253938,0.30894309,0.77777778,3.1863351017415207,3.5997351656191516,-0.41340006387763095,3.6222797852558717,"17035"
"Domingo Acevedo","NYY","AA",25,35,8.485714285714286,2.5714285714285716,3.3,1.8,0.23913043,0.07246377,0.16666667,0.1796875,0.9428571428571428,0.18181818,0.68965517,3.857142857142857,4.742182241167341,-0.8850393840244837,3.5480634587151667,"17092"
"Justus Sheffield","SEA","AA",23,78,9.807692307692308,2.076923076923077,4.72222222,0.46153846153846156,0.27868852,0.05901639,0.21967213,0.21602787,1.0256410256410255,0.29292929,0.80645161,2.1923076923076925,2.630154036252927,-0.4378463439452345,3.191603256036074,"17285"
"Emmanuel Ramirez","SDP","AA",24,84.2,8.397638804234639,2.763779859621527,3.03846154,1.0629922537005871,0.22507123,0.07407407,0.15099715,0.22981366,1.1811025041117635,0.27467811,0.66292135,4.14566978943229,4.147517334191688,-0.0018475447593981897,4.359120377799236,"17304"
