Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"David Fletcher","ATL","AA",30,3,7,6.370786516853933,17,17,0,0,0,0,,89,406,108,67,63,12,37,0,15,3,0,32,"17992"
"Seth Elledge","OAK","AA",28,3,3,2.2164176580608244,34,0,0,0,11,4,,44.2,170,27,15,11,3,9,1,2,4,0,34,"19766"
"Antonio Santos","CHC","AA",27,9,4,3.9857142857142858,14,13,0,0,0,0,,70,284,48,31,31,9,25,0,5,2,0,80,"20383"
"Jonathan Bermudez","MIA","AA",28,3,4,2.5312503448554917,14,14,0,0,0,0,,74.2,305,49,23,21,9,35,0,7,1,0,70,"21241"
"Juan Morillo","LAD","AA",25,5,2,4.764705882352941,41,0,0,0,1,1,,51,222,45,30,27,6,29,0,3,7,1,50,"21924"
"Joel Peguero","DET","AA",27,3,0,3.1354835622988237,43,0,0,0,2,3,,51.2,220,46,25,18,4,17,0,3,3,1,56,"21951"
"Paul Campbell","MIA","AA",28,5,1,3.496403261517121,10,10,0,0,0,0,,46.1,186,39,19,18,3,15,0,5,3,2,39,"22248"
"Robinson Pina","PHI","AA",25,12,4,3.9468440539005343,19,19,1,1,0,0,,100.1,423,107,45,44,14,13,0,7,3,1,107,"23091"
"Eduarniel Nunez","CHC","AA",25,8,2,0.9818180456240504,27,0,0,0,3,1,,36.2,136,17,6,4,3,12,0,0,1,1,42,"23162"
"Juan Mejia","COL","AA",23,4,4,5,47,0,0,0,6,2,,54,243,57,32,30,3,30,2,3,4,0,65,"23237"
"PJ Poulin","DET","AA",27,1,1,0.7941176470588235,25,0,0,0,4,2,,34,134,19,4,3,0,13,0,2,3,1,41,"23394"
"Jared Solomon","MIN","AA",27,2,4,7.75531993574994,30,0,0,0,4,4,,31.1,161,38,31,27,2,25,0,7,8,4,33,"23425"
"Braxton Ashcraft","PIT","AA",24,2,2,3.6894406441217606,11,10,1,0,0,0,,53.2,220,51,24,22,6,8,0,1,3,4,63,"23793"
"Omar Cruz","SDP","AA",25,5,0,3.5874122046184187,20,2,0,0,2,2,,47.2,198,36,20,19,3,13,0,7,4,2,70,"23875"
"Valente Bellozo","MIA","AA",24,2,2,4.595745147111075,6,6,0,0,0,0,,31.1,132,31,16,16,3,7,0,1,2,0,39,"23899"
"Luinder Avila","KCR","AA",22,6,5,3.810484339865942,19,19,0,0,0,0,,82.2,358,71,36,35,4,43,0,4,6,2,82,"24452"
"Carlos Duran","LAD","AA",22,0,4,3.052174318021601,11,11,0,0,0,0,,38.1,176,43,14,13,3,18,0,5,2,1,48,"24458"
"Luis Curvelo","SEA","AA",23,4,0,2.5650003913879993,49,0,0,0,3,4,,66.2,255,39,20,19,5,18,0,4,3,5,78,"24710"
"Lazaro Estrada","TOR","AA",25,3,5,4.47133801418601,11,11,0,0,0,0,,52.1,220,47,28,26,4,19,0,1,4,2,55,"24914"
"Zach Penrod","BOS","AA",27,4,0,2.801887195786846,7,7,0,0,0,0,,35.1,143,23,12,11,3,13,0,3,0,0,53,"25368"
"Jeff Lindgren","MIA","AA",27,2,4,5.213793652111569,14,8,0,0,0,1,,48.1,216,48,29,28,8,27,0,0,3,0,43,"25830"
"Seth Johnson","BAL","AA",25,0,7,2.7247705230025843,20,20,0,0,0,0,,72.2,303,59,27,22,7,36,0,1,11,0,70,"26020"
"Tyler Owens","DET","AA",23,3,3,2.961290796301815,39,0,0,0,10,3,,51.2,214,46,21,17,3,16,0,1,6,0,55,"26030"
"Blas Castano","SEA","AA",25,0,4,3.3096770935376476,15,12,0,0,0,0,,51.2,223,50,25,19,2,19,0,4,1,4,34,"26117"
"Caleb Freeman","CHW","AA",26,2,5,3.9160300782146797,39,0,0,0,4,4,,43.2,191,33,21,19,5,26,0,4,2,2,56,"26255"
"Taylor Rashi","ARI","AA",28,7,3,4.531468047939056,38,0,0,0,3,2,,47.2,220,46,35,24,7,26,0,2,4,0,59,"26344"
"Bradley Blalock","COL","AA",23,5,3,4.36153830155819,18,18,0,0,0,0,,86.2,367,85,43,42,12,29,0,1,4,0,76,"26419"
"Cody Laweryson","MIN","AA",26,2,2,6.818181818181818,27,0,0,0,3,2,,33,152,41,28,25,1,12,1,0,0,0,33,"26429"
"Wikelman Gonzalez","BOS","AA",22,4,3,4.733068304548931,24,19,0,0,0,0,,83.2,360,59,48,44,6,46,0,10,5,3,92,"26641"
"Jairo Iriarte","CHW","AA",22,5,7,3.7142857142857144,23,22,0,0,0,0,,126,534,104,57,52,7,57,0,17,7,4,122,"26907"
"Rolddy Munoz","ATL","AA",24,2,2,3.9836060591393068,31,1,0,0,3,4,,40.2,174,34,20,18,2,18,0,2,8,0,56,"27407"
"Cole Wilcox","TBR","AA",24,7,4,3.1815289716323534,20,20,0,0,0,0,,104.2,434,106,40,37,4,27,0,5,7,2,82,"27481"
"Carson Ragsdale","SFG","AA",26,3,3,3.4925373134328357,14,14,0,0,0,0,,67,269,46,28,26,9,31,0,2,1,1,90,"27508"
"Jake Eder","CHW","AA",25,2,5,5.08520214167725,15,15,0,0,0,0,,74.1,332,83,43,42,8,31,0,3,5,2,86,"27590"
"Jack Kochanowicz","LAA","AA",23,5,8,4.5,18,18,2,0,0,0,,102,441,103,56,51,8,27,0,10,4,2,86,"27688"
"J.T. Ginn","OAK","AA",25,4,1,4.153846589166682,6,6,0,0,0,0,,30.1,132,31,18,14,3,10,0,3,0,0,28,"27889"
"Ian Seymour","TBR","AA",25,5,3,2.3649636353521215,17,17,0,0,0,0,,91.1,350,54,24,24,4,22,0,9,1,1,99,"27932"
"Andry Lara","WSN","AA",21,9,7,3.6346153846153846,19,19,1,1,0,0,,104,422,89,44,42,14,35,0,2,3,1,93,"27967"
"Yilber Diaz","ARI","AA",23,3,5,4.333333333333333,11,11,0,0,0,0,,54,225,38,26,26,5,29,0,1,1,2,77,"29271"
"Patrick Monteverde","MIA","AA",26,3,3,5.062500689710983,7,7,0,0,0,0,,37.1,148,32,23,21,7,7,0,0,3,0,38,"29564"
