Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Johnny Barbato","TOR","AA",28,70.1,0.32682927,1.098765432,0.162561576,0.438423645,0.399014778,0.283950617,0.061728395,0.50471698,0.22641509,0.26886792,0.12035398,414,716,1130,"11440"
"Akeel Morris","SFG","AA",28,54,0.30597015,1.14,0.224637681,0.413043478,0.36231884,0.22,0.16,0.4751773,0.29078014,0.23404255,0.15878788,276,549,825,"12185"
"Tyler Olson","BOS","AA",31,31,0.27848101,1.37037037,0.189873417,0.46835443,0.341772151,0.333333333,0.111111111,0.48780488,0.23170732,0.2804878,0.12915129,197,345,542,"14741"
"Aaron Blair","SFG","AA",29,34.1,0.26,1.457142857,0.14,0.51,0.35,0.2,0.114285714,0.47115385,0.24038462,0.28846154,0.08644068,250,340,590,"14934"
"Brandon Leibrandt","MIA","AA",28,31.1,0.35353535,1.1,0.168316831,0.435643564,0.396039603,0.15,0.1,0.52427184,0.18446602,0.29126214,0.10332103,209,333,542,"16135"
"A.J. Ladwig","DET","AA",28,101.1,0.26262626,0.662251655,0.210691823,0.314465408,0.474842767,0.198675496,0.15231788,0.378125,0.2875,0.334375,0.08732212,499,1047,1546,"16266"
"Carlos Sanabria","KCR","AA",24,31,0.1369863,0.75,0.171052631,0.355263157,0.47368421,0.222222222,0.111111111,0.36363636,0.28571429,0.35064935,0.12797075,232,315,547,"16634"
"Montana DuRapau","OAK","AA",29,54.1,0.26315789,1.098360655,0.174193548,0.432258064,0.393548387,0.327868852,0.06557377,0.46153846,0.23717949,0.30128205,0.13761468,328,544,872,"16768"
"Jose Cuas","KCR","AA",27,32.1,0.32967033,2.045454545,0.229885057,0.517241379,0.252873563,0.09090909,0.045454545,0.47826087,0.23913043,0.2826087,0.13099631,202,340,542,"17701"
"Enmanuel De Jesus","BOS","AA",24,59,0.38323353,1.063492063,0.192546583,0.416149068,0.391304347,0.206349206,0.031746031,0.44970414,0.26035503,0.28994083,0.13364929,386,669,1055,"18554"
"Pedro Avila","SDP","AA",24,52.1,0.31617647,0.981818181,0.204379562,0.394160583,0.401459854,0.2,0.072727272,0.47857143,0.20714286,0.31428571,0.13273341,321,568,889,"18864"
"Nick Hernandez","HOU","AA",26,54,0.20175439,0.666666666,0.094827586,0.362068965,0.543103448,0.333333333,0.079365079,0.48739496,0.23529412,0.27731092,0.17410229,334,585,919,"19281"
"Cody Sedlock","BAL","AA",26,62.2,0.29714286,1.013888888,0.189944134,0.407821229,0.402234636,0.180555555,0.138888888,0.48108108,0.2972973,0.22162162,0.1326624,404,689,1093,"19357"
"Lucas Erceg","MIL","AA",26,47.2,0.26612903,2.088235294,0.16,0.568,0.272,0.235294117,0.147058823,0.47286822,0.24031008,0.28682171,0.12611465,331,454,785,"19360"
