Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Tejay Antone","CIN","AA",25,7,4,3.3750004598073224,13,13,0,0,0,0,,74.2,312,63,38,28,4,22,1,8,3,0,63,"16233"
"Sam Clay","MIN","AA",26,3,3,2.699999705723386,31,1,0,0,8,3,,46.2,196,44,18,14,0,18,4,4,3,0,46,"16279"
"Victor Gonzalez","LAD","AA",23,3,1,2.2344829937621014,15,8,0,0,2,0,,48.1,204,48,15,12,4,14,0,2,1,0,44,"16408"
"Blake Taylor","NYM","AA",23,0,1,1.8461538461538463,18,0,0,0,3,0,,39,157,25,10,8,2,12,0,2,2,0,45,"16418"
"Conner Greene","KCR","AA",24,3,9,5.288659793814433,21,16,0,0,1,1,,97,432,101,73,57,11,38,0,9,17,1,85,"16455"
"Roel Ramirez","STL","AA",24,5,3,4.976958875310441,41,5,0,0,1,2,,72.1,317,76,45,40,6,29,0,8,10,0,80,"16470"
"Bryan Abreu","HOU","AA",22,6,2,5.047826756728032,20,13,0,0,2,1,,76.2,337,60,45,43,6,48,0,7,14,1,101,"16609"
"Carlos Sanabria","HOU","AA",22,4,3,3.109090909090909,37,0,0,0,6,2,,55,235,36,26,19,4,36,1,1,9,0,71,"16634"
"Vinny Nittoli","TOR","AA",28,3,2,3.7968745473772825,29,0,0,0,2,2,,42.2,176,37,27,18,4,8,0,1,5,0,40,"16754"
"Greg Mahle","LAA","AA",26,3,3,2.2164176580608244,7,7,1,1,0,0,,44.2,182,48,13,11,3,6,0,0,2,0,25,"16877"
"Grant Holmes","OAK","AA",23,6,5,3.306122860795358,22,16,0,0,0,1,,81.2,338,71,34,30,9,27,0,5,6,0,76,"16944"
"Tanner Banks","CHW","AA",27,5,7,4.232432606977828,28,21,0,0,1,0,,123.1,514,131,67,58,12,21,0,5,0,0,85,"16990"
"Joe Palumbo","TEX","AA",24,0,0,3.1863351017415207,11,10,0,0,0,0,,53.2,224,43,21,19,5,25,0,2,0,1,69,"17035"
"Domingo Acevedo","NYY","AA",25,7,1,3.857142857142857,22,0,0,0,0,0,,35,138,23,17,15,7,10,0,0,2,0,33,"17092"
"Justus Sheffield","SEA","AA",23,5,3,2.1923076923076925,12,12,0,0,0,0,,78,305,62,20,19,4,18,0,0,3,0,85,"17285"
"Emmanuel Ramirez","SDP","AA",24,6,5,4.14566978943229,17,12,0,0,1,0,,84.2,351,74,44,39,10,26,1,3,6,2,79,"17304"
"Justin Steele","CHC","AA",23,0,6,5.586206161734987,11,11,0,0,0,0,,38.2,170,45,24,24,3,20,0,1,2,0,42,"17312"
"Merandy Gonzalez","STL","AA",23,2,3,6.639343431898845,34,1,0,0,4,4,,40.2,205,54,33,30,5,31,2,2,6,1,39,"17313"
"Jonathan Hernandez","TEX","AA",22,5,9,5.15625,22,16,0,0,0,0,,96,418,100,58,55,11,38,1,5,11,1,95,"17464"
"Albert Abreu","NYY","AA",23,5,8,4.2827590713773604,23,20,0,0,0,0,,96.2,440,103,62,46,9,53,0,7,7,2,91,"17485"
"Spenser Watkins","DET","AA",26,3,1,4.251969014802349,8,7,0,0,0,0,,42.1,173,41,20,20,3,10,0,1,4,0,32,"17489"
"Jorge Guzman","MIA","AA",23,7,11,3.504807949418871,25,24,1,0,0,0,,138.2,562,96,54,54,13,71,0,7,9,4,127,"17505"
"Ricardo Sanchez","SEA","AA",22,8,12,4.438356164383562,27,27,0,0,0,0,,146,613,157,77,72,10,38,0,6,4,5,135,"17581"
"Marcos Diplan","MIN","AA",22,3,5,4.849514203894591,38,7,0,0,3,1,,68.2,303,57,39,37,7,44,0,3,9,0,73,"17583"
"Jordan Yamamoto","MIA","AA",23,3,5,3.581632931894803,12,12,0,0,0,0,,65.1,270,53,27,26,7,25,0,7,2,0,64,"17585"
"Cristian Javier","HOU","AA",22,6,3,2.0675675675675675,17,11,0,0,3,0,,74,292,31,18,17,5,39,0,2,2,0,114,"17606"
"Pedro Araujo","BAL","AA",25,1,3,3.6302516353508913,24,0,0,0,0,1,,39.2,165,26,20,16,7,19,1,1,5,0,40,"17697"
"Nabil Crismatt","SEA","AA",24,4,5,1.93625521549729,14,13,2,1,0,0,,83.2,321,57,22,18,6,11,0,3,11,0,89,"17732"
"Dillon Tate","BAL","AA",25,2,3,3.4752469997221693,17,2,0,0,5,0,,33.2,137,28,14,13,4,9,2,2,1,0,30,"17796"
"Garrett Cleavinger","PHI","AA",25,3,2,3.6580641560152944,34,0,0,0,0,0,,51.2,228,32,25,21,2,34,0,5,5,1,83,"17897"
"Cody Ponce","PIT","AA",25,1,3,3.654135757576592,30,1,0,0,2,2,,44.1,183,36,21,18,2,13,0,5,5,0,50,"17920"
"Adonis Rosa","NYY","AA",24,3,1,4.604651162790698,12,5,0,0,0,0,,43,184,41,22,22,3,19,0,0,0,0,37,"17942"
"Tyler Jay","CIN","AA",25,1,2,3.8571425337619543,35,0,0,0,1,3,,60.2,279,70,30,26,2,31,2,7,2,1,60,"17952"
"Brock Burke","TEX","AA",22,3,5,3.176470944625736,9,9,0,0,0,0,,45.1,183,34,19,16,2,12,0,2,2,0,49,"17968"
"Logan Webb","SFG","AA",22,1,4,2.1774196227805382,8,7,0,0,0,0,,41.1,179,41,21,10,2,12,0,0,1,0,47,"17995"
"Anthony Misiewicz","SEA","AA",24,1,2,2.523364126135692,7,7,1,0,0,0,,35.2,143,36,10,10,0,7,0,0,1,0,36,"18152"
"James Naile","OAK","AA",26,8,7,5.544,24,21,0,0,1,0,,125,564,155,83,77,12,44,0,8,4,0,82,"18186"
"Art Warren","SEA","AA",26,2,1,1.7052629867088933,29,0,0,0,15,2,,31.2,128,23,9,6,1,13,0,0,6,0,41,"18251"
"Zac Grotz","SEA","AA",26,4,4,2.5116281297930456,26,6,0,0,1,3,,57.1,225,47,18,16,4,11,1,3,5,0,69,"18256"
"Taylor Guilbeau","WSN","AA",26,1,2,2.3142857142857145,27,0,0,0,0,1,,35,141,27,10,9,1,10,0,2,4,0,44,"18306"
"Pedro Payano","TEX","AA",24,3,1,4.429686971940163,8,8,0,0,0,0,,42.2,173,30,21,21,3,18,0,3,6,0,49,"18313"
"Brandon Waddell","PIT","AA",25,3,1,2.229358110250506,7,7,0,0,0,0,,36.1,147,29,10,9,0,9,0,1,1,0,42,"18347"
"Scott Effross","CHC","AA",25,1,2,5.881187230299056,17,1,0,0,0,2,,33.2,147,39,23,22,3,9,1,0,3,0,17,"18384"
"Jose Urquidy","HOU","AA",24,2,2,4.090909090909091,7,6,0,0,0,0,,33,133,28,18,15,2,5,0,0,1,1,40,"18413"
"Tyler Cyr","SFG","AA",26,0,0,2.0482760776152595,37,0,0,0,5,5,,48.1,204,34,18,11,1,22,1,3,3,1,57,"18421"
"Danny Young","TOR","AA",25,1,1,1.785124192056475,29,0,0,0,3,1,,40.1,169,29,10,8,2,20,0,6,4,1,32,"18439"
"Shea Spitzbarth","LAD","AA",24,3,3,2.0454545454545454,32,0,0,0,5,2,,44,178,28,12,10,1,17,1,1,2,0,60,"18475"
"Sam Hentges","CLE","AA",22,2,13,5.106218020283439,26,26,0,0,0,0,,128.2,588,148,89,73,11,64,0,1,9,0,126,"18548"
"Hector Perez","TOR","AA",23,7,6,4.598901291685892,26,24,0,0,0,0,,121.1,544,130,65,62,9,67,0,4,15,2,117,"18592"
"Cody Poteet","MIA","AA",24,5,3,2.25,13,13,0,0,0,0,,84,321,63,23,21,3,19,0,3,3,0,58,"18769"
"Tommy Nance","CHC","AA",28,2,5,4.242856680422464,30,0,0,0,4,3,,46.2,201,42,26,22,2,18,1,3,2,0,54,"19178"
"Robert Dugger","MIA","AA",23,6,6,3.3113212313844547,13,13,0,0,0,0,,70.2,292,57,31,26,6,21,0,7,1,0,73,"19191"
"Conner Menez","SFG","AA",24,3,3,2.715083567436383,11,11,0,0,0,0,,59.2,234,37,22,18,5,20,0,4,2,0,70,"19199"
"Jesse Scholtens","SDP","AA",25,5,7,5.4,24,20,0,0,0,0,,125,544,145,81,75,15,40,1,3,14,0,129,"19205"
"Lake Bachar","SDP","AA",24,8,4,3.9789476879680183,24,19,0,0,0,0,,126.2,536,121,62,56,18,58,0,6,13,0,126,"19222"
"Mitch White","LAD","AA",24,1,0,2.1,7,7,0,0,0,0,,30,117,18,8,7,3,7,0,1,2,0,37,"19225"
"Caleb Baragar","SFG","AA",25,5,5,3.45,22,21,1,0,0,0,,120,489,83,52,46,12,43,2,5,6,0,107,"19231"
"Thomas Hatch","TOR","AA",24,6,13,4.123152864320985,27,27,1,0,0,0,,135.1,560,129,71,62,18,39,0,8,2,1,127,"19264"
"Justin Dunn","SEA","AA",23,9,5,3.554430654361051,25,25,0,0,0,0,,131.2,553,118,62,52,13,39,0,9,9,1,158,"19268"
"Kyle Dowdy","CLE","AA",26,1,1,2.4,8,3,0,0,0,0,,30,125,26,10,8,2,11,0,2,4,0,28,"19285"
"Matt Krook","TBR","AA",24,2,3,4.5,32,18,0,0,0,2,,50,225,46,28,25,3,32,0,3,9,0,52,"19315"
"Daulton Jefferies","OAK","AA",23,1,2,3.65625,21,12,0,0,0,1,,64,262,63,30,26,7,7,0,5,7,0,72,"19345"
"Dean Kremer","BAL","AA",23,9,4,2.9763783103616444,15,15,0,0,0,0,,84.2,348,75,29,28,9,29,0,1,3,0,87,"19350"
"Cody Sedlock","BAL","AA",24,1,2,3.7058823529411766,9,6,0,0,1,1,,34,149,30,15,14,3,20,0,2,3,0,34,"19357"
"Yohan Ramirez","HOU","AA",24,3,5,4.764706271142503,17,8,0,0,1,1,,62.1,284,42,35,33,5,52,0,7,12,0,89,"19444"
"Michael Rucker","CHC","AA",25,0,3,4.281938901649361,34,0,0,0,1,3,,75.2,320,76,42,36,10,22,0,5,1,1,89,"19454"
"Jorge Alcala","MIN","AA",23,5,7,5.873377205328726,26,16,0,0,0,0,,102.2,450,114,68,67,12,37,2,5,6,1,105,"19459"
"Aaron Civale","CLE","AA",24,4,0,2.6703299501785813,5,5,0,0,0,0,,30.1,121,26,9,9,3,6,0,1,1,0,24,"19479"
"Devin Smeltzer","MIN","AA",23,3,1,0.6,5,5,0,0,0,0,,30,108,19,3,2,0,3,0,1,0,0,33,"19487"
"Tanner Tully","CLE","AA",24,8,11,4.384020273737935,23,23,0,0,0,0,,129.1,562,155,71,63,9,27,1,4,4,0,75,"19518"
"Cam Vieaux","PIT","AA",25,4,4,2.2304350785542466,13,13,0,0,0,0,,76.2,304,54,20,19,6,29,1,2,4,0,59,"19529"
"Jimmy Lambert","CHW","AA",24,3,4,4.550562187843082,11,11,0,0,0,0,,59.1,259,62,31,30,11,27,0,0,5,0,70,"19541"
"Bernardo Flores Jr.","CHW","AA",23,3,8,3.331915109961659,15,15,0,0,0,0,,78.1,321,74,37,29,10,15,0,0,2,1,69,"19561"
"David Bednar","SDP","AA",24,2,5,2.9482758620689653,44,0,0,0,14,1,,58,240,49,24,19,4,18,2,3,5,0,86,"19569"
"JoJo Romero","PHI","AA",22,4,4,4.838149862287236,11,11,0,0,0,0,,57.2,237,58,33,31,4,12,0,1,3,1,52,"19574"
"Norge Ruiz","OAK","AA",25,0,2,3.7425736920084898,19,0,0,0,1,2,,33.2,144,37,17,14,4,9,0,1,2,0,30,"19580"
"Brandon Bailey","HOU","AA",24,4,5,3.302158635877281,22,17,0,0,0,0,,92.2,386,72,34,34,12,41,1,3,7,0,103,"19582"
"Luke Barker","MIL","AA",27,0,1,1.4835166389881007,23,0,0,0,8,0,,30.1,105,11,7,5,1,8,0,0,2,0,34,"19609"
"Kyle Hart","BOS","AA",26,3,6,2.9101793748154896,9,9,1,0,0,0,,55.2,222,39,19,18,3,17,1,7,2,0,60,"19646"
"Jason Alexander","LAA","AA",26,1,3,4.032467932016737,11,8,0,0,0,0,,51.1,217,47,29,23,4,16,0,2,4,0,59,"19666"
"Sterling Sharp","WSN","AA",24,5,3,3.986576772950778,9,9,0,0,0,0,,49.2,214,56,23,22,1,14,0,2,2,0,45,"19671"
"James Marvel","PIT","AA",25,9,5,3.09836096575237,17,17,1,1,0,0,,101.2,412,85,36,35,6,24,2,10,2,1,83,"19675"
"Sixto Sanchez","MIA","AA",20,8,4,2.533980582524272,18,18,0,0,0,0,,103,411,87,33,29,5,19,0,3,0,2,97,"19680"
"Jordan Sheffield","LAD","AA",24,2,3,3.5840703124905056,34,2,0,0,6,2,,37.2,171,26,16,15,3,32,0,2,5,0,48,"19682"
"Connor Seabold","PHI","AA",23,3,1,2.25,7,7,0,0,0,0,,40,158,35,12,10,2,10,0,0,1,1,36,"19695"
"Patrick Murphy","TOR","AA",24,4,7,4.714285714285714,18,18,0,0,0,0,,84,364,75,53,44,7,27,0,5,5,0,86,"19712"
"Dustin May","LAD","AA",21,3,5,3.7436977190096377,15,15,0,0,0,0,,79.1,333,71,41,33,5,20,0,7,7,0,86,"19716"
"Kodi Whitley","STL","AA",24,1,4,1.8305087112825957,31,0,0,0,7,2,,39.1,165,31,14,8,3,13,2,1,3,0,46,"19731"
"Reiver Sanmartin","CIN","AA",23,2,7,4.344827586206897,12,12,0,0,0,0,,58,256,61,41,28,6,17,0,2,2,0,54,"19754"
"Kazuhisa Makita","SDP","AA",34,3,2,3.1666666666666665,35,0,0,0,3,3,,54,226,53,28,19,5,7,1,10,0,0,47,"19757"
"Seth Elledge","STL","AA",23,3,3,3.7800005767823146,26,0,0,0,3,4,,33.1,141,34,15,14,3,13,2,1,7,0,43,"19766"
"Jake Lemoine","TEX","AA",25,2,0,0.8265304835525071,26,0,0,0,4,0,,32.2,126,23,5,3,2,10,0,1,3,0,28,"19785"
"Anthony Castro","DET","AA",24,5,3,4.397394355371052,27,18,0,0,1,1,,102.1,438,75,55,50,9,65,0,6,7,2,116,"19789"
"Wil Crowe","WSN","AA",24,7,6,3.8706295771367842,16,16,0,0,0,0,,95.1,383,85,43,41,8,22,0,2,4,0,89,"19800"
"Bryan Baker","TOR","AA",24,2,5,2.8125,31,0,0,0,9,1,,32,133,18,14,10,2,20,2,0,7,0,40,"19804"
"Daniel Castano","MIA","AA",24,7,2,3.3488372093023258,18,11,1,0,0,0,,86,353,82,34,32,2,16,0,2,3,0,73,"19805"
"Riley Smith","ARI","AA",24,4,4,2.2710281993137396,13,13,1,0,0,0,,71.1,289,65,23,18,4,16,0,1,2,1,62,"19826"
"Gerson Garabito","KCR","AA",23,6,12,3.765957446808511,26,26,0,0,0,0,,141,628,148,64,59,13,60,1,10,8,1,113,"19835"
"Alex Wells","BAL","AA",22,8,6,2.9490289077737377,24,24,1,0,0,0,,137.1,556,123,50,45,10,24,0,4,3,0,105,"19845"
"Darwinzon Hernandez","BOS","AA",22,1,4,5.132232052162366,10,9,0,0,0,0,,40.1,188,33,28,23,2,32,0,3,7,0,59,"19848"
"Charlie Barnes","MIN","AA",23,3,4,3.6,14,13,0,0,0,0,,75,322,78,39,30,4,24,0,9,4,0,73,"19865"
"Brandon Bielak","HOU","AA",23,3,0,3.75,8,6,0,0,0,0,,36,148,29,15,15,3,14,0,1,3,0,33,"19866"
"Drew Carlton","DET","AA",23,4,3,1.4558823529411764,45,0,0,0,19,1,,68,266,48,20,11,3,18,1,1,0,0,65,"19868"
"Tucker Davidson","ATL","AA",23,7,6,2.0331327170068874,21,21,0,0,0,0,,110.2,449,88,34,25,5,45,0,4,3,0,122,"19871"
"Alex Faedo","DET","AA",23,6,7,3.9017342761148566,22,22,0,0,0,0,,115.1,473,104,50,50,17,25,0,6,4,2,134,"19874"
"Tanner Houck","BOS","AA",23,8,6,4.245968264422049,17,15,1,1,0,0,,82.2,362,86,41,39,4,32,0,9,6,1,80,"19879"
"Alex Lange","DET","AA",23,4,4,3.786585145660427,16,7,0,0,0,0,,54.2,229,49,31,23,4,27,0,4,6,0,43,"19883"
"Ryder Ryan","NYM","AA",24,3,1,3.0451131313138267,25,2,0,0,0,0,,44.1,184,33,17,15,2,23,0,2,3,0,40,"19891"
"Adonis Medina","PHI","AA",22,7,7,4.940063567062384,22,21,0,0,0,1,,105.2,468,103,69,58,11,41,0,14,6,1,82,"19903"
"Tony Santillan","CIN","AA",22,2,8,4.837133790908157,21,21,0,0,0,0,,102.1,465,110,59,55,8,54,0,5,3,1,92,"19926"
"Trevor Stephan","NYY","AA",23,2,4,5.244604892275682,12,12,0,0,0,0,,46.1,215,51,29,27,3,24,0,4,2,0,57,"19932"
"Ljay Newsome","SEA","AA",22,3,4,2.7739723128256273,9,9,0,0,0,0,,48.2,189,41,15,15,4,7,0,1,1,0,35,"19942"
"Ian Anderson","ATL","AA",21,7,5,2.675675675675676,21,21,1,0,0,0,,111,462,82,38,33,8,47,1,2,8,0,147,"19951"
"Joey Wentz","DET","AA",21,7,8,4.196891088018983,25,25,0,0,0,0,,128.2,534,110,63,60,16,49,1,3,8,0,137,"19962"
"Tyson Miller","CHC","AA",23,4,3,2.5568181818181817,15,15,0,0,0,0,,88,341,70,26,25,6,18,0,2,1,0,80,"19976"
"Zach Plesac","CLE","AA",24,1,1,0.9642858456592349,6,6,0,0,0,0,,37.1,137,23,4,4,0,6,0,0,0,1,34,"19979"
"Jeremy Walker","ATL","AA",24,1,6,2.454545241742113,21,1,0,0,6,0,,58.2,236,56,23,16,2,5,0,1,0,0,57,"19981"
"Joel Kuhnel","CIN","AA",24,3,2,2.271027713522123,25,0,0,0,10,3,,35.2,142,26,10,9,5,8,3,0,2,0,30,"19995"
"Dylan Lee","MIA","AA",24,0,3,1.9115041666616028,32,0,0,0,13,1,,37.2,144,23,9,8,4,12,0,1,5,0,32,"19996"
"Kenny Rosenberg","TBR","AA",23,11,4,3.291044776119403,25,16,0,0,0,0,,134,555,118,52,49,10,55,0,4,7,1,108,"20009"
"Wyatt Mills","SEA","AA",24,4,2,4.272151486152795,41,0,0,0,8,2,,52.2,217,43,26,25,2,17,1,4,3,0,66,"20010"
"Parker Dunshee","OAK","AA",24,2,2,1.894736842105263,6,6,0,0,0,0,,38,148,26,11,8,1,11,0,4,2,0,34,"20018"
"Rico Garcia","COL","AA",25,8,2,1.8529411764705883,13,13,0,0,0,0,,68,258,41,16,14,4,23,0,2,3,0,87,"20023"
"Darren McCaughan","SEA","AA",23,7,5,2.892857429490268,17,17,0,0,0,0,,102.2,412,103,35,33,13,10,0,2,3,0,89,"20038"
"Adrian Morejon","SDP","AA",20,0,4,4.25,16,16,0,0,0,0,,36,154,29,20,17,3,15,0,3,2,0,44,"20039"
"Ronald Bolanos","SDP","AA",22,8,5,4.226087517260678,15,13,0,0,0,0,,76.2,326,71,39,36,7,30,0,10,7,0,88,"20041"
"Jake Fishman","TOR","AA",24,1,1,3.446808230882342,42,0,0,0,4,1,,62.2,269,61,28,24,4,18,0,6,4,0,74,"20060"
"Bailey Falter","PHI","AA",22,6,5,3.8405174939726137,14,14,0,0,0,0,,77.1,319,82,37,33,9,15,0,0,3,0,62,"20070"
"Mauricio Llovera","PHI","AA",23,3,4,4.5459187212510965,14,12,0,0,0,0,,65.1,285,60,35,33,7,28,0,5,4,1,72,"20080"
"Nick Nelson","NYY","AA",23,7,2,2.353846153846154,13,12,1,0,0,0,,65,274,48,18,17,4,35,0,5,6,1,83,"20153"
"Nate Pearson","TOR","AA",22,1,4,2.585106173161756,16,16,0,0,0,0,,62.2,244,41,18,18,4,21,0,2,6,0,69,"20160"
"Kyle Muller","ATL","AA",21,7,6,3.1432838684340627,22,22,2,0,0,0,,111.2,468,81,42,39,5,68,0,7,16,0,120,"20167"
"Ben Braymer","WSN","AA",25,4,4,2.5063291139240507,13,13,0,0,0,0,,79,315,56,28,22,7,21,0,0,2,0,69,"20175"
"Brendan McKay","TBR","AA",23,3,0,1.2959998417968943,8,7,0,0,0,0,,41.2,156,25,6,6,2,9,0,1,3,0,62,"20186"
"Garrett Whitlock","NYY","AA",23,3,3,3.0710902694839746,14,14,0,0,0,0,,70.1,297,73,34,24,4,18,0,2,4,1,57,"20191"
"Eli Morgan","CLE","AA",23,6,4,3.7941176470588234,19,18,1,0,0,0,,102,432,100,47,43,12,33,1,4,4,0,104,"20203"
"Jeremy Beasley","LAA","AA",23,6,7,4.0582825884937295,23,22,0,0,0,0,,108.2,474,110,56,49,13,42,0,5,8,0,102,"20205"
"Mike Baumann","BAL","AA",23,6,2,2.3142857142857145,13,11,2,2,1,0,,70,268,45,19,18,2,21,0,1,3,0,65,"20206"
"Zach Muckenhirn","BAL","AA",24,3,5,3.206250305771857,37,0,0,0,5,0,,53.1,221,39,22,19,3,24,3,1,5,0,65,"20209"
"Yennsy Diaz","TOR","AA",22,11,9,3.741339228229533,26,24,1,1,0,1,,144.1,609,125,71,60,12,53,0,9,9,1,116,"20218"
"Zach Logue","TOR","AA",23,3,7,4.099009900990099,19,18,0,0,0,0,,101,425,95,48,46,15,32,0,4,3,0,79,"20231"
"Tyler Ivey","HOU","AA",23,4,0,1.565217391304348,11,8,0,0,0,1,,46,184,28,9,8,5,16,0,1,2,0,61,"20237"
"Zac Lowther","BAL","AA",23,13,7,2.554054054054054,26,26,0,0,0,0,,148,593,102,46,42,8,63,0,5,10,0,154,"20243"
"Griffin Jax","MIN","AA",24,4,5,2.667664792530941,20,20,0,0,0,0,,111.1,451,98,38,33,5,24,0,6,4,1,84,"20253"
"Deivi Garcia","NYY","AA",20,4,4,3.8571424915818406,11,11,0,0,0,0,,53.2,235,43,23,23,2,26,0,6,3,3,87,"20276"
"Cory Abbott","CHC","AA",23,8,8,3.006818390365489,26,26,0,0,0,0,,146.2,598,112,57,49,15,52,0,4,6,0,166,"20277"
"David Peterson","NYM","AA",23,3,6,4.189655172413793,24,24,0,0,0,0,,116,498,119,63,54,9,37,0,6,3,2,122,"20302"
"Alec Bettinger","MIL","AA",23,5,7,3.44419110453674,26,26,1,0,0,0,,146.1,588,121,62,56,13,35,2,5,2,0,157,"20312"
"Andre Scrubb","LAD","AA",24,6,1,2.7835049357066253,41,2,0,0,3,2,,64.2,284,56,24,20,3,33,1,2,4,0,76,"20329"
"Matt Peacock","ARI","AA",25,8,4,2.9653180498472906,21,21,2,1,0,0,,115.1,464,96,41,38,5,43,0,1,2,0,81,"20339"
"Blake Cederlind","PIT","AA",23,5,1,1.7737224301835297,31,0,0,0,2,2,,45.2,185,31,10,9,1,16,1,6,1,0,42,"20344"
"Riley O'Brien","TBR","AA",24,5,6,3.932039417457865,14,11,1,1,0,0,,68.2,297,56,33,30,4,29,0,6,8,0,72,"20348"
"Zack Kelly","LAA","AA",24,3,6,3.8230091076747326,20,13,0,0,0,0,,75.1,331,77,42,32,5,29,0,2,5,0,83,"20349"
"Brusdar Graterol","MIN","AA",20,6,0,1.7088605944611182,12,9,0,0,1,0,,52.2,205,32,10,10,2,21,0,3,2,0,50,"20367"
"Ramon Rosso","PHI","AA",23,3,2,3.147239558423709,10,10,0,0,0,0,,54.1,218,46,19,19,8,15,2,3,1,0,52,"20368"
"Matt Manning","DET","AA",21,11,5,2.558603685990992,24,24,0,0,0,0,,133.2,527,93,42,38,7,38,1,2,5,0,148,"20369"
"Bruce Zimmermann","BAL","AA",24,5,3,2.5756580240178373,18,17,2,2,0,0,,101.1,425,88,34,29,9,34,0,2,8,1,101,"20370"
"Antonio Santos","COL","AA",22,3,3,4.927006750509805,8,8,0,0,0,0,,45.2,192,47,25,25,3,10,0,2,3,3,44,"20383"
"Isaac Mattson","LAA","AA",23,3,3,2.6793890008837282,24,0,0,0,0,0,,43.2,174,30,16,13,3,13,0,3,1,0,61,"20385"
