Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Brady Lail","TOR","AA",28,32,0.41052632,1.342857142,0.188118811,0.465346534,0.346534653,0.228571428,0.171428571,0.54455446,0.23762376,0.21782178,0.14889706,181,363,544,"14707"
"Braden Shipley","SEA","AA",30,54.2,0.22900763,1.6,0.20610687,0.488549618,0.305343511,0.325,0.125,0.53333333,0.23703704,0.22962963,0.13379584,449,560,1009,"15158"
"Ronald Herrera","WSN","AA",27,129,0.28650138,1.146153846,0.254010695,0.398395721,0.347593582,0.261538461,0.123076923,0.46437995,0.24538259,0.29023747,0.12269327,749,1256,2005,"15688"
"Rob Kaminsky","SEA","AA",27,36.2,0.3030303,1.516129032,0.235294117,0.460784313,0.303921568,0.129032258,0.161290322,0.42307692,0.23076923,0.34615385,0.09538462,268,382,650,"15792"
"Brandon Leibrandt","CHC","AA",29,32.2,0.39473684,0.823529411,0.225,0.35,0.425,0.264705882,0.147058823,0.42682927,0.25609756,0.31707317,0.16594828,153,311,464,"16135"
"Daniel Gossett","MIN","AA",29,67.2,0.23391813,1.545454545,0.151515151,0.515151515,0.333333333,0.272727272,0.072727272,0.48,0.25714286,0.26285714,0.13913824,422,692,1114,"16164"
"A.J. Ladwig","DET","AA",29,100.1,0.33639144,1.0546875,0.21257485,0.404191616,0.383233532,0.1875,0.09375,0.44868035,0.21994135,0.3313783,0.09909281,413,1020,1433,"16266"
"Scott Blewett","CHW","AA",26,111,0.32634731,1.178861788,0.211764705,0.426470588,0.361764705,0.195121951,0.105691056,0.45821326,0.23054755,0.31123919,0.10898138,696,1130,1826,"16427"
"Bubby Rossman","PHI","AA",30,44.2,0.26530612,1.073170731,0.158415841,0.435643564,0.405940594,0.170731707,0.073170731,0.47524752,0.27722772,0.24752475,0.15733333,284,466,750,"17179"
"Emmanuel Ramirez","NYY","AA",27,37.1,0.21794872,0.627906976,0.146341463,0.329268292,0.524390243,0.209302325,0.093023255,0.37804878,0.32926829,0.29268293,0.15523466,209,345,554,"17304"
"Jordan Yamamoto","NYM","AA",26,31.2,0.29885057,0.704545454,0.193548387,0.333333333,0.473118279,0.272727272,0.159090909,0.42553191,0.27659574,0.29787234,0.13092979,178,349,527,"17585"
"Franklyn Kilome","WSN","AA",27,48,0.26612903,1.139534883,0.258064516,0.39516129,0.346774193,0.186046511,0.069767441,0.55905512,0.26771654,0.17322835,0.15244755,254,461,715,"17861"
