Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Matt Stites","ARI","AA",26,5,2,1.5365853658536586,36,0,0,0,15,1,,41,160,31,8,7,0,11,1,0,2,0,35,"12165"
"Akeel Morris","ATL","AA",23,5,3,3.2459015378513794,47,0,0,0,6,4,,61,261,46,22,22,4,37,1,0,6,0,86,"12185"
"Matt Tracy","MIA","AA",27,5,6,4.764705385952076,25,11,0,0,0,0,,79.1,357,93,51,42,7,27,0,3,2,0,61,"12240"
"DJ Johnson","LAA","AA",26,4,4,4.024038756740185,47,1,0,0,6,4,,69.1,311,78,36,31,1,32,3,5,12,1,67,"12578"
"Ryne Harper","SEA","AA",27,4,5,2.514705882352941,42,0,0,0,6,0,,68,275,52,23,19,2,25,0,2,2,1,95,"12680"
"Adrian Houser","MIL","AA",23,3,7,5.246445877035123,13,13,0,0,0,0,,70.1,304,76,42,41,5,22,0,2,8,0,56,"12718"
"Tyler Pill","NYM","AA",26,9,10,4.024038756740185,22,22,3,0,0,0,,138.2,572,138,67,62,8,34,1,4,6,0,110,"12751"
"Jake Esch","MIA","AA",26,10,9,4.030986088754835,22,22,0,0,0,0,,118.1,500,117,53,53,8,37,0,5,2,1,82,"12756"
"Rafael Montero","NYM","AA",25,4,3,2.204081632653061,9,9,1,0,0,0,,49,200,35,17,12,4,19,0,4,1,1,40,"12760"
"John Brebbia","STL","AA",26,3,2,4.061946354155906,24,0,0,0,2,2,,37.2,161,41,17,17,6,6,0,3,1,0,38,"12777"
"Sam Gaviglio","SEA","AA",26,5,5,4.147058823529412,18,17,0,0,0,0,,102,423,104,51,47,7,22,0,1,3,0,73,"12778"
"Raul Alcantara","OAK","AA",23,5,6,4.8,17,17,0,0,0,0,,90,390,100,52,48,11,27,1,3,6,0,73,"12790"
"Michael Kelly","SDP","AA",23,2,2,2.8993285621460205,9,9,0,0,0,0,,49.2,197,42,17,16,3,17,1,0,5,0,49,"12791"
"Andrew Kittredge","SEA","AA",26,1,1,3.4411764705882355,14,4,0,0,0,0,,34,147,37,17,13,0,10,0,1,2,3,37,"12828"
"Abel De Los Santos","WSN","AA",23,1,2,2.4107144909854012,31,0,0,0,8,2,,37.1,152,20,11,10,3,17,1,1,2,1,38,"12962"
"Mauricio Cabrera","ATL","AA",22,3,3,3.2079203074358484,25,0,0,0,4,3,,33.2,146,20,15,12,0,22,2,3,2,0,35,"12975"
"Taylor Jungmann","MIL","AA",26,3,4,2.508849726911543,13,13,0,0,0,0,,75.1,307,53,24,21,2,35,0,2,7,0,81,"13119"
"Jayson Aquino","BAL","AA",23,5,10,3.9017342761148566,20,19,1,1,0,0,,115.1,501,130,55,50,7,33,0,5,6,2,77,"13150"
"Jed Bradley","MIL","AA",26,7,5,3.4126392842176045,32,10,0,0,0,3,,89.2,391,92,42,34,2,29,2,5,7,0,89,"13166"
"Kyle Crick","SFG","AA",23,4,11,5.036697247706422,23,23,0,0,0,0,,109,499,110,72,61,8,67,0,10,9,0,86,"13182"
"Adalberto Mejia","SFG","AA",23,3,2,1.9384615384615385,11,11,0,0,0,0,,65,254,48,16,14,4,16,0,1,3,1,58,"13188"
"Louis Head","CLE","AA",26,2,1,2.6600989220678652,45,0,0,0,6,1,,67.2,270,56,23,20,3,18,0,1,5,0,61,"13259"
"Matt Carasiti","COL","AA",24,0,2,2.3076923076923075,38,0,0,0,29,4,,39,150,28,13,10,5,7,1,1,1,0,43,"13276"
"Hoby Milner","PHI","AA",25,5,3,1.836734693877551,38,0,0,0,5,6,,49,204,41,12,10,3,12,2,4,2,0,54,"13346"
"Matt Koch","ARI","AA",25,2,4,4.700893497588771,14,14,0,0,0,0,,74.2,319,87,41,39,7,13,0,3,0,0,49,"13420"
"Lucas Sims","ATL","AA",22,5,5,2.67032967032967,17,17,0,0,0,0,,91,391,64,34,27,3,55,1,11,5,1,101,"13470"
"Connor Sadzeck","TEX","AA",24,10,8,4.158768073259549,25,23,2,0,0,0,,140.2,589,127,68,65,18,52,0,13,18,1,133,"13483"
"Brandon Brennan","CHW","AA",24,2,8,8.086295668904365,24,8,0,0,0,1,,65.2,309,90,63,59,5,29,0,4,6,0,54,"13527"
"Alejandro Chacin","CIN","AA",23,5,2,1.780219630967056,52,0,0,0,30,5,,60.2,258,51,12,12,2,26,3,3,3,0,75,"13530"
"Justin Haley","BOS","AA",25,5,4,2.2010871390539366,12,12,1,1,0,0,,61.1,245,49,15,15,1,19,0,2,0,1,59,"13572"
"Shawn Morimando","CLE","AA",23,10,3,3.0857144538723786,16,16,0,0,0,0,,93.1,384,77,34,32,5,36,0,3,3,0,73,"13606"
"Taylor Guerrieri","TBR","AA",23,12,6,3.76027397260274,28,26,0,0,1,0,,146,604,130,67,61,11,46,0,10,14,0,89,"13616"
"Jakob Junis","KCR","AA",23,9,7,3.2521008403361344,21,21,0,0,0,0,,119,486,110,48,43,12,27,0,6,6,1,117,"13619"
"Josh D. Smith","PIT","AA",26,2,2,6.436047082594679,42,0,0,0,2,1,,57.1,257,61,44,41,8,30,0,6,5,0,61,"13629"
"Clay Holmes","PIT","AA",23,10,9,4.224938560061387,26,26,0,0,0,0,,136.1,597,138,70,64,10,64,1,14,8,1,101,"13649"
"Sal Romano","CIN","AA",22,6,11,3.519230769230769,27,27,0,0,0,0,,156,654,157,71,61,10,34,1,5,7,0,144,"13690"
"Robert Gsellman","NYM","AA",22,3,4,2.713568047265138,11,11,0,0,0,0,,66.1,266,57,23,20,2,15,0,6,3,0,48,"13696"
"Jake Faria","TBR","AA",22,1,6,4.212000257080094,14,14,0,0,0,0,,83.1,344,64,39,39,5,36,0,1,5,0,93,"13699"
"Joey Krehbiel","ARI","AA",23,1,1,2.586826110947102,52,0,0,0,1,5,,55.2,236,42,19,16,4,23,0,2,2,0,66,"13707"
"Matt Strahm","KCR","AA",24,3,8,3.4299675971894206,22,18,0,0,0,1,,102.1,425,102,47,39,14,23,0,6,1,1,107,"13799"
"Austin Adams","LAA","AA",25,0,1,3.0483874718927533,32,0,0,0,4,1,,41.1,174,29,14,14,2,24,0,3,4,0,61,"13801"
"Walker Lockett","SDP","AA",22,4,1,2.0769227721987837,6,4,0,0,0,0,,34.2,130,27,8,8,2,2,0,2,0,0,26,"13804"
"Chris O'Grady","LAA","AA",26,7,1,2.80327868852459,15,8,0,0,1,1,,61,248,64,19,19,3,10,0,1,4,0,50,"13818"
"Alec Mills","KCR","AA",24,1,2,2.3940890298610786,12,12,0,0,0,0,,67.2,258,57,19,18,2,12,0,1,4,0,68,"13834"
"Dietrich Enns","NYY","AA",25,7,2,1.9285714285714286,12,12,1,0,0,0,,70,283,55,15,15,3,30,0,1,0,0,74,"13932"
"Tim Peterson","NYM","AA",25,3,1,4.090909090909091,36,0,0,0,1,0,,44,188,47,20,20,4,14,1,0,4,0,53,"13946"
"Chris Mazza","MIA","AA",26,6,5,4.1625,19,14,0,0,0,0,,80,340,78,41,37,8,28,0,3,2,0,51,"14151"
"Rob Whalen","ATL","AA",22,7,5,2.4868422300861877,18,18,0,0,0,0,,101.1,423,87,35,28,4,37,0,4,2,0,94,"14165"
"Josh Hader","MIL","AA",22,2,1,0.9473684210526315,11,11,0,0,0,0,,57,223,38,7,6,1,19,0,3,2,0,73,"14212"
"Austin Maddox","BOS","AA",25,2,3,3.956896031228949,23,2,0,0,0,1,,38.2,161,29,21,17,3,16,1,0,2,0,38,"14241"
"Ray Black","SFG","AA",26,1,4,4.882979218805518,35,0,0,0,6,1,,31.1,143,17,17,17,1,32,0,1,11,0,53,"14244"
"Williams Jerez","BOS","AA",24,1,6,4.707692307692308,40,0,0,0,0,4,,65,286,70,35,34,6,30,2,2,6,0,65,"14338"
"Amir Garrett","CIN","AA",24,5,3,1.7532467532467533,13,12,0,0,0,0,,77,311,51,20,15,0,28,1,3,7,0,78,"14375"
"Wei-Chung Wang","MIL","AA",24,6,5,3.5217392973213575,19,19,0,0,0,0,,107.1,438,102,45,42,7,33,0,1,3,1,91,"14382"
"Yohander Mendez","TEX","AA",21,4,1,3.0857139493981554,10,10,0,0,0,0,,46.2,191,39,18,16,2,14,0,4,5,0,46,"14391"
"Robinson Leyer","CHW","AA",23,1,2,5.78571338486755,24,0,0,0,0,2,,32.2,155,40,23,21,1,20,0,1,3,0,33,"14399"
"Jackson Stephens","CIN","AA",22,8,11,3.3303962519039034,27,26,1,1,0,0,,151.1,638,148,63,56,7,41,0,7,4,0,131,"14420"
"Chris Smith","TOR","AA",27,1,2,1.894736842105263,43,0,0,0,15,2,,57,239,44,20,12,2,21,0,1,5,0,76,"14449"
"Daniel Camarena","NYY","AA",23,9,6,3.678663527670698,25,22,1,0,1,0,,129.2,526,126,60,53,12,21,0,2,3,1,106,"14467"
"Jorge Lopez","MIL","AA",23,2,4,3.97058868078217,8,8,0,0,0,0,,45.1,193,45,21,20,5,16,0,1,9,0,47,"14527"
"Felix Jorge","MIN","AA",22,3,5,4.116592209929203,11,11,1,0,0,0,,74.1,300,83,34,34,7,12,0,1,2,0,32,"14532"
"Konner Wade","COL","AA",24,1,4,5.16521807665194,37,9,0,0,0,0,,76.2,344,89,48,44,9,26,0,4,4,0,49,"14655"
"Duane Underwood Jr.","CHC","AA",21,0,5,4.909090483484226,13,13,1,0,0,0,,58.2,274,66,34,32,7,31,0,4,5,0,46,"14677"
"Anthony Banda","ARI","AA",22,6,2,2.122270883769798,13,13,0,0,0,0,,76.1,325,70,23,18,4,28,0,1,6,0,84,"14706"
"Brady Lail","NYY","AA",22,1,2,3.694736471202602,6,6,1,0,0,0,,31.2,134,33,15,13,2,12,0,0,1,0,17,"14707"
"Edwin Diaz","SEA","AA",22,3,3,2.213114477299615,16,6,0,0,1,0,,40.2,162,32,13,10,3,7,0,2,2,1,54,"14710"
"Ty Buttrey","BOS","AA",23,1,9,4.443037974683544,33,9,0,0,0,1,,79,364,80,52,39,6,46,0,7,5,1,52,"14719"
"Paul Blackburn","SEA","AA",22,9,5,3.272727272727273,26,25,0,0,0,1,,143,587,138,63,52,8,35,0,1,5,0,99,"14739"
"Emilio Pagan","SEA","AA",25,4,1,1.1739129217901518,18,0,0,0,9,0,,30.2,125,19,4,4,1,11,0,1,3,0,45,"14771"
"Ryan Eades","MIN","AA",24,6,5,4.605882559647619,26,19,0,0,0,0,,113.1,483,112,63,58,4,44,0,5,7,0,91,"14808"
"Barrett Astin","CIN","AA",24,9,3,2.2645162404960506,37,11,0,0,0,1,,103.1,403,74,31,26,8,25,1,6,5,0,96,"14812"
"Bobby Wahl","OAK","AA",24,0,1,2.213114477299615,33,0,0,0,10,1,,40.2,159,26,11,10,3,17,1,1,3,0,48,"14832"
"Joe Mantiply","DET","AA",25,3,1,2.4705882352941178,49,0,0,0,1,1,,51,205,40,17,14,1,11,0,2,4,0,62,"14857"
"Zack Godley","ARI","AA",26,2,5,3.831081476065298,8,8,1,0,0,0,,49.1,201,48,27,21,4,11,0,4,6,0,31,"14862"
"Caleb Smith","NYY","AA",24,3,5,3.9581148670364406,27,7,0,0,3,2,,63.2,279,66,34,28,4,20,0,5,1,0,70,"14875"
"Jason Hursh","ATL","AA",24,3,2,2.0526315789473686,35,0,0,0,3,2,,57,236,42,16,13,0,23,0,3,6,1,42,"14914"
"Ben Lively","PHI","AA",24,7,0,1.8679245283018868,9,9,0,0,0,0,,53,206,35,11,11,1,15,0,0,0,0,49,"14932"
"Jose Torres","SDP","AA",22,1,2,1.2385322834725032,25,0,0,0,2,0,,36.1,136,20,5,5,1,12,1,0,1,1,36,"14957"
"Rookie Davis","CIN","AA",23,10,3,2.9405940594059405,19,19,0,0,0,0,,101,414,88,37,33,10,30,0,5,5,0,62,"14962"
"Giovanny Gallegos","NYY","AA",24,2,1,1.0909090909090908,17,0,0,0,2,1,,33,124,20,6,4,1,7,0,0,1,0,53,"14986"
"Scott Barlow","LAD","AA",23,4,7,3.9812334068332462,24,23,0,0,0,0,,124.1,551,125,63,55,9,52,1,9,8,0,102,"14993"
"Luis Santos","TOR","AA",25,5,3,4.170731707317073,17,15,0,0,0,0,,82,350,87,41,38,8,22,0,3,2,0,75,"15006"
"Kyle Finnegan","OAK","AA",24,1,3,2.142857142857143,30,0,0,0,6,2,,42,174,31,13,10,3,20,1,1,1,0,41,"15009"
"Victor Alcantara","LAA","AA",23,3,7,4.297297297297297,29,20,0,0,0,0,,111,486,106,62,53,9,57,0,5,7,0,79,"15028"
"Chase De Jong","LAD","AA",22,14,5,2.858823734692651,25,25,2,1,0,0,,141.2,564,106,51,45,15,39,0,3,9,0,125,"15036"
"German Marquez","COL","AA",21,9,6,2.852580066471339,21,21,0,0,0,0,,135.2,553,124,53,43,9,33,1,7,5,1,126,"15038"
"Yency Almonte","COL","AA",22,3,1,3,5,5,1,1,0,0,,30,127,22,11,10,4,16,0,0,0,0,22,"15068"
"Hunter Wood","TBR","AA",22,6,2,3.283784122341684,10,9,0,0,0,0,,49.1,199,36,21,18,5,20,0,1,4,0,49,"15091"
"Rob Zastryzny","CHC","AA",24,3,2,4.280487406615522,9,9,0,0,0,0,,54.2,225,50,29,26,6,20,0,1,3,1,42,"15094"
"Tyler Danish","CHW","AA",21,3,7,4.420354280748909,12,12,1,1,0,0,,75.1,308,71,38,37,3,16,0,0,2,0,47,"15126"
"Ashton Goudeau","KCR","AA",23,5,13,5.3417272050956015,20,17,0,0,0,0,,92.2,405,110,55,55,13,23,0,3,4,0,68,"15139"
"Jimmy Yacabonis","BAL","AA",24,2,2,2.0300754208758844,34,0,0,0,6,0,,44.1,184,34,13,10,2,14,1,4,5,0,46,"15157"
"Kevin McGowan","NYM","AA",24,4,1,3.261744632414273,26,2,0,0,0,0,,49.2,214,48,20,18,2,17,0,2,3,0,48,"15215"
"Aaron Slegers","MIN","AA",23,10,7,3.4059630643537986,25,25,0,0,0,0,,145.1,600,137,61,55,11,46,0,12,5,0,104,"15231"
"Alan Busenitz","MIN","AA",25,0,1,2.231404501414362,29,0,0,0,3,0,,40.1,158,38,10,10,2,6,0,4,1,0,37,"15239"
"Kevin McCarthy","KCR","AA",24,3,2,3.1153841582981756,22,0,0,0,11,3,,34.2,135,26,12,12,3,8,1,1,4,0,29,"15240"
"Cole Sulser","CLE","AA",26,1,4,4.805085367116814,28,2,0,0,5,2,,39.1,174,44,21,21,1,13,1,1,3,0,38,"15256"
"Adam Cimber","SDP","AA",25,3,2,2.5632908916916772,42,0,0,0,3,4,,52.2,211,41,19,15,1,14,3,1,0,0,27,"15288"
"Donnie Hart","BAL","AA",25,3,1,2.7194247589577607,40,0,0,0,4,2,,46.1,185,41,17,14,1,7,1,4,0,0,50,"15306"
"Kevin Herget","STL","AA",25,5,0,3.3157894736842106,36,0,0,0,10,1,,38,169,42,23,14,1,11,3,2,4,0,39,"15369"
"Kyle Lloyd","SDP","AA",25,7,7,3.314577746412058,30,20,0,0,0,0,,130.1,539,124,54,48,9,38,1,2,6,0,99,"15378"
"Mike Mayers","STL","AA",24,5,2,2.304877834331435,9,9,0,0,0,0,,54.2,224,47,17,14,4,17,0,1,3,1,43,"15451"
"Nick Pivetta","PHI","AA",23,11,6,3.411290322580645,22,22,1,1,0,0,,124,514,108,50,47,10,41,0,6,5,0,111,"15454"
"Lucas Giolito","WSN","AA",21,5,3,3.1690140845070425,14,14,0,0,0,0,,71,313,67,37,25,2,34,0,4,2,0,72,"15474"
"Antonio Senzatela","COL","AA",21,4,1,1.8173074256739359,7,7,0,0,0,0,,34.2,137,27,8,7,1,9,0,2,1,0,27,"15488"
"Stephen Gonsalves","MIN","AA",21,8,1,1.8161436220275895,13,13,1,0,0,0,,74.1,296,43,17,15,1,37,0,4,5,0,89,"15492"
"Kohl Stewart","MIN","AA",21,9,6,3.032608695652174,16,16,1,0,0,0,,92,400,91,40,31,4,44,0,6,6,0,47,"15502"
"Jen-Ho Tseng","CHC","AA",21,6,8,4.288235486568473,22,22,0,0,0,0,,113.1,502,138,67,54,12,32,0,4,4,1,69,"15524"
"Tyler Rogers","SFG","AA",25,1,1,0.7714285714285715,35,0,0,0,10,1,,35,138,25,8,3,0,8,1,1,0,0,24,"15541"
"Mark Leiter Jr.","PHI","AA",25,6,3,3.385852422276578,23,17,0,0,1,0,,103.2,424,91,45,39,9,30,0,6,7,0,94,"15551"
"Troy Scribner","LAA","AA",24,8,3,3.4669264817206216,16,16,0,0,0,0,,85.2,348,64,36,33,8,34,0,1,1,0,82,"15570"
"Phillips Valdez","WSN","AA",24,6,4,4.619772399179715,16,16,1,0,0,0,,87.2,388,100,49,45,7,36,0,4,5,0,57,"15605"
"Dan Slania","SFG","AA",24,7,6,2.5040325661976186,27,10,0,0,0,1,,82.2,332,68,30,23,6,22,2,1,3,0,79,"15639"
"Ronald Herrera","NYY","AA",21,10,7,3.75,23,23,0,0,0,0,,132,549,131,61,55,9,35,0,4,4,0,123,"15688"
"Rob Kaminsky","CLE","AA",21,11,7,3.2846715328467155,25,25,0,0,0,0,,137,570,122,54,50,7,48,0,8,10,0,92,"15792"
"Adam Plutko","CLE","AA",24,3,3,3.265116742527699,13,13,0,0,0,0,,71.2,284,64,27,26,5,12,0,0,1,0,63,"15846"
"Kent Emanuel","HOU","AA",24,6,4,5.225807094673291,17,16,0,0,1,0,,82.2,361,97,51,48,8,20,0,1,1,0,58,"15849"
"Wander Suero","WSN","AA",24,3,0,2.4397592604082647,39,0,0,0,4,3,,55.1,236,53,16,15,3,21,2,6,3,0,48,"15855"
"Ryne Stanek","TBR","AA",24,2,6,3.7914896078874047,18,11,0,0,2,1,,78.1,323,64,36,33,6,35,0,2,1,0,91,"15947"
"Stefan Crichton","BAL","AA",24,2,6,3.7327191564828306,48,4,0,0,1,1,,72.1,316,73,35,30,4,26,1,4,4,1,61,"16058"
"Cy Sneed","HOU","AA",23,6,5,4.0423728813559325,25,21,0,0,1,0,,118,498,119,55,53,12,33,0,2,10,0,112,"16106"
"Daniel Ponce de Leon","STL","AA",24,9,8,3.5165562913907285,27,27,1,0,0,0,,151,642,128,71,59,10,56,1,15,10,0,122,"16110"
"Chris Ellis","ATL","AA",23,8,2,2.7457630669238937,13,13,0,0,0,0,,78.2,316,54,24,24,2,35,0,5,2,0,61,"16125"
"David Hess","BAL","AA",22,5,13,5.3717279632619475,25,24,1,0,0,0,,127.1,573,162,90,76,19,39,0,3,11,0,85,"16130"
"Eric Skoglund","KCR","AA",23,7,10,3.4541575577558143,27,27,0,0,0,0,,156.1,636,135,63,60,19,38,1,4,3,2,134,"16155"
"Brandon Woodruff","MIL","AA",23,10,8,3.008797923229401,20,20,1,0,0,0,,113.2,457,88,39,38,4,30,0,4,3,0,124,"16162"
"Daniel Gossett","OAK","AA",23,5,5,2.4893617021276597,16,16,0,0,0,0,,94,374,75,37,26,4,25,0,1,13,0,94,"16164"
"Max Povse","ATL","AA",22,4,1,2.9292457046862483,11,11,0,0,0,0,,70.2,283,61,25,23,4,12,1,6,6,0,48,"16165"
"Chandler Shepherd","BOS","AA",23,1,1,1.8,22,0,0,0,6,1,,30,111,14,8,6,3,10,0,0,1,0,39,"16166"
"Jake Reed","MIN","AA",23,3,3,3.9,41,0,0,0,3,2,,60,250,51,29,26,2,22,0,6,4,0,64,"16209"
"Kyle Freeland","COL","AA",23,5,7,3.8716983361412387,14,14,0,0,0,0,,88.1,367,84,43,38,9,25,0,1,3,0,51,"16256"
"Sam Howard","COL","AA",23,5,6,3.985240076789438,16,16,0,0,0,0,,90.1,415,113,51,40,11,28,0,3,1,0,67,"16265"
"John Means","BAL","AA",23,4,8,4.6875,18,18,0,0,0,0,,96,419,113,53,50,7,25,0,7,6,0,51,"16269"
"Austen Williams","WSN","AA",23,1,7,5.6842099556963115,10,10,0,0,0,0,,50.2,241,66,42,32,5,22,1,4,2,0,30,"16309"
"Alex McRae","PIT","AA",23,8,6,4.788679521016795,16,15,1,0,0,0,,88.1,396,114,54,47,7,25,0,1,2,0,67,"16317"
"Ricardo Pinto","PHI","AA",22,7,6,4.096153846153846,27,25,0,0,0,0,,156,665,150,84,71,20,51,2,8,7,1,101,"16318"
"Eduardo Paredes","LAA","AA",21,0,3,3.351724490643152,35,0,0,0,8,2,,48.1,204,46,21,18,6,14,3,0,5,1,43,"16344"
"Tyler Mahle","CIN","AA",21,6,3,4.920561098513102,14,14,0,0,0,0,,71.1,309,78,45,39,12,20,0,6,2,0,65,"16358"
"Reynaldo Lopez","WSN","AA",22,3,5,3.183406325654697,14,14,0,0,0,0,,76.1,329,69,35,27,7,25,0,3,5,1,100,"16400"
"Yonny Chirinos","TBR","AA",22,5,3,4.455000679779157,14,8,0,0,0,0,,66.2,285,74,37,33,5,12,0,0,3,2,43,"16401"
"Chih-Wei Hu","TBR","AA",22,7,8,2.586448782551759,24,24,0,0,0,0,,142.2,581,128,48,41,7,36,1,3,3,1,107,"16419"
"Matt Wotherspoon","NYY","AA",24,4,2,2.6600989220678652,26,2,0,0,5,0,,67.2,276,46,23,20,3,27,1,4,3,1,74,"16452"
"Conner Greene","TOR","AA",21,6,5,4.194175378621722,12,12,1,1,0,0,,68.2,292,57,36,32,5,33,0,3,6,1,48,"16455"
"Brent Honeywell","TBR","AA",21,3,2,2.275281093921541,10,10,0,0,0,0,,59.1,236,51,16,15,4,14,0,1,1,0,53,"16466"
"Trevor Oaks","LAD","AA",23,8,1,2.142857142857143,10,10,0,0,0,0,,63,250,56,15,15,1,9,0,3,2,0,38,"16468"
"Ryan Yarbrough","SEA","AA",24,12,4,2.9454543119788776,25,25,1,1,0,0,,128.1,522,112,45,42,7,31,0,4,3,0,99,"16502"
"Dan Altavilla","SEA","AA",23,7,3,1.905882181873799,43,0,0,0,16,4,,56.2,235,40,15,12,3,22,1,3,2,0,65,"16507"
"Jordan Montgomery","NYY","AA",23,9,4,2.55048872611521,19,19,1,1,0,0,,102.1,438,94,35,29,5,36,0,2,9,0,97,"16511"
"Harrison Musgrave","COL","AA",24,5,1,1.785124192056475,6,6,0,0,0,0,,40.1,149,20,9,8,1,8,0,1,0,0,30,"16532"
"Jonathan Holder","NYY","AA",23,3,1,2.1951219512195124,28,0,0,0,10,1,,41,155,27,10,10,2,7,0,3,0,0,59,"16588"
"J.P. Feyereisen","CLE","AA",23,7,3,1.6971430051219836,42,0,0,0,5,0,,58.1,239,38,14,11,3,26,2,4,3,0,78,"16610"
"Kyle Bird","TBR","AA",23,1,1,2.938775510204082,32,0,0,0,4,2,,49,195,45,19,16,4,17,1,1,1,1,38,"16618"
"Ryan Thompson","HOU","AA",24,3,1,1.8,23,0,0,0,3,2,,40,156,32,9,8,0,10,0,1,3,0,23,"16647"
"Julian Merryweather","CLE","AA",24,5,4,3.891891891891892,13,13,0,0,0,0,,74,319,75,42,32,6,17,0,3,8,0,61,"16703"
"Brock Stewart","LAD","AA",24,3,4,1.3651686563529246,10,10,1,0,0,0,,59.1,227,41,12,9,0,11,0,2,1,0,65,"16727"
"Artie Lewicki","DET","AA",24,1,7,3.475247787267688,12,12,0,0,0,0,,67.1,282,67,35,26,4,13,0,2,1,0,57,"16731"
"Montana DuRapau","PIT","AA",24,3,3,3.6486490248240933,50,0,0,0,22,4,,49.1,210,43,21,20,6,19,1,1,2,0,51,"16768"
"Kyle McGrath","SDP","AA",23,1,2,1.2945204126519594,33,0,0,0,1,2,,48.2,181,32,8,7,4,8,0,2,1,1,50,"16793"
"Tim Hill","KCR","AA",26,2,2,3.022387715537488,31,0,0,0,1,3,,44.2,184,41,17,15,6,17,0,0,0,1,48,"16814"
"Reed Garrett","TEX","AA",23,3,8,5.74468085106383,26,15,0,0,0,0,,94,418,100,65,60,10,44,0,4,11,0,79,"16866"
"Eric Stout","KCR","AA",23,6,4,3.8571431283655917,42,0,0,0,2,1,,72.1,299,68,32,31,3,25,1,1,3,1,69,"16873"
"Aaron Wilkerson","BOS","AA",27,2,1,1.827067878788296,8,8,0,0,0,0,,44.1,174,28,10,9,2,14,0,0,0,0,48,"16904"
"Luke Weaver","STL","AA",22,6,3,1.4025974025974026,12,12,0,0,0,0,,77,308,63,23,12,4,10,0,2,5,0,88,"16918"
"Luis Ortiz","TEX","AA",20,3,6,3.285714186238056,15,14,0,0,1,0,,63,278,73,32,23,5,17,0,5,5,0,50,"16942"
"Sean Newcomb","ATL","AA",23,8,7,3.857142857142857,27,27,1,0,0,0,,140,595,113,62,60,4,71,0,7,5,0,152,"16943"
"Tyler Beede","SFG","AA",23,8,7,2.809954557119892,24,24,1,1,0,0,,147.1,612,136,58,46,9,53,0,4,14,0,135,"16981"
