"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Eovaldi, Nathan","543135","2021","764","527",0.253,0.238,0.015000000000000013,0.402,0.366,0.03600000000000003,0.298,0.283,0.015000000000000013,"3.75","3.37","0.381"
"Mahle, Tyler","641816","2021","759","475",0.234,0.228,0.006000000000000005,0.396,0.362,0.03400000000000003,0.308,0.298,0.010000000000000009,"3.75","3.76","-0.01"
"Márquez, Germán","608566","2021","756","511",0.242,0.25,-0.008000000000000007,0.389,0.389,0,0.303,0.31,-0.007000000000000006,"4.40","4.09","0.31"
"Morton, Charlie","450203","2021","756","465",0.203,0.216,-0.012999999999999984,0.309,0.332,-0.02300000000000002,0.264,0.282,-0.01799999999999996,"3.35","3.35","-0.005"
"Gibson, Kyle","502043","2021","754","527",0.234,0.24,-0.005999999999999978,0.363,0.367,-0.0040000000000000036,0.293,0.301,-0.008000000000000007,"3.71","3.84","-0.131"
"Manaea, Sean","640455","2021","754","510",0.255,0.248,0.007000000000000006,0.415,0.418,-0.0030000000000000027,0.31,0.312,-0.0020000000000000018,"3.91","4.15","-0.236"
"Corbin, Patrick","571578","2021","751","544",0.286,0.281,0.004999999999999949,0.51,0.492,0.018000000000000016,0.362,0.357,0.0050000000000000044,"5.82","5.62","0.199"
"Nola, Aaron","605400","2021","749","478",0.237,0.223,0.013999999999999985,0.405,0.377,0.028000000000000025,0.297,0.283,0.014000000000000012,"4.63","3.37","1.263"
"Musgrove, Joe","605397","2021","748","473",0.213,0.236,-0.022999999999999993,0.364,0.387,-0.02300000000000002,0.284,0.304,-0.020000000000000018,"3.18","3.92","-0.744"
"Urías, Julio","628711","2021","745","505",0.219,0.219,0,0.349,0.36,-0.01100000000000001,0.266,0.272,-0.006000000000000005,"2.96","3.10","-0.143"
"Flexen, Chris","623167","2021","741","572",0.268,0.261,0.007000000000000006,0.414,0.427,-0.013000000000000012,0.311,0.317,-0.006000000000000005,"3.61","4.30","-0.693"
"Stroman, Marcus","573186","2021","729","521",0.242,0.262,-0.020000000000000018,0.362,0.418,-0.055999999999999994,0.284,0.318,-0.03400000000000003,"3.02","4.33","-1.313"
"Cole, Gerrit","543037","2021","726","440",0.223,0.209,0.014000000000000012,0.372,0.369,0.0030000000000000027,0.276,0.273,0.0030000000000000027,"3.23","3.13","0.096"
"Keuchel, Dallas","572971","2021","720","558",0.29,0.302,-0.01200000000000001,0.472,0.493,-0.02100000000000002,0.356,0.372,-0.016000000000000014,"5.28","6.20","-0.922"
"Giolito, Lucas","608337","2021","719","465",0.219,0.221,-0.0020000000000000018,0.394,0.362,0.03200000000000003,0.288,0.279,0.008999999999999952,"3.53","3.27","0.256"
"Woodruff, Brandon","605540","2021","708","447",0.2,0.226,-0.025999999999999995,0.317,0.352,-0.034999999999999976,0.252,0.279,-0.027000000000000024,"2.56","3.27","-0.711"
"Cease, Dylan","656302","2021","708","405",0.223,0.209,0.014000000000000012,0.364,0.363,0.0010000000000000009,0.295,0.294,0.0010000000000000009,"3.91","3.65","0.261"
"Anderson, Tyler","542881","2021","703","530",0.262,0.259,0.0030000000000000027,0.452,0.425,0.027000000000000024,0.319,0.315,0.0040000000000000036,"4.53","4.24","0.287"
"Ryu, Hyun Jin","547943","2021","701","519",0.258,0.264,-0.006000000000000005,0.435,0.439,-0.0040000000000000036,0.313,0.322,-0.009000000000000008,"4.37","4.45","-0.083"
"Greinke, Zack","425844","2021","697","539",0.252,0.266,-0.014000000000000012,0.434,0.43,0.0040000000000000036,0.309,0.319,-0.010000000000000009,"4.16","4.36","-0.202"
"Scherzer, Max","453286","2021","693","411",0.185,0.196,-0.01100000000000001,0.331,0.352,-0.020999999999999963,0.248,0.263,-0.015000000000000013,"2.46","2.90","-0.441"
"Miley, Wade","489119","2021","690","512",0.265,0.251,0.014000000000000012,0.408,0.397,0.010999999999999954,0.317,0.311,0.006000000000000005,"3.37","4.12","-0.752"
"McCullers Jr., Lance","621121","2021","684","413",0.205,0.208,-0.0030000000000000027,0.324,0.314,0.010000000000000009,0.283,0.284,-0.0010000000000000009,"3.16","3.39","-0.23"
"Darvish, Yu","506433","2021","681","430",0.222,0.208,0.014000000000000012,0.429,0.375,0.05399999999999999,0.301,0.281,0.019999999999999962,"4.22","3.32","0.9"
"DeSclafani, Anthony","543101","2021","676","480",0.225,0.24,-0.014999999999999986,0.358,0.409,-0.05099999999999999,0.276,0.303,-0.02699999999999997,"3.17","3.90","-0.733"
"Rodriguez, Eduardo","593958","2021","675","441",0.277,0.233,0.04400000000000001,0.437,0.365,0.07200000000000001,0.33,0.287,0.04300000000000004,"4.74","3.47","1.268"
"Happ, J.A.","457918","2021","671","498",0.288,0.274,0.013999999999999957,0.511,0.502,0.009000000000000008,0.361,0.356,0.0050000000000000044,"5.79","5.59","0.2"
"Senzatela, Antonio","622608","2021","670","524",0.287,0.272,0.014999999999999958,0.421,0.414,0.007000000000000006,0.323,0.318,0.0050000000000000044,"4.42","4.33","0.093"
"Minor, Mike","501985","2021","669","474",0.252,0.245,0.007000000000000006,0.447,0.449,-0.0020000000000000018,0.321,0.32,0.0010000000000000009,"5.05","4.39","0.658"
"Davies, Zach","605200","2021","668","473",0.281,0.293,-0.011999999999999955,0.485,0.486,-0.0010000000000000009,0.366,0.375,-0.009000000000000008,"5.78","6.32","-0.543"
"Kelly, Merrill","518876","2021","667","492",0.266,0.27,-0.0040000000000000036,0.433,0.431,0.0020000000000000018,0.319,0.324,-0.0050000000000000044,"4.44","4.51","-0.067"
"Fried, Max","608331","2021","667","461",0.227,0.233,-0.006000000000000005,0.353,0.363,-0.010000000000000009,0.278,0.288,-0.009999999999999953,"3.04","3.50","-0.458"
"Kikuchi, Yusei","579328","2021","666","436",0.243,0.26,-0.017000000000000015,0.432,0.463,-0.031000000000000028,0.325,0.346,-0.020999999999999963,"4.41","5.23","-0.816"
"Pivetta, Nick","601713","2021","661","416",0.234,0.219,0.015000000000000013,0.417,0.385,0.03199999999999997,0.316,0.3,0.016000000000000014,"4.53","3.81","0.719"
"Montgomery, Jordan","656756","2021","661","446",0.25,0.248,0.0020000000000000018,0.38,0.403,-0.02300000000000002,0.299,0.31,-0.01100000000000001,"3.83","4.09","-0.257"
"Hill, Rich","448179","2021","661","440",0.235,0.24,-0.0050000000000000044,0.402,0.414,-0.011999999999999955,0.313,0.323,-0.010000000000000009,"3.86","4.48","-0.623"
"Burnes, Corbin","669203","2021","657","383",0.201,0.18,0.02100000000000002,0.273,0.256,0.017000000000000015,0.232,0.219,0.013000000000000012,"2.42","2.02","0.405"
"Walker, Taijuan","592836","2021","654","449",0.225,0.245,-0.01999999999999999,0.4,0.442,-0.04199999999999998,0.301,0.328,-0.027000000000000024,"4.47","4.63","-0.158"
"Yarbrough, Ryan","642232","2021","653","500",0.267,0.271,-0.0040000000000000036,0.457,0.436,0.02100000000000002,0.325,0.322,0.0030000000000000027,"5.11","4.45","0.66"
"Matz, Steven","571927","2021","647","454",0.265,0.252,0.013000000000000012,0.405,0.396,0.009000000000000008,0.315,0.309,0.006000000000000005,"3.82","4.06","-0.237"
"Gray, Jon","592351","2021","644","421",0.245,0.234,0.010999999999999982,0.42,0.377,0.04299999999999998,0.32,0.305,0.015000000000000013,"4.59","3.95","0.641"
"Lynn, Lance","458681","2021","641","416",0.209,0.197,0.011999999999999983,0.338,0.322,0.016000000000000014,0.264,0.255,0.009000000000000008,"2.69","2.72","-0.026"
"Bassitt, Chris","605135","2021","637","428",0.218,0.227,-0.009000000000000008,0.348,0.361,-0.013000000000000012,0.274,0.286,-0.011999999999999955,"3.15","3.45","-0.304"
"Skubal, Tarik","669373","2021","634","417",0.245,0.267,-0.02200000000000002,0.476,0.508,-0.03200000000000003,0.332,0.356,-0.023999999999999966,"4.34","5.59","-1.251"
"Garcia, Luis","677651","2021","633","413",0.232,0.236,-0.003999999999999976,0.393,0.394,-0.0010000000000000009,0.297,0.304,-0.007000000000000006,"3.48","3.92","-0.444"
"Lester, Jon","452657","2021","627","478",0.285,0.273,0.011999999999999955,0.478,0.453,0.024999999999999967,0.352,0.343,0.008999999999999952,"4.71","5.13","-0.418"
"Richards, Garrett","572070","2021","617","437",0.289,0.284,0.0050000000000000044,0.468,0.464,0.0040000000000000036,0.356,0.357,-0.0010000000000000009,"4.87","5.62","-0.747"
"Quantrill, Cal","615698","2021","616","439",0.234,0.244,-0.009999999999999981,0.373,0.387,-0.014000000000000012,0.296,0.308,-0.01200000000000001,"2.89","4.04","-1.154"
"Keller, Brad","641745","2021","613","422",0.297,0.291,0.006000000000000005,0.457,0.505,-0.04799999999999999,0.358,0.38,-0.02200000000000002,"5.39","6.52","-1.133"
"Bumgarner, Madison","518516","2021","613","439",0.242,0.245,-0.0030000000000000027,0.439,0.432,0.007000000000000006,0.315,0.319,-0.0040000000000000036,"4.67","4.36","0.314"
"Mize, Casey","663554","2021","612","442",0.234,0.254,-0.01999999999999999,0.418,0.462,-0.04400000000000004,0.308,0.338,-0.030000000000000027,"3.71","4.96","-1.248"
"Taillon, Jameson","592791","2021","603","413",0.238,0.23,0.00799999999999998,0.422,0.401,0.020999999999999963,0.309,0.304,0.0050000000000000044,"4.30","3.92","0.383"
"Houser, Adrian","605288","2021","599","420",0.228,0.24,-0.011999999999999983,0.34,0.358,-0.01799999999999996,0.297,0.311,-0.014000000000000012,"3.23","4.12","-0.895"
"Plesac, Zach","668676","2021","598","456",0.248,0.255,-0.007000000000000006,0.437,0.455,-0.018000000000000016,0.314,0.325,-0.01100000000000001,"4.67","4.54","0.128"
"Webb, Logan","657277","2021","596","394",0.234,0.229,0.0050000000000000044,0.332,0.328,0.0040000000000000036,0.274,0.276,-0.0020000000000000018,"3.03","3.20","-0.166"
"Means, John","607644","2021","590","426",0.224,0.241,-0.016999999999999987,0.427,0.441,-0.014000000000000012,0.294,0.309,-0.015000000000000013,"3.62","4.06","-0.44"
"Fedde, Erick","607200","2021","590","409",0.275,0.262,0.013000000000000012,0.466,0.456,0.010000000000000009,0.34,0.336,0.0040000000000000036,"5.47","4.89","0.578"
"Singer, Brady","663903","2021","586","391",0.281,0.257,0.02400000000000002,0.414,0.397,0.01699999999999996,0.338,0.326,0.01200000000000001,"4.91","4.57","0.339"
"Foltynewicz, Mike","592314","2021","586","444",0.26,0.265,-0.0050000000000000044,0.527,0.49,0.03700000000000003,0.355,0.349,0.006000000000000005,"5.44","5.33","0.109"
"Gonzales, Marco","594835","2021","585","430",0.234,0.257,-0.022999999999999993,0.465,0.483,-0.01799999999999996,0.321,0.341,-0.020000000000000018,"3.96","5.06","-1.104"
"Wood, Alex","622072","2021","585","378",0.236,0.239,-0.0030000000000000027,0.372,0.376,-0.0040000000000000036,0.298,0.304,-0.006000000000000005,"3.83","3.92","-0.091"
"Harvey, Matt","518774","2021","582","445",0.299,0.288,0.01100000000000001,0.481,0.476,0.0050000000000000044,0.355,0.351,0.0040000000000000036,"6.27","5.41","0.864"
"Peralta, Freddy","642547","2021","580","318",0.165,0.173,-0.00799999999999998,0.3,0.288,0.01200000000000001,0.252,0.253,-0.0010000000000000009,"2.81","2.68","0.126"
"Gray, Sonny","543243","2021","575","361",0.225,0.216,0.009000000000000008,0.385,0.325,0.06,0.3,0.278,0.021999999999999964,"4.19","3.25","0.94"
"Valdez, Framber","664285","2021","572","378",0.22,0.23,-0.010000000000000009,0.327,0.342,-0.015000000000000013,0.288,0.301,-0.013000000000000012,"3.14","3.84","-0.699"
"Heaney, Andrew","571760","2021","558","361",0.256,0.237,0.019000000000000017,0.487,0.431,0.055999999999999994,0.341,0.318,0.02300000000000002,"5.83","4.33","1.5"
"Bubic, Kris","663460","2021","556","376",0.248,0.255,-0.007000000000000006,0.444,0.456,-0.01200000000000001,0.337,0.349,-0.011999999999999955,"4.43","5.33","-0.899"
"López, Jorge","605347","2021","555","377",0.293,0.275,0.01799999999999996,0.485,0.449,0.035999999999999976,0.369,0.353,0.016000000000000014,"6.07","5.48","0.586"
"Rogers, Trevor","669432","2021","550","341",0.218,0.223,-0.0050000000000000044,0.318,0.343,-0.025000000000000022,0.27,0.283,-0.012999999999999956,"2.64","3.37","-0.731"
"Snell, Blake","605483","2021","550","308",0.214,0.232,-0.018000000000000016,0.375,0.431,-0.055999999999999994,0.305,0.335,-0.030000000000000027,"4.20","4.86","-0.663"
"Smyly, Drew","592767","2021","546","385",0.269,0.267,0.0020000000000000018,0.48,0.47,0.010000000000000009,0.342,0.342,0,"4.48","5.09","-0.614"
"Brubaker, JT","664141","2021","537","362",0.254,0.252,0.0020000000000000018,0.48,0.44,0.03999999999999998,0.34,0.329,0.01100000000000001,"5.36","4.67","0.687"
"Anderson, Ian","666120","2021","535","357",0.221,0.24,-0.01899999999999999,0.371,0.41,-0.03899999999999998,0.293,0.317,-0.02400000000000002,"3.58","4.30","-0.723"
"Rodón, Carlos","607074","2021","534","304",0.189,0.188,0.0010000000000000009,0.306,0.314,-0.008000000000000007,0.247,0.253,-0.006000000000000005,"2.37","2.68","-0.306"
"Allard, Kolby","663465","2021","534","395",0.258,0.266,-0.008000000000000007,0.474,0.481,-0.007000000000000006,0.331,0.343,-0.01200000000000001,"5.41","5.13","0.284"
"Ohtani, Shohei","660271","2021","533","323",0.207,0.206,0.0010000000000000009,0.351,0.344,0.007000000000000006,0.279,0.281,-0.0020000000000000018,"3.18","3.32","-0.144"
"Wacha, Michael","608379","2021","528","372",0.27,0.282,-0.011999999999999955,0.467,0.499,-0.03199999999999997,0.334,0.355,-0.020999999999999963,"5.05","5.55","-0.497"
"Crowe, Wil","640444","2021","524","350",0.276,0.255,0.02100000000000002,0.501,0.455,0.045999999999999985,0.369,0.347,0.02200000000000002,"5.48","5.26","0.217"
"Gallen, Zac","668678","2021","523","330",0.233,0.229,0.0040000000000000036,0.413,0.381,0.03199999999999997,0.313,0.305,0.008000000000000007,"4.30","3.95","0.352"
"Alzolay, Adbert","640470","2021","519","352",0.236,0.248,-0.01200000000000001,0.439,0.451,-0.01200000000000001,0.312,0.326,-0.014000000000000012,"4.58","4.57","0.014"
"Mills, Alec","621219","2021","517","389",0.291,0.28,0.010999999999999954,0.451,0.429,0.02200000000000002,0.343,0.333,0.010000000000000009,"5.07","4.79","0.277"
"McClanahan, Shane","663556","2021","517","337",0.252,0.263,-0.01100000000000001,0.389,0.436,-0.046999999999999986,0.304,0.327,-0.02300000000000002,"3.43","4.60","-1.17"
"Freeland, Kyle","607536","2021","515","368",0.284,0.246,0.03799999999999998,0.471,0.414,0.056999999999999995,0.349,0.314,0.034999999999999976,"4.33","4.21","0.116"
"Dunning, Dane","641540","2021","511","347",0.275,0.265,0.010000000000000009,0.427,0.419,0.008000000000000007,0.336,0.332,0.0040000000000000036,"4.51","4.76","-0.247"
"Pérez, Martín","527048","2021","509","367",0.296,0.28,0.01599999999999996,0.481,0.47,0.01100000000000001,0.358,0.355,0.0030000000000000027,"4.74","5.55","-0.813"
"Gilbert, Logan","669302","2021","503","341",0.241,0.242,-0.0010000000000000009,0.425,0.427,-0.0020000000000000018,0.305,0.31,-0.0050000000000000044,"4.68","4.09","0.586"
"Kaprielian, James","621076","2021","502","333",0.233,0.239,-0.005999999999999978,0.43,0.437,-0.007000000000000006,0.314,0.324,-0.010000000000000009,"4.07","4.51","-0.437"
"Smith, Caleb","592761","2021","500","306",0.217,0.215,0.0020000000000000018,0.401,0.383,0.018000000000000016,0.317,0.312,0.0050000000000000044,"4.83","4.15","0.68"
"Civale, Aaron","650644","2021","498","364",0.236,0.262,-0.026000000000000023,0.443,0.46,-0.017000000000000015,0.311,0.333,-0.02200000000000002,"3.84","4.79","-0.954"
"Gutierrez, Vladimir","661269","2021","496","357",0.263,0.251,0.01200000000000001,0.469,0.42,0.04899999999999999,0.345,0.326,0.01899999999999996,"4.74","4.57","0.167"
"McKenzie, Triston","663474","2021","495","298",0.194,0.229,-0.035,0.383,0.412,-0.02899999999999997,0.296,0.322,-0.026000000000000023,"4.95","4.45","0.5"
"Gant, John","607231","2021","491","322",0.233,0.258,-0.024999999999999994,0.368,0.394,-0.026000000000000023,0.321,0.344,-0.022999999999999965,"4.09","5.16","-1.069"
"Cueto, Johnny","456501","2021","490","358",0.285,0.278,0.006999999999999951,0.465,0.452,0.013000000000000012,0.342,0.338,0.0040000000000000036,"4.08","4.96","-0.879"
"Lauer, Eric","641778","2021","489","329",0.215,0.231,-0.016000000000000014,0.356,0.393,-0.03700000000000003,0.28,0.302,-0.021999999999999964,"3.19","3.87","-0.685"
"Kershaw, Clayton","477132","2021","488","319",0.224,0.222,0.0020000000000000018,0.374,0.372,0.0020000000000000018,0.274,0.275,-0.0010000000000000009,"3.55","3.17","0.381"
"Gomber, Austin","596295","2021","488","331",0.232,0.237,-0.004999999999999977,0.42,0.408,0.01200000000000001,0.309,0.309,0,"4.53","4.06","0.466"
"Keller, Mitch","656605","2021","470","322",0.322,0.288,0.03400000000000003,0.477,0.452,0.024999999999999967,0.379,0.359,0.020000000000000018,"6.17","5.70","0.469"
"Arrieta, Jake","453562","2021","469","336",0.32,0.285,0.03500000000000003,0.563,0.508,0.05499999999999994,0.4,0.372,0.028000000000000025,"7.39","6.20","1.189"
"Ross, Joe","605452","2021","460","309",0.237,0.246,-0.009000000000000008,0.402,0.415,-0.012999999999999956,0.305,0.316,-0.01100000000000001,"4.17","4.27","-0.103"
"Manoah, Alek","666201","2021","459","276",0.192,0.199,-0.007000000000000006,0.314,0.32,-0.006000000000000005,0.273,0.281,-0.008000000000000007,"3.22","3.32","-0.096"
"Paddack, Chris","663978","2021","459","337",0.269,0.274,-0.0050000000000000044,0.445,0.459,-0.014000000000000012,0.319,0.331,-0.01200000000000001,"5.07","4.73","0.338"
"Pineda, Michael","501381","2021","458","347",0.265,0.281,-0.016000000000000014,0.453,0.475,-0.021999999999999964,0.32,0.338,-0.018000000000000016,"3.62","4.96","-1.338"
"Ureña, José","570632","2021","456","343",0.292,0.284,0.008000000000000007,0.475,0.475,0,0.36,0.364,-0.0040000000000000036,"5.81","5.88","-0.069"
"Espino, Paolo","502179","2021","455","337",0.256,0.27,-0.014000000000000012,0.46,0.482,-0.021999999999999964,0.319,0.336,-0.017000000000000015,"4.27","4.89","-0.623"
"Maeda, Kenta","628317","2021","453","300",0.258,0.232,0.025999999999999995,0.433,0.382,0.05099999999999999,0.325,0.297,0.028000000000000025,"4.66","3.73","0.925"
"Kim, Kwang Hyun","547942","2021","452","329",0.242,0.252,-0.010000000000000009,0.373,0.417,-0.043999999999999984,0.3,0.322,-0.02200000000000002,"3.46","4.45","-0.991"
"Alexander, Tyler","641302","2021","451","332",0.255,0.25,0.0050000000000000044,0.429,0.429,0,0.315,0.318,-0.0030000000000000027,"3.81","4.33","-0.521"
"González, Chi Chi","592346","2021","448","358",0.311,0.313,-0.0020000000000000018,0.538,0.539,-0.0010000000000000009,0.381,0.386,-0.0050000000000000044,"6.46","6.77","-0.308"
"Fleming, Josh","676596","2021","448","349",0.268,0.277,-0.009000000000000008,0.407,0.433,-0.026000000000000023,0.313,0.33,-0.017000000000000015,"5.09","4.70","0.389"
"Eflin, Zach","621107","2021","442","324",0.276,0.256,0.020000000000000018,0.461,0.415,0.04600000000000004,0.325,0.302,0.02300000000000002,"4.17","3.87","0.304"
"Hearn, Taylor","621368","2021","441","303",0.247,0.256,-0.009000000000000008,0.424,0.434,-0.010000000000000009,0.321,0.335,-0.014000000000000012,"4.66","4.86","-0.202"
"Odorizzi, Jake","543606","2021","441","313",0.243,0.253,-0.010000000000000009,0.429,0.447,-0.018000000000000016,0.316,0.329,-0.013000000000000012,"4.21","4.67","-0.457"
"Luzardo, Jesús","666200","2021","437","287",0.28,0.255,0.025000000000000022,0.524,0.459,0.065,0.375,0.348,0.027000000000000024,"6.61","5.30","1.308"
"Bauer, Trevor","545333","2021","432","255",0.182,0.197,-0.015000000000000013,0.374,0.385,-0.01100000000000001,0.274,0.285,-0.010999999999999954,"2.59","3.42","-0.829"
"Stripling, Ross","548389","2021","431","305",0.251,0.255,-0.0040000000000000036,0.489,0.464,0.024999999999999967,0.335,0.338,-0.0030000000000000027,"4.80","4.96","-0.164"
"Akin, Keegan","669211","2021","427","303",0.29,0.263,0.02699999999999997,0.491,0.469,0.02200000000000002,0.361,0.348,0.013000000000000012,"6.63","5.30","1.332"
"Javier, Cristian","664299","2021","424","234",0.186,0.221,-0.035,0.355,0.415,-0.06,0.291,0.327,-0.03600000000000003,"3.55","4.60","-1.047"
"Urquidy, José","664353","2021","423","312",0.218,0.243,-0.024999999999999994,0.406,0.433,-0.02699999999999997,0.282,0.306,-0.02400000000000002,"3.62","3.98","-0.363"
"López, Pablo","641154","2021","418","270",0.233,0.229,0.0040000000000000036,0.385,0.373,0.01200000000000001,0.293,0.29,0.0030000000000000027,"3.07","3.55","-0.482"
"Suárez, Ranger","624133","2021","418","273",0.194,0.204,-0.009999999999999981,0.255,0.277,-0.02200000000000002,0.235,0.25,-0.015000000000000013,"1.36","2.62","-1.262"
"Velasquez, Vince","592826","2021","417","262",0.251,0.243,0.008000000000000007,0.525,0.47,0.05500000000000005,0.368,0.348,0.020000000000000018,"6.30","5.30","0.997"
"Suarez, José","660761","2021","413","288",0.23,0.257,-0.026999999999999996,0.382,0.392,-0.010000000000000009,0.299,0.317,-0.018000000000000016,"3.75","4.30","-0.547"
"Germán, Domingo","593334","2021","410","283",0.234,0.238,-0.003999999999999976,0.426,0.421,0.0050000000000000044,0.306,0.31,-0.0040000000000000036,"4.58","4.09","0.486"
"Anderson, Brett","474463","2021","409","321",0.276,0.298,-0.021999999999999964,0.439,0.471,-0.03199999999999997,0.328,0.362,-0.033999999999999975,"4.22","5.81","-1.591"
"Williams, Trevor","592866","2021","405","280",0.287,0.262,0.024999999999999967,0.462,0.418,0.04400000000000004,0.348,0.324,0.023999999999999966,"4.35","4.51","-0.158"
"Bieber, Shane","669456","2021","405","234",0.229,0.224,0.0050000000000000044,0.373,0.385,-0.01200000000000001,0.294,0.297,-0.0030000000000000027,"3.17","3.73","-0.564"
"Peralta, Wily","503449","2021","402","301",0.247,0.257,-0.010000000000000009,0.415,0.422,-0.007000000000000006,0.319,0.334,-0.015000000000000013,"3.08","4.83","-1.755"
"Weathers, Ryan","677960","2021","401","296",0.279,0.276,0.0030000000000000027,0.497,0.474,0.02300000000000002,0.356,0.348,0.008000000000000007,"5.32","5.30","0.024"
"Bundy, Dylan","605164","2021","397","273",0.253,0.246,0.007000000000000006,0.491,0.454,0.03699999999999998,0.348,0.335,0.012999999999999956,"6.05","4.86","1.195"
"Cobb, Alex","502171","2021","393","259",0.24,0.256,-0.016000000000000014,0.336,0.359,-0.022999999999999965,0.286,0.306,-0.020000000000000018,"3.76","3.98","-0.219"
"Peacock, Matt","676840","2021","386","307",0.304,0.268,0.035999999999999976,0.494,0.413,0.08100000000000002,0.357,0.317,0.03999999999999998,"4.90","4.30","0.6"
"Sheffield, Justus","656954","2021","385","274",0.316,0.301,0.015000000000000013,0.515,0.53,-0.015000000000000013,0.39,0.395,-0.0050000000000000044,"6.83","7.17","-0.336"
"Manning, Matt","666159","2021","385","291",0.279,0.285,-0.00599999999999995,0.445,0.462,-0.017000000000000015,0.34,0.353,-0.012999999999999956,"5.80","5.48","0.321"
"Ober, Bailey","641927","2021","379","263",0.258,0.252,0.006000000000000005,0.489,0.46,0.02899999999999997,0.33,0.326,0.0040000000000000036,"4.19","4.57","-0.379"
"Morgan, Eli","669212","2021","379","270",0.259,0.263,-0.0040000000000000036,0.5,0.507,-0.007000000000000006,0.343,0.349,-0.00599999999999995,"5.34","5.33","0.01"
"Megill, Tylor","656731","2021","379","250",0.255,0.22,0.035,0.467,0.411,0.05600000000000005,0.332,0.302,0.030000000000000027,"4.52","3.87","0.647"
"Cortes, Nestor","641482","2021","374","244",0.217,0.214,0.0030000000000000027,0.386,0.371,0.015000000000000013,0.285,0.281,0.003999999999999948,"2.90","3.32","-0.417"
"Ynoa, Huascar","660623","2021","372","243",0.224,0.248,-0.023999999999999994,0.418,0.429,-0.01100000000000001,0.299,0.317,-0.018000000000000016,"4.05","4.30","-0.245"
"Sandoval, Patrick","663776","2021","363","229",0.215,0.219,-0.0040000000000000036,0.349,0.342,0.006999999999999951,0.288,0.291,-0.0030000000000000027,"3.62","3.57","0.051"
"Martinez, Carlos","593372","2021","363","259",0.246,0.277,-0.031000000000000028,0.39,0.469,-0.07899999999999996,0.321,0.368,-0.046999999999999986,"6.23","6.04","0.191"
"Jax, Griffin","643377","2021","360","261",0.256,0.251,0.0050000000000000044,0.537,0.524,0.013000000000000012,0.358,0.358,0,"6.37","5.66","0.706"
"Hernández, Carlos","672578","2021","358","239",0.223,0.234,-0.01100000000000001,0.332,0.387,-0.05499999999999999,0.291,0.319,-0.028000000000000025,"3.68","4.36","-0.683"
"Stammen, Craig","489334","2021","355","256",0.235,0.24,-0.0050000000000000044,0.384,0.384,0,0.279,0.286,-0.006999999999999951,"3.06","3.45","-0.393"
"Crismatt, Nabil","622503","2021","351","248",0.274,0.249,0.025000000000000022,0.42,0.393,0.02699999999999997,0.33,0.311,0.019000000000000017,"3.76","4.12","-0.358"
"Kuhl, Chad","641771","2021","349","223",0.252,0.241,0.01100000000000001,0.445,0.405,0.03999999999999998,0.347,0.334,0.012999999999999956,"4.82","4.83","-0.013"
