"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","H","1B","2B","3B","HR","TB","R","RBI","BB","K","HBP","SB","CS","SF","SH","GDP","GUILLEN"
147988,691373,"Jhostynxon Garcia",22,2025,"BOS",4,9,7,1,0,1,0,0,2,0,0,2,5,0,0,0,0,0,0,
148246,691594,"Javier Sanoja",22,2025,"MIA",113,342,313,76,44,22,4,6,124,40,38,19,41,2,6,5,4,4,3,32.5
148298,691781,"Brady House",22,2025,"WSH",73,274,261,61,46,11,0,4,84,26,29,8,78,0,5,3,5,0,12,23.1
148300,691783,"Jordan Lawlar",22,2025,"AZ",25,74,66,12,5,7,0,0,19,9,5,6,26,1,2,0,1,0,0,33.3
148304,691785,"Marcelo Mayer",22,2025,"BOS",42,136,127,29,16,8,1,4,51,20,10,8,41,0,0,2,1,0,2,35
148307,691777,"Max Muncy",22,2025,"ATH",60,220,206,44,28,7,0,9,78,17,23,10,68,3,1,1,1,0,1,52.9
148648,694497,"Evan Carter",22,2025,"TEX",62,220,194,48,32,9,2,5,76,31,25,19,41,7,14,2,0,0,4,29
149874,696030,"Alejandro Osuna",22,2025,"TEX",56,176,151,32,26,4,0,2,42,12,15,21,34,2,5,4,2,0,2,25
150017,700337,"Edgar Quero",22,2025,"CWS",111,403,365,98,76,17,0,5,130,31,36,32,71,4,0,1,2,0,10,29
150294,692585,"Yanquiel Fernández",22,2025,"COL",52,147,138,31,22,5,0,4,48,13,11,8,44,0,0,0,1,0,4,61.5
151206,701538,"Jackson Merrill",22,2025,"SD",114,483,440,116,69,25,6,16,201,59,67,33,108,4,1,2,5,1,5,33.9
151225,695578,"James Wood",22,2025,"WSH",157,689,598,153,84,38,0,31,284,87,94,85,221,3,15,7,3,0,14,47.1
151486,695670,"Harry Ford",22,2025,"SEA",6,8,6,1,1,0,0,0,1,1,1,0,3,1,0,0,1,0,0,0
151521,695734,"Daylen Lile",22,2025,"WSH",91,351,321,96,61,15,11,9,160,51,41,21,56,4,8,6,3,1,7,23.5
151544,700246,"Carson Williams",22,2025,"TB",31,106,99,17,9,3,0,5,35,11,12,6,44,0,2,1,0,1,3,72.7
152771,695506,"Jac Caglianone",22,2025,"KC",62,232,210,33,19,6,1,7,62,19,18,18,52,4,1,0,0,0,4,36.8
153809,701358,"Cam Smith",22,2025,"HOU",133,493,441,104,71,21,3,9,158,55,51,43,137,7,8,1,2,0,14,34.5
153974,701762,"Nick Kurtz",22,2025,"ATH",117,489,420,122,58,26,2,36,260,90,86,63,151,2,2,1,3,0,4,58.9
156087,691720,"Kyle Karros",22,2025,"COL",42,156,137,31,26,4,0,1,38,20,9,15,41,2,0,0,2,0,5,20
157008,695681,"Christian Moore",22,2025,"LAA",50,184,162,32,19,5,1,7,60,20,16,19,62,1,3,0,1,1,3,60
163722,805373,"Nacho Alvarez Jr.",22,2025,"ATL",57,208,188,44,30,12,0,2,62,18,15,12,49,5,0,0,1,2,1,22.2
170199,807712,"Luke Keaschall",22,2025,"MIN",49,207,182,55,37,14,0,4,81,25,28,19,29,5,14,3,1,0,4,28
111462,682668,"Luisangel Acuña",23,2025,"NYM",79,193,175,41,34,7,0,0,48,30,8,13,37,2,16,1,1,2,6,10
111885,682626,"Francisco Alvarez",23,2025,"NYM",74,277,246,63,39,12,1,11,110,32,32,27,73,4,0,0,0,0,6,40.6
113517,682653,"Warming Bernabel",23,2025,"COL",39,146,139,35,22,8,1,4,57,15,14,7,25,0,1,1,0,0,2,33.3
116377,682729,"Jonatan Clase",23,2025,"TOR",34,112,100,21,16,3,0,2,30,10,9,10,28,1,3,1,0,1,1,30
117798,682829,"Elly De La Cruz",23,2025,"CIN",162,699,629,166,106,31,7,22,277,102,86,67,181,2,37,8,1,0,15,32.4
127835,682622,"Noelvi Marte",23,2025,"CIN",89,360,339,89,56,17,2,14,152,45,51,16,85,3,10,3,2,0,8,44.4
127926,682657,"Angel Martínez",23,2025,"CLE",136,484,446,100,64,23,2,11,160,56,45,23,110,6,8,2,4,5,9,35.7
128307,682641,"Luis Matos",23,2025,"SF",56,184,172,38,20,9,1,8,73,26,21,11,27,0,4,0,1,0,5,34.6
130914,678877,"Jhonkensy Noel",23,2025,"CLE",61,153,148,24,16,2,0,6,44,19,13,4,52,0,0,0,1,0,4,42.1
131840,677347,"Kyren Paris",23,2025,"LAA",43,140,126,24,13,4,1,6,48,20,11,10,59,3,7,1,0,0,1,40
133524,682663,"Agustín Ramírez",23,2025,"MIA",136,585,537,124,69,33,1,21,222,72,67,36,113,8,16,3,4,0,15,40.3
133655,682868,"Bryan Ramos",23,2025,"CWS",4,12,12,2,0,2,0,0,4,1,2,0,4,0,0,0,0,0,0,0
139025,678662,"Ezequiel Tovar",23,2025,"COL",95,390,360,91,60,18,4,9,144,44,33,21,98,1,5,3,2,6,2,40.9
142588,683748,"Victor Mesa Jr.",23,2025,"MIA",14,38,32,6,3,2,0,1,11,7,6,5,5,0,0,0,0,1,0,28.6
144172,687231,"Darell Hernaiz",23,2025,"ATH",50,197,173,39,31,5,1,2,52,17,16,17,24,0,3,4,5,2,2,35.3
144717,687637,"Dylan Beavers",23,2025,"BAL",35,137,110,25,15,5,1,4,44,16,14,26,36,0,2,2,0,1,2,25
147776,686611,"Dylan Crews",23,2025,"WSH",83,322,293,61,42,7,2,10,102,43,27,24,76,5,17,5,0,0,4,30.2
147790,690976,"Alex Freeland",23,2025,"LAD",29,97,84,16,11,2,1,2,26,10,6,11,35,1,1,0,0,1,5,30
147801,690984,"Petey Halpin",23,2025,"CLE",6,8,6,2,2,0,0,0,2,5,0,2,2,0,0,0,0,0,0,20
147804,690987,"Robert Hassell III",23,2025,"WSH",64,206,197,44,32,9,0,3,62,22,18,8,62,1,4,0,0,0,4,22.7
147813,690993,"Colt Keith",23,2025,"DET",137,468,414,106,69,22,2,13,171,65,45,48,102,2,1,1,4,0,7,40
147846,691011,"Drew Romo",23,2025,"COL",3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
147855,691016,"Tyler Soderstrom",23,2025,"ATH",157,624,561,155,95,34,1,25,266,75,93,55,141,6,8,3,2,0,19,41.3
147861,691019,"Kyle Teel",23,2025,"CWS",77,297,253,69,50,11,0,8,104,38,35,37,77,5,3,1,1,1,2,47.4
147867,691023,"Jordan Walker",23,2025,"STL",108,396,363,78,58,13,1,6,111,40,41,29,126,3,10,3,1,0,11,32.5
147872,691026,"Masyn Winn",23,2025,"STL",127,537,491,124,88,27,0,9,178,72,51,34,102,8,9,5,2,2,11,29.2
148154,691718,"Pete Crow-Armstrong",23,2025,"CHC",156,647,591,146,74,37,4,31,284,91,95,29,155,9,35,8,12,6,3,45.1
148371,691907,"Tsung-Che Cheng",23,2025,"PIT",3,7,7,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,
148616,691723,"Coby Mayo",23,2025,"BAL",85,294,263,57,34,12,0,11,102,30,28,27,84,4,3,0,0,0,2,60
148617,691728,"Zac Veen",23,2025,"COL",10,37,34,4,2,1,0,1,8,1,2,2,14,1,1,1,0,0,0,100
148643,694377,"Nick Yorke",23,2025,"PIT",22,72,69,16,12,3,0,1,22,7,8,3,15,0,1,0,0,0,1,28.6
148658,695336,"Thomas Saggese",23,2025,"STL",81,295,275,71,53,16,0,2,93,25,25,16,83,1,3,0,2,1,6,28
151347,695657,"Colson Montgomery",23,2025,"CWS",71,284,255,61,30,9,1,21,135,43,55,25,83,2,0,0,1,0,5,60.5
156048,692225,"Kristian Campbell",23,2025,"BOS",67,263,229,51,35,10,0,6,79,24,21,29,72,4,2,1,1,0,1,33.3
156461,694728,"Brice Matthews",23,2025,"HOU",13,47,42,7,3,0,0,4,19,6,9,2,20,1,1,0,0,2,0,66.7
160132,694384,"Nolan Schanuel",23,2025,"LAA",131,563,487,129,93,23,1,12,190,64,53,59,70,10,5,1,4,3,12,42.2
160384,694671,"Wyatt Langford",23,2025,"TEX",134,573,489,118,70,25,1,22,211,73,62,74,151,5,22,6,5,0,10,45.2
160972,692216,"C.J. Kayfus",23,2025,"CLE",43,138,123,27,12,10,1,4,51,16,19,11,38,2,4,0,1,1,0,37.5
161277,699625,"Jimmy Crooks",23,2025,"STL",13,46,45,6,4,0,1,1,11,3,1,0,17,1,0,0,0,0,1,66.7
163439,805779,"Jacob Wilson",23,2025,"ATH",125,523,486,151,112,26,0,13,216,62,63,27,39,7,5,2,1,2,16,43.5
163779,805367,"Chase Meidroth",23,2025,"CWS",119,505,450,115,95,15,0,5,145,54,23,45,72,6,14,4,1,3,17,27.8
170210,807713,"Matt Shaw",23,2025,"CHC",123,437,393,89,52,21,3,13,155,57,44,38,94,2,17,5,4,0,4,33.3
111298,677595,"Ronny Mauricio",24,2025,"NYM",59,184,168,38,26,6,0,6,62,19,10,15,54,1,4,0,0,0,5,42.1
111303,677870,"Leo Jiménez",24,2025,"TOR",15,32,29,2,1,0,0,1,5,2,1,2,8,0,0,0,0,1,2,50
111305,677592,"Everson Pereira",24,2025,"TB",23,73,65,9,6,1,0,2,16,7,8,7,28,0,2,0,1,0,2,57.1
111352,682928,"CJ Abrams",24,2025,"WSH",144,635,580,148,89,35,5,19,250,92,60,37,125,14,31,3,3,1,5,37
112765,681460,"Brooks Baldwin",24,2025,"CWS",102,328,300,72,45,15,1,11,122,32,38,21,86,1,5,0,2,4,9,37.5
112947,678489,"Jorge Barrosa",24,2025,"AZ",29,77,71,10,6,3,0,1,16,8,7,2,22,1,0,0,3,0,2,50
113730,672012,"Tyler Black",24,2025,"MIL",5,13,8,2,1,1,0,0,3,1,1,5,1,0,0,1,0,0,0,0
114935,671732,"Lawrence Butler",24,2025,"ATH",150,630,569,133,80,30,2,21,230,83,63,59,179,0,22,7,0,2,7,45.8
122787,682998,"Corbin Carroll",24,2025,"AZ",141,642,564,146,66,32,17,31,305,107,84,67,153,7,32,6,4,0,9,41.1
122795,682985,"Riley Greene",24,2025,"DET",157,655,600,155,87,31,1,36,296,84,111,46,201,4,2,1,5,0,15,45.2
122896,671739,"Michael Harris II",24,2025,"ATL",159,641,611,152,100,26,6,20,250,55,86,16,128,3,20,6,7,4,10,49.1
123218,683002,"Gunnar Henderson",24,2025,"BAL",154,651,577,158,103,33,5,17,252,85,68,62,137,7,30,5,5,0,9,36.5
123722,677956,"Rece Hinds",24,2025,"CIN",14,44,43,5,2,1,0,2,12,6,3,1,21,0,0,0,0,0,1,50
128864,678554,"Curtis Mead",24,2025,,88,264,240,56,42,10,1,3,77,26,19,15,63,8,5,1,1,0,9,38.5
131720,681624,"Andy Pages",24,2025,"LAD",155,624,581,158,103,27,1,27,268,74,86,29,135,8,14,7,6,0,10,45.9
132154,678894,"Liover Peguero",24,2025,"PIT",31,88,80,16,11,1,0,4,29,9,8,6,25,2,4,0,0,0,4,55.6
133479,678882,"Ceddanne Rafaela",24,2025,"BOS",153,587,546,136,82,34,4,16,226,84,63,28,117,8,20,5,2,3,10,34.5
134616,677587,"Brayan Rocchio",24,2025,"CLE",111,383,344,80,55,18,2,5,117,34,44,22,77,8,8,4,5,4,5,35.3
134822,677594,"Julio Rodríguez",24,2025,"SEA",160,710,652,175,107,32,4,32,311,106,98,44,152,12,30,6,2,0,15,53.8
135022,679032,"Johan Rojas",24,2025,"PHI",65,172,152,34,28,3,2,1,44,23,18,13,40,0,12,2,3,4,2,8.7
138565,677588,"José Tena",24,2025,"WSH",48,169,152,37,22,13,2,0,54,19,16,15,37,1,3,1,1,0,4,21.1
139549,671655,"George Valera",24,2025,"CLE",16,49,42,9,5,2,0,2,17,7,5,7,14,0,0,0,0,0,1,57.1
140120,678391,"Jorbit Vivas",24,2025,"NYY",27,66,56,9,6,2,0,1,14,6,5,5,13,3,0,0,0,0,1,66.7
140156,683011,"Anthony Volpe",24,2025,"NYY",150,596,539,114,59,32,4,19,211,65,72,43,150,4,18,8,7,3,10,46.2
141718,683227,"Cody Freeman",24,2025,"TEX",36,121,114,26,19,4,0,3,39,13,15,5,19,0,1,1,1,1,3,38.5
141735,683090,"Matthew Lugo",24,2025,"LAA",25,70,69,16,9,2,1,4,32,9,9,0,24,1,0,0,0,0,3,44.4
141747,683083,"Nasim Nuñez",24,2025,"WSH",36,92,82,19,13,2,0,4,33,13,13,8,20,0,9,1,1,1,1,38.5
143959,686948,"Drake Baldwin",24,2025,"ATL",124,446,405,111,72,18,2,19,190,56,80,38,68,3,0,0,0,0,10,48.2
144289,686797,"Brooks Lee",24,2025,"MIN",137,527,487,115,83,15,1,16,180,50,64,31,92,4,3,1,5,0,11,42
144429,687263,"Zach Neto",24,2025,"LAA",128,554,502,129,73,29,1,26,238,82,62,33,149,14,26,9,3,2,5,41.5
144540,687221,"Dalton Rushing",24,2025,"LAD",51,155,142,29,20,5,0,4,46,15,24,10,58,1,0,0,2,0,1,46.7
144555,687363,"Victor Scott II",24,2025,"STL",132,463,398,86,65,15,1,5,118,54,37,42,111,10,34,4,3,10,5,27.8
144718,687597,"Jordan Beck",24,2025,"COL",147,588,539,139,91,27,5,16,224,62,53,43,174,4,19,8,1,0,9,40.3
144811,687551,"Drew Gilbert",24,2025,"SF",34,109,100,19,10,5,1,3,35,12,13,7,20,1,1,1,1,0,2,41.7
144940,687529,"Grant McCray",24,2025,"SF",12,26,22,2,1,0,1,0,4,3,2,2,11,0,0,0,1,1,1,66.7
145096,687515,"Colby Thomas",24,2025,"ATH",49,132,120,27,16,5,0,6,50,20,19,7,49,1,2,1,3,1,3,50
146339,690291,"Jace Jung",24,2025,"DET",19,55,47,5,5,0,0,0,5,8,3,7,16,1,0,0,0,0,2,50
146515,682988,"Tyler Locklear",24,2025,"AZ",31,116,103,18,15,0,0,3,27,11,6,10,43,3,3,1,0,0,3,36.4
146693,689200,"Jacob Melton",24,2025,"HOU",30,78,70,11,10,0,1,0,13,7,7,6,29,1,7,2,0,0,2,14.3
146945,688363,"Graham Pauley",24,2025,"MIA",57,184,161,36,22,9,1,4,59,18,11,21,36,0,2,0,1,1,2,33.3
147123,690022,"Ryan Ritter",24,2025,"COL",59,207,187,45,32,9,3,1,63,22,18,10,61,5,3,1,1,4,7,9.1
151394,700932,"Kyle Manzardo",24,2025,"CLE",142,531,470,109,61,19,2,27,213,47,69,48,135,8,2,0,5,0,8,63.8
153929,701675,"Nathan Church",24,2025,"STL",20,65,56,10,8,1,0,1,14,9,8,3,18,3,1,0,1,2,0,11.1
162174,802415,"Chandler Simpson",24,2025,"TB",109,441,414,122,104,15,3,0,143,53,26,20,43,0,44,12,2,3,11,18.9
163702,805300,"Jakob Marsee",24,2025,"MIA",55,234,209,61,35,18,3,5,100,28,33,22,48,2,14,6,1,0,3,32.1
163734,805904,"Zach Cole",24,2025,"HOU",15,52,47,12,6,2,0,4,26,9,11,5,20,0,3,0,0,0,0,55.6
163807,804668,"Rafael Flores",24,2025,"PIT",6,17,15,3,1,2,0,0,5,0,0,2,7,0,0,0,0,0,0,
167784,810938,"Ben Williamson",24,2025,"SEA",82,295,277,70,56,13,0,1,86,36,21,15,64,1,5,1,0,2,6,22.2
109139,671277,"Luis García Jr.",25,2025,"WSH",138,526,488,123,78,28,1,16,201,67,66,27,84,2,14,5,9,0,8,35.8
109355,672356,"Gabriel Arias",25,2025,"CLE",128,471,432,95,57,25,2,11,157,44,54,27,162,7,8,4,4,1,8,34.1
109543,672744,"Alexander Canario",25,2025,"PIT",78,234,216,47,34,6,1,6,73,25,20,17,80,0,3,1,1,0,6,32
109864,672580,"Maikel Garcia",25,2025,"KC",159,666,595,171,111,39,5,16,268,81,74,62,84,1,23,9,5,3,14,40.7
110017,671056,"Iván Herrera",25,2025,"STL",107,452,388,110,78,13,0,19,180,54,66,43,84,15,8,2,4,0,20,48.1
110402,672515,"Gabriel Moreno",25,2025,"AZ",81,309,277,79,57,12,1,9,120,44,40,29,53,1,2,2,2,0,8,34.1
110476,672359,"Tirso Ornelas",25,2025,"SD",7,16,14,1,1,0,0,0,1,0,1,2,2,0,0,0,0,0,1,
110535,672724,"Oswald Peraza",25,2025,,96,265,244,40,29,6,0,5,61,24,20,17,80,2,9,0,1,0,6,29.2
110536,672695,"Geraldo Perdomo",25,2025,"AZ",161,720,597,173,115,33,5,20,276,98,100,94,83,10,27,6,11,8,12,41.8
110551,672761,"Wenceel Pérez",25,2025,"DET",98,383,344,84,50,17,4,13,148,47,43,31,87,3,8,3,5,0,7,44.7
110621,671218,"Heliot Ramos",25,2025,"SF",157,695,620,159,113,24,1,21,248,85,69,52,158,17,6,4,6,0,16,41.2
110685,671286,"Johnathan Rodríguez",25,2025,"CLE",27,77,71,14,7,4,1,2,26,6,10,6,22,0,1,0,0,0,2,50
110868,672820,"Lenyn Sosa",25,2025,"CWS",140,544,518,137,94,20,1,22,225,57,75,18,127,4,2,1,3,1,13,52.6
111017,668901,"Mark Vientos",25,2025,"NYM",121,463,424,99,59,21,2,17,175,44,61,30,115,5,1,0,4,0,11,56.8
111154,676679,"Luis Vázquez",25,2025,"BAL",21,53,50,8,6,1,0,1,12,6,3,3,14,0,2,0,0,0,0,16.7
111498,677941,"Jordyn Adams",25,2025,"BAL",5,5,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
112639,678225,"Ji Hwan Bae",25,2025,"PIT",12,25,20,1,1,0,0,0,1,4,0,5,9,0,4,1,0,0,0,25
112807,677943,"Will Banfield",25,2025,"CIN",5,10,10,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,1,
112867,680718,"Addison Barger",25,2025,"TOR",134,502,459,112,58,32,1,21,209,61,75,36,121,3,4,1,3,0,9,49.2
113835,669208,"Ryan Bliss",25,2025,"SEA",11,39,35,7,5,1,0,1,11,1,3,4,11,0,2,2,0,0,2,100
115660,671213,"Triston Casas",25,2025,"BOS",29,112,99,18,12,3,0,3,30,5,11,11,27,2,0,0,0,0,3,60
116366,672016,"Denzel Clarke",25,2025,"ATH",46,159,148,34,21,8,2,3,55,18,8,6,61,3,6,0,0,2,2,33.3
117074,681297,"Colton Cowser",25,2025,"BAL",91,360,327,64,34,14,0,16,126,36,40,27,128,6,14,0,0,0,5,55.6
117672,680779,"Henry Davis",25,2025,"PIT",84,283,252,42,28,7,0,7,70,25,22,18,76,5,2,1,3,3,2,32
118072,680728,"Adrian Del Castillo",25,2025,"AZ",44,131,120,29,19,6,0,4,47,9,17,8,47,1,0,0,2,0,2,55.6
119177,669364,"Xavier Edwards",25,2025,"MIA",139,619,561,159,131,20,5,3,198,75,43,49,88,3,27,7,3,3,6,16
121206,680869,"Zack Gelof",25,2025,"ATH",27,101,92,16,11,3,0,2,25,12,7,7,46,0,1,2,1,1,0,50
121931,669357,"Nolan Gorman",25,2025,"STL",108,402,351,72,43,14,1,14,130,48,46,47,136,0,1,1,4,0,2,39.6
123409,681715,"Heriberto Hernández",25,2025,"MIA",86,294,256,68,45,12,1,10,112,40,45,31,77,3,1,1,4,0,6,37.5
124483,669236,"Jeremiah Jackson",25,2025,"BAL",48,183,170,47,30,10,2,5,76,20,21,11,50,2,0,2,0,0,6,40
125372,672284,"Jarred Kelenic",25,2025,"ATL",24,65,60,10,6,2,0,2,18,7,2,5,23,0,0,1,0,0,1,42.9
126483,683004,"Jack Leiter",25,2025,"TEX",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
127532,669234,"Justyn-Henry Malloy",25,2025,"DET",51,127,104,23,16,6,0,1,32,15,17,20,32,1,0,0,2,0,1,26.7
128758,680574,"Matt McLain",25,2025,"CIN",145,577,510,112,79,18,0,15,175,73,50,55,167,5,18,2,4,3,10,30.1
128870,678009,"Parker Meadows",25,2025,"DET",56,213,191,41,29,6,2,4,63,22,16,21,56,0,4,0,1,0,0,40.9
130661,666310,"Bo Naylor",25,2025,"CLE",119,414,359,70,33,22,1,14,136,46,47,45,99,1,1,2,6,3,4,43.5
130940,681393,"Connor Norby",25,2025,"MIA",87,337,311,78,52,17,1,8,121,42,34,18,90,5,8,2,3,0,6,26.2
131149,681351,"Logan O'Hoppe",25,2025,"LAA",119,451,423,90,62,8,1,19,157,35,43,24,139,2,2,1,1,1,13,62.9
131409,680716,"Jonathan Ornelas",25,2025,,5,10,9,2,2,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0
132680,671976,"Tristan Peters",25,2025,"TB",4,12,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,
134717,682848,"Endy Rodríguez",25,2025,"PIT",16,57,52,9,5,4,0,0,13,5,2,5,14,0,0,1,0,0,0,20
136838,672279,"Michael Siani",25,2025,"STL",13,19,17,4,4,0,0,0,4,4,0,2,7,0,0,0,0,0,0,0
136960,682927,"Ronny Simon",25,2025,,27,88,77,18,15,3,0,0,21,10,7,8,15,0,1,0,2,1,1,50
138635,677950,"Alek Thomas",25,2025,"AZ",136,469,433,108,77,19,3,9,160,51,38,21,122,5,7,4,4,6,2,23.5
138910,679529,"Spencer Torkelson",25,2025,"DET",155,649,563,135,76,27,1,31,257,82,78,72,169,9,2,1,5,0,12,53.7
139196,668930,"Brice Turang",25,2025,"MIL",155,659,584,168,120,28,2,18,254,97,81,66,150,2,24,8,5,2,4,34
139705,678246,"Miguel Vargas",25,2025,"CWS",138,569,504,118,68,32,2,16,202,80,60,56,100,6,6,0,3,0,9,35
140577,669224,"Austin Wells",25,2025,"NYY",120,448,401,88,44,22,1,21,175,51,71,30,118,5,5,1,11,0,10,56.9
141166,677951,"Bobby Witt Jr.",25,2025,"KC",157,687,623,184,108,47,6,23,312,99,88,49,125,8,38,9,7,0,8,39.4
141269,669398,"Gage Workman",25,2025,,9,17,16,3,2,1,0,0,4,0,2,1,7,0,1,0,0,0,0,
141688,683146,"Brett Baty",25,2025,"NYM",126,432,393,100,67,13,2,18,171,53,50,33,108,2,8,0,3,0,6,45.3
141693,682997,"Tyler Callihan",25,2025,"CIN",4,6,6,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,
143435,685744,"Kenedy Corona",25,2025,"HOU",2,4,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,
144778,687952,"Christian Encarnacion-Strand",25,2025,"CIN",36,137,130,27,17,4,0,6,49,13,19,3,32,2,0,2,2,0,2,46.2
144832,687957,"Dustin Harris",25,2025,"TEX",18,43,40,8,4,3,0,1,14,5,2,3,13,0,1,1,0,0,1,40
147481,689041,"Rhylan Thomas",25,2025,"SEA",3,10,8,1,0,1,0,0,2,2,2,1,0,0,0,0,1,0,0,50
149417,696100,"Hunter Goodman",25,2025,"COL",143,579,540,150,86,28,5,31,281,73,91,33,152,4,1,2,2,0,16,49.3
151226,700242,"Trey Sweeney",25,2025,"DET",108,327,297,58,44,6,2,6,86,36,32,26,93,0,3,1,4,0,2,25
151281,686217,"Sal Frelick",25,2025,"MIL",141,594,528,152,117,20,3,12,214,76,63,47,80,7,19,6,5,3,5,27.6
151300,702332,"Caleb Durbin",25,2025,"MIL",134,506,445,114,78,25,0,11,172,60,53,30,50,24,18,6,4,3,11,23.3
151463,696285,"Jacob Young",25,2025,"WSH",112,364,324,75,62,10,1,2,93,34,31,27,65,3,15,11,1,9,7,23.5
153145,702358,"Trey Lipscomb",25,2025,"WSH",1,4,4,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
153781,701305,"Zach Dezenzo",25,2025,"HOU",32,109,98,24,16,6,0,2,36,17,10,11,37,0,1,0,0,0,2,41.2
157585,702176,"Alan Roden",25,2025,,51,153,136,26,17,6,1,2,40,17,9,8,37,6,1,1,3,0,1,17.6
163882,805249,"Otto Kemp",25,2025,"PHI",62,218,197,46,27,11,0,8,81,26,28,12,67,7,2,2,2,0,4,46.2
106820,660688,"Keibert Ruiz",26,2025,"WSH",68,267,255,63,49,12,0,2,81,19,25,8,26,3,0,2,1,0,4,42.1
107182,665742,"Juan Soto",26,2025,"NYM",160,715,577,152,88,20,1,43,303,120,105,127,137,3,37,5,6,1,18,55.8
107184,665489,"Vladimir Guerrero Jr.",26,2025,"TOR",156,680,589,172,115,34,0,23,275,96,84,81,94,6,6,3,4,0,17,44.8
107293,665750,"Leody Taveras",26,2025,,54,180,171,35,25,6,1,3,52,13,17,5,50,0,9,3,1,3,0,23.1
107401,665804,"Miguel Amaya",26,2025,"CHC",28,103,96,27,14,9,0,4,48,14,25,4,22,1,0,0,1,1,0,35.7
107439,668731,"Akil Baddoo",26,2025,"DET",7,18,17,2,1,1,0,0,3,0,1,1,5,0,1,0,0,0,0,
107561,665828,"Oswaldo Cabrera",26,2025,"NYY",33,122,107,26,21,4,0,1,33,17,11,11,25,2,0,1,1,1,1,23.5
107582,666185,"Dylan Carlson",26,2025,"BAL",76,241,217,44,28,9,1,6,73,17,20,21,54,2,3,3,1,0,3,52.9
107628,665953,"Andrés Chaparro",26,2025,"WSH",28,73,66,12,9,2,0,1,17,4,5,5,22,1,0,0,1,0,0,50
107675,665833,"Oneil Cruz",26,2025,"PIT",135,544,471,94,53,18,3,20,178,62,61,64,174,4,38,5,5,0,7,41.9
107784,665877,"José Fermín",26,2025,"STL",30,70,60,17,11,5,0,1,25,5,9,8,10,1,2,2,0,1,0,20
107858,665926,"Andrés Giménez",26,2025,"TOR",98,369,329,69,50,11,1,7,103,39,35,25,66,11,12,2,3,1,8,20.5
108145,665561,"Rafael Marchán",26,2025,"PHI",39,118,105,22,16,4,0,2,32,9,13,10,17,1,0,0,1,1,1,22.2
108284,665966,"Carlos Narváez",26,2025,"BOS",117,446,403,97,55,27,0,15,169,51,50,38,111,1,1,1,2,2,14,47.1
