"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","R","HR","RBI","SB","BB%","K%","ISO","AVG","OBP","SLG","OPS","DRC+","DRB","DRP","WARP"
113517,682653,"Warming Bernabel",23,2025,"COL",39,146,139,15,4,14,1,4.8,17.1,0.158,0.252,0.288,0.41,0.698,79,,-0.4,-0.1
116377,682729,"Jonatan Clase",23,2025,"TOR",34,112,100,10,2,9,3,8.9,25,0.09,0.21,0.288,0.3,0.588,92,0.1,-0.2,0.3
117798,682829,"Elly De La Cruz",23,2025,"CIN",162,699,629,102,22,86,37,9.6,25.9,0.176,0.264,0.336,0.44,0.776,103,0.6,-0.7,2.5
127835,682622,"Noelvi Marte",23,2025,"CIN",89,360,339,45,14,51,10,4.4,23.6,0.186,0.263,0.3,0.448,0.748,99,0,-0.2,1
127926,682657,"Angel Martínez",23,2025,"CLE",136,484,446,56,11,45,8,4.8,22.7,0.135,0.224,0.269,0.359,0.628,68,0.2,-1.3,-0.1
128307,682641,"Luis Matos",23,2025,"SF",56,184,172,26,8,21,4,6,14.7,0.203,0.221,0.266,0.424,0.69,94,0,-0.6,0.3
130914,678877,"Jhonkensy Noel",23,2025,"CLE",61,153,148,19,6,13,0,2.6,34,0.135,0.162,0.183,0.297,0.48,65,,-1.2,-0.4
131840,677347,"Kyren Paris",23,2025,"LAA",43,140,126,20,6,11,7,7.1,42.1,0.19,0.19,0.266,0.381,0.647,70,0.2,-0.9,0
133524,682663,"Agustín Ramírez",23,2025,"MIA",136,585,537,72,21,67,16,6.2,19.3,0.182,0.231,0.287,0.413,0.7,101,-0.3,-6.8,0.9
133655,682868,"Bryan Ramos",23,2025,"CWS",4,12,12,1,0,2,0,0,33.3,0.167,0.167,0.167,0.333,0.5,79,,0,0
139025,678662,"Ezequiel Tovar",23,2025,"COL",95,390,360,44,9,33,5,5.4,25.1,0.147,0.253,0.294,0.4,0.694,87,0,0.4,0.7
142588,683748,"Victor Mesa Jr.",23,2025,"MIA",14,38,32,7,1,6,0,13.2,13.2,0.156,0.188,0.297,0.344,0.641,99,,-0.2,0.1
144172,687231,"Darell Hernaiz",23,2025,"ATH",50,197,173,17,2,16,3,8.6,12.2,0.075,0.225,0.287,0.301,0.588,104,,-0.2,0.8
144717,687637,"Dylan Beavers",23,2025,"BAL",35,137,110,16,4,14,2,19,26.3,0.173,0.227,0.375,0.4,0.775,117,,0.6,0.8
147776,686611,"Dylan Crews",23,2025,"WSH",83,322,293,43,10,27,17,7.5,23.6,0.14,0.208,0.28,0.348,0.628,103,0.2,6.7,1.7
147790,690976,"Alex Freeland",23,2025,"LAD",29,97,84,10,2,6,1,11.3,36.1,0.119,0.19,0.292,0.31,0.602,69,,-0.1,0
147801,690984,"Petey Halpin",23,2025,"CLE",6,8,6,5,0,0,0,25,25,0,0.333,0.5,0.333,0.833,102,,-0.1,0
147804,690987,"Robert Hassell III",23,2025,"WSH",64,206,197,22,3,18,4,3.9,30.1,0.091,0.223,0.257,0.315,0.572,63,0,2.6,0.1
147813,690993,"Colt Keith",23,2025,"DET",137,468,414,65,13,45,1,10.3,21.8,0.157,0.256,0.333,0.413,0.746,101,,-0.5,1.3
147846,691011,"Drew Romo",23,2025,"COL",3,3,3,0,0,0,0,0,100,0,0,0,0,0,86,,0,0
147855,691016,"Tyler Soderstrom",23,2025,"ATH",157,624,561,75,25,93,8,8.8,22.6,0.198,0.276,0.346,0.474,0.82,112,-0.1,2.6,3.1
147861,691019,"Kyle Teel",23,2025,"CWS",77,297,253,38,8,35,3,12.5,25.9,0.138,0.273,0.375,0.411,0.786,100,,1.2,1.1
147867,691023,"Jordan Walker",23,2025,"STL",108,396,363,40,6,41,10,7.3,31.8,0.091,0.215,0.278,0.306,0.584,79,-0.1,-3.3,-0.4
147872,691026,"Masyn Winn",23,2025,"STL",127,537,491,72,9,51,9,6.3,19,0.11,0.253,0.31,0.363,0.673,85,0.3,-1.6,0.6
148154,691718,"Pete Crow-Armstrong",23,2025,"CHC",156,647,591,91,31,95,35,4.5,24,0.234,0.247,0.287,0.481,0.768,105,0.8,9.6,4.1
148371,691907,"Tsung-Che Cheng",23,2025,"PIT",3,7,7,0,0,0,0,0,42.9,0,0,0,0,0,91,,0,0
148616,691723,"Coby Mayo",23,2025,"BAL",85,294,263,30,11,28,3,9.2,28.6,0.171,0.217,0.299,0.388,0.687,91,0,-0.4,0.4
148617,691728,"Zac Veen",23,2025,"COL",10,37,34,1,1,2,1,5.4,37.8,0.118,0.118,0.189,0.235,0.424,77,0,0,0
148643,694377,"Nick Yorke",23,2025,"PIT",22,72,69,7,1,8,1,4.2,20.8,0.087,0.232,0.264,0.319,0.583,88,,-0.1,0.1
148658,695336,"Thomas Saggese",23,2025,"STL",81,295,275,25,2,25,3,5.4,28.1,0.08,0.258,0.299,0.338,0.637,69,,-1.5,-0.2
151347,695657,"Colson Montgomery",23,2025,"CWS",71,284,255,43,21,55,0,8.8,29.2,0.29,0.239,0.311,0.529,0.84,114,,0.2,1.5
156048,692225,"Kristian Campbell",23,2025,"BOS",67,263,229,24,6,21,2,11,27.4,0.122,0.223,0.319,0.345,0.664,85,0,-1.9,0.3
156461,694728,"Brice Matthews",23,2025,"HOU",13,47,42,6,4,9,1,4.3,42.6,0.286,0.167,0.222,0.452,0.674,89,,0,0.1
160132,694384,"Nolan Schanuel",23,2025,"LAA",131,563,487,64,12,53,5,10.5,12.4,0.125,0.265,0.354,0.39,0.744,109,-0.4,-1.4,1.8
160384,694671,"Wyatt Langford",23,2025,"TEX",134,573,489,73,22,62,22,12.9,26.4,0.19,0.241,0.344,0.431,0.775,117,0.2,6.1,3.8
160972,692216,"C.J. Kayfus",23,2025,"CLE",43,138,123,16,4,19,4,8,27.5,0.195,0.22,0.292,0.415,0.707,89,,0.8,0.3
161277,699625,"Jimmy Crooks",23,2025,"STL",13,46,45,3,1,1,0,0,37,0.111,0.133,0.152,0.244,0.396,68,,-0.3,0
163439,805779,"Jacob Wilson",23,2025,"ATH",125,523,486,62,13,63,5,5.2,7.5,0.134,0.311,0.355,0.444,0.799,108,-0.1,-7.7,1.5
163779,805367,"Chase Meidroth",23,2025,"CWS",119,505,450,54,5,23,14,8.9,14.3,0.067,0.256,0.331,0.322,0.653,91,-0.2,0.4,1.2
170210,807713,"Matt Shaw",23,2025,"CHC",123,437,393,57,13,44,17,8.7,21.5,0.168,0.226,0.295,0.394,0.689,86,0.2,2.7,1.2
111298,677595,"Ronny Mauricio",24,2025,"NYM",59,184,168,19,6,10,4,8.2,29.3,0.143,0.226,0.293,0.369,0.662,81,0,0.6,0.3
111303,677870,"Leo Jiménez",24,2025,"TOR",15,32,29,2,1,1,0,6.3,25,0.103,0.069,0.129,0.172,0.301,80,,0.1,0.1
111305,677592,"Everson Pereira",24,2025,"TB",23,73,65,7,2,8,2,9.6,38.4,0.108,0.138,0.219,0.246,0.465,71,,-0.1,0
111352,682928,"CJ Abrams",24,2025,"WSH",144,635,580,92,19,60,31,5.8,19.7,0.176,0.255,0.314,0.431,0.745,98,0.6,-0.4,2
112765,681460,"Brooks Baldwin",24,2025,"CWS",102,328,300,32,11,38,5,6.4,26.2,0.167,0.24,0.29,0.407,0.697,92,0,-2.5,0.6
112947,678489,"Jorge Barrosa",24,2025,"AZ",29,77,71,8,1,7,0,2.6,28.6,0.085,0.141,0.169,0.225,0.394,69,,0.7,0.1
113730,672012,"Tyler Black",24,2025,"MIL",5,13,8,1,0,1,0,38.5,7.7,0.125,0.25,0.538,0.375,0.913,114,,0,0.1
114935,671732,"Lawrence Butler",24,2025,"ATH",150,630,569,83,21,63,22,9.4,28.4,0.17,0.234,0.306,0.404,0.71,90,0.2,-0.9,1.1
122787,682998,"Corbin Carroll",24,2025,"AZ",141,642,564,107,31,84,32,10.4,23.8,0.282,0.259,0.343,0.541,0.884,136,0.2,13.5,5.9
122795,682985,"Riley Greene",24,2025,"DET",157,655,600,84,36,111,2,7,30.7,0.235,0.258,0.313,0.493,0.806,108,0.1,3.6,3
122896,671739,"Michael Harris II",24,2025,"ATL",159,641,611,55,20,86,20,2.5,20,0.16,0.249,0.268,0.409,0.677,91,0.3,-0.4,1.9
123218,683002,"Gunnar Henderson",24,2025,"BAL",154,651,577,85,17,68,30,9.5,21,0.163,0.274,0.349,0.437,0.786,106,0.3,-1.8,2.4
123722,677956,"Rece Hinds",24,2025,"CIN",14,44,43,6,2,3,0,2.3,47.7,0.163,0.116,0.136,0.279,0.415,75,,-0.2,0
128864,678554,"Curtis Mead",24,2025,,88,264,240,26,3,19,5,5.7,23.9,0.088,0.233,0.299,0.321,0.62,78,0,0.2,0.2
131720,681624,"Andy Pages",24,2025,"LAD",155,624,581,74,27,86,14,4.6,21.6,0.189,0.272,0.313,0.461,0.774,102,0.1,2.2,2.7
132154,678894,"Liover Peguero",24,2025,"PIT",31,88,80,9,4,8,4,6.8,28.4,0.163,0.2,0.273,0.363,0.636,73,,0,0
133479,678882,"Ceddanne Rafaela",24,2025,"BOS",153,587,546,84,16,63,20,4.8,19.9,0.165,0.249,0.295,0.414,0.709,93,0.4,16,3.5
134616,677587,"Brayan Rocchio",24,2025,"CLE",111,383,344,34,5,44,8,5.7,20.1,0.108,0.233,0.29,0.34,0.63,79,-0.1,-1.6,0.2
134822,677594,"Julio Rodríguez",24,2025,"SEA",160,710,652,106,32,98,30,6.2,21.4,0.209,0.268,0.325,0.477,0.802,114,0.1,9,5.1
135022,679032,"Johan Rojas",24,2025,"PHI",65,172,152,23,1,18,12,7.6,23.3,0.066,0.224,0.28,0.289,0.569,82,0.4,1.2,0.5
138565,677588,"José Tena",24,2025,"WSH",48,169,152,19,0,16,3,8.9,21.9,0.112,0.243,0.314,0.355,0.669,84,0.1,-1.4,0.2
139549,671655,"George Valera",24,2025,"CLE",16,49,42,7,2,5,0,14.3,28.6,0.19,0.214,0.327,0.405,0.732,90,,-0.1,0
140120,678391,"Jorbit Vivas",24,2025,"NYY",27,66,56,6,1,5,0,7.6,19.7,0.089,0.161,0.266,0.25,0.516,89,,-0.1,0.2
140156,683011,"Anthony Volpe",24,2025,"NYY",150,596,539,65,19,72,18,7.2,25.2,0.18,0.212,0.272,0.391,0.663,81,-0.4,2.6,0.9
141718,683227,"Cody Freeman",24,2025,"TEX",36,121,114,13,3,15,1,4.1,15.7,0.114,0.228,0.258,0.342,0.6,86,,0.1,0.2
141735,683090,"Matthew Lugo",24,2025,"LAA",25,70,69,9,4,9,0,0,34.3,0.232,0.232,0.243,0.464,0.707,69,,-1.3,-0.2
141747,683083,"Nasim Nuñez",24,2025,"WSH",36,92,82,13,4,13,9,8.7,21.7,0.171,0.232,0.297,0.402,0.699,95,0.2,0.2,0.3
143959,686948,"Drake Baldwin",24,2025,"ATL",124,446,405,56,19,80,0,8.5,15.2,0.195,0.274,0.341,0.469,0.81,123,,-1.7,2.7
144289,686797,"Brooks Lee",24,2025,"MIN",137,527,487,50,16,64,3,5.9,17.5,0.133,0.236,0.285,0.37,0.655,82,-0.1,-3.7,0.3
144429,687263,"Zach Neto",24,2025,"LAA",128,554,502,82,26,62,26,6,26.9,0.217,0.257,0.319,0.474,0.793,115,0,1.2,3
144540,687221,"Dalton Rushing",24,2025,"LAD",51,155,142,15,4,24,0,6.5,37.4,0.12,0.204,0.258,0.324,0.582,59,,-1.8,-0.4
144555,687363,"Victor Scott II",24,2025,"STL",132,463,398,54,5,37,34,9.1,24,0.08,0.216,0.305,0.296,0.601,73,1.5,10.1,1.4
144718,687597,"Jordan Beck",24,2025,"COL",147,588,539,62,16,53,19,7.3,29.6,0.158,0.258,0.317,0.416,0.733,86,0.4,-3.4,0.5
144811,687551,"Drew Gilbert",24,2025,"SF",34,109,100,12,3,13,1,6.4,18.3,0.16,0.19,0.248,0.35,0.598,100,,1,0.4
144940,687529,"Grant McCray",24,2025,"SF",12,26,22,3,0,2,0,7.7,42.3,0.091,0.091,0.16,0.182,0.342,73,,0,0
145096,687515,"Colby Thomas",24,2025,"ATH",49,132,120,20,6,19,2,5.3,37.1,0.192,0.225,0.267,0.417,0.684,81,,0.1,0.1
146339,690291,"Jace Jung",24,2025,"DET",19,55,47,8,0,3,0,12.7,29.1,0,0.106,0.236,0.106,0.342,83,,-0.2,0.1
146515,682988,"Tyler Locklear",24,2025,"AZ",31,116,103,11,3,6,3,8.6,37.1,0.087,0.175,0.267,0.262,0.529,69,,-0.3,-0.2
146693,689200,"Jacob Melton",24,2025,"HOU",30,78,70,7,0,7,7,7.7,37.2,0.029,0.157,0.234,0.186,0.42,65,0,0.1,0
146945,688363,"Graham Pauley",24,2025,"MIA",57,184,161,18,4,11,2,11.4,19.6,0.143,0.224,0.311,0.366,0.677,89,,-0.2,0.4
147123,690022,"Ryan Ritter",24,2025,"COL",59,207,187,22,1,18,3,4.8,29.5,0.096,0.241,0.296,0.337,0.633,63,,-0.4,-0.2
151394,700932,"Kyle Manzardo",24,2025,"CLE",142,531,470,47,27,69,2,9,25.4,0.221,0.232,0.311,0.453,0.764,105,-0.1,-0.3,1.3
153929,701675,"Nathan Church",24,2025,"STL",20,65,56,9,1,8,1,4.6,27.7,0.071,0.179,0.254,0.25,0.504,81,,0.4,0.1
162174,802415,"Chandler Simpson",24,2025,"TB",109,441,414,53,0,26,44,4.5,9.8,0.051,0.295,0.326,0.345,0.671,93,0.7,-3.8,0.8
163702,805300,"Jakob Marsee",24,2025,"MIA",55,234,209,28,5,33,14,9.4,20.5,0.187,0.292,0.363,0.478,0.841,100,,1.4,1.1
163734,805904,"Zach Cole",24,2025,"HOU",15,52,47,9,4,11,3,9.6,38.5,0.298,0.255,0.327,0.553,0.88,103,,-0.2,0.2
163807,804668,"Rafael Flores",24,2025,"PIT",6,17,15,0,0,0,0,11.8,41.2,0.133,0.2,0.294,0.333,0.627,78,,0,0
167784,810938,"Ben Williamson",24,2025,"SEA",82,295,277,36,1,21,5,5.1,21.7,0.058,0.253,0.294,0.31,0.604,79,-0.1,1.3,0.5
109139,671277,"Luis García Jr.",25,2025,"WSH",138,526,488,67,16,66,14,5.1,16,0.16,0.252,0.289,0.412,0.701,97,0,-3.7,1.4
109355,672356,"Gabriel Arias",25,2025,"CLE",128,471,432,44,11,54,8,5.7,34.4,0.144,0.22,0.274,0.363,0.637,85,0.1,3.6,1.2
109543,672744,"Alexander Canario",25,2025,"PIT",78,234,216,25,6,20,3,7.3,34.2,0.12,0.218,0.274,0.338,0.612,86,0,-3,0.1
109864,672580,"Maikel Garcia",25,2025,"KC",159,666,595,81,16,74,23,9.3,12.6,0.163,0.287,0.353,0.45,0.803,113,0.2,5.7,4.1
110017,671056,"Iván Herrera",25,2025,"STL",107,452,388,54,19,66,8,9.5,18.6,0.18,0.284,0.373,0.464,0.837,135,-0.1,-0.3,2.7
110402,672515,"Gabriel Moreno",25,2025,"AZ",81,309,277,44,9,40,2,9.4,17.2,0.148,0.285,0.353,0.433,0.786,104,-0.1,3.9,1.7
110476,672359,"Tirso Ornelas",25,2025,"SD",7,16,14,0,0,1,0,12.5,12.5,0,0.071,0.188,0.071,0.259,115,,0,0.1
110535,672724,"Oswald Peraza",25,2025,,96,265,244,24,5,20,9,6.4,30.2,0.086,0.164,0.223,0.25,0.473,71,,-0.8,-0.1
110536,672695,"Geraldo Perdomo",25,2025,"AZ",161,720,597,98,20,100,27,13.1,11.5,0.173,0.29,0.389,0.462,0.851,133,0.3,5.6,5.9
110551,672761,"Wenceel Pérez",25,2025,"DET",98,383,344,47,13,43,8,8.1,22.7,0.186,0.244,0.308,0.43,0.738,89,,1.2,0.7
110621,671218,"Heliot Ramos",25,2025,"SF",157,695,620,85,21,69,6,7.5,22.7,0.144,0.256,0.328,0.4,0.728,103,0.3,-6.6,1.8
110685,671286,"Johnathan Rodríguez",25,2025,"CLE",27,77,71,6,2,10,1,7.8,28.6,0.169,0.197,0.26,0.366,0.626,86,,-1.9,-0.1
110868,672820,"Lenyn Sosa",25,2025,"CWS",140,544,518,57,22,75,2,3.3,23.3,0.17,0.264,0.293,0.434,0.727,103,-0.1,-1.5,1.8
111017,668901,"Mark Vientos",25,2025,"NYM",121,463,424,44,17,61,1,6.5,24.8,0.179,0.233,0.289,0.413,0.702,90,,-3.7,0.4
111154,676679,"Luis Vázquez",25,2025,"BAL",21,53,50,6,1,3,2,5.7,26.4,0.08,0.16,0.208,0.24,0.448,78,,-0.1,0
111498,677941,"Jordyn Adams",25,2025,"BAL",5,5,5,1,0,0,0,0,40,0,0,0,0,0,84,,0,0
112639,678225,"Ji Hwan Bae",25,2025,"PIT",12,25,20,4,0,0,4,20,36,0,0.05,0.24,0.05,0.29,97,,0.3,0.1
112807,677943,"Will Banfield",25,2025,"CIN",5,10,10,0,0,0,0,0,60,0,0.1,0.1,0.1,0.2,62,,0.3,0
112867,680718,"Addison Barger",25,2025,"TOR",134,502,459,61,21,75,4,7.2,24.1,0.211,0.244,0.301,0.455,0.756,105,0,0.9,2.1
113835,669208,"Ryan Bliss",25,2025,"SEA",11,39,35,1,1,3,2,10.3,28.2,0.114,0.2,0.282,0.314,0.596,100,0,0,0.2
115660,671213,"Triston Casas",25,2025,"BOS",29,112,99,5,3,11,0,9.8,24.1,0.121,0.182,0.277,0.303,0.58,85,,0,0.1
116366,672016,"Denzel Clarke",25,2025,"ATH",46,159,148,18,3,8,6,3.8,38.4,0.142,0.23,0.274,0.372,0.646,61,0.1,7.9,0.7
117074,681297,"Colton Cowser",25,2025,"BAL",91,360,327,36,16,40,14,7.5,35.6,0.19,0.196,0.269,0.385,0.654,72,0.1,-1,0
117672,680779,"Henry Davis",25,2025,"PIT",84,283,252,25,7,22,2,6.4,26.9,0.111,0.167,0.234,0.278,0.512,96,,2,1.2
118072,680728,"Adrian Del Castillo",25,2025,"AZ",44,131,120,9,4,17,0,6.1,35.9,0.15,0.242,0.29,0.392,0.682,66,,0.2,-0.3
119177,669364,"Xavier Edwards",25,2025,"MIA",139,619,561,75,3,43,27,7.9,14.2,0.07,0.283,0.343,0.353,0.696,96,0,3.5,2.3
121206,680869,"Zack Gelof",25,2025,"ATH",27,101,92,12,2,7,1,6.9,45.5,0.098,0.174,0.23,0.272,0.502,62,,0.4,0
121931,669357,"Nolan Gorman",25,2025,"STL",108,402,351,48,14,46,1,11.7,33.8,0.165,0.205,0.296,0.37,0.666,84,,-1.7,0.3
123409,681715,"Heriberto Hernández",25,2025,"MIA",86,294,256,40,10,45,1,10.5,26.2,0.172,0.266,0.347,0.438,0.785,100,,-1.3,0.6
124483,669236,"Jeremiah Jackson",25,2025,"BAL",48,183,170,20,5,21,0,6,27.3,0.171,0.276,0.328,0.447,0.775,87,,-1.3,0.1
125372,672284,"Jarred Kelenic",25,2025,"ATL",24,65,60,7,2,2,0,7.7,35.4,0.133,0.167,0.231,0.3,0.531,99,,0.2,0.2
126483,683004,"Jack Leiter",25,2025,"TEX",1,1,1,0,0,0,0,0,100,0,0,0,0,0,81,,0,0
127532,669234,"Justyn-Henry Malloy",25,2025,"DET",51,127,104,15,1,17,0,15.7,25.2,0.087,0.221,0.346,0.308,0.654,95,,-0.4,0.2
128758,680574,"Matt McLain",25,2025,"CIN",145,577,510,73,15,50,18,9.5,28.9,0.124,0.22,0.3,0.343,0.643,76,0.5,-2.9,0.2
128870,678009,"Parker Meadows",25,2025,"DET",56,213,191,22,4,16,4,9.9,26.3,0.115,0.215,0.291,0.33,0.621,88,0,0.7,0.6
130661,666310,"Bo Naylor",25,2025,"CLE",119,414,359,46,14,47,1,10.9,23.9,0.184,0.195,0.282,0.379,0.661,88,0,-2.6,0.7
130940,681393,"Connor Norby",25,2025,"MIA",87,337,311,42,8,34,8,5.3,26.7,0.138,0.251,0.3,0.389,0.689,80,0,-1,0.3
131149,681351,"Logan O'Hoppe",25,2025,"LAA",119,451,423,35,19,43,2,5.3,30.8,0.158,0.213,0.258,0.371,0.629,75,0,-11.2,-0.9
131409,680716,"Jonathan Ornelas",25,2025,,5,10,9,1,0,0,0,10,30,0,0.222,0.3,0.222,0.522,89,,0,0
132680,671976,"Tristan Peters",25,2025,"TB",4,12,12,0,0,0,0,0,58.3,0,0,0,0,0,64,,-0.1,0
134717,682848,"Endy Rodríguez",25,2025,"PIT",16,57,52,5,0,2,0,8.8,24.6,0.077,0.173,0.246,0.25,0.496,84,0,-0.1,0.1
136838,672279,"Michael Siani",25,2025,"STL",13,19,17,4,0,0,0,10.5,36.8,0,0.235,0.316,0.235,0.551,78,,-0.2,0
136960,682927,"Ronny Simon",25,2025,,27,88,77,10,0,7,1,9.1,17,0.039,0.234,0.299,0.273,0.572,105,,0.1,0.3
138635,677950,"Alek Thomas",25,2025,"AZ",136,469,433,51,9,38,7,4.5,26,0.12,0.249,0.289,0.37,0.659,70,0.1,-4.6,-0.3
138910,679529,"Spencer Torkelson",25,2025,"DET",155,649,563,82,31,78,2,11.1,26,0.217,0.24,0.333,0.456,0.789,122,-0.2,0.6,3.4
139196,668930,"Brice Turang",25,2025,"MIL",155,659,584,97,18,81,24,10,22.8,0.147,0.288,0.359,0.435,0.794,107,0.2,2.7,3.3
139705,678246,"Miguel Vargas",25,2025,"CWS",138,569,504,80,16,60,6,9.8,17.6,0.167,0.234,0.316,0.401,0.717,91,0,-2.1,1
