"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","R","HR","RBI","SB","BB%","K%","ISO","AVG","OBP","SLG","OPS","DRC+","DRB","DRP","WARP"
109139,671277,"Luis García Jr.",20,2020,"WAS",39,139,134,18,2,16,1,3.6,20.9,0.09,0.276,0.302,0.366,0.668,77,,-2.4,-0.1
105509,660620,"Jonathan Araúz",21,2020,"BOS",24,80,72,8,1,9,0,10,26.3,0.069,0.25,0.325,0.319,0.644,79,,-0.5,0.1
106820,660688,"Keibert Ruiz",21,2020,"LAD",2,8,8,1,1,1,0,0,37.5,0.375,0.25,0.25,0.625,0.875,93,,-0.2,0
107182,665742,"Juan Soto",21,2020,"WAS",47,196,154,39,13,37,6,20.9,14.3,0.344,0.351,0.49,0.695,1.185,183,,0,2.7
107184,665489,"Vladimir Guerrero Jr.",21,2020,"TOR",60,243,221,34,9,33,1,8.2,15.6,0.199,0.262,0.329,0.462,0.791,111,,-0.5,0.8
107293,665750,"Leody Taveras",21,2020,"TEX",32,134,119,20,4,6,8,10.4,32.1,0.168,0.227,0.308,0.395,0.703,89,,-0.6,0.2
107413,665947,"Sherten Apostel",21,2020,"TEX",6,21,20,1,0,0,0,4.8,42.9,0.05,0.1,0.143,0.15,0.293,75,,-0.2,0
107582,666185,"Dylan Carlson",21,2020,"STL",35,119,110,11,3,16,1,6.7,29.4,0.164,0.2,0.252,0.364,0.616,80,,-0.5,0.1
107858,665926,"Andrés Giménez",21,2020,"NYM",43,131,117,22,3,12,8,5.3,20.6,0.137,0.265,0.336,0.402,0.738,91,,-0.4,0.3
108145,665561,"Rafael Marchán",21,2020,"PHI",3,9,8,3,1,3,0,11.1,22.2,0.375,0.5,0.556,0.875,1.431,90,,-0.5,0
108343,665506,"Cristian Pache",21,2020,"ATL",1,4,4,0,0,0,0,0,50,0,0.25,0.25,0.25,0.5,86,,0,0
108350,670623,"Isaac Paredes",21,2020,"DET",32,108,100,7,1,6,0,7.4,22.2,0.07,0.22,0.278,0.29,0.568,82,,-0.8,0
108651,665487,"Fernando Tatis Jr.",21,2020,"SD",59,257,224,50,17,45,11,10.5,23.7,0.295,0.277,0.366,0.571,0.937,136,,-3,1.6
109295,666176,"Jo Adell",21,2020,"LAA",35,132,124,9,3,7,0,5.3,41.7,0.105,0.161,0.212,0.266,0.478,58,,-0.4,-0.3
109542,669134,"Luis Campusano",21,2020,"SD",1,4,3,2,1,1,0,0,50,1,0.333,0.5,1.333,1.833,85,,0,0
111216,672386,"Alejandro Kirk",21,2020,"TOR",8,25,24,4,1,3,0,4,16,0.208,0.375,0.4,0.583,0.983,100,,-1.2,0
105454,660670,"Ronald Acuña Jr.",22,2020,"ATL",46,202,160,46,14,29,8,18.8,29.7,0.331,0.25,0.406,0.581,0.987,137,,0.3,1.6
105764,661388,"William Contreras",22,2020,"ATL",3,10,10,0,0,1,0,0,40,0.1,0.4,0.4,0.5,0.9,83,,0,0
105984,664314,"Estevan Florial",22,2020,"NYY",1,3,3,0,0,0,0,0,66.7,0,0.333,0.333,0.333,0.666,91,,0,0
106217,663330,"Jahmai Jones",22,2020,"LAA",3,7,7,2,0,1,0,0,28.6,0,0.429,0.429,0.429,0.858,88,,0,0
106844,660821,"Jesús Sánchez",22,2020,"MIA",10,29,25,1,0,2,0,13.8,37.9,0.04,0.04,0.172,0.08,0.252,82,,-0.2,0
107006,660731,"Anderson Tejeda",22,2020,"TEX",21,77,75,7,3,8,4,2.6,39,0.2,0.253,0.273,0.453,0.726,73,,0.2,0
107491,666182,"Bo Bichette",22,2020,"TOR",29,128,123,18,5,23,4,3.9,21.1,0.211,0.301,0.328,0.512,0.84,112,,0.4,0.7
107632,665862,"Jazz Chisholm Jr.",22,2020,"MIA",19,62,56,8,2,6,2,8.1,30.6,0.161,0.161,0.242,0.321,0.563,79,,-0.1,0
107982,669087,"Sam Huff",22,2020,"TEX",9,33,31,5,3,4,0,6.1,33.3,0.387,0.355,0.394,0.742,1.136,104,,-1.3,0.1
108051,666198,"Carter Kieboom",22,2020,"WAS",33,122,99,15,0,9,0,13.9,27,0.01,0.202,0.344,0.212,0.556,91,,-1.1,0.1
108127,666158,"Gavin Lux",22,2020,"LAD",19,69,63,8,3,8,1,8.7,27.5,0.175,0.175,0.246,0.349,0.595,74,,0.7,0.1
108243,666160,"Mickey Moniak",22,2020,"PHI",7,18,14,3,0,0,0,22.2,33.3,0,0.214,0.389,0.214,0.603,96,,0,0.1
110664,673357,"Luis Robert Jr.",22,2020,"CHW",56,227,202,33,11,31,9,8.8,32.2,0.203,0.233,0.302,0.436,0.738,103,,5.3,1.4
111300,676480,"Jose Barrero",22,2020,"CIN",23,68,67,4,0,2,1,1.5,38.2,0,0.194,0.206,0.194,0.4,60,,-0.4,-0.2
103221,642727,"Sergio Alcántara",23,2020,"DET",9,23,21,2,1,1,0,8.7,17.4,0.238,0.143,0.217,0.381,0.598,83,,-0.2,0
103262,642772,"Luis Alexander Basabe",23,2020,"SF",6,18,14,5,0,1,2,22.2,27.8,0,0.143,0.333,0.143,0.476,102,,0,0.1
104004,645277,"Ozzie Albies",23,2020,"ATL",29,124,118,21,6,19,3,4,24.2,0.195,0.271,0.306,0.466,0.772,100,,0.7,0.5
104023,645302,"Victor Robles",23,2020,"WAS",52,189,168,20,3,15,4,4.8,28,0.095,0.22,0.293,0.315,0.608,76,,-2.2,-0.1
104025,645305,"Ali Sánchez",23,2020,"NYM",5,10,9,0,0,0,0,10,30,0,0.111,0.2,0.111,0.311,98,,0,0
104042,646240,"Rafael Devers",23,2020,"BOS",57,248,232,32,11,43,0,5.2,27,0.22,0.263,0.31,0.483,0.793,90,,-0.9,0.4
104096,649966,"Luis Urías",23,2020,"MIL",34,120,109,11,0,11,2,8.3,26.7,0.055,0.239,0.308,0.294,0.602,77,,-0.5,0
104121,650331,"Lewin Díaz",23,2020,"MIA",13,41,39,2,0,3,0,4.9,29.3,0.051,0.154,0.195,0.205,0.4,78,,0.2,0
104123,650333,"Luis Arraez",23,2020,"MIN",32,121,112,16,0,13,0,6.6,9.1,0.08,0.321,0.364,0.402,0.766,101,,-0.1,0.5
104176,650391,"Eloy Jiménez",23,2020,"CHW",54,226,213,26,14,41,0,5.3,24.8,0.263,0.296,0.332,0.559,0.891,119,,-1.6,1.1
104180,650402,"Gleyber Torres",23,2020,"NYY",42,160,136,17,3,16,1,13.8,17.5,0.125,0.243,0.356,0.368,0.724,111,,0.3,0.8
104205,650489,"Willi Castro",23,2020,"DET",36,140,129,21,6,24,0,5,27.1,0.202,0.349,0.381,0.55,0.931,103,,-0.9,0.4
104290,650619,"Meibrys Viloria",23,2020,"KC",12,24,21,1,0,0,0,8.3,37.5,0.048,0.19,0.292,0.238,0.53,72,,-1,-0.1
104450,650859,"Luis Rengifo",23,2020,"LAA",30,106,90,12,1,3,3,13.2,24.5,0.044,0.156,0.269,0.2,0.469,87,,-0.2,0.2
104934,657061,"Cole Tucker",23,2020,"PIT",35,116,109,17,1,8,1,4.3,26.7,0.055,0.22,0.252,0.275,0.527,67,,-0.1,-0.1
105595,663905,"Travis Blankenhorn",23,2020,"MIN",1,4,3,0,0,0,0,0,0,0.333,0.333,0.5,0.667,1.167,92,,0,0
105670,663662,"Daz Cameron",23,2020,"DET",17,59,57,4,0,3,1,3.4,32.2,0.07,0.193,0.22,0.263,0.483,70,,-0.1,0
105735,663757,"Trent Grisham",23,2020,"SD",59,252,215,42,10,26,10,12.3,25.4,0.205,0.251,0.352,0.456,0.808,103,,2.3,1.2
106121,663647,"Ke'Bryan Hayes",23,2020,"PIT",24,95,85,17,5,11,1,9.5,21.1,0.306,0.376,0.442,0.682,1.124,117,,1,0.5
106527,663624,"Ryan Mountcastle",23,2020,"BAL",35,140,126,12,5,23,0,7.9,21.4,0.159,0.333,0.386,0.492,0.878,110,,0.2,0.6
106548,647304,"Josh Naylor",23,2020,,40,104,97,13,1,6,1,4.8,11.5,0.082,0.247,0.291,0.33,0.621,92,,-0.4,0.2
106744,663586,"Austin Riley",23,2020,"ATL",51,206,188,24,8,27,0,7.8,23.8,0.176,0.239,0.301,0.415,0.716,97,,-1.3,0.4
106765,663898,"Brendan Rodgers",23,2020,"COL",7,21,21,1,0,2,0,0,28.6,0.048,0.095,0.095,0.143,0.238,93,,-0.1,0.1
106960,663886,"Tyler Stephenson",23,2020,"CIN",8,20,17,4,2,6,0,10,45,0.353,0.294,0.4,0.647,1.047,79,,0.1,0
107047,663656,"Kyle Tucker",23,2020,"HOU",58,228,209,33,9,42,8,7.9,20.2,0.244,0.268,0.325,0.512,0.837,96,,0.8,0.7
107269,664334,"Aaron Whitefield",23,2020,"MIN",2,1,1,1,0,0,0,0,0,0,0,0,0,0,107,,0,0
109090,647351,"Abraham Toro",23,2020,"HOU",32,97,87,13,3,9,1,3.1,23.7,0.126,0.149,0.237,0.276,0.513,84,,-0.1,0.1
109136,671250,"Jorge Oña",23,2020,"SD",5,15,12,3,1,2,0,13.3,46.7,0.333,0.25,0.4,0.583,0.983,88,,0,0
109147,670541,"Yordan Alvarez",23,2020,"HOU",2,9,8,2,1,4,0,0,11.1,0.375,0.25,0.333,0.625,0.958,91,,0,0
110030,669374,"Keston Hiura",23,2020,"MIL",59,246,217,30,13,32,3,6.5,34.6,0.198,0.212,0.297,0.41,0.707,109,,0.5,1.3
110995,662139,"Daulton Varsho",23,2020,"AZ",34,115,101,16,3,9,3,10.4,28.7,0.178,0.188,0.287,0.366,0.653,84,,1,0.3
112968,663698,"Joey Bart",23,2020,"SF",32,111,103,15,0,7,0,2.7,36.9,0.087,0.233,0.288,0.32,0.608,63,,0.6,-0.1
113905,664761,"Alec Bohm",23,2020,"PHI",44,180,160,24,4,23,1,8.9,20,0.144,0.338,0.4,0.481,0.881,115,,-0.9,0.8
123806,663538,"Nico Hoerner",23,2020,"CHC",46,126,108,19,0,13,3,9.5,19,0.037,0.222,0.312,0.259,0.571,96,,0.1,0.4
124659,680777,"Ryan Jeffers",23,2020,"MIN",23,62,55,5,3,7,0,8.1,30.6,0.164,0.273,0.355,0.436,0.791,115,,-0.5,0.3
127403,663611,"Nick Madrigal",23,2020,"CHW",29,109,103,8,0,11,2,3.7,6.4,0.029,0.34,0.376,0.369,0.745,109,,0.6,0.6
100344,609275,"Adalberto Mondesi",24,2020,"KC",59,233,219,33,6,22,24,4.7,30,0.16,0.256,0.294,0.416,0.71,78,,3.8,0.5
100406,614177,"Franmil Reyes",24,2020,"CLE",59,241,211,27,9,34,0,10,28.6,0.175,0.275,0.344,0.45,0.794,113,,-0.1,0.8
102106,620439,"Franklin Barreto",24,2020,,18,28,27,5,0,2,1,0,53.6,0,0.074,0.107,0.074,0.181,67,,0.1,0
102110,620443,"Luis Torrens",24,2020,,23,78,70,5,1,6,0,9,19.2,0.114,0.257,0.325,0.371,0.696,97,,-3.4,0.1
102118,620453,"Deivy Grullón",24,2020,"BOS",1,4,3,0,0,1,0,25,25,0,0.333,0.5,0.333,0.833,97,,0,0
102519,641355,"Cody Bellinger",24,2020,"LAD",56,243,213,33,12,30,6,12.3,17.3,0.216,0.239,0.333,0.455,0.788,102,,3.5,1.3
102657,641829,"Jason Martin",24,2020,"PIT",6,11,9,2,0,0,0,18.2,36.4,0,0,0.182,0,0.182,77,,0,0
102787,642211,"Justin Williams",24,2020,"STL",3,6,5,0,0,0,0,16.7,33.3,0,0.2,0.333,0.2,0.533,78,,0,0
102864,642336,"Francisco Mejía",24,2020,"SD",16,42,39,5,1,2,0,2.4,21.4,0.103,0.077,0.143,0.179,0.322,78,,-0.1,-0.1
102940,642423,"Magneuris Sierra",24,2020,"MIA",14,53,44,8,0,7,4,9.4,17,0.114,0.25,0.333,0.364,0.697,92,,1.3,0.3
103203,642708,"Amed Rosario",24,2020,"NYM",44,148,144,20,4,15,0,2.7,23.6,0.118,0.25,0.27,0.368,0.638,76,,-2.1,-0.1
103209,642715,"Willy Adames",24,2020,"TB",54,205,185,29,8,23,2,9.8,36.1,0.222,0.259,0.332,0.481,0.813,89,,-2.4,0.2
103225,642731,"Thairo Estrada",24,2020,"NYY",22,52,48,8,1,3,1,1.9,36.5,0.063,0.167,0.231,0.229,0.46,76,,0.2,0.1
103432,643418,"Shed Long Jr.",24,2020,"SEA",34,128,117,10,3,9,4,8.6,28.9,0.12,0.171,0.242,0.291,0.533,75,,-0.2,0.1
103985,644374,"Yu Chang",24,2020,"CLE",7,13,11,1,0,1,0,15.4,30.8,0,0.182,0.308,0.182,0.49,92,,0,0
104745,656308,"Michael Chavis",24,2020,"BOS",42,158,146,16,5,19,3,5.1,31.6,0.164,0.212,0.259,0.377,0.636,78,,-0.6,0.1
104766,656371,"Isan Díaz",24,2020,"MIA",7,22,22,3,0,1,0,0,31.8,0,0.182,0.182,0.182,0.364,80,,-0.1,0
104794,656509,"Monte Harrison",24,2020,"MIA",26,51,47,8,1,3,6,7.8,51,0.085,0.17,0.235,0.255,0.49,78,,0.1,0.1
104814,656577,"Alex Jackson",24,2020,"ATL",4,7,7,0,0,0,0,0,57.1,0.143,0.286,0.286,0.429,0.715,82,,0,0
104926,657041,"Lane Thomas",24,2020,"STL",16,40,36,5,1,2,0,10,32.5,0.139,0.111,0.2,0.25,0.45,82,,0.4,0.1
