"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","H","1B","2B","3B","HR","TB","R","RBI","BB","K","HBP","SB","CS","SF","SH","GDP","GUILLEN"
130661,666310,"Bo Naylor",22,2022,"CLE",3,8,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
131149,681351,"Logan O'Hoppe",22,2022,"LAA",5,16,14,4,4,0,0,0,4,1,2,2,3,0,0,0,0,0,0,0
132495,669309,"Joe Perez",22,2022,"HOU",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
136838,672279,"Michael Siani",22,2022,"CIN",8,24,24,4,4,0,0,0,4,1,0,0,7,0,0,1,0,0,1,0
138635,677950,"Alek Thomas",22,2022,"AZ",108,411,381,88,62,17,1,8,131,45,39,22,74,3,4,3,0,5,6,33.3
138910,679529,"Spencer Torkelson",22,2022,"DET",110,404,360,73,48,16,1,8,115,38,28,37,99,5,0,1,0,2,14,34.2
139705,678246,"Miguel Vargas",22,2022,"LAD",18,50,47,8,6,1,0,1,12,4,8,2,13,0,1,0,0,1,0,75
141166,677951,"Bobby Witt Jr.",22,2022,"KC",150,631,590,150,93,31,6,20,253,82,80,30,134,6,30,7,0,5,13,32.9
141688,683146,"Brett Baty",22,2022,"NYM",11,42,38,7,5,0,0,2,13,4,5,2,8,1,0,0,0,0,0,50
105509,660620,"Jonathan Araúz",23,2022,,14,41,38,5,4,0,0,1,8,3,5,1,12,0,0,0,1,1,0,33.3
106498,660707,"Elehuris Montero",23,2022,"COL",52,185,176,41,19,15,1,6,76,21,20,8,60,1,0,0,0,0,6,42.9
106820,660688,"Keibert Ruiz",23,2022,"WSH",111,433,394,99,70,22,0,7,142,33,36,30,50,6,6,1,1,2,10,33.3
107182,665742,"Juan Soto",23,2022,,153,664,524,127,73,25,2,27,237,93,62,135,96,4,6,2,0,0,13,43
107184,665489,"Vladimir Guerrero Jr.",23,2022,"TOR",160,706,638,175,108,35,0,32,306,90,97,58,116,6,8,3,0,4,27,53.3
107293,665750,"Leody Taveras",23,2022,"TEX",95,341,314,82,61,14,2,5,115,39,34,21,88,2,11,5,1,3,4,25.6
107439,668731,"Akil Baddoo",23,2022,"DET",70,225,201,41,34,3,2,2,54,30,9,24,64,0,9,6,0,0,2,13.3
107561,665828,"Oswaldo Cabrera",23,2022,"NYY",44,171,154,38,23,8,1,6,66,21,19,15,44,0,3,2,1,1,1,38.1
107582,666185,"Dylan Carlson",23,2022,"STL",125,488,432,102,60,30,4,8,164,56,42,45,94,7,5,2,0,4,7,33.9
107611,666801,"Rodolfo Castro",23,2022,"PIT",71,278,253,59,36,8,4,11,108,25,27,22,74,2,5,3,0,1,6,52
107616,665482,"Gilberto Celestino",23,2022,"MIN",119,347,311,74,59,12,1,2,94,30,24,32,77,2,4,1,2,0,14,23.3
107675,665833,"Oneil Cruz",23,2022,"PIT",87,361,331,77,43,13,4,17,149,45,54,28,126,1,10,4,0,1,4,40
107858,665926,"Andrés Giménez",23,2022,"CLE",144,557,491,146,100,26,3,17,229,66,69,34,112,25,20,3,4,3,10,33.3
108280,665922,"Símon Muzziotti",23,2022,"PHI",4,9,7,1,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,
108343,665506,"Cristian Pache",23,2022,"OAK",83,260,241,40,30,5,2,3,58,18,18,15,70,1,2,2,3,0,5,22.2
108350,670623,"Isaac Paredes",23,2022,"TB",107,381,331,68,32,16,0,20,144,48,45,44,67,4,0,1,0,2,13,56.3
108479,665861,"Sebastián  Rivero",23,2022,"KC",15,29,26,4,4,0,0,0,4,2,1,2,10,0,0,0,1,0,0,50
108525,665923,"Esteury Ruiz",23,2022,,13,36,35,6,4,1,1,0,9,3,2,1,7,0,1,2,0,0,0,33.3
108882,666128,"Mario Feliciano",23,2022,"MIL",2,5,4,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
109083,669261,"Jack Suwinski",23,2022,"PIT",103,372,326,66,36,11,0,19,134,45,38,41,114,4,4,2,0,1,5,55.6
109295,666176,"Jo Adell",23,2022,"LAA",86,286,269,60,38,12,2,8,100,22,27,11,108,4,4,2,0,1,6,40.9
109318,669397,"Nick Allen",23,2022,"OAK",95,326,299,62,45,13,0,4,87,31,19,19,64,1,3,2,6,1,5,29
109542,669134,"Luis Campusano",23,2022,"SD",16,50,48,12,10,1,0,1,16,4,5,1,11,0,0,0,0,1,2,25
109738,673237,"Yainer Diaz",23,2022,"HOU",4,9,8,1,0,1,0,0,2,0,1,1,2,0,0,0,0,0,0,
109755,669023,"Jeter Downs",23,2022,"BOS",13,41,39,6,4,1,0,1,10,4,4,1,21,0,0,0,0,1,0,25
109838,671289,"Tyler Freeman",23,2022,"CLE",23,86,77,19,16,3,0,0,22,9,3,4,11,4,1,0,0,1,2,22.2
110120,671083,"Buddy Kennedy",23,2022,"AZ",30,94,83,18,13,2,2,1,27,10,12,8,23,1,0,0,0,2,1,20
110182,668904,"Royce Lewis",23,2022,"MIN",12,41,40,12,6,4,0,2,22,5,5,1,5,0,0,0,0,0,2,40
110207,672640,"Otto Lopez",23,2022,"TOR",5,10,9,6,6,0,0,0,6,0,3,1,1,0,0,1,0,0,0,
110333,669004,"MJ Melendez",23,2022,"KC",129,534,460,100,58,21,3,18,181,57,62,66,131,1,2,3,0,7,4,43.9
110372,668751,"Cal Mitchell",23,2022,"PIT",69,232,212,48,32,11,0,5,74,21,17,18,52,0,3,1,1,1,3,42.9
110401,666624,"Christopher Morel",23,2022,"CHC",112,425,379,89,50,19,4,16,164,55,47,38,137,3,10,7,3,2,6,43.6
110594,668472,"Nick Pratto",23,2022,"KC",49,182,158,29,12,9,1,7,61,18,20,19,66,1,0,0,1,3,6,44.4
110851,675986,"Canaan Smith-Njigba",23,2022,"PIT",3,7,5,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0
111044,671221,"Drew Waters",23,2022,"KC",32,109,96,23,11,6,1,5,46,14,18,12,40,0,0,0,0,0,1,42.9
111156,676369,"Nelson Velázquez",23,2022,"CHC",75,206,185,38,22,7,3,6,69,20,26,19,65,2,5,2,0,0,6,40
111187,677649,"Ezequiel Duran",23,2022,"TEX",58,220,208,49,33,10,1,5,76,25,25,12,54,0,4,1,0,0,4,24
111216,672386,"Alejandro Kirk",23,2022,"TOR",139,541,470,134,101,19,0,14,195,59,63,63,58,4,0,0,0,4,12,44.1
114833,676475,"Alec Burleson",23,2022,"STL",16,53,48,9,7,1,0,1,13,4,3,5,9,0,1,0,0,0,1,75
126286,681526,"Bryan Lavastida",23,2022,"CLE",4,15,12,1,1,0,0,0,1,0,0,3,4,0,0,0,0,0,0,
129622,669003,"Garrett Mitchell",23,2022,"MIL",22,68,61,19,14,3,0,2,28,9,9,6,28,0,8,0,1,0,0,33.3
138833,669911,"Michael Toglia",23,2022,"COL",31,120,111,24,12,8,2,2,42,10,12,9,44,0,1,1,0,0,2,40
143882,686676,"Korey Lee",23,2022,"HOU",12,26,25,4,2,2,0,0,6,1,4,1,9,0,0,0,0,0,1,0
105454,660670,"Ronald Acuña Jr.",24,2022,"ATL",119,533,467,124,85,24,0,15,193,71,50,53,126,10,29,11,0,3,9,36.6
105636,660644,"Vidal Bruján",24,2022,"TB",50,162,147,24,16,5,0,3,38,13,16,12,37,1,5,5,0,2,2,30.8
105690,660636,"Diego A. Castillo",24,2022,"PIT",95,283,262,54,30,13,0,11,100,28,29,14,75,3,1,1,0,4,9,46.4
105764,661388,"William Contreras",24,2022,"ATL",97,376,334,93,58,14,1,20,169,51,45,39,104,1,2,0,0,2,5,49
105811,663478,"Brendon Davis",24,2022,"DET",3,11,10,2,2,0,0,0,2,2,0,1,3,0,1,0,0,0,0,0
105984,664314,"Estevan Florial",24,2022,"NYY",13,35,31,3,3,0,0,0,3,4,1,3,13,1,2,0,0,0,0,0
106015,660650,"Dérmis Garcia",24,2022,"OAK",39,125,116,24,13,6,0,5,45,13,20,8,55,1,0,0,0,0,1,69.2
106066,660757,"Oscar Gonzalez",24,2022,"CLE",91,382,362,107,69,27,0,11,167,39,43,15,75,3,1,2,0,2,6,33.3
106153,660634,"Yonny Hernández",24,2022,"AZ",10,28,24,2,2,0,0,0,2,2,0,2,4,0,2,0,2,0,0,50
106844,660821,"Jesús Sánchez",24,2022,"MIA",95,343,313,67,37,14,3,13,126,38,36,26,92,3,1,0,0,1,7,42.1
107149,660766,"Juan Yepez",24,2022,"STL",74,274,253,64,39,13,0,12,113,27,30,16,61,1,0,0,0,4,6,48.1
107183,665650,"Lucius Fox",24,2022,"WSH",9,28,25,2,2,0,0,0,2,2,2,1,9,0,1,0,2,0,1,0
107415,666018,"Jonathan Aranda",24,2022,"TB",30,87,78,15,9,4,0,2,25,10,6,8,23,1,0,0,0,0,1,20
107480,666181,"Will Benson",24,2022,"CLE",26,61,55,10,9,1,0,0,11,8,3,3,19,2,0,0,1,0,1,12.5
107491,666182,"Bo Bichette",24,2022,"TOR",159,697,652,189,121,43,1,24,306,91,93,41,155,2,13,8,0,2,23,39.6
107632,665862,"Jazz Chisholm Jr.",24,2022,"MIA",60,241,213,54,26,10,4,14,114,39,45,21,66,3,12,5,0,3,0,43.6
107982,669087,"Sam Huff",24,2022,"TEX",39,132,121,29,21,4,0,4,45,9,10,11,42,0,1,0,0,0,1,55.6
108055,666135,"Alex Kirilloff",24,2022,"MIN",44,156,144,36,26,7,0,3,52,14,21,5,36,4,0,0,0,2,5,57.1
108090,666137,"Khalil Lee",24,2022,"NYM",2,2,2,1,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,100
108118,666139,"Josh Lowe",24,2022,"TB",51,198,181,40,24,12,2,2,62,24,13,15,66,1,3,0,1,0,1,20.8
108127,666158,"Gavin Lux",24,2022,"LAD",128,471,421,116,83,20,7,6,168,66,42,47,95,0,7,2,0,3,5,21.2
108236,669304,"Jose Miranda",24,2022,"MIN",123,483,444,119,79,25,0,15,189,45,66,28,91,10,1,1,0,1,21,46.7
108243,666160,"Mickey Moniak",24,2022,,34,111,105,18,11,3,1,3,32,13,8,4,43,1,1,0,1,0,0,46.2
108682,666211,"Taylor Trammell",24,2022,"SEA",41,117,102,20,7,9,0,4,41,15,10,13,33,0,2,1,1,1,2,33.3
108947,666134,"Nolan Jones",24,2022,"CLE",28,94,86,21,14,5,0,2,32,10,13,8,31,0,0,0,0,0,2,20
109122,669016,"Brandon Marsh",24,2022,,134,461,424,104,71,18,4,11,163,49,52,28,158,3,10,4,3,3,5,36.7
109776,666464,"Jerar Encarnacion",24,2022,"MIA",23,81,77,14,8,3,0,3,26,7,14,3,32,0,2,0,0,1,3,42.9
110664,673357,"Luis Robert Jr.",24,2022,"CWS",95,401,380,108,78,18,0,12,162,54,56,17,77,3,11,3,0,1,7,35.2
110935,669352,"Bubba Thompson",24,2022,"TEX",55,181,170,45,39,5,0,1,53,18,9,7,56,2,18,3,2,0,2,22.2
111300,676480,"Jose Barrero",24,2022,"CIN",47,174,165,25,20,3,0,2,34,13,10,9,76,0,4,1,0,0,4,30.8
113823,668709,"JJ Bleday",24,2022,"MIA",64,238,204,34,17,10,2,5,63,21,16,30,67,2,4,1,0,2,6,38.1
115478,681481,"Kerry Carpenter",24,2022,"DET",30,113,103,26,15,4,1,6,50,16,10,6,32,3,0,0,0,1,0,50
125906,668952,"Ryan Kreidler",24,2022,"DET",26,84,73,13,11,1,0,1,17,8,6,6,22,1,0,1,2,2,0,12.5
126005,680757,"Steven Kwan",24,2022,"CLE",147,638,563,168,130,25,7,6,225,89,52,62,60,7,19,5,2,4,10,22.5
126172,669127,"Shea Langeliers",24,2022,"OAK",40,153,142,31,14,10,1,6,61,14,22,9,53,0,0,0,0,2,4,50
128477,664983,"Jake McCarthy",24,2022,"AZ",96,354,321,91,64,16,3,8,137,53,43,23,76,6,23,3,3,1,5,26.4
130939,663457,"Lars Nootbaar",24,2022,"STL",105,347,290,66,33,16,3,14,130,53,40,51,71,1,4,1,0,5,3,43.4
132232,665161,"Jeremy Peña",24,2022,"HOU",136,558,521,132,88,20,2,22,222,72,63,22,135,6,11,2,1,5,6,45.8
135527,668939,"Adley Rutschman",24,2022,"BAL",113,470,398,101,52,35,1,13,177,70,42,65,86,4,4,0,0,3,5,34.3
137201,669701,"Josh Smith",24,2022,"TEX",73,253,213,42,35,5,0,2,53,23,16,28,50,7,4,3,2,3,1,43.5
137710,668715,"Spencer Steer",24,2022,"CIN",28,108,95,20,13,5,0,2,31,12,8,11,26,2,0,1,0,0,2,41.7
137906,681082,"Bryson Stott",24,2022,"PHI",125,466,427,100,69,19,2,10,153,58,49,36,89,1,12,4,1,1,5,32.8
137926,669065,"Kyle Stowers",24,2022,"BAL",33,98,91,23,15,4,1,3,38,11,11,5,29,2,0,0,0,0,3,36.4
138172,680552,"Travis Swaggerty",24,2022,"PIT",4,9,9,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,
140293,670242,"Matt Wallner",24,2022,"MIN",18,65,57,13,8,3,0,2,22,4,10,6,25,2,1,0,0,0,0,75
142220,673962,"Josh Jung",24,2022,"TEX",26,102,98,20,10,4,1,5,41,9,14,4,39,0,2,0,0,0,2,66.7
142821,683734,"Andrew Vaughn",24,2022,"CWS",134,555,510,138,92,28,1,17,219,60,76,31,96,9,0,0,0,5,14,50
143748,686469,"Vinnie Pasquantino",24,2022,"KC",72,298,258,76,56,10,0,10,116,25,26,35,34,3,1,0,0,2,6,40
143892,686681,"Michael Massey",24,2022,"KC",51,194,173,42,28,9,1,4,65,16,17,9,46,8,3,0,2,2,1,43.8
144013,686823,"Will Brennan",24,2022,"CLE",11,45,42,15,12,1,1,1,21,6,8,2,4,1,2,1,0,0,0,16.7
103221,642727,"Sergio Alcántara",25,2022,,77,224,205,45,30,8,1,6,73,26,29,12,57,1,1,2,2,4,6,26.9
103744,657129,"Marcus Wilson",25,2022,"SEA",3,6,5,1,1,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0
104004,645277,"Ozzie Albies",25,2022,"ATL",64,269,247,61,37,16,0,8,101,36,35,16,47,2,3,5,0,4,1,50
104023,645302,"Victor Robles",25,2022,"WSH",123,407,366,82,64,10,2,6,114,42,33,17,104,9,15,4,11,4,4,16.7
104033,645444,"Jose Herrera",25,2022,"AZ",45,124,111,21,19,2,0,0,23,9,5,9,34,0,0,0,4,0,1,11.1
104042,646240,"Rafael Devers",25,2022,"BOS",141,614,555,164,94,42,1,27,289,84,88,50,114,6,3,1,0,3,14,47.6
104096,649966,"Luis Urías",25,2022,"MIL",119,472,406,97,63,17,1,16,164,54,47,50,99,11,1,2,0,5,9,44.4
104121,650331,"Lewin Díaz",25,2022,"MIA",50,174,160,27,18,4,0,5,46,12,11,11,54,1,1,0,0,2,3,41.7
104123,650333,"Luis Arraez",25,2022,"MIN",144,603,547,173,133,31,1,8,230,88,49,50,43,3,4,4,0,3,8,33
104129,650339,"Jermaine Palacios",25,2022,"MIN",26,77,70,10,8,0,0,2,16,8,6,4,27,0,0,0,1,2,2,37.5
104176,650391,"Eloy Jiménez",25,2022,"CWS",84,327,292,86,58,12,0,16,146,40,54,28,72,3,0,0,0,4,8,62.5
104180,650402,"Gleyber Torres",25,2022,"NYY",140,572,526,135,82,28,1,24,237,73,76,39,129,3,10,5,1,3,14,50.7
104205,650489,"Willi Castro",25,2022,"DET",112,392,365,88,60,18,2,8,134,47,31,15,82,8,9,4,1,3,4,23.4
104261,650559,"Bryan De La Cruz",25,2022,"MIA",106,355,329,83,50,20,0,13,142,38,43,19,90,2,4,0,0,4,9,52.6
104290,650619,"Meibrys Viloria",25,2022,"TEX",25,75,63,10,7,1,0,2,17,10,5,11,29,0,0,0,0,1,0,30
104450,650859,"Luis Rengifo",25,2022,"LAA",127,511,489,129,86,22,4,17,210,45,52,17,79,4,6,2,1,0,14,46.7
104495,650907,"René Pinto",25,2022,"TB",25,83,80,17,12,3,0,2,26,5,10,2,35,1,0,0,0,0,3,60
104616,656024,"Carlos Pérez",25,2022,"CWS",7,18,18,4,2,2,0,0,6,0,2,0,2,0,0,0,0,0,1,
104872,656821,"Kevin Padlo",25,2022,,13,34,33,4,3,1,0,0,5,0,3,1,10,0,0,0,0,0,2,
104934,657061,"Cole Tucker",25,2022,"PIT",18,63,63,11,9,1,1,0,14,3,2,0,25,0,1,0,0,0,1,33.3
105438,663911,"Nick Plummer",25,2022,"NYM",12,31,29,4,1,1,0,2,11,4,6,1,12,1,0,0,0,0,1,75
105595,663905,"Travis Blankenhorn",25,2022,"NYM",1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
105670,663662,"Daz Cameron",25,2022,"DET",21,70,64,14,9,3,1,1,22,6,8,5,20,1,2,0,0,0,1,16.7
105735,663757,"Trent Grisham",25,2022,"SD",145,524,451,83,48,16,2,17,154,58,53,57,150,7,7,1,7,2,5,37.9
106121,663647,"Ke'Bryan Hayes",25,2022,"PIT",134,560,505,123,89,24,3,7,174,55,41,48,122,5,20,5,0,2,15,38.2
106439,663630,"Ryan McKenna",25,2022,"BAL",74,172,156,37,25,10,0,2,53,23,11,11,55,2,2,1,2,1,3,8.7
106527,663624,"Ryan Mountcastle",25,2022,"BAL",145,609,555,139,88,28,1,22,235,62,85,43,154,4,4,1,0,7,13,51.6
106548,647304,"Josh Naylor",25,2022,"CLE",122,498,449,115,67,28,0,20,203,47,79,38,80,6,6,1,0,5,14,59.6
106555,663527,"Tyler Nevin",25,2022,"BAL",53,184,157,31,25,4,0,2,41,17,16,20,46,4,0,0,0,3,4,23.5
106744,663586,"Austin Riley",25,2022,"ATL",159,693,615,168,89,39,2,38,325,90,93,57,168,17,2,0,0,4,14,60
106765,663898,"Brendan Rodgers",25,2022,"COL",136,581,527,140,94,30,3,13,215,72,63,46,101,3,0,0,0,5,27,36.1
106960,663886,"Tyler Stephenson",25,2022,"CIN",47,183,166,53,38,9,0,6,80,24,35,12,47,3,1,0,0,2,5,54.2
107047,663656,"Kyle Tucker",25,2022,"HOU",150,609,544,140,81,28,1,30,260,71,107,59,95,1,25,4,0,2,13,54.9
107130,663897,"Luke Williams",25,2022,,68,136,127,30,23,5,1,1,40,21,6,9,44,0,11,4,0,0,2,9.5
107192,666783,"Yusniel Díaz",25,2022,"BAL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
107269,664334,"Aaron Whitefield",25,2022,"LAA",5,11,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
107577,668843,"Conner Capel",25,2022,,19,59,52,16,12,0,1,3,27,7,11,5,10,0,1,1,0,2,2,42.9
107938,668721,"Payton Henry",25,2022,"MIA",12,35,28,4,4,0,0,0,4,2,4,5,8,2,0,0,0,0,0,0
109090,647351,"Abraham Toro",25,2022,"SEA",105,352,324,60,36,13,1,10,105,36,35,22,65,2,2,0,0,4,4,44.4
109147,670541,"Yordan Alvarez",25,2022,"HOU",135,561,470,144,76,29,2,37,288,95,97,78,106,6,1,1,0,7,15,60
110030,669374,"Keston Hiura",25,2022,"MIL",78,266,234,53,30,8,1,14,105,34,32,23,111,8,5,2,0,1,3,52.9
110280,665155,"Nick Maton",25,2022,"PHI",30,85,72,18,10,2,1,5,37,13,17,10,29,1,0,0,0,2,0,53.8
110855,675656,"Kevin Smith",25,2022,"OAK",45,151,139,25,13,9,1,2,42,9,13,7,42,0,4,0,3,2,5,22.2
110995,662139,"Daulton Varsho",25,2022,"AZ",149,592,531,125,72,23,3,27,235,79,74,46,145,7,16,6,2,5,9,41.8
111033,670764,"Taylor Walls",25,2022,"TB",132,466,407,70,42,18,2,8,116,53,33,52,120,2,10,3,2,2,7,24.5
112968,663698,"Joey Bart",25,2022,"SF",89,291,261,56,39,6,0,11,95,34,25,26,112,4,2,1,0,0,5,44.1
113235,666179,"Seth Beer",25,2022,"AZ",38,126,111,21,17,3,0,1,27,4,9,11,31,3,0,0,0,1,4,50
113905,664761,"Alec Bohm",25,2022,"PHI",152,631,586,164,124,24,3,13,233,79,72,31,110,4,2,3,0,10,20,34.2
114769,680814,"Peyton Burdick",25,2022,"MIA",31,102,92,19,11,4,0,4,35,8,11,8,35,2,1,0,0,0,1,50
115362,681962,"Vinny Capra",25,2022,"TOR",7,7,5,1,1,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0
118722,680977,"Brendan Donovan",25,2022,"STL",125,468,391,110,83,21,1,5,148,64,45,60,70,14,2,3,1,2,8,25
119003,680776,"Jarren Duran",25,2022,"BOS",57,223,204,45,25,14,3,3,74,23,17,14,63,4,7,1,0,1,1,21.7
119087,681987,"Nate Eaton",25,2022,"KC",42,122,106,28,20,4,3,1,41,16,12,10,30,2,11,1,1,3,2,12.5
120337,663743,"Nick Fortes",25,2022,"MIA",71,240,217,50,34,6,1,9,85,41,24,18,45,5,5,3,0,0,5,39
121858,663853,"Romy Gonzalez",25,2022,"CWS",32,109,105,25,18,4,1,2,37,15,11,2,39,1,0,1,0,1,3,33.3
123806,663538,"Nico Hoerner",25,2022,"CHC",133,517,481,135,98,22,5,10,197,60,55,28,57,6,20,2,0,2,12,26.7
124341,663697,"Jonathan India",25,2022,"CIN",103,430,385,96,68,16,2,10,146,48,41,31,93,14,3,4,0,0,8,27.1
124395,664728,"Kyle Isbel",25,2022,"KC",94,278,256,54,35,10,4,5,87,32,28,16,75,3,9,6,1,2,5,18.8
124659,680777,"Ryan Jeffers",25,2022,"MIN",66,236,212,44,26,10,1,7,77,25,27,23,62,0,0,0,1,0,7,40
126235,663616,"Trevor Larnach",25,2022,"MIN",51,180,160,37,19,13,0,5,65,22,18,18,57,0,0,0,0,2,1,50
127403,663611,"Nick Madrigal",25,2022,"CHC",59,228,209,52,45,7,0,0,59,19,7,14,27,3,3,1,2,0,6,36.8
129503,680911,"Owen Miller",25,2022,"CLE",128,472,424,103,70,26,1,6,149,53,51,32,93,7,2,0,0,9,8,26.4
131575,681546,"James Outman",25,2022,"LAD",4,16,13,6,3,2,0,1,11,6,3,2,7,1,0,0,0,0,0,33.3
131734,680700,"Richie Palacios",25,2022,"CLE",53,123,112,26,20,6,0,0,32,7,10,9,20,1,2,0,0,1,3,0
133279,665154,"Ford Proctor",25,2022,"SF",7,22,18,2,1,0,0,1,5,3,6,2,3,0,0,0,0,2,0,33.3
133509,663728,"Cal Raleigh",25,2022,"SEA",116,415,370,78,30,20,1,27,181,46,63,38,122,2,1,0,0,5,5,65.2
134357,663845,"Alfonso Rivas III",25,2022,"CHC",93,287,251,59,49,5,2,3,77,27,25,29,87,4,6,1,1,2,1,37
137796,670276,"Cal Stevenson",25,2022,"OAK",23,71,60,10,7,3,0,0,13,5,1,8,23,0,1,1,2,1,2,20
139799,679631,"Terrin Vavra",25,2022,"BAL",38,103,89,23,19,2,1,1,30,14,12,12,19,0,0,1,0,2,2,28.6
140000,663837,"Matt Vierling",25,2022,"PHI",105,357,325,80,60,12,2,6,114,41,32,23,70,3,7,4,0,6,10,46.3
140051,681584,"David Villar",25,2022,"SF",52,181,156,36,20,6,1,9,71,21,24,18,58,6,0,1,0,1,4,57.1
140258,667727,"Steele Walker",25,2022,"TEX",5,16,14,1,0,0,0,1,4,1,1,2,4,0,0,0,0,0,0,100
100344,609275,"Adalberto Mondesi",26,2022,"KC",15,54,50,7,7,0,0,0,7,3,3,4,20,0,5,0,0,0,2,33.3
100406,614177,"Franmil Reyes",26,2022,,118,473,438,97,64,17,2,14,160,43,47,30,157,2,2,1,0,3,13,34.9
