"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","R","HR","RBI","SB","BB%","K%","ISO","AVG","OBP","SLG","OPS","DRC+","DRB","DRP","WARP"
106744,663586,"Austin Riley",22,2019,"ATL",80,297,274,41,18,49,0,5.4,36.4,0.245,0.226,0.279,0.471,0.75,90,,-1.2,0.4
106765,663898,"Brendan Rodgers",22,2019,"COL",25,81,76,8,0,7,0,4.9,33.3,0.026,0.224,0.272,0.25,0.522,60,,0.2,-0.1
107047,663656,"Kyle Tucker",22,2019,"HOU",22,72,67,15,4,11,5,5.6,27.8,0.269,0.269,0.319,0.537,0.856,89,,0.1,0.2
109090,647351,"Abraham Toro",22,2019,"HOU",25,89,78,13,2,9,1,10.1,21.3,0.167,0.218,0.303,0.385,0.688,94,,0.2,0.2
109147,670541,"Yordan Alvarez",22,2019,"HOU",87,369,313,58,27,78,0,14.1,25.5,0.342,0.313,0.412,0.655,1.067,150,,0,3.2
110030,669374,"Keston Hiura",22,2019,"MIL",83,348,314,51,19,49,9,7.2,30.7,0.268,0.303,0.368,0.57,0.938,102,,-3.6,1.1
123806,663538,"Nico Hoerner",22,2019,"CHC",20,82,78,13,3,17,0,3.7,13.4,0.154,0.282,0.305,0.436,0.741,85,,-0.5,0.1
100344,609275,"Adalberto Mondesi",23,2019,"KC",102,443,415,58,9,62,43,4.3,29.8,0.161,0.263,0.291,0.424,0.715,84,,3.4,1.4
100406,614177,"Franmil Reyes",23,2019,,150,548,494,69,37,81,0,8.6,28.5,0.263,0.249,0.31,0.512,0.822,112,,-5.8,1.5
101996,620446,"Richard Urena",23,2019,"TOR",28,80,74,4,0,4,0,2.5,28.8,0.081,0.243,0.273,0.324,0.597,69,,-0.2,0.1
102106,620439,"Franklin Barreto",23,2019,"OAK",23,58,57,6,2,5,1,1.7,39.7,0.14,0.123,0.138,0.263,0.401,65,,0.1,0.1
102110,620443,"Luis Torrens",23,2019,"SD",7,16,14,2,0,0,0,12.5,37.5,0.071,0.214,0.313,0.286,0.599,81,,0,0.1
102118,620453,"Deivy Grullón",23,2019,"PHI",4,9,9,0,0,1,0,0,22.2,0.111,0.111,0.111,0.222,0.333,94,,-0.3,0
102202,624641,"Edmundo Sosa",23,2019,"STL",8,10,8,2,0,0,1,10,20,0,0.25,0.4,0.25,0.65,86,,0,0
102514,641343,"Jake Bauers",23,2019,"CLE",115,423,372,46,12,43,3,10.6,27.2,0.145,0.226,0.312,0.371,0.683,81,,-0.5,0.1
102519,641355,"Cody Bellinger",23,2019,"LAD",156,661,559,121,47,115,15,14.4,16.3,0.324,0.304,0.405,0.628,1.033,156,,7.3,6.9
102657,641829,"Jason Martin",23,2019,"PIT",19,40,36,5,0,2,2,10,25,0.056,0.25,0.325,0.306,0.631,91,,0.2,0.1
102864,642336,"Francisco Mejía",23,2019,"SD",77,244,226,27,8,22,1,5.3,23,0.173,0.265,0.316,0.438,0.754,83,,1,0.6
102940,642423,"Magneuris Sierra",23,2019,"MIA",14,42,40,5,0,1,3,4.8,16.7,0.075,0.35,0.381,0.425,0.806,95,,0.5,0.2
103203,642708,"Amed Rosario",23,2019,"NYM",157,655,616,75,15,72,19,4.7,18.9,0.144,0.287,0.323,0.432,0.755,87,,-6.9,1
103209,642715,"Willy Adames",23,2019,"TB",149,584,531,69,20,52,4,7.9,26.2,0.164,0.254,0.317,0.418,0.735,94,,8.4,2.7
103225,642731,"Thairo Estrada",23,2019,"NYY",30,69,64,12,3,12,4,4.3,21.7,0.188,0.25,0.294,0.438,0.732,87,,0,0.2
103230,642736,"Domingo Leyba",23,2019,"AZ",20,30,25,6,0,5,0,13.3,30,0.16,0.28,0.367,0.44,0.807,90,,0,0.1
103432,643418,"Shed Long Jr.",23,2019,"SEA",42,168,152,21,5,15,3,9.5,23.8,0.191,0.263,0.333,0.454,0.787,88,,-0.6,0.4
103745,656252,"Bobby Bradley",23,2019,"CLE",15,49,45,4,1,4,0,8.2,40.8,0.178,0.178,0.245,0.356,0.601,61,,-0.1,-0.1
103985,644374,"Yu Chang",23,2019,"CLE",27,84,73,8,1,6,0,13.1,26.2,0.096,0.178,0.286,0.274,0.56,86,,-0.1,0.1
104745,656308,"Michael Chavis",23,2019,"BOS",95,382,347,46,18,58,2,8.1,33.2,0.19,0.254,0.322,0.444,0.766,88,,0.9,0.8
104766,656371,"Isan Díaz",23,2019,"MIA",49,201,179,17,5,23,0,9.5,29.4,0.134,0.173,0.259,0.307,0.566,70,,0.8,0.1
104814,656577,"Alex Jackson",23,2019,"ATL",4,15,13,0,0,0,0,6.7,33.3,0,0,0.133,0,0.133,79,,0.2,0
104926,657041,"Lane Thomas",23,2019,"STL",29,44,38,6,4,12,1,9.1,18.2,0.368,0.316,0.409,0.684,1.093,110,,0,0.2
104938,657077,"Alex Verdugo",23,2019,"LAD",105,377,343,43,12,44,4,6.9,13,0.181,0.294,0.342,0.475,0.817,97,,0.6,1.3
107930,669720,"Austin Hays",23,2019,"BAL",19,75,68,12,4,13,2,9.3,17.3,0.265,0.309,0.373,0.574,0.947,98,,0.3,0.4
108097,641786,"Kyle Lewis",23,2019,"SEA",18,75,71,10,6,13,0,4,38.7,0.324,0.268,0.293,0.592,0.885,105,,-1,0.1
108119,663993,"Nathaniel Lowe",23,2019,"TB",49,170,153,24,7,19,0,7.6,30,0.19,0.261,0.324,0.451,0.775,87,,-0.1,0.1
109984,656514,"Adam Haseley",23,2019,"PHI",67,242,222,30,5,26,4,5.8,24.8,0.131,0.266,0.324,0.396,0.72,78,,0,0.4
69600,606115,"Orlando Arcia",24,2019,"MIL",149,546,494,51,15,59,8,7.9,20,0.128,0.223,0.283,0.35,0.633,75,,-6.5,-0.3
70619,608348,"Carson Kelly",24,2019,"AZ",110,365,314,46,18,47,0,13.2,21.6,0.232,0.245,0.348,0.478,0.826,107,,-0.3,1.9
100152,546990,"Anthony Alford",24,2019,"TOR",14,30,28,3,1,1,2,3.3,36.7,0.107,0.179,0.233,0.286,0.519,77,,0,0
100271,608475,"Dawel Lugo",24,2019,"DET",75,288,273,28,6,26,0,2.8,20.5,0.136,0.245,0.271,0.381,0.652,77,,-2.1,-0.1
100279,608577,"Nomar Mazara",24,2019,"TEX",116,469,429,69,19,66,4,6,23,0.2,0.268,0.318,0.469,0.787,97,,1.2,1.2
100281,608597,"Ronald Guzmán",24,2019,"TEX",84,295,256,34,10,36,1,10.8,29.5,0.195,0.219,0.308,0.414,0.722,102,,-0.3,0.7
100349,609280,"Miguel Andujar",24,2019,"NYY",12,49,47,1,0,1,0,2,22.4,0,0.128,0.143,0.128,0.271,74,,-0.2,-0.1
100404,614173,"Franchy Cordero",24,2019,"SD",9,20,15,2,0,1,1,20,35,0.067,0.333,0.45,0.4,0.85,86,,0,0
100502,621043,"Carlos Correa",24,2019,"HOU",75,321,280,42,21,59,1,10.9,23.4,0.289,0.279,0.358,0.568,0.926,129,,0,2.3
100748,622168,"Yairo Muñoz",24,2019,"STL",82,181,172,20,2,13,8,3.9,20.4,0.087,0.267,0.298,0.355,0.653,78,,-0.1,0.1
100988,622534,"Manuel Margot",24,2019,"SD",149,441,398,59,12,37,20,8.6,20,0.153,0.234,0.304,0.387,0.691,78,,1.4,1
101093,622682,"Victor Reyes",24,2019,"DET",68,292,276,29,3,25,9,4.8,21.9,0.127,0.304,0.336,0.431,0.767,83,,1.8,0.5
101281,623205,"Andrew Velazquez",24,2019,,14,24,23,3,0,0,1,4.2,54.2,0.087,0.087,0.125,0.174,0.299,61,,0.2,0
101289,623214,"Abiatal Avelino",24,2019,"SF",4,8,7,0,0,1,0,12.5,37.5,0,0.286,0.375,0.286,0.661,86,,0,0
101514,623912,"Harold Ramírez",24,2019,"MIA",118,446,421,54,11,50,2,4,20.4,0.14,0.276,0.312,0.416,0.728,87,,-0.9,0.6
101568,623993,"Anthony Santander",24,2019,"BAL",93,405,380,46,20,59,1,4.7,21.2,0.216,0.261,0.297,0.476,0.773,96,,-1.5,0.9
101603,624413,"Pete Alonso",24,2019,"NYM",160,693,597,103,53,120,1,10.4,26.4,0.323,0.26,0.358,0.583,0.941,136,,-1.6,4.6
101604,624414,"Christian Arroyo",24,2019,"TB",16,57,50,8,2,7,0,8.8,31.6,0.16,0.22,0.304,0.38,0.684,83,,0,0
101605,624415,"Cavan Biggio",24,2019,"TOR",100,430,354,66,16,48,14,16.5,28.6,0.195,0.234,0.364,0.429,0.793,98,,1,1.7
101609,624419,"Nick Ciuffo",24,2019,"TB",3,6,6,0,0,0,0,0,50,0,0.167,0.167,0.167,0.334,90,,-0.1,0
101630,624512,"Reese McGuire",24,2019,"TOR",29,105,97,14,5,11,0,6.7,17.1,0.227,0.299,0.346,0.526,0.872,95,,5.5,0.9
101631,624513,"Dom Nuñez",24,2019,"COL",15,43,39,4,2,4,0,7,39.5,0.231,0.179,0.233,0.41,0.643,72,,0.6,0.1
101725,625510,"Erick Mejia",24,2019,"KC",9,27,22,3,0,4,0,14.8,25.9,0.045,0.227,0.333,0.273,0.606,95,,0.1,0.1
102429,640449,"Clint Frazier",24,2019,"NYY",67,246,225,31,12,38,1,6.5,28.5,0.222,0.267,0.317,0.489,0.806,103,,-2.6,0.4
102432,640457,"Austin Meadows",24,2019,"TB",138,591,530,83,33,89,12,9.1,22.2,0.268,0.291,0.364,0.558,0.922,124,,1,3.6
102433,640458,"Óscar Mercado",24,2019,"CLE",114,482,438,70,15,54,15,5.8,17.4,0.174,0.269,0.318,0.443,0.761,82,,3.3,1.3
102435,640460,"Dustin Peterson",24,2019,"DET",13,47,44,3,0,6,1,4.3,29.8,0.091,0.227,0.277,0.318,0.595,70,,-0.4,0
102559,641487,"J.P. Crawford",24,2019,"SEA",92,396,345,43,7,46,5,10.9,21,0.145,0.226,0.313,0.371,0.684,82,,-0.3,0.7
102566,641513,"Travis Demeritte",24,2019,"DET",48,186,169,24,3,10,3,7.5,33.9,0.118,0.225,0.286,0.343,0.629,67,,-2.6,-0.5
102606,641645,"Luis Guillorme",24,2019,"NYM",42,70,61,8,1,3,0,10,20,0.115,0.246,0.324,0.361,0.685,98,,0,0.2
102614,641684,"Michael Hermosillo",24,2019,"LAA",13,46,36,7,0,3,2,10.9,41.3,0.083,0.139,0.304,0.222,0.526,61,,0,0
102667,641856,"Billy McKinney",24,2019,"TOR",84,276,251,37,12,28,0,6.9,26.4,0.207,0.215,0.274,0.422,0.696,86,,0.9,0.3
102668,641857,"Ryan McMahon",24,2019,"COL",140,539,480,70,24,83,5,10.4,29.7,0.2,0.25,0.329,0.45,0.779,87,,1.3,1.3
102700,641924,"Jacob Nottingham",24,2019,"MIL",5,7,6,1,1,4,0,0,28.6,0.5,0.333,0.429,0.833,1.262,81,,0,0
102704,641933,"Tyler O'Neill",24,2019,"STL",59,151,141,18,5,16,1,6.6,35.1,0.149,0.262,0.311,0.411,0.722,70,,0.5,0.1
102743,642082,"Chance Sisco",24,2019,"BAL",56,198,167,29,8,20,0,11.1,30.8,0.186,0.21,0.333,0.395,0.728,90,,-12.4,-0.6
102745,642086,"Dominic Smith",24,2019,"NYM",82,197,177,35,11,25,1,9.6,22.3,0.243,0.282,0.355,0.525,0.88,106,,-0.9,0.6
102764,642133,"Rowdy Tellez",24,2019,"TOR",111,409,370,49,21,54,1,7.1,28.4,0.222,0.227,0.293,0.449,0.742,96,,-0.2,0.7
102777,642165,"Josh VanMeter",24,2019,"CIN",93,260,228,33,8,23,9,11.2,21.5,0.171,0.237,0.327,0.408,0.735,88,,-0.3,0.4
102779,642180,"Tyler Wade",24,2019,"NYY",39,108,94,16,2,11,7,10.2,25.9,0.117,0.245,0.33,0.362,0.692,78,,0.5,0.2
102790,642221,"Kean Wong",24,2019,,6,18,18,2,0,0,0,0,33.3,0,0.167,0.167,0.167,0.334,78,,0,0
103215,642721,"Kelvin Gutiérrez",24,2019,"KC",20,79,73,4,1,11,1,6.3,30.4,0.096,0.26,0.304,0.356,0.66,76,,-0.2,0
103355,643289,"Mauricio Dubón",24,2019,,30,111,106,12,4,9,3,4.5,18,0.16,0.274,0.306,0.434,0.74,86,,0,0.3
103405,643376,"Danny Jansen",24,2019,"TOR",106,384,347,41,13,43,0,8.1,20.6,0.153,0.207,0.279,0.36,0.639,92,,14.1,2.5
103420,643396,"Isiah Kiner-Falefa",24,2019,"TEX",61,222,202,23,1,21,3,6.3,22.1,0.084,0.238,0.299,0.322,0.621,74,,-12.1,-0.9
105147,657656,"Ramón Laureano",24,2019,"OAK",119,481,434,79,24,67,13,5.6,25.6,0.233,0.288,0.34,0.521,0.861,104,,-5.6,1.6
105432,660162,"Yoán Moncada",24,2019,"CHW",131,559,511,83,25,79,10,7.2,27.5,0.233,0.315,0.367,0.548,0.915,118,,4.6,3.2
105437,664023,"Ian Happ",24,2019,"CHC",57,156,140,25,11,30,2,9.6,25,0.3,0.264,0.333,0.564,0.897,122,,-0.5,0.8
105439,656775,"Cedric Mullins",24,2019,"BAL",21,74,64,7,0,4,1,5.4,18.9,0.063,0.094,0.181,0.156,0.337,87,,1.2,0.3
105574,643217,"Andrew Benintendi",24,2019,"BOS",136,615,541,72,13,68,10,9.6,22.8,0.165,0.266,0.343,0.431,0.774,93,,-0.7,1.7
105665,641432,"Willie Calhoun",24,2019,"TEX",83,337,309,51,21,48,0,6.8,15.7,0.256,0.269,0.323,0.524,0.847,101,,-2.4,0.8
105993,664034,"Ty France",24,2019,"SD",69,201,184,20,7,24,0,4.5,24.4,0.168,0.234,0.294,0.402,0.696,81,,-0.6,0.1
106386,621006,"Richie Martin",24,2019,"BAL",101,309,283,29,6,23,10,4.5,26.9,0.113,0.208,0.26,0.322,0.582,64,,-3.8,-0.7
106969,664702,"Myles Straw",24,2019,"HOU",53,128,108,27,0,7,8,14.8,18.8,0.074,0.269,0.378,0.343,0.721,98,,0.4,0.6
107284,664040,"Brandon Lowe",24,2019,"TB",82,327,296,42,17,51,5,7.6,34.6,0.243,0.27,0.336,0.514,0.85,108,,-2,1.3
107452,668663,"Tres Barrera",24,2019,"WAS",2,2,2,0,0,0,0,0,0,0,0,0,0,0,90,,0,0
107646,641470,"Zack Collins",24,2019,"CHW",27,102,86,10,3,12,0,13.7,38.2,0.163,0.186,0.307,0.349,0.656,80,,-3,-0.3
107752,669242,"Tommy Edman",24,2019,"STL",92,350,327,59,11,36,15,4.6,17.7,0.196,0.303,0.349,0.498,0.847,97,,1.3,1.1
107811,641584,"Jake Fraley",24,2019,"SEA",11,41,40,3,0,1,0,0,34.1,0.05,0.15,0.171,0.2,0.371,66,,-0.2,0
107920,641658,"Garrett Hampson",24,2019,"COL",101,327,299,40,8,27,15,7.3,26.9,0.137,0.247,0.302,0.385,0.687,80,,-0.9,0.6
108059,668800,"Andrew Knizner",24,2019,"STL",18,58,53,7,2,7,2,6.9,24.1,0.151,0.226,0.293,0.377,0.67,85,,-5.6,-0.4
108112,670032,"Nicky Lopez",24,2019,"KC",103,402,379,44,2,30,1,4.5,12.7,0.084,0.24,0.276,0.325,0.601,74,,-2.1,0.3
108278,669221,"Sean Murphy",24,2019,"OAK",19,60,53,14,4,8,0,10,26.7,0.321,0.245,0.333,0.566,0.899,86,,-1.1,0.1
108291,641914,"Sheldon Neuse",24,2019,"OAK",19,61,56,3,0,7,0,6.6,31.1,0.054,0.25,0.295,0.304,0.599,78,,0.1,0.1
108507,668670,"Jake Rogers",24,2019,"DET",35,128,112,11,4,8,0,10.2,39.8,0.134,0.125,0.222,0.259,0.481,62,,-2.4,-0.2
108571,669222,"Nick Senzel",24,2019,"CIN",103,413,374,55,12,42,14,7.3,24.2,0.171,0.257,0.316,0.428,0.744,91,,-0.5,1.1
108612,669257,"Will Smith",24,2019,"LAD",54,196,170,30,15,42,2,9.2,26.5,0.318,0.253,0.337,0.571,0.908,106,,3.4,1.3
108615,669256,"Nick Solak",24,2019,"TEX",33,135,116,19,5,17,2,11.1,21.5,0.198,0.293,0.393,0.491,0.884,114,,-0.5,0.5
108661,642136,"Matt Thaiss",24,2019,"LAA",52,164,147,17,8,23,0,10.4,31.7,0.211,0.211,0.293,0.422,0.715,78,,-0.2,-0.1
109040,668804,"Bryan Reynolds",24,2019,"PIT",133,546,491,83,16,68,3,8.4,22.2,0.189,0.314,0.377,0.503,0.88,111,,-2.4,2.6
109161,668227,"Randy Arozarena",24,2019,"STL",16,23,20,4,1,2,2,8.7,17.4,0.2,0.3,0.391,0.5,0.891,99,,0,0.1
67568,593871,"Jorge Polanco",25,2019,"MIN",153,704,631,107,22,79,4,8.5,16.5,0.19,0.295,0.356,0.485,0.841,107,,-3.9,3.6
69095,605612,"Harold Castro",25,2019,"DET",96,369,354,30,5,38,4,2.4,23.3,0.093,0.291,0.305,0.384,0.689,75,,-1.7,0.1
69270,596059,"Rougned Odor",25,2019,"TEX",144,581,522,77,30,93,11,9,30.6,0.234,0.205,0.283,0.439,0.722,103,,-4.9,1.9
69306,600466,"Raudy Read",25,2019,"WAS",5,11,11,0,0,0,0,0,45.5,0,0.091,0.091,0.091,0.182,78,,-0.4,0
69314,600474,"Pedro Severino",25,2019,"BAL",95,341,305,37,13,44,3,8.5,21.4,0.17,0.249,0.321,0.42,0.741,99,,-13.1,0.2
69321,600524,"Renato Núñez",25,2019,"BAL",151,599,541,72,31,90,1,7.3,23.7,0.216,0.244,0.311,0.46,0.771,107,,-0.5,1.6
69329,600858,"Humberto Arteaga",25,2019,"KC",39,135,122,11,0,4,1,5.9,20.7,0.033,0.197,0.258,0.23,0.488,69,,-1.1,0
69338,600869,"Jeimer Candelario",25,2019,"DET",93,386,335,33,8,32,3,11.1,25.6,0.134,0.203,0.306,0.337,0.643,80,,-0.5,0
69440,602074,"Yonathan Daza",25,2019,"COL",43,105,97,7,0,3,1,6.7,20,0.031,0.206,0.257,0.237,0.494,77,,-0.1,0.1
69491,602922,"José Rondón",25,2019,,56,157,143,10,3,9,0,7,24.2,0.084,0.196,0.263,0.28,0.543,72,,-0.5,0
69615,606132,"Raimel Tapia",25,2019,"COL",138,447,426,54,9,44,9,4.7,22.4,0.141,0.275,0.309,0.415,0.724,79,,3.6,0.8
69634,606157,"Aristides Aquino",25,2019,"CIN",56,225,205,31,19,47,7,7.1,26.7,0.317,0.259,0.316,0.576,0.892,104,,0.6,0.6
69752,606299,"José Peraza",25,2019,"CIN",135,404,377,37,6,33,7,4.2,14.6,0.106,0.239,0.285,0.345,0.63,72,,1.2,0.3
69790,606466,"Ketel Marte",25,2019,"AZ",144,628,569,97,32,92,10,8.4,13.7,0.264,0.329,0.389,0.592,0.981,130,,-0.1,5
70339,546991,"Albert Almora Jr.",25,2019,"CHC",115,363,339,41,12,32,2,4.4,17.1,0.145,0.236,0.271,0.381,0.652,82,,-4.1,0.3
70343,547004,"Rio Ruiz",25,2019,"BAL",121,413,370,35,12,46,0,9.7,21.3,0.143,0.232,0.306,0.376,0.682,79,,0.2,0.1
70399,596019,"Francisco Lindor",25,2019,"CLE",143,654,598,101,32,74,22,7,15,0.234,0.284,0.335,0.518,0.853,105,,-0.6,2.9
70607,608324,"Alex Bregman",25,2019,"HOU",156,690,554,122,41,112,5,17.2,12,0.296,0.296,0.423,0.592,1.015,128,,3.3,4.9
70613,608336,"Joey Gallo",25,2019,"TEX",70,297,241,54,22,49,4,17.5,38.4,0.344,0.253,0.389,0.598,0.987,141,,-0.2,2.5
70633,608365,"Addison Russell",25,2019,"CHC",76,241,215,25,9,23,2,8.3,24.1,0.153,0.237,0.308,0.391,0.699,77,,0.8,0.4
70635,608369,"Corey Seager",25,2019,"LAD",132,541,489,82,19,87,1,8.1,18.1,0.211,0.272,0.335,0.483,0.818,106,,6.6,2.9
70645,608384,"Nick Williams",25,2019,"PHI",64,112,106,9,2,5,0,3.6,38.4,0.094,0.151,0.196,0.245,0.441,51,,-0.1,-0.2
70646,608385,"Jesse Winker",25,2019,"CIN",113,382,336,51,16,38,0,9.9,15.2,0.205,0.271,0.359,0.476,0.835,105,,-3.1,1.3
70804,605233,"Derek Fisher",25,2019,,54,168,147,23,7,17,5,12.5,34.5,0.184,0.184,0.286,0.367,0.653,82,,1.5,0.4
70970,596012,"Kevin Kramer",25,2019,"PIT",22,50,42,5,0,5,0,12,34,0.024,0.167,0.26,0.19,0.45,72,,0,0
71175,607752,"Sam Travis",25,2019,"BOS",58,157,144,17,6,16,2,7,22.9,0.167,0.215,0.274,0.382,0.656,89,,-0.3,0.3
100262,608339,"Zach Green",25,2019,"SF",7,16,14,1,0,1,0,12.5,37.5,0.071,0.143,0.25,0.214,0.464,79,,0,0
100488,621002,"Daniel Robertson",25,2019,"TB",73,237,207,23,2,19,2,10.1,24.9,0.082,0.213,0.312,0.295,0.607,79,,-0.5,0.1
100490,621005,"Tim Lopes",25,2019,"SEA",40,128,111,11,1,12,6,11.7,22.7,0.09,0.27,0.359,0.36,0.719,93,,0.3,0.3
100595,621311,"David Dahl",25,2019,"COL",100,413,374,67,15,61,4,6.8,26.6,0.222,0.302,0.353,0.524,0.877,103,,1.4,1.6
100628,621433,"Brett Phillips",25,2019,"KC",27,79,65,7,2,6,3,12.7,29.1,0.123,0.138,0.247,0.262,0.509,77,,1.1,0.2
100630,621438,"Tyrone Taylor",25,2019,"MIL",9,12,10,1,0,1,0,8.3,8.3,0.2,0.4,0.5,0.6,1.1,92,,0,0
100631,621439,"Byron Buxton",25,2019,"MIN",79,295,271,48,10,46,14,6.4,23.1,0.251,0.262,0.314,0.513,0.827,95,,7.6,2
100634,621446,"Lewis Brinson",25,2019,"MIA",74,248,226,15,0,15,1,5.2,29.4,0.049,0.173,0.236,0.221,0.457,55,,-0.3,-0.5
100653,621512,"Tomás Nido",25,2019,"NYM",46,144,136,9,4,14,0,4.9,25.7,0.125,0.191,0.231,0.316,0.547,67,,7.1,0.9
100668,621566,"Matt Olson",25,2019,"OAK",127,547,483,73,36,91,0,9.3,25.2,0.277,0.267,0.351,0.545,0.896,130,,2.6,3.5
100671,621573,"Austin Dean",25,2019,"MIA",63,189,178,17,6,21,0,4.8,24.9,0.18,0.225,0.261,0.404,0.665,78,,-0.1,0.2
100786,622226,"Dylan Cozens",25,2019,"PHI",1,1,1,0,0,0,0,0,0,0,0,0,0,0,95,,0,0
101023,622569,"Pablo Reyes",25,2019,"PIT",69,157,143,18,2,19,1,8.3,22.9,0.119,0.203,0.274,0.322,0.596,82,,-0.2,0.2
101077,622666,"Johan Camargo",25,2019,"ATL",98,248,232,31,7,32,1,6,17.3,0.151,0.233,0.279,0.384,0.663,91,,-1.1,0.3
101601,624407,"Tzu-Wei Lin",25,2019,"BOS",9,22,20,3,0,1,1,9.1,27.3,0.1,0.2,0.273,0.3,0.573,82,,0,0.1
102064,605170,"Victor Caratini",25,2019,"CHC",95,279,244,31,11,34,1,10.4,21.1,0.18,0.266,0.348,0.447,0.795,104,,2.9,1.4
104833,656669,"Jordan Luplow",25,2019,"CLE",82,261,225,42,15,38,3,12.6,23.4,0.276,0.276,0.372,0.551,0.923,126,,-0.5,1.3
104869,656811,"Ryan O'Hearn",25,2019,"KC",104,370,328,32,14,38,0,10.5,26.8,0.174,0.195,0.281,0.369,0.65,90,,0,0.6
105440,621466,"DJ Stewart",25,2019,"BAL",43,142,126,15,4,15,1,9.9,18.3,0.143,0.238,0.317,0.381,0.698,95,,-0.6,0.1
105476,664119,"Austin Allen",25,2019,"SD",33,71,65,4,0,3,0,8.5,29.6,0.062,0.215,0.282,0.277,0.559,70,,-0.6,0
105531,664056,"Harrison Bader",25,2019,"STL",127,406,347,54,12,39,11,11.3,28.8,0.161,0.205,0.314,0.366,0.68,95,,3.7,1.9
105591,623323,"Braden Bishop",25,2019,"SEA",22,60,56,3,0,4,0,5,35,0,0.107,0.153,0.107,0.26,59,,0.4,0
105603,621450,"Skye Bolt",25,2019,"OAK",5,11,10,1,0,0,0,9.1,27.3,0.1,0.1,0.182,0.2,0.382,89,,-0.1,0
105846,657557,"Paul DeJong",25,2019,"STL",159,664,583,97,30,78,9,9.3,22.4,0.211,0.233,0.318,0.444,0.762,105,,7.5,3.6
105869,664926,"Nick Dini",25,2019,"KC",19,64,56,11,2,6,0,6.3,28.1,0.161,0.196,0.27,0.357,0.627,77,,-1.1,-0.1
105891,621453,"Steven Duggar",25,2019,"SF",72,281,261,26,4,28,1,5.7,27.8,0.107,0.234,0.278,0.341,0.619,70,,1,0
105978,664058,"David Fletcher",25,2019,"LAA",149,653,596,83,6,49,8,8.4,9.8,0.094,0.29,0.35,0.384,0.734,93,,2.6,2.3
