"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","R","HR","RBI","SB","BB%","K%","ISO","AVG","OBP","SLG","OPS","DRC+","DRB","DRP","WARP"
119177,669364,"Xavier Edwards",24,2024,"MIA",70,303,265,39,1,26,31,10.9,17.2,0.094,0.328,0.397,0.423,0.82,110,2,-4.7,1
121206,680869,"Zack Gelof",24,2024,"OAK",138,547,497,60,17,49,25,6.9,34.4,0.151,0.211,0.27,0.362,0.632,69,0.9,-0.6,0.2
121931,669357,"Nolan Gorman",24,2024,"STL",105,402,365,42,19,50,6,8.5,37.6,0.197,0.203,0.271,0.4,0.671,92,-0.1,-0.6,1.2
125372,672284,"Jarred Kelenic",24,2024,"ATL",128,449,412,49,15,45,7,7.1,29.6,0.163,0.231,0.286,0.393,0.679,80,0.1,-2.4,0.3
127532,669234,"Justyn-Henry Malloy",24,2024,"DET",69,230,202,18,8,21,1,10,37,0.163,0.203,0.291,0.366,0.657,71,-0.3,-1.1,-0.4
128870,678009,"Parker Meadows",24,2024,"DET",78,298,270,39,9,28,9,8.4,25.5,0.189,0.244,0.31,0.433,0.743,101,0.3,6.9,2
130661,666310,"Bo Naylor",24,2024,"CLE",118,389,354,39,13,39,6,7.5,31.4,0.15,0.201,0.264,0.35,0.614,65,-0.3,12.3,1.1
130940,681393,"Connor Norby",24,2024,,45,194,178,32,9,20,3,7.7,33,0.202,0.236,0.294,0.438,0.732,86,0,-0.9,0.3
131149,681351,"Logan O'Hoppe",24,2024,"LAA",136,522,479,64,20,56,2,6.3,29.7,0.165,0.244,0.303,0.409,0.712,102,-0.3,-1.7,2
131409,680716,"Jonathan Ornelas",24,2024,"TEX",16,40,37,1,0,3,0,5,32.5,0.054,0.216,0.256,0.27,0.526,78,,-0.1,0
136838,672279,"Michael Siani",24,2024,"STL",113,334,298,42,2,20,20,6.3,27.5,0.057,0.228,0.285,0.285,0.57,64,0.2,3.9,0.3
138635,677950,"Alek Thomas",24,2024,"AZ",33,103,95,13,3,17,4,6.8,16.5,0.168,0.189,0.245,0.358,0.603,98,-0.1,-0.1,0.4
138910,679529,"Spencer Torkelson",24,2024,"DET",92,381,342,45,10,37,0,8.7,27.6,0.155,0.219,0.295,0.374,0.669,82,,1.2,0.3
139196,668930,"Brice Turang",24,2024,"MIL",155,619,559,72,7,57,50,8.1,17,0.095,0.254,0.316,0.349,0.665,91,1.5,9.6,2.9
139705,678246,"Miguel Vargas",24,2024,,71,237,206,22,5,16,3,10.5,24.1,0.107,0.15,0.249,0.257,0.506,86,0,-1.2,0.3
140577,669224,"Austin Wells",24,2024,"NYY",111,414,354,42,13,55,1,11.4,21,0.167,0.229,0.322,0.395,0.717,111,-0.4,14,3.7
141166,677951,"Bobby Witt Jr.",24,2024,"KC",161,709,636,125,32,109,31,8,15,0.256,0.332,0.389,0.588,0.977,169,1.5,1.7,8.8
141688,683146,"Brett Baty",24,2024,"NYM",50,171,153,15,4,16,0,9.4,24.6,0.098,0.229,0.306,0.327,0.633,97,,-0.4,0.6
144778,687952,"Christian Encarnacion-Strand",24,2024,"CIN",29,123,116,13,2,16,0,3.3,28.5,0.103,0.19,0.22,0.293,0.513,89,,-0.1,0.2
144832,687957,"Dustin Harris",24,2024,"TEX",2,7,6,1,1,3,0,14.3,28.6,0.667,0.333,0.429,1,1.429,94,,0,0
149417,696100,"Hunter Goodman",24,2024,"COL",69,224,211,24,13,36,1,3.6,28.6,0.227,0.19,0.228,0.417,0.645,90,0,-3.4,0.1
151226,700242,"Trey Sweeney",24,2024,"DET",33,119,110,11,4,17,2,5.9,26.9,0.155,0.218,0.269,0.373,0.642,88,-0.1,0.4,0.3
151281,686217,"Sal Frelick",24,2024,"MIL",144,524,475,66,2,32,18,7.4,14.9,0.076,0.259,0.32,0.335,0.655,91,-0.1,10.1,2.3
151463,696285,"Jacob Young",24,2024,"WSH",148,521,468,75,3,36,33,5.8,19.6,0.075,0.256,0.316,0.331,0.647,81,1.3,24.9,3.6
153145,702358,"Trey Lipscomb",24,2024,"WSH",60,211,190,20,1,10,11,7.6,19,0.032,0.2,0.268,0.232,0.5,81,-0.1,0.4,0.4
153781,701305,"Zach Dezenzo",24,2024,"HOU",19,65,62,5,2,8,0,4.6,33.8,0.129,0.242,0.277,0.371,0.648,85,,-0.2,0
106498,660707,"Elehuris Montero",25,2024,"COL",65,247,224,23,4,28,0,8.1,22.7,0.098,0.205,0.267,0.304,0.571,83,,-0.5,0.1
106820,660688,"Keibert Ruiz",25,2024,"WSH",126,485,459,46,13,57,3,3.3,11.1,0.131,0.229,0.26,0.359,0.619,87,-0.4,-3.7,0.6
107182,665742,"Juan Soto",25,2024,"NYY",157,713,576,128,41,109,7,18.1,16.7,0.281,0.288,0.419,0.569,0.988,185,-0.8,-6.5,9
107184,665489,"Vladimir Guerrero Jr.",25,2024,"TOR",159,697,616,98,30,103,2,10.3,13.8,0.221,0.323,0.396,0.544,0.94,155,-0.3,-4.2,6.1
107293,665750,"Leody Taveras",25,2024,"TEX",149,529,480,59,12,44,23,7.9,21.2,0.123,0.229,0.289,0.352,0.641,88,0.5,-13.1,0
107401,665804,"Miguel Amaya",25,2024,"CHC",108,363,328,32,8,47,0,6.3,17.1,0.125,0.232,0.288,0.357,0.645,90,,-2.7,0.7
107439,668731,"Akil Baddoo",25,2024,"DET",30,82,73,7,2,5,1,9.8,32.9,0.164,0.137,0.22,0.301,0.521,100,0,1.2,0.4
107561,665828,"Oswaldo Cabrera",25,2024,"NYY",98,326,299,47,8,36,4,6.4,19.3,0.117,0.247,0.296,0.365,0.661,74,-0.1,0.4,0.3
107571,665856,"Jair Camargo",25,2024,"MIN",3,7,6,1,0,0,0,14.3,42.9,0,0,0.143,0,0.143,81,,0,0
107582,666185,"Dylan Carlson",25,2024,,88,265,235,19,3,25,2,8.3,28.3,0.068,0.209,0.287,0.277,0.564,74,0,-2.4,-0.2
107628,665953,"Andrés Chaparro",25,2024,"WSH",33,132,121,12,4,15,1,5.3,18.2,0.198,0.215,0.28,0.413,0.693,98,-0.2,0,0.3
107675,665833,"Oneil Cruz",25,2024,"PIT",146,599,541,72,21,76,22,8.5,30.2,0.19,0.259,0.324,0.449,0.773,99,0.9,-4.7,1.6
107784,665877,"José Fermín",25,2024,"STL",42,79,71,7,0,4,2,8.9,13.9,0.042,0.155,0.241,0.197,0.438,93,0,-0.2,0.2
107858,665926,"Andrés Giménez",25,2024,"CLE",151,633,583,64,9,63,30,4.1,15.3,0.087,0.252,0.298,0.34,0.638,87,0.7,8.6,2.6
108145,665561,"Rafael Marchán",25,2024,"PHI",15,56,51,8,3,6,0,5.4,14.3,0.255,0.294,0.345,0.549,0.894,124,,-1.2,0.3
108284,665966,"Carlos Narváez",25,2024,"NYY",6,15,13,0,0,0,0,13.3,40,0,0.231,0.333,0.231,0.564,76,,-0.2,0
108343,665506,"Cristian Pache",25,2024,,69,183,165,13,1,16,1,9.3,35,0.079,0.2,0.273,0.279,0.552,67,,-3.4,-0.4
108350,670623,"Isaac Paredes",25,2024,,153,641,542,64,19,80,1,11.9,16.4,0.155,0.238,0.346,0.393,0.739,106,-0.2,3.3,3.1
108525,665923,"Esteury Ruiz",25,2024,"OAK",28,65,55,10,2,8,5,6.2,30.8,0.182,0.2,0.27,0.382,0.652,81,0,0,0.1
108651,665487,"Fernando Tatis Jr.",25,2024,"SD",101,438,398,64,21,49,11,7.3,21.9,0.216,0.276,0.34,0.492,0.832,126,0,0.8,2.9
108656,669392,"Samad Taylor",25,2024,"SEA",3,5,5,2,0,0,0,0,20,0,0.4,0.4,0.4,0.8,96,,0.1,0
108701,665839,"Enmanuel Valdez",25,2024,"BOS",72,223,201,23,6,28,1,7.6,23.8,0.149,0.214,0.27,0.363,0.633,86,-0.2,-1.5,0.4
109083,669261,"Jack Suwinski",25,2024,"PIT",83,277,247,29,9,26,9,9.7,28.5,0.142,0.182,0.264,0.324,0.588,80,0.1,-4.9,-0.1
109295,666176,"Jo Adell",25,2024,"LAA",129,451,405,54,20,62,15,7.8,27.9,0.195,0.207,0.28,0.402,0.682,96,-0.2,3,1.6
109318,669397,"Nick Allen",25,2024,"OAK",36,105,97,6,1,4,0,4.8,19,0.072,0.175,0.216,0.247,0.463,79,,0.2,0.1
109448,672642,"Steward Berroa",25,2024,"TOR",23,45,37,7,0,1,6,17.8,31.1,0.027,0.189,0.333,0.216,0.549,84,0,0.4,0.1
109542,669134,"Luis Campusano",25,2024,"SD",87,299,277,37,8,40,0,6.7,13.7,0.134,0.227,0.281,0.361,0.642,95,,-10.2,-0.1
109738,673237,"Yainer Diaz",25,2024,"HOU",148,619,585,70,16,84,2,3.9,17.3,0.142,0.299,0.325,0.441,0.766,102,-0.5,-2.4,2
109838,671289,"Tyler Freeman",25,2024,"CLE",115,383,330,48,7,32,11,7.3,13.8,0.112,0.209,0.305,0.321,0.626,97,-0.5,-4.3,1
110120,671083,"Buddy Kennedy",25,2024,,12,26,21,3,1,6,1,15.4,26.9,0.19,0.19,0.308,0.381,0.689,91,0,0,0.1
110182,668904,"Royce Lewis",25,2024,"MIN",82,325,292,40,16,47,0,8.6,22.8,0.219,0.233,0.295,0.452,0.747,91,,0.7,0.8
110207,672640,"Otto Lopez",25,2024,"MIA",116,434,403,49,6,39,20,5.8,17.3,0.107,0.27,0.313,0.377,0.69,97,0.4,5.4,2.2
110333,669004,"MJ Melendez",25,2024,"KC",134,451,412,44,17,44,4,7.8,25.1,0.194,0.206,0.273,0.4,0.673,90,0.2,-1.9,0.8
110401,666624,"Christopher Morel",25,2024,,152,611,535,56,21,60,8,10,26,0.15,0.196,0.288,0.346,0.634,108,-0.1,-4.6,2.2
110800,676914,"Davis Schneider",25,2024,"TOR",130,454,397,48,13,46,6,10.4,31.7,0.151,0.191,0.282,0.343,0.625,87,-0.1,-0.4,0.9
111018,668723,"Ryan Vilade",25,2024,"DET",16,49,45,5,1,5,0,4.1,24.5,0.067,0.178,0.208,0.244,0.452,82,,-0.1,0.1
111044,671221,"Drew Waters",25,2024,"KC",7,19,16,2,0,1,0,10.5,31.6,0.063,0.188,0.316,0.25,0.566,88,,0,0
111086,677800,"Wilyer Abreu",25,2024,"BOS",132,447,399,59,15,58,8,8.9,28,0.206,0.253,0.322,0.459,0.781,107,-0.2,10.2,3
111090,676070,"Jacob Amaya",25,2024,,23,72,68,4,0,3,1,5.6,38.9,0.015,0.176,0.222,0.191,0.413,56,0,0.1,-0.1
111156,676369,"Nelson Velázquez",25,2024,"KC",64,230,205,31,8,27,2,8.3,26.5,0.166,0.2,0.274,0.366,0.64,100,0,-0.9,0.5
111187,677649,"Ezequiel Duran",25,2024,"TEX",90,285,268,26,3,20,1,4.9,22.1,0.075,0.246,0.288,0.321,0.609,79,0.2,1.7,0.4
111216,672386,"Alejandro Kirk",25,2024,"TOR",101,386,340,23,5,54,0,9.1,13.2,0.106,0.253,0.319,0.359,0.678,112,,6.4,2.7
111707,677942,"Blaze Alexander",25,2024,"AZ",56,185,166,19,3,21,3,8.1,26.5,0.096,0.247,0.321,0.343,0.664,77,0.3,-1.7,0
112687,672275,"Patrick Bailey",25,2024,"SF",120,448,401,46,8,46,4,8.7,22.3,0.105,0.234,0.298,0.339,0.637,93,-0.2,24.5,3.9
112715,671117,"Darren Baker",25,2024,"WSH",8,14,14,1,0,0,0,0,21.4,0.143,0.5,0.5,0.643,1.143,95,,0,0.1
114833,676475,"Alec Burleson",25,2024,"STL",152,595,547,71,21,78,9,5.9,12.8,0.152,0.269,0.314,0.42,0.734,103,-0.1,-4.5,1.4
118199,676113,"Zach DeLoach",25,2024,"CWS",22,75,67,10,1,5,0,10.7,28,0.119,0.209,0.293,0.328,0.621,74,0,0,0
118215,676356,"Jonny DeLuca",25,2024,"TB",103,362,332,29,6,31,16,6.6,21.3,0.114,0.217,0.278,0.331,0.609,81,0.5,4.9,1
120345,679822,"Justin Foscue",25,2024,"TEX",15,44,42,3,0,1,0,4.5,40.9,0.024,0.048,0.091,0.071,0.162,66,,0,-0.1
125175,666397,"Edouard Julien",25,2024,"MIN",91,301,266,36,8,21,6,11,33.9,0.124,0.199,0.292,0.323,0.615,75,0.2,-3.3,0
125642,677008,"Heston Kjerstad",25,2024,"BAL",39,114,99,8,4,14,1,8.8,28.9,0.141,0.253,0.351,0.394,0.745,96,0,0.3,0.3
126858,679845,"Nick Loftin",25,2024,"KC",54,171,148,15,1,14,1,11.1,14,0.047,0.189,0.282,0.236,0.518,95,0.1,0.9,0.7
127849,668885,"Austin Martin",25,2024,"MIN",89,257,233,41,1,16,7,7.8,18.3,0.099,0.253,0.318,0.352,0.67,86,0.1,-3.8,0.2
