Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Edwin Escobar ","BayStars (NPB)",30,63.1,7.2473690030846045,4.121052962538305,1.75862069,0.5684210982811455,0.19029851,0.10820896,0.08208955,0.20512821,1.2157895713235611,0.24581006,0.85078534,2.415789667694868,3.5456272157209456,-1.1298375480260776,"Edwin Escobar","10337",
"Scott McGough ","Swallows (NPB)",32,53.2,9.894410406760004,2.180124326913221,4.53846154,0.8385093565050851,0.2744186,0.06046512,0.21395349,0.19402985,0.968944145294765,0.24817518,0.80434783,2.3478261982142383,2.5196055643913815,-0.17177936617714318,"Scott McGough","12056",
"Colin Rea ","Hawks (NPB)",31,100,7.2,2.88,2.5,1.17,0.19559902,0.07823961,0.11735941,0.21983914,1.14,0.24642857,0.72144289,3.96,3.8945745182037355,0.0654254817962645,"Colin Rea","12317",
"Tsuyoshi Wada ","Hawks (NPB)",41,81,8.333333333333334,2.4444444444444446,3.40909091,0.3333333333333333,0.23148148,0.06790123,0.16358025,0.21262458,1.0617283950617284,0.2735426,0.71256039,2.7777777777777777,2.206055999685217,0.5717217780925608,"Tsuyoshi Wada","13046",
"Dietrich Enns ","Lions (NPB)",31,122.1,6.768392651982222,3.3106268406434785,2.04444444,1.02997279486686,0.18181818,0.08893281,0.09288538,0.22489083,1.209809314605518,0.25284091,0.81430746,2.9427794139053143,3.885337509244165,-0.9425580953388506,"Dietrich Enns","13932",
"Drew Anderson ","Carp (NPB)",28,70,7.585714285714285,2.9571428571428573,2.56521739,1.1571428571428573,0.20136519,0.07849829,0.12286689,0.22846442,1.2,0.26130653,0.73924731,3.6,3.8245745182037356,-0.22457451820373553,"Drew Anderson","15130",
"Masahiro Tanaka ","Golden Eagles (NPB)",33,163,6.957055214723926,1.656441717791411,4.2,0.8834355828220859,0.18862275,0.04491018,0.14371258,0.25236593,1.165644171779141,0.29268293,0.75174825,3.312883435582822,3.0804027390626314,0.23248069652019066,"Masahiro Tanaka","15764",
"Fernando Romero ","BayStars (NPB)",27,92.1,5.2635381960838235,3.4115525344987745,1.54285714,0.7797834364568628,0.12857143,0.08333333,0.0452381,0.26595745,1.4620939433566176,0.29299363,0.64006024,4.873646477855392,4.110856183015936,0.7627902948394558,"Fernando Romero","15885",
"Cy Sneed ","Swallows (NPB)",29,132.1,6.528967505350473,1.7682620326990866,3.69230769,1.1561713290724798,0.17359855,0.04701627,0.12658228,0.26819923,1.2544081086668735,0.3007335,0.71331522,3.536524065398173,3.646488911320353,-0.10996484592218003,"Cy Sneed","16106",
"Aaron Wilkerson ","Tigers (NPB)",33,70.2,6.87735873806643,2.6745283981369448,2.57142857,0.5094339805975133,0.18493151,0.07191781,0.1130137,0.25925926,1.2877358953992697,0.31132075,0.69444444,4.075471844780107,2.8660839572586005,1.209387887521506,"Aaron Wilkerson","16904",
"Cody Ponce ","Fighters (NPB)",28,83.1,7.12800043505862,2.4840001516113372,2.86956522,1.0800000659179727,0.19186047,0.06686047,0.125,0.21630094,1.1040000673828165,0.24279835,0.7375,3.3480002043457158,3.6005745716705357,-0.25257436732481997,"Cody Ponce","17920",
"Jacob Waguespack ","Buffaloes (NPB)",28,72.2,10.032110442839121,3.591743244967093,2.79310345,0.4954128613747715,0.26213592,0.09385113,0.16828479,0.22826087,1.2660550901799714,0.30890052,0.75221239,2.972477168248629,2.573198366117,0.3992788021316289,"Jacob Waguespack","18318",
"Kodai Senga ","Hawks (NPB)",29,144,9.75,3.0625,3.18367347,0.4375,0.27464789,0.08626761,0.18838028,0.1996124,1.0555555555555556,0.27195467,0.81267218,1.9375,2.2731856293148467,-0.3356856293148467,"Kodai Senga","31838",
"Shintaro Fujinami ","Tigers (NPB)",28,66.2,8.775000334739698,2.8350001081466716,3.0952381,0.810000030899049,0.23550725,0.07608696,0.15942029,0.23015873,1.1850000452041642,0.28729282,0.73369565,3.375000128746038,3.0245745296478277,0.35042559909821014,"Shintaro Fujinami","31839",
"Yoshinobu Yamamoto ","Buffaloes (NPB)",23,193,9.55958549222798,1.9585492227979275,4.88095238,0.27979274611398963,0.27443106,0.0562249,0.21820616,0.19571429,0.927461139896373,0.26789366,0.80865604,1.6787564766839378,1.7349372125042537,-0.05618073582031591,"Yoshinobu Yamamoto","33825",
"Yuki Matsui ","Golden Eagles (NPB)",26,51.2,14.458065227782477,3.3096775822634585,4.36842105,0.6967742278449386,0.42783505,0.09793814,0.32989691,0.12,0.7741935864943762,0.19318182,0.84302326,1.9161291265735811,1.6213486574492495,0.29478046912433165,"Yuki Matsui","33826",
"Naoyuki Uwasawa ","Fighters (NPB)",28,152,7.519736842105263,2.960526315789474,2.54,0.8881578947368421,0.20126783,0.0792393,0.12202853,0.22552448,1.1776315789473684,0.26511628,0.76047904,3.375,3.5008903076774196,-0.1258903076774196,"Naoyuki Uwasawa","33828",
"Shota Imanaga ","BayStars (NPB)",28,143.2,8.269141238568256,1.8167052721096926,4.55172414,0.8770301313632998,0.23571429,0.05178571,0.18392857,0.20075758,0.9396751407463927,0.2408377,0.85304054,2.2552203377913425,2.8220223105774354,-0.5668019727860929,"Shota Imanaga","33829",
"Yariel Rodríguez ","Dragons (NPB)",25,54.2,9.878049240021554,2.963414772006466,3.33333333,0,0.27522936,0.08256881,0.19266055,0.16326531,0.9146341888908847,0.23529412,0.83333333,1.1524390780025147,1.7367695942015802,-0.5843305161990655,"Yariel Rodriguez","33838",
"Tomoyuki Sugano ","Giants (NPB)",32,147,6.36734693877551,1.5918367346938775,4,0.9183673469387755,0.17449664,0.04362416,0.13087248,0.24468085,1.1156462585034013,0.27640449,0.79194631,3.122448979591837,3.2892003685438715,-0.16675138895203467,"Tomoyuki Sugano","35321",
"Roki Sasaki ","Marines (NPB)",20,129.1,12.038660267256128,1.6005155268606412,7.52173913,0.487113421218456,0.35306122,0.04693878,0.30612245,0.17391304,0.7963917838968408,0.26071429,0.78842315,2.018041316476461,1.4488012721553982,0.5692400443210626,"Roki Sasaki","35323",
"Shinnosuke Ogasawara ","Dragons (NPB)",24,146.2,8.713636967997948,2.3931819841684505,3.64102564,0.5522727655773347,0.23986486,0.06587838,0.17398649,0.23007246,1.1318182603189821,0.29426434,0.77720207,2.7613638278866737,2.40411995052306,0.35724387736361374,"Shinnosuke Ogasawara","35324",
"Enny Romero ","Marines (NPB)",31,115.1,6.008670785216879,2.9653180498472906,2.02631579,0.5462427986560799,0.16008316,0.07900208,0.08108108,0.24263039,1.2572254889703427,0.28011204,0.69241983,3.3554914774587763,3.218794193178284,0.13669728428049233,"Enny Romero","4001",
"Matt Shoemaker ","Giants (NPB)",35,95.1,6.136363963753438,2.8321679832708178,2.16666667,1.2272727927506877,0.16009852,0.07389163,0.0862069,0.24797844,1.2797203479964436,0.26962457,0.70772059,4.248251974906227,4.235064109281505,0.013187865624721518,"Matt Shoemaker","4776",
"Katsunori Hirai ","Lions (NPB)",30,81,5.333333333333333,3,1.77777778,0.7777777777777778,0.13753582,0.0773639,0.06017192,0.24367089,1.2839506172839505,0.26819923,0.75848303,2.888888888888889,3.885068345364229,-0.9961794564753403,"Katsunori Hirai","sa3062953",
"Keisuke Honda ","Lions (NPB)",29,50.1,5.900662400723449,2.682119273056113,2.2,0.3576159030741484,0.16336634,0.07425743,0.08910891,0.20108696,1.033112608880873,0.23489933,0.84291188,1.9668874669078162,3.00272022059474,-1.0358327536869236,"Keisuke Honda","sa3062954",
"Tatsuya Imai ","Lions (NPB)",24,59.2,9.201117710608699,5.12849183869993,1.79411765,0.45251398576764096,0.24796748,0.13821138,0.1097561,0.17874396,1.1899441847963892,0.23776224,0.8356546,2.413407924094085,3.2944069447259503,-0.8809990206318652,"Tatsuya Imai","sa3062955",
"Koyo Aoyagi ","Tigers (NPB)",28,324.2,7.31827538330189,1.774127365648943,4.125,0.3880903612357063,0.20496894,0.04968944,0.1552795,0.20860927,0.9733059853212951,0.25591398,0.76824584,2.0513347665315904,2.3980858016086177,-0.3467510350770273,"Koyo Aoyagi","sa3062961",
"Kento Fujishima ","Dragons (NPB)",24,50.2,7.638159428277151,1.953947760722062,3.90909091,0.5328948438332897,0.21393035,0.05472637,0.15920398,0.20634921,0.9868423033949809,0.25174825,0.83333333,2.1315793753331587,2.5074692114568395,-0.3758898361236809,"Kento Fujishima","sa3062964",
