Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Katsunori Hirai ","Lions (NPB)",29,4,4,4.218750143689774,25,11,0,0,0,0,1,74.2,327,85,40,35,7,19,0,6,2,0,55,"Katsunori Hirai","sa3062953",
"Tatsuya Imai ","Lions (NPB)",23,8,8,3.296842211170147,25,25,3,1,0,0,0,158.1,682,123,66,58,15,99,1,11,11,0,137,"Tatsuya Imai","sa3062955",
"Takumi Akiyama ","Tigers (NPB)",30,10,7,2.713567735161413,24,23,1,0,0,0,0,132.2,539,121,43,40,18,25,3,3,2,0,107,"Takumi Akiyama","sa3062959",
"Koyo Aoyagi ","Tigers (NPB)",27,26,12,2.475479824675532,50,50,0,0,0,0,0,312.2,1302,286,96,86,22,96,16,6,0,0,208,"Koyo Aoyagi","sa3062961",
"Koji Fukutani ","Dragons (NPB)",30,5,10,4.529032480992101,18,18,1,0,0,0,0,103.1,432,112,55,52,10,17,1,1,3,0,73,"Koji Fukutani","sa3062965",
"Katsuki Matayoshi ","Dragons (NPB)",30,3,2,1.2789473940989322,66,0,0,0,8,2,24,63.1,245,47,11,9,2,22,2,1,0,0,41,"Katsuki Matayoshi","sa3062976",
"Yudai Ohno ","Dragons (NPB)",32,7,11,2.9511628954213305,22,22,1,0,0,0,0,143.1,566,121,48,47,12,26,1,2,1,0,118,"Yudai Ohno","sa3062988",
"Kaima Taira ","Lions (NPB)",21,3,4,0.9000000572204626,62,0,0,0,20,1,15,60,247,36,6,6,0,28,2,5,3,0,70,"Kaima Taira","sa3062990",
"Kona Takahashi ","Lions (NPB)",24,11,9,3.7831092941925784,27,26,0,0,0,0,0,173.2,728,157,81,73,23,62,0,6,13,0,127,"Kona Takahashi","sa3062992",
"Yuya Yanagi ","Dragons (NPB)",27,11,6,2.197674418604651,26,26,2,2,0,0,0,172,676,133,47,42,11,41,1,3,3,0,168,"Yuya Yanagi","sa3063008",
"Takayuki Katoh ","Fighters (NPB)",29,6,7,3.42,25,25,1,1,0,0,0,150,595,136,61,57,13,21,1,3,2,0,102,"Takayuki Katoh","sa3063076",
"Seishu Hatake ","Giants (NPB)",27,4,3,3.104529946838799,51,9,0,0,1,2,7,95.2,387,83,37,33,13,25,1,4,2,1,96,"Seishu Hatake","sa3063083",
"Nobutaka Imamura ","Giants (NPB)",27,3,4,2.7142858786377606,17,10,1,1,0,0,0,63,274,66,21,19,5,22,0,3,0,0,59,"Nobutaka Imamura","sa3063086",
"Toshihiro Sugiura ","Fighters (NPB)",29,3,3,2.963414772006466,56,0,0,0,28,5,0,54.2,221,34,18,18,9,24,3,1,4,0,69,"Toshihiro Sugiura","sa3063087",
"Hirotoshi Takanashi ","Swallows (NPB)",30,4,1,3.629032258064516,12,12,0,0,0,0,0,62,264,62,28,25,11,15,1,3,1,0,56,"Hirotoshi Takanashi","sa3063091",
"Kota Nakagawa ","Giants (NPB)",27,4,3,2.4695124823305643,58,0,0,0,1,4,19,54.2,220,47,17,15,2,10,1,5,0,0,49,"Kota Nakagawa","sa3063096",
"Kazuto Taguchi ","Swallows (NPB)",25,5,9,4.0231789095841695,33,17,0,0,0,3,4,100.2,449,126,59,45,10,28,3,2,1,0,81,"Kazuto Taguchi","sa3063108",
"Cristopher Mercedes ","Giants (NPB)",27,7,5,3.7674418604651163,17,17,0,0,0,0,0,86,369,96,36,36,5,22,1,5,0,1,74,"Cristopher Mercedes","sa3063164",
"Suguru Iwazaki ","Tigers (NPB)",30,3,4,2.6531794832681075,62,0,0,0,1,2,35,57.2,230,47,21,17,6,15,2,0,3,0,51,"Suguru Iwazaki","sa3063177",
"Masanori Ishikawa ","Swallows (NPB)",41,4,5,3.073170731707317,17,16,1,0,0,0,0,82,335,81,31,28,10,16,1,3,1,0,54,"Masanori Ishikawa","sa3063224",
"Taichi Ishiyama ","Swallows (NPB)",32,0,5,3.6000004993786203,58,0,0,0,10,4,7,55,226,54,23,22,6,10,0,0,1,1,64,"Taichi Ishiyama","sa3063225",
"Yasuhiro Ogawa ","Swallows (NPB)",31,9,6,4.137662501651219,23,22,2,1,0,0,0,128.1,529,132,64,59,15,30,3,1,2,0,97,"Yasuhiro Ogawa","sa3063236",
"Keiji Takahashi ","Swallows (NPB)",24,4,1,2.872340612035913,14,13,0,0,0,0,0,78.1,320,59,25,25,9,25,3,6,4,1,80,"Keiji Takahashi","sa3063239",
"Aren Kuri ","Carp (NPB)",29,13,9,3.8053691275167787,25,25,2,0,0,0,0,149,647,150,73,63,18,51,1,8,4,1,102,"Aren Kuri","sa3063286",
"Daichi Ohsera ","Carp (NPB)",30,10,5,3.068181711780142,23,23,1,1,0,0,0,146.2,600,136,57,50,12,31,2,5,1,0,102,"Daichi Ohsera","sa3063295",
"Kouya Takahashi ","Carp (NPB)",22,5,7,5.277273093294531,15,15,0,0,0,0,0,73.1,326,85,44,43,9,24,0,2,1,0,54,"Kouya Takahashi","sa3063297",
"Hiroki Tokoda ","Carp (NPB)",26,5,4,3.1946566746053144,16,15,1,1,0,0,1,87.1,374,91,32,31,5,24,0,2,1,0,80,"Hiroki Tokoda","sa3063300",
"Hirotoshi Masui ","Buffaloes (NPB)",37,3,6,4.943661971830986,15,13,0,0,0,0,1,71,309,77,47,39,8,29,0,2,2,0,45,"Hirotoshi Masui","sa3063342",
"Takahiro Matsuba ","Dragons (NPB)",30,5,5,3.4225352112676055,13,12,0,0,0,0,0,71,289,70,30,27,7,14,0,2,3,0,38,"Takahiro Matsuba","sa3063343",
"Yuki Nishi ","Tigers (NPB)",30,6,9,3.7587005629855708,24,24,2,0,0,0,0,143.2,610,143,68,60,12,40,6,4,2,0,95,"Yuki Nishi","sa3063344",
"Daiki Tajima ","Buffaloes (NPB)",24,8,8,3.5790698944471453,24,24,0,0,0,0,0,143.1,608,137,62,57,10,48,1,5,4,1,135,"Daiki Tajima","sa3063350",
"Taisuke Yamaoka ","Buffaloes (NPB)",25,3,4,3.894230626391241,12,12,0,0,0,0,0,69.1,297,64,30,30,7,20,0,3,1,0,74,"Taisuke Yamaoka","sa3063353",
"Sachiya Yamasaki ","Buffaloes (NPB)",28,8,10,3.5587394106076045,22,21,0,0,0,0,0,116.1,473,111,47,46,13,24,0,6,2,0,75,"Sachiya Yamasaki","sa3063354",
"Kota Futaki ","Marines (NPB)",25,5,7,4.384615384615385,22,21,0,0,0,0,0,117,494,119,61,57,24,28,1,4,3,0,77,"Kota Futaki","sa3063392",
"Ayumu Ishikawa ","Marines (NPB)",33,6,3,3.375,12,12,2,0,0,0,0,80,310,73,30,30,10,9,0,0,0,0,42,"Ayumu Ishikawa","sa3063393",
"Daiki Iwashita ","Marines (NPB)",24,8,8,4.425,23,21,0,0,0,0,0,120,514,110,59,59,14,46,1,2,7,0,87,"Daiki Iwashita","sa3063394",
"Naoya Masuda ","Marines (NPB)",31,3,6,2.238342145877672,67,0,0,0,38,4,0,64.1,248,43,17,16,5,15,1,0,2,0,68,"Naoya Masuda","sa3063396",
"Tomohito Sakai ","Golden Eagles (NPB)",28,4,3,2.279220835678815,54,0,0,0,3,1,22,51.1,206,33,15,13,3,24,1,0,1,0,44,"Tomohito Sakai","sa3063405",
"Chihaya Sasaki ","Marines (NPB)",27,8,1,1.263157894736842,54,0,0,0,1,5,18,57,222,36,13,8,4,14,1,2,0,0,28,"Chihaya Sasaki","sa3063406",
"Hideaki Wakui ","Golden Eagles (NPB)",35,6,8,5.044982965329865,21,17,0,0,0,0,0,96.1,420,110,57,54,7,26,0,2,4,0,76,"Hideaki Wakui","sa3063413",
"Tomohiro Anraku ","Golden Eagles (NPB)",24,3,3,2.0769234050878,58,0,0,0,2,2,16,56.1,240,45,13,13,4,33,0,2,1,0,50,"Tomohiro Anraku","sa3063447",
"Takahide Ikeda ","Fighters (NPB)",26,3,10,3.935222915168973,18,16,0,0,0,0,0,82.1,364,88,42,36,11,35,0,5,4,0,52,"Takahide Ikeda","sa3063453",
"Takayuki Kishi ","Golden Eagles (NPB)",36,9,10,3.442953020134228,25,25,1,1,0,0,0,149,620,149,62,57,17,34,0,1,1,0,131,"Takayuki Kishi","sa3063457",
"Ryuta Konno ","Swallows (NPB)",26,7,1,2.758064855522015,64,0,0,0,0,0,22,62,268,55,19,19,1,25,0,3,2,0,63,"Ryuta Konno","sa3063459",
"Manabu Mima ","Marines (NPB)",34,6,7,4.916185187904719,21,21,0,0,0,0,0,115.1,506,139,72,63,15,32,1,4,4,0,92,"Manabu Mima","sa3063460",
"Naoto Nishiguchi ","Golden Eagles (NPB)",24,5,2,3.2774567919364794,33,1,0,0,0,0,0,57.2,239,46,23,21,7,23,2,2,1,0,55,"Naoto Nishiguchi","sa3063463",
"Takahiro Norimoto ","Golden Eagles (NPB)",30,11,5,3.17281094835656,23,23,2,1,0,0,0,144.2,584,123,56,51,18,35,0,3,3,0,152,"Takahiro Norimoto","sa3063465",
"Fumiya Ono ","Marines (NPB)",24,0,3,3.483871396448861,49,0,0,0,0,2,5,51.2,220,37,25,20,4,26,1,2,5,0,56,"Fumiya Ono","sa3063466",
"Chia-Hao Sung ","Golden Eagles (NPB)",28,3,3,2.22527481855769,63,0,0,0,7,1,18,60.2,246,46,18,15,2,23,2,2,1,0,49,"Chia-Hao Sung","sa3063469",
"Nao Higashihama ","Hawks (NPB)",31,4,4,3.703540073059897,14,14,0,0,0,0,0,75.1,326,85,36,31,7,22,0,3,0,0,61,"Nao Higashihama","sa3063503",
"Shuta Ishikawa ","Hawks (NPB)",29,6,9,3.396588596647823,28,25,0,0,0,0,0,156.1,653,135,70,59,22,51,0,17,3,0,134,"Shuta Ishikawa","sa3063505",
"Shunsuke Kasaya ","Hawks (NPB)",24,3,4,4.271186716835327,16,12,0,0,0,0,0,59,262,52,30,28,12,35,0,2,0,0,64,"Shunsuke Kasaya","sa3063509",
"Yuki Matsumoto ","Hawks (NPB)",25,3,3,3.7873304474888605,33,7,0,0,0,1,0,73.2,306,64,33,31,9,28,1,2,0,0,59,"Yuki Matsumoto","sa3063512",
"Shota Takeda ","Hawks (NPB)",28,4,5,2.6767243139809125,12,12,1,0,0,0,0,77.1,314,66,23,23,7,24,0,2,2,0,73,"Shota Takeda","sa3063522",
"Haruhiro Hamaguchi ","BayStars (NPB)",26,5,7,3.941606058920202,17,17,1,1,0,0,0,91.1,387,73,42,40,8,52,1,3,5,0,84,"Haruhiro Hamaguchi","sa3063568",
"Yuki Kuniyoshi ","- - -",29,3,1,3.4573173546351628,43,0,0,0,2,0,11,54.2,231,42,22,21,1,30,3,1,3,0,56,"Yuki Kuniyoshi","sa3063576",
"Masaya Kyoyama ","BayStars (NPB)",22,2,7,4.973684210526316,16,15,0,0,0,0,0,76,353,91,47,42,9,41,2,2,3,0,67,"Masaya Kyoyama","sa3063577",
"Kazuki Mishima ","BayStars (NPB)",31,3,5,4.081395710913699,59,0,0,0,23,4,0,57.1,246,66,31,26,8,12,1,0,3,0,57,"Kazuki Mishima","sa3063579",
"Yasuaki Yamasaki ","BayStars (NPB)",28,3,2,3.272727499717539,60,0,0,0,1,6,22,55,229,58,21,20,2,14,1,3,0,0,39,"Yasuaki Yamasaki","sa3063589",
"Yuki Takahashi ","Giants (NPB)",24,11,8,3.4496317082909216,26,25,0,0,0,0,0,135.2,579,121,54,52,18,60,2,2,2,0,75,"Yuki Takahashi","sa3063628",
"Shosei Togo ","Giants (NPB)",21,9,8,4.272527759092746,26,26,1,0,0,0,0,151.2,639,130,75,72,19,58,2,6,3,0,138,"Shosei Togo","sa3063629",
"Kazuya Ojima ","Marines (NPB)",24,10,4,3.76027397260274,24,24,3,2,0,0,0,146,606,123,65,61,16,51,1,6,2,0,92,"Kazuya Ojima","sa3063638",
"Akiyoshi Katsuno ","Dragons (NPB)",24,3,6,3.744525755974192,17,17,0,0,0,0,0,91.1,391,92,38,38,9,31,3,2,1,0,67,"Akiyoshi Katsuno","sa3063641",
"Wataru Matsumoto ","Lions (NPB)",24,10,8,3.7884189657313403,28,24,1,1,0,1,0,149.2,638,137,63,63,15,64,0,4,4,0,130,"Wataru Matsumoto","sa3063688",
"Yutaro Watanabe ","Lions (NPB)",20,4,4,3.436363874703416,17,9,0,0,0,1,1,55,232,43,24,21,3,30,0,3,4,0,33,"Yutaro Watanabe","sa3063693",
"Shinichi Ohnuki ","BayStars (NPB)",27,6,7,4.3392860098761155,22,21,0,0,0,0,0,112,499,137,57,54,9,30,2,3,3,0,106,"Shinichi Ohnuki","sa3063700",
"Noboru Shimizu ","Swallows (NPB)",24,3,6,2.3940887599283136,72,0,0,0,1,3,39,67.2,272,55,23,18,12,18,5,2,2,1,74,"Noboru Shimizu","sa3063713",
"Ryusei Kawano ","Fighters (NPB)",23,3,6,2.9889300575920785,40,11,0,0,0,0,6,90.1,376,74,35,30,7,31,2,4,4,0,68,"Ryusei Kawano","sa3063736",
"Kazuaki Tateno ","Fighters (NPB)",23,4,3,2.4545454545454546,11,10,0,0,0,0,0,55,224,39,16,15,3,23,0,3,1,0,47,"Kazuaki Tateno","sa3063737",
"Hiroya Miyagi ","Buffaloes (NPB)",19,13,4,2.510204081632653,23,23,0,0,0,0,0,147,594,118,44,41,9,39,1,9,0,0,131,"Hiroya Miyagi","sa3063746",
"Ryota Takinaka ","Golden Eagles (NPB)",26,10,5,3.212218728319241,20,20,0,0,0,0,0,103.2,427,97,40,37,10,27,0,4,0,0,75,"Ryota Takinaka","sa3063755",
"Masato Morishita ","Carp (NPB)",23,8,7,2.9755102967401714,24,24,1,1,0,0,0,163.1,672,144,55,54,16,52,3,3,6,0,132,"Masato Morishita","sa3063771",
"Shogo Tamamura ","Carp (NPB)",20,4,7,3.8316831683168315,17,17,0,0,0,0,0,101,432,95,47,43,13,40,2,1,0,0,67,"Shogo Tamamura","sa3063772",
"Yuya Sakamoto ","BayStars (NPB)",23,4,6,5.246445877035123,16,16,0,0,0,0,0,70.1,310,89,43,41,9,22,0,3,2,0,46,"Yuya Sakamoto","sa3063780",
"Yasunobu Okugawa ","Swallows (NPB)",20,9,4,3.257142857142857,18,18,0,0,0,0,0,105,413,99,38,38,11,10,0,2,3,1,91,"Yasunobu Okugawa","sa3063785",
"Masashi Itoh ","Tigers (NPB)",25,10,7,2.4370547201579664,23,22,1,0,0,0,0,140.1,557,119,42,38,15,34,3,3,1,0,79,"Masashi Itoh","sa3063806",
"Takahisa Hayakawa ","Golden Eagles (NPB)",22,9,7,3.857143142156579,24,23,1,1,0,0,0,137.2,565,132,59,59,11,30,1,2,2,1,127,"Takahisa Hayakawa","sa3063830",
"Hiromi Itoh ","Fighters (NPB)",23,10,9,2.8972602739726026,23,23,1,1,0,0,0,146,610,125,51,47,8,53,1,6,1,0,141,"Hiromi Itoh","sa3063835",
"Ryoji Kuribayashi ","Carp (NPB)",24,0,1,0.8598726323576674,53,0,0,0,37,0,0,52.1,201,23,5,5,1,28,2,1,1,1,81,"Ryoji Kuribayashi","sa3063850",
"Haruki Ohmichi ","Carp (NPB)",22,4,4,4.924528656331812,24,7,0,0,0,0,3,53,230,50,30,29,4,25,0,2,1,0,35,"Haruki Ohmichi","sa3063852",
"Shota Suzuki ","Marines (NPB)",22,1,4,4.084033875283241,23,12,0,0,0,0,1,79.1,341,78,38,36,10,28,0,2,2,0,76,"Shota Suzuki","sa3063863",
"Joe Gunkel ","Tigers (NPB)",29,9,3,2.9469026548672566,20,20,0,0,0,0,0,113,465,99,39,37,10,24,1,3,0,0,87,"Joe Gunkel","sa738176",
"Robert Corniel ","Carp (NPB)",26,1,2,3.8152177076934906,50,0,0,0,0,1,8,61.1,269,56,31,26,8,28,0,3,1,0,79,"Robert Corniel","sa739468",
