Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Edwin Escobar ","BayStars (NPB)",27,75.1,10.513276110839188,2.86725712113796,3.66666667,0.8362833269985717,0.2875817,0.07843137,0.20915033,0.21428571,1.1150444359980956,0.28648649,0.82677165,2.508849980995715,2.832028990227291,-0.32317900923157605,"Edwin Escobar","10337",
"Mike Bolsinger ","Marines (NPB)",31,103,7.514563106796117,4.543689320388349,1.65384615,1.2233009708737863,0.18494624,0.11182796,0.07311828,0.25735294,1.5242718446601942,0.29545455,0.70926966,4.631067961165049,4.682230913291857,-0.051162952126808214,"Mike Bolsinger","11137",
"David Buchanan ","Swallows (NPB)",30,99.2,5.237458327620856,2.9799331864049696,1.75757576,0.9030100564863545,0.13242009,0.07534247,0.05707763,0.29426434,1.5150502058826614,0.32432432,0.70212766,4.785953299377678,4.179129993902625,0.6068233054750536,"David Buchanan","11176",
"Zach Neal ","Lions (NPB)",30,100.1,4.574751062475619,1.3455150183751823,3.4,0.7176080098000972,0.12439024,0.03658537,0.08780488,0.26478149,1.1760797938390481,0.28787879,0.76241135,2.870432039200389,3.5727899242966643,-0.7023578850962755,"Zach Neal","11294",
"Joely Rodríguez ","Dragons (NPB)",27,60.1,11.48618808738304,2.0883978340696436,5.5,0.4475138215863522,0.32083333,0.05833333,0.2625,0.18834081,0.9281768151420638,0.27272727,0.83941606,1.6408840124832915,1.8641758568742974,-0.2232918443910059,"Joely Rodriguez","11487",
"Scott McGough ","Swallows (NPB)",29,68.2,8.388350757243444,2.883495572802434,2.90909091,0.2621359611638576,0.21621622,0.07432432,0.14189189,0.26102941,1.3543691326799312,0.33495146,0.75921909,3.145631533966292,2.4880560912873695,0.6575754426789224,"Scott McGough","12056",
"Tsuyoshi Wada ","Hawks (NPB)",38,57.2,7.023121697006742,2.1849711946243198,3.21428571,1.7167630814905368,0.1875,0.05833333,0.12916667,0.25,1.2138728859023997,0.26785714,0.81272085,3.9017342761148566,4.67639452383869,-0.7746602477238334,"Tsuyoshi Wada","13046",
"Pierce Johnson ","Tigers (NPB)",28,58.2,13.960227877886853,1.9943182682695506,7,0.30681819511839237,0.40625,0.05803571,0.34821429,0.16190476,0.8011363983646912,0.27350427,0.79646018,1.3806818780327657,0.9817674574773139,0.3989144205554518,"Pierce Johnson","13435",
"Onelki Garcia ","Tigers (NPB)",29,103.2,6.8585210685735145,3.4726688954802607,1.975,0.6945337790960522,0.16701903,0.0845666,0.08245243,0.28805621,1.5723473054535624,0.33823529,0.65272497,4.688103008898352,3.7352387688391935,0.9528642400591587,"Onelki Garcia","13674",
"Kyuji Fujikawa ","Tigers (NPB)",38,56,13.339285714285714,5.142857142857143,2.59375,0.48214285714285715,0.36725664,0.14159292,0.22566372,0.14948454,1.0892857142857142,0.24074074,0.88028169,1.7678571428571428,2.37137793132237,-0.6035207884652274,"Kyuji Fujikawa","14443",
"Alan Busenitz ","Golden Eagles (NPB)",28,51,7.941177064572283,3.5294120286987924,2.25,0.17647060143493962,0.20454545,0.09090909,0.11363636,0.23589744,1.294117743856224,0.30201342,0.8045977,1.9411766157843358,2.885733670686035,-0.9445570549016991,"Alan Busenitz","15239",
"Aríel Miranda ","Hawks (NPB)",30,86,6.069767441860465,5.023255813953488,1.20833333,1.3604651162790697,0.15183246,0.12565445,0.02617801,0.24096386,1.4883720930232558,0.25670498,0.76923077,4.186046511627907,5.285414476172869,-1.099367964544962,"Ariel Miranda","17526",
"Randy Messenger ","Tigers (NPB)",37,79,6.265822784810126,4.329113924050633,1.44736842,1.2531645569620253,0.16369048,0.11309524,0.05059524,0.23986486,1.379746835443038,0.26086957,0.69037657,4.670886075949367,4.861658220653293,-0.19077214470392612,"Randy Messenger","2658",
