Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Makoto Aduwa ","Carp (NPB)",25,6,4,3.1316615918036477,20,18,1,1,0,0,0,106.1,452,102,43,37,9,29,2,5,0,0,61,"Makoto Aduwa","sa3063277",
"Aren Kuri ","Carp (NPB)",32,7,10,3.2126584760571038,23,22,1,1,0,0,0,131.2,529,115,49,47,12,29,2,4,1,0,95,"Aren Kuri","sa3063286",
"Daichi Ohsera ","Carp (NPB)",33,6,6,1.8580645161290323,25,25,2,2,0,0,0,155,627,118,37,32,5,49,3,3,0,0,98,"Daichi Ohsera","sa3063295",
"Hiroki Tokoda ","Carp (NPB)",29,11,9,2.4790419161676644,26,26,0,0,0,0,0,167,693,170,52,46,9,48,4,4,0,0,95,"Hiroki Tokoda","sa3063300",
"Takahiro Matsuba ","Dragons (NPB)",33,5,6,3.0857144538723786,17,17,2,0,0,0,0,93.1,381,85,33,32,8,24,0,2,2,0,50,"Takahiro Matsuba","sa3063343",
"Yuki Nishi ","Tigers (NPB)",33,6,7,2.2379679600918196,21,21,1,1,0,0,0,124.2,511,113,39,31,5,23,2,5,0,0,71,"Yuki Nishi","sa3063344",
"Daiki Tajima ","Buffaloes (NPB)",27,6,8,3.681818341420709,21,21,0,0,0,0,0,117.1,501,121,51,48,10,34,0,2,4,0,87,"Daiki Tajima","sa3063350",
"Sachiya Yamasaki ","Fighters (NPB)",31,10,6,3.169300444061792,24,24,2,0,0,0,0,147.2,599,142,57,52,17,28,1,4,3,0,74,"Sachiya Yamasaki","sa3063354",
"Kohei Azuma ","Buffaloes (NPB)",24,3,4,2.607954658506335,10,10,0,0,0,0,0,58.2,242,47,18,17,3,15,0,6,1,0,38,"Kohei Azuma","sa3063382",
"Yuji Nishino ","Marines (NPB)",33,9,8,3.2370573552958457,20,20,1,0,0,0,0,122.1,510,120,46,44,8,31,1,4,1,0,77,"Yuji Nishino","sa3063401",
"Atsuki Taneichi ","Marines (NPB)",25,7,8,3.0542987479748875,23,23,2,0,0,0,0,147.1,612,128,55,50,5,38,0,9,4,1,148,"Atsuki Taneichi","sa3063410",
"Hideaki Wakui ","Dragons (NPB)",38,3,5,3.070588235294118,16,16,0,0,0,0,0,85,349,79,31,29,4,23,1,2,3,0,46,"Hideaki Wakui","sa3063413",
"Takayuki Kishi ","Golden Eagles (NPB)",39,6,11,2.8255814956161673,22,22,3,2,0,0,0,143.1,590,144,52,45,13,29,1,2,1,0,73,"Takayuki Kishi","sa3063457",
"Kohei Morihara ","BayStars (NPB)",32,2,6,2.413407924094085,58,0,0,0,29,4,2,59.2,247,54,18,16,3,12,4,1,0,0,59,"Kohei Morihara","sa3063462",
"Takahiro Norimoto ","Golden Eagles (NPB)",33,3,4,3.4615387154754282,54,0,0,0,32,3,0,52,223,57,21,20,2,11,3,3,2,0,44,"Takahiro Norimoto","sa3063465",
"Nao Higashihama ","Hawks (NPB)",34,3,2,3.375,11,11,0,0,0,0,0,56,232,53,22,21,7,11,1,1,0,0,39,"Nao Higashihama","sa3063503",
"Shuta Ishikawa ","Hawks (NPB)",32,7,2,2.5578947881978644,15,10,0,0,0,0,0,63.1,247,51,18,18,4,12,0,5,2,0,52,"Shuta Ishikawa","sa3063505",
"Reiji Kozawa ","Swallows (NPB)",26,6,6,2.549356306652554,40,8,0,0,11,2,1,77.2,309,64,22,22,6,23,2,1,4,0,66,"Reiji Kozawa","sa3063511",
"Livan Moinelo ","Hawks (NPB)",28,11,5,1.8773006134969326,25,25,2,0,0,0,0,163,636,107,39,34,11,47,1,5,3,0,155,"Livan Moinelo","sa3063513",
"Koutaro Ohtake ","Tigers (NPB)",29,11,7,2.7995393673621227,24,24,0,0,0,0,0,144.2,587,134,47,45,8,33,1,1,1,0,91,"Koutaro Ohtake","sa3063561",
"Katsuki Azuma ","BayStars (NPB)",28,13,4,2.1639344262295084,26,26,2,2,0,0,0,183,731,166,45,44,11,27,2,6,0,0,140,"Katsuki Azuma","sa3063565",
"Haruhiro Hamaguchi ","BayStars (NPB)",29,2,4,3.2468355998189224,11,11,1,0,0,0,0,52.2,229,47,26,19,3,29,0,1,0,0,45,"Haruhiro Hamaguchi","sa3063568",
"Shosei Togo ","Giants (NPB)",24,12,8,1.95,26,26,4,3,0,0,0,180,703,129,39,39,12,44,3,7,3,0,156,"Shosei Togo","sa3063629",
"Kazuya Ojima ","Marines (NPB)",27,12,10,3.5816327645946506,25,25,5,1,0,0,0,163.1,671,157,68,65,15,36,0,7,5,0,132,"Kazuya Ojima","sa3063638",
"Kodai Umetsu ","Dragons (NPB)",27,2,8,4.073276129970954,14,14,0,0,0,0,0,77.1,327,76,35,35,3,31,0,2,3,0,72,"Kodai Umetsu","sa3063644",
"Kazuki Sugiyama ","Hawks (NPB)",26,4,0,1.6092715638336679,50,0,0,0,1,2,10,50.1,198,28,10,9,2,22,0,1,1,0,61,"Kazuki Sugiyama","sa3063652",
"Sotaro Shimauchi ","Carp (NPB)",27,11,6,2.7650604951293665,58,0,0,0,0,5,20,55.1,238,43,20,17,2,27,2,2,4,0,53,"Sotaro Shimauchi","sa3063665",
"Wataru Matsumoto ","Lions (NPB)",27,1,9,3.93467366853445,34,8,0,0,0,1,4,66.1,284,54,32,29,11,29,1,2,1,0,41,"Wataru Matsumoto","sa3063688",
"Yutaro Watanabe ","Lions (NPB)",23,3,4,2.669201598343696,14,14,0,0,0,0,0,87.2,366,81,26,26,5,27,0,5,1,0,50,"Yutaro Watanabe","sa3063693",
"Shinichi Ohnuki ","BayStars (NPB)",30,6,7,2.852830352946176,15,15,0,0,0,0,0,88.1,370,78,35,28,6,24,0,4,0,1,58,"Shinichi Ohnuki","sa3063700",
"Carter Stewart, Jr. ","Hawks (NPB)",24,9,4,1.95,20,20,0,0,0,0,0,120,485,79,29,26,6,51,0,5,2,0,105,"Carter Stewart, Jr.","sa3063716",
"Kenshin Hotta ","Giants (NPB)",23,3,3,2.4545456977493183,17,7,0,0,0,0,0,51.1,200,43,14,14,2,13,0,2,0,0,30,"Kenshin Hotta","sa3063719",
"Haruto Inoue ","Giants (NPB)",23,8,5,2.7623764462897005,25,15,0,0,0,0,1,101,413,87,33,31,5,27,1,3,3,0,99,"Haruto Inoue","sa3063720",
"Tomohisa Ohzeki ","Hawks (NPB)",26,8,4,2.501362501819517,20,20,0,0,0,0,0,122.1,481,84,34,34,10,29,0,10,0,0,77,"Tomohisa Ohzeki","sa3063734",
"Hiroya Miyagi ","Buffaloes (NPB)",22,7,9,1.9058822845142218,20,20,3,0,0,0,0,141.2,560,115,31,30,7,22,0,3,2,0,139,"Hiroya Miyagi","sa3063746",
"Ryota Takinaka ","Golden Eagles (NPB)",29,4,6,4.163551253432827,12,12,0,0,0,0,0,71.1,292,74,36,33,6,14,2,1,1,0,26,"Ryota Takinaka","sa3063755",
"Masato Morishita ","Carp (NPB)",26,10,10,2.551648266076785,23,23,2,1,0,0,0,151.2,612,137,46,43,6,29,3,7,2,0,98,"Masato Morishita","sa3063771",
"Shogo Tamamura ","Carp (NPB)",23,4,5,2.960526315789474,15,12,2,0,0,0,0,76,311,77,32,25,3,11,0,2,1,0,58,"Shogo Tamamura","sa3063772",
"Hiroki Ohnishi ","Swallows (NPB)",26,9,1,1.3425416345288912,60,0,0,0,1,3,18,60.1,235,53,12,9,3,12,3,2,2,0,31,"Hiroki Ohnishi","sa3063788",
"Yuki Hashimoto ","Dragons (NPB)",26,3,1,1.7307694847062163,47,0,0,0,0,0,0,52,225,46,19,10,0,22,0,2,0,0,54,"Yuki Hashimoto","sa3063791",
"Masashi Itoh ","Tigers (NPB)",28,4,5,4.621621621621622,18,13,1,0,0,0,0,74,323,90,46,38,5,16,0,2,1,0,33,"Masashi Itoh","sa3063806",
"Shoki Murakami ","Tigers (NPB)",26,7,11,2.5770066781865566,25,23,2,0,0,0,0,153.2,635,143,57,44,7,33,2,2,5,0,130,"Shoki Murakami","sa3063807",
"Hayate Nakagawa ","BayStars (NPB)",25,3,0,4.421052927455763,29,6,0,0,1,0,3,57,250,65,30,28,3,13,0,6,0,0,36,"Hayate Nakagawa","sa3063815",
"Shunpeita Yamashita ","Buffaloes (NPB)",21,3,6,3.375,14,11,1,0,0,0,0,64,269,49,25,24,5,31,0,5,4,0,83,"Shunpeita Yamashita","sa3063816",
"Masaru Fujii ","Golden Eagles (NPB)",27,11,5,2.9285714285714284,22,22,0,0,0,0,0,126,529,138,45,41,8,29,0,7,3,0,74,"Masaru Fujii","sa3063829",
"Takahisa Hayakawa ","Golden Eagles (NPB)",25,11,6,2.536203598237565,25,25,2,1,0,0,0,170.1,690,156,54,48,10,35,1,3,4,0,160,"Takahisa Hayakawa","sa3063830",
"Seiryu Uchi ","Golden Eagles (NPB)",22,6,8,3.578313335242061,20,20,0,0,0,0,0,110.2,464,113,49,44,8,28,1,3,2,0,45,"Seiryu Uchi","sa3063832",
"Hiromi Itoh ","Fighters (NPB)",26,14,5,2.7051040477818753,26,26,5,4,0,0,0,176.1,710,150,60,53,14,39,0,3,1,0,161,"Hiromi Itoh","sa3063835",
"Iori Yamasaki ","Giants (NPB)",25,10,6,2.8099548481368966,24,24,1,1,0,0,0,147.1,621,140,48,46,8,42,1,10,2,0,103,"Iori Yamasaki","sa3063840",
"Ryoji Kuribayashi ","Carp (NPB)",27,0,6,1.9636364998305234,60,0,0,0,38,2,0,55,214,33,14,12,3,16,2,2,3,0,65,"Ryoji Kuribayashi","sa3063850",
"Naofumi Kizawa ","Swallows (NPB)",26,3,3,3.056603993585262,55,0,0,0,5,8,15,53,225,50,19,18,4,20,5,0,5,0,46,"Naofumi Kizawa","sa3063857",
"Taichi Yamano ","Swallows (NPB)",25,3,4,6.079470352260523,14,10,0,0,0,0,0,50.1,217,59,38,34,8,12,3,2,0,0,32,"Taichi Yamano","sa3063858",
"Takuma Kirishiki ","Tigers (NPB)",25,3,1,1.7908166750726262,70,0,0,0,0,3,28,65.1,263,48,14,13,0,18,5,4,1,0,60,"Takuma Kirishiki","sa3063883",
"Yuji Akahoshi ","Giants (NPB)",24,1,7,3.12,21,9,0,0,0,0,0,75,291,66,28,26,8,10,0,2,1,0,43,"Yuji Akahoshi","sa3063888",
"Ren Fukushima ","Fighters (NPB)",21,2,3,3.540983827996415,12,12,0,0,0,0,0,61,249,51,33,24,6,17,0,3,1,0,35,"Ren Fukushima","sa3063898",
"Koki Kitayama ","Fighters (NPB)",25,5,1,2.3142857863534667,14,13,1,1,0,0,0,81.2,320,52,22,21,5,28,0,5,1,0,87,"Koki Kitayama","sa3063900",
"Takumi Kurohara ","Carp (NPB)",24,4,3,2.111732068592697,53,2,0,0,0,0,3,59.2,244,40,15,14,2,20,0,3,0,0,67,"Takumi Kurohara","sa3063914",
"Hiroto Takahashi ","Dragons (NPB)",21,12,4,1.3781902064280427,21,21,1,1,0,0,0,143.2,569,107,27,22,1,34,2,4,5,0,130,"Hiroto Takahashi","sa3063923",
"Chihiro Sumida ","Lions (NPB)",24,9,10,2.7602231266127557,26,26,2,1,0,0,0,179.1,719,161,56,55,11,35,1,3,5,0,154,"Chihiro Sumida","sa3063941",
"Ryosuke Ohtsu ","Hawks (NPB)",25,7,7,2.865921909861726,19,19,0,0,0,0,0,119.1,470,101,38,38,11,22,1,1,1,1,97,"Ryosuke Ohtsu","sa3063969",
"Ryuhei Sotani ","Buffaloes (NPB)",23,7,11,2.3445378151260505,20,20,0,0,0,0,0,119,490,112,37,31,4,27,0,1,1,0,117,"Ryuhei Sotani","sa3063976",
"Shoma Kanemura ","Fighters (NPB)",23,7,6,2.3823529411764706,29,17,0,0,0,2,4,136,537,116,38,36,11,24,0,3,1,0,98,"Shoma Kanemura","sa3063978",
"Kojiro Yoshimura ","Swallows (NPB)",26,9,8,3.1879519244440626,23,23,1,1,0,0,0,138.1,584,144,55,49,8,39,3,2,0,0,114,"Kojiro Yoshimura","sa3063985",
"Shinya Matsuyama ","Dragons (NPB)",24,2,3,1.3251534052457612,59,0,0,0,0,2,26,54.1,214,38,9,8,0,17,5,3,2,0,57,"Shinya Matsuyama","sa3063995",
"Taito Takashima ","Buffaloes (NPB)",24,2,2,4.017857416551959,21,9,0,0,0,0,2,56,238,50,27,25,3,20,0,4,1,0,30,"Taito Takashima","sa3064042",
"Tatsuki Koja ","Golden Eagles (NPB)",22,5,8,4.319999868164066,15,15,0,0,0,0,0,83.1,347,70,42,40,10,31,1,7,0,0,58,"Tatsuki Koja","sa3064045",
"Natsuki Takeuchi ","Lions (NPB)",22,10,6,2.2293578761864716,21,21,1,1,0,0,0,145.1,568,120,39,36,6,22,0,3,2,2,107,"Natsuki Takeuchi","sa3064053",
"Yutaro Ishida ","BayStars (NPB)",22,4,3,3.9661016949152543,12,12,1,1,0,0,0,59,260,76,27,26,4,12,1,0,1,0,39,"Yutaro Ishida","sa3064062",
"Bo Takahashi ","Lions (NPB)",27,2,9,3.2201835989360146,33,9,0,0,0,1,4,72.2,315,70,31,26,4,27,2,6,2,0,48,"Bo Takahashi","sa830370",
