Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Edwin Escobar ","BayStars (NPB)",29,58.2,7.67045487795981,1.687500073151158,4.54545455,1.0738636829143733,0.21834061,0.04803493,0.17030568,0.18224299,0.8522727642177567,0.20382166,0.70135747,3.375000146302316,3.4147358813561697,-0.03973573505385364,"Edwin Escobar","10337",
"Zach Neal ","Lions (NPB)",32,60,3.9,2.25,1.73333333,0.45,0.09923664,0.05725191,0.04198473,0.31147541,1.5166666666666666,0.33953488,0.59020045,5.85,3.4844328244527185,2.365567175547281,"Zach Neal","11294",
"Angel Sánchez ","Giants (NPB)",31,73,6.657534246575342,2.835616438356164,2.34782609,1.6027397260273972,0.170347,0.07255521,0.0977918,0.28178694,1.4383561643835616,0.30803571,0.75723831,4.684931506849315,4.705209080160481,-0.020277573311165753,"Angel Sanchez","11776",
"Scott McGough ","Swallows (NPB)",31,64.1,10.632125192918942,3.2176168346991534,3.30434783,0.9792746888214814,0.29343629,0.08880309,0.20463321,0.18454936,1.0259068168605996,0.24,0.84459459,2.5181349141123808,3.065348216674388,-0.5472133025620072,"Scott McGough","12056",
"Nick Martinez ","Hawks (NPB)",30,140.2,8.829383567000708,2.4312795329422237,3.63157895,0.383886242043509,0.24954792,0.06871609,0.18083183,0.21176471,1.0379146544139317,0.27868852,0.88359046,1.599526008514621,2.310578181841568,-0.711052173326947,"Nick Martinez","12730",
"Raúl Alcántara ","Tigers (NPB)",28,59.1,7.280899032440593,2.1235955511285063,3.42857143,0.9101123790550741,0.19753086,0.05761317,0.1399177,0.24017467,1.1629213732370391,0.28,0.72607261,3.4887641197111177,3.205593881810529,0.2831702379005887,"Raul Alcantara","12790",
"Tsuyoshi Wada ","Hawks (NPB)",40,94.1,7.918728342156203,2.5759718703399694,3.07407407,1.3356891179540584,0.20959596,0.06818182,0.14141414,0.25956284,1.2932862888126597,0.30111524,0.72106262,4.48409918170291,3.92477446336645,0.5593247183364602,"Tsuyoshi Wada","13046",
"Drew VerHagen ","Fighters (NPB)",30,96,9.375,3.09375,3.03030303,0.65625,0.24570025,0.08108108,0.16461916,0.24456522,1.28125,0.31800766,0.70469799,3.84375,2.884432824452719,0.9593171755472811,"Drew VerHagen","13424",
"Thyago Vieira ","Giants (NPB)",28,55.1,10.40963879343145,4.228915759831526,2.46153846,0.4879518184420992,0.28070175,0.11403509,0.16666667,0.18905473,1.1566265326034944,0.26119403,0.77302632,2.9277109106525954,2.6565211745439483,0.27118973610864705,"Thyago Vieira","14510",
"Masahiro Tanaka ","Golden Eagles (NPB)",32,155.2,7.284796335851883,1.6766594741246397,4.34482759,0.9828693469006509,0.20192308,0.04647436,0.15544872,0.2220339,1.0278372255170205,0.25503356,0.78611898,3.006423884637285,3.257202259942563,-0.2507783753052779,"Masahiro Tanaka","15764",
"Fernando Romero ","BayStars (NPB)",26,80.2,4.909091063856994,3.3471075435388595,1.46666667,0.44628100580518126,0.1260745,0.08595989,0.04011461,0.28343949,1.4752066580782381,0.31954887,0.72635135,3.0123967891849737,3.6564714189126493,-0.6440746297276756,"Fernando Romero","15885",
"Cy Sneed ","Swallows (NPB)",28,68.2,9.043689655329498,3.0145632184431657,3,1.1796116941734127,0.24731183,0.08243728,0.16487455,0.23622047,1.208737908844361,0.28977273,0.77348066,3.40776711650097,3.5875072872349936,-0.1797401707340236,"Cy Sneed","16106",
"Reed Garrett ","Lions (NPB)",28,57.1,9.261628728611855,5.180233017698156,1.78787879,0.9418605486723921,0.22868217,0.12790698,0.10077519,0.25333333,1.5697675811206535,0.31875,0.75980392,3.7674421946895684,3.8301693498540352,-0.06272715516446681,"Reed Garrett","16866",
"Shun Yamaguchi ","Giants (NPB)",33,78.1,9.53617083195923,4.251064105813151,2.24324324,0.6893617468886191,0.2462908,0.10979228,0.13649852,0.22222222,1.3148937023986622,0.28846154,0.73770492,3.561702358924532,3.2096101559422703,0.3520922029822615,"Shun Yamaguchi","27460",
"Robert Suarez ","Tigers (NPB)",30,62.1,8.374331721633906,1.1550802374667455,7.25,0,0.25327511,0.0349345,0.21834061,0.18099548,0.7700534916444971,0.24539877,0.8125,1.1550802374667455,1.325163632134099,-0.17008339466735345,"Robert Suarez","30115",
"Kodai Senga ","Hawks (NPB)",28,84.2,9.566929421219996,2.8700788263659986,3.33333333,0.21259843158266659,0.26470588,0.07941176,0.18529412,0.19292605,1.0275590859828885,0.26484018,0.7424594,2.6574803947833323,2.009760884672793,0.6477195101105395,"Kodai Senga","31838",
"Yoshinobu Yamamoto ","Buffaloes (NPB)",22,193.2,9.573149490405045,1.8588639787194263,5.15,0.3253011962758996,0.2798913,0.05434783,0.22554348,0.17867435,0.8468158125277386,0.24324324,0.82586428,1.3941479840395696,1.7942148359796957,-0.40006685194012603,"Yoshinobu Yamamoto","33825",
"Naoyuki Uwasawa ","Fighters (NPB)",27,160.1,7.577962818358703,2.694386779860872,2.8125,0.4490644633101454,0.20995334,0.07465008,0.13530327,0.20135364,1.0415800746221426,0.24776786,0.73842303,2.8066528956884085,2.7387294267707536,0.06792346891765488,"Naoyuki Uwasawa","33828",
"Shota Imanaga ","BayStars (NPB)",27,120,8.25,1.95,4.23076923,1.2,0.23109244,0.05462185,0.17647059,0.21748879,1.025,0.253125,0.80305927,3.075,3.451099491119385,-0.3760994911193847,"Shota Imanaga","33829",
"Yariel Rodríguez ","Dragons (NPB)",24,61.2,8.902703069849915,5.545946174660602,1.60526316,1.1675676157180215,0.22181818,0.13818182,0.08363636,0.24137931,1.524324387187417,0.29447853,0.79726651,3.6486487991188175,4.601099565351335,-0.9524507662325177,"Yariel Rodriguez","33838",
"Tomoyuki Sugano ","Giants (NPB)",31,115.2,7.936599598130979,1.9452449995419065,4.08,1.167146999725144,0.21935484,0.05376344,0.1655914,0.20785219,0.9942363330991967,0.23734177,0.8019802,3.190201799248727,3.5532608909422554,-0.36305909169352857,"Tomoyuki Sugano","35321",
"Roki Sasaki ","Marines (NPB)",19,63.1,9.663158088747489,2.2736842561758794,4.25,0.7105263300549624,0.26356589,0.0620155,0.20155039,0.2107438,1.0578947580818328,0.27218935,0.71666667,2.2736842561758794,2.437941589091293,-0.16425733291541356,"Roki Sasaki","35323",
"Shinnosuke Ogasawara ","Dragons (NPB)",23,143.1,7.220930488796872,3.2023256950316563,2.25490196,1.004651198441304,0.18699187,0.08292683,0.10406504,0.25178571,1.339534931255072,0.29137529,0.78341014,3.641860594349727,3.798773945127069,-0.1569133507773417,"Shinnosuke Ogasawara","35324",
"Albert Suárez ","Swallows (NPB)",31,77,8.181818992497728,3.7402601108561044,2.1875,1.0519481561782793,0.20648968,0.09439528,0.1120944,0.27152318,1.4805196272138745,0.32735426,0.81766917,3.623376982391851,3.9439567472143056,-0.32057976482245465,"Albert Suarez","6175",
