Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Trevor Bauer ","BayStars (NPB)",32,130.2,8.954081284111128,2.135203998518808,4.19354839,0.9642856767504292,0.24344569,0.05805243,0.18539326,0.23847695,1.1479591389886061,0.29577465,0.81845238,2.755101933572655,2.8685943912337697,-0.11349245766111471,"Trevor Bauer","12703",
"Tsuyoshi Wada ","Hawks (NPB)",42,100,7.65,2.61,2.93103448,0.9,0.20531401,0.07004831,0.1352657,0.23298429,1.18,0.27526132,0.76635514,3.24,3.2219617462158205,0.01803825378417967,"Tsuyoshi Wada","13046",
"Robert Gsellman ","BayStars (NPB)",29,64.2,5.984536317826746,4.592783685774014,1.3030303,0.835051579231639,0.14726027,0.1130137,0.03424658,0.28235294,1.6237114040615201,0.32038835,0.73558648,4.453608422568741,4.254745314009503,0.19886310855923828,"Robert Gsellman","13696",
"Dietrich Enns ","Lions (NPB)",32,54,5,3.8333333333333335,1.30434783,1,0.12711864,0.09745763,0.02966102,0.25480769,1.4074074074074074,0.27325581,0.60606061,5.166666666666667,4.550850635104709,0.6158160315619581,"Dietrich Enns","13932",
"Yohander Méndez ","Giants (NPB)",28,87,7.448275862068965,3.413793103448276,2.18181818,0.7241379310344828,0.2074928,0.09510086,0.11239193,0.18446602,1.0344827586206897,0.2173913,0.8685446,2.0689655172413794,3.363111171503177,-1.2941456542617975,"Yohander Mendez","14391",
"J.B. Wendelken ","BayStars (NPB)",30,59.2,7.994413748561657,3.3184358956293667,2.40909091,0.15083799525588032,0.218107,0.09053498,0.12757202,0.18348624,1.039106189540509,0.23780488,0.83333333,1.6592179478146833,2.36028575570406,-0.7010678078893766,"J.B. Wendelken","14506",
"Luis Perdomo ","Marines (NPB)",30,50.2,7.282895102395264,2.664473817949487,2.73333333,0.1776315878632991,0.19617225,0.07177033,0.12440191,0.25257732,1.263157958139016,0.31578947,0.7827476,2.131579054359589,2.18827751191369,-0.056698457554100745,"Luis Perdomo","14682",
"Masahiro Tanaka ","Golden Eagles (NPB)",34,139.1,5.232057607260439,2.4545455441468724,2.13157895,0.9688995569000812,0.135,0.06333333,0.07166667,0.28007181,1.3923445484341908,0.30585683,0.6741573,4.909091088293745,3.824641214495918,1.0844498737978268,"Masahiro Tanaka","15764",
"Cy Sneed ","Swallows (NPB)",30,135,6.866666666666666,2.4,2.86111111,1,0.18101933,0.06326889,0.11775044,0.2509434,1.2518518518518518,0.28640777,0.73509934,3.6666666666666665,3.4471469314010057,0.21951973526566082,"Cy Sneed","16106",
"Foster Griffin ","Giants (NPB)",27,121,8.553719008264462,2.15702479338843,3.96551724,0.5950413223140496,0.23326572,0.05882353,0.17444219,0.22052402,1.0743801652892562,0.27761194,0.76121795,2.7520661157024793,2.488408027207556,0.26365808849492334,"Foster Griffin","16432",
