Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Edwin Escobar ","BayStars (NPB)",28,54,9.66666803242267,2.8333337336411275,3.41176471,0.5000000706425519,0.26728111,0.07834101,0.18894009,0.19897959,1.0370371835549226,0.26666667,0.80645161,2.3333336629985757,2.6991027589360987,-0.36576909593752305,"Edwin Escobar","10337",
"Zach Neal ","Lions (NPB)",31,112,5.303571428571429,2.8125,1.88571429,1.0446428571428572,0.13608247,0.07216495,0.06391753,0.28280543,1.4285714285714286,0.30853994,0.66755674,5.223214285714286,4.440504911967686,0.7827093737465995,"Zach Neal","11294",
"Angel Sánchez ","Giants (NPB)",30,87.2,6.057034396241464,3.4904943978340643,1.73529412,0.821292799490368,0.16253444,0.09366391,0.06887052,0.22492401,1.231939199235552,0.2519084,0.75413223,3.07984799808888,3.9621643653130567,-0.8823163672241767,"Angel Sanchez","11776",
"Spencer Patton ","BayStars (NPB)",32,53,11.037736643502337,4.5849059903778935,2.40740741,1.018867997861754,0.28138528,0.11688312,0.16450217,0.25742574,1.4905661450199736,0.35114504,0.68870523,4.924528656331812,3.618739460846337,1.3057891954854748,"Spencer Patton","12361",
"Nick Martinez ","Fighters (NPB)",29,76,7.815789473684211,4.7368421052631575,1.65,0.9473684210526315,0.19186047,0.11627907,0.0755814,0.25249169,1.5263157894736843,0.29955947,0.69573284,4.618421052631579,4.2873094232458815,0.33111162938569727,"Nick Martinez","12730",
"Tsuyoshi Wada ","Hawks (NPB)",39,85.2,7.879377665816657,3.256809435204218,2.41935484,0.735408582142888,0.21676301,0.08959538,0.12716763,0.21019108,1.1322957534580973,0.25431034,0.77097506,3.0466926974491075,3.390268682432557,-0.34357598498344943,"Tsuyoshi Wada","13046",
"Drew VerHagen ","Fighters (NPB)",29,111.2,9.268656927505196,2.3373134860665274,3.96551724,0.5641791173264032,0.25330396,0.06387665,0.18942731,0.21718377,1.0746268901455298,0.28282828,0.69707401,3.2238806704365897,2.6538844359502622,0.5699962344863274,"Drew VerHagen","13424",
"Onelki Garcia ","Tigers (NPB)",30,75.1,6.092920765356605,4.181416211519239,1.45714286,1.0752213115335185,0.15644172,0.10736196,0.04907975,0.24482759,1.4070797410191724,0.26956522,0.72033898,4.420354280748909,4.591105527894246,-0.17075124714533718,"Onelki Garcia","13674",
"Matt Moore ","Hawks (NPB)",31,78,10.26923076923077,2.5384615384615383,4.04545455,0.8076923076923077,0.278125,0.06875,0.209375,0.21768707,1.1025641025641026,0.28787879,0.72319202,2.6538461538461537,2.842977439440214,-0.18913128559406012,"Matt Moore","1890",
"Kohei Arihara ","Fighters (NPB)",27,132.2,7.190954498177744,2.0351758013710595,3.53333333,0.7462311271693886,0.19378428,0.05484461,0.13893967,0.2446184,1.1683416637500528,0.2893401,0.72115385,3.4597988623308016,3.252331892800649,0.20746696953015276,"Kohei Arihara","27505",
"Robert Suarez ","Tigers (NPB)",29,52.1,8.598726323576674,3.267516002959136,2.63157895,0.34394905294306694,0.24038462,0.09134615,0.14903846,0.19047619,1.05095543954826,0.24817518,0.76628352,2.2356688441299353,2.6335212826008214,-0.39785243847088614,"Robert Suarez","30115",
"Kodai Senga ","Hawks (NPB)",27,121,11.082644628099173,4.239669421487603,2.61403509,0.2975206611570248,0.29622266,0.11332008,0.18290259,0.2027027,1.2148760330578512,0.29553265,0.78103208,2.15702479338843,2.3881141209405317,-0.23108932755210176,"Kodai Senga","31838",
"Shintaro Fujinami ","Tigers (NPB)",26,76.1,10.021834728912935,4.71615751948844,2.125,0.589519689936055,0.24926686,0.11730205,0.13196481,0.23745819,1.4541485685089357,0.31578947,0.62264151,4.008733891565174,3.233471243461655,0.775262648103519,"Shintaro Fujinami","31839",
"Yoshinobu Yamamoto ","Buffaloes (NPB)",21,126.2,10.58684231781894,2.628947421203361,4.02702703,0.4263157980329774,0.30161943,0.07489879,0.22672065,0.18181818,0.9394737030726724,0.25675676,0.78044597,2.2026316231703835,2.2399409877692564,-0.03730936459887291,"Yoshinobu Yamamoto","33825",
"Yuki Matsui ","Golden Eagles (NPB)",24,68,10.852941176470589,3.7058823529411766,2.92857143,0.6617647058823529,0.28671329,0.0979021,0.18881119,0.21960784,1.2352941176470589,0.30357143,0.775,3.176470588235294,2.870126760707182,0.30634382752811185,"Yuki Matsui","33826",
"Naoyuki Uwasawa ","Fighters (NPB)",26,97,8.350515463917526,3.5257731958762886,2.36842105,0.5567010309278351,0.2189781,0.09245742,0.12652068,0.22849462,1.268041237113402,0.28623188,0.7266436,3.0618556701030926,3.113001230082561,-0.05114555997946857,"Naoyuki Uwasawa","33828",
"Shota Imanaga ","BayStars (NPB)",26,53,10.69811320754717,2.8867924528301887,3.70588235,0.33962264150943394,0.28125,0.07589286,0.20535714,0.22815534,1.2075471698113207,0.31914894,0.65916399,3.2264150943396226,2.090437526522943,1.1359775678166795,"Shota Imanaga","33829",
"Yariel Rodríguez ","Dragons (NPB)",23,59,10.220339643855961,3.203390037626495,3.19047619,0.6101695309764753,0.27016129,0.08467742,0.18548387,0.22522523,1.203389908314715,0.30463576,0.65340909,4.271186716835327,2.8905654402718874,1.3806212765634398,"Yariel Rodriguez","33838",
"Tomoyuki Sugano ","Giants (NPB)",30,137.1,8.58495177426206,1.638349575240851,5.24,0.5242718640770723,0.2462406,0.04699248,0.19924812,0.194,0.888349547463928,0.2465374,0.81494058,1.9660194902890211,2.5069057274251283,-0.5408862371361072,"Tomoyuki Sugano","35321",
"Albert Suárez ","Swallows (NPB)",30,67.1,6.9504947869897675,3.6089107547831487,1.92592593,0.534653445153059,0.18245614,0.09473684,0.0877193,0.22222222,1.2326732207695528,0.26530612,0.76738609,2.6732672257652954,3.656381830441323,-0.9831146046760275,"Albert Suarez","6175",
"Andrew Albers ","Buffaloes (NPB)",34,89,6.674157303370786,2.2247191011235956,3,1.2134831460674158,0.17553191,0.05851064,0.11702128,0.26495726,1.2921348314606742,0.2967033,0.75098814,3.943820224719101,4.070721605386627,-0.12690138066752565,"Andrew Albers","7853",
"Kris Johnson ","Carp (NPB)",35,51.2,6.0967744936432124,4.354838924030866,1.4,0.522580670883704,0.14767932,0.10548523,0.04219409,0.28436019,1.6451613713005495,0.32947977,0.58679707,6.0967744936432124,3.8680395189557215,2.228734974687491,"Kris Johnson","886",
"Katsunori Hirai ","Lions (NPB)",28,60.1,7.906078514447915,3.4309397326849442,2.30434783,0.44751387817629706,0.20384615,0.08846154,0.11538462,0.25423729,1.3756908106900985,0.31666667,0.61403509,4.1767961963121065,3.0412349952278475,1.135561201084259,"Katsunori Hirai","sa3062953",
"Tatsuya Imai ","Lions (NPB)",22,61.2,6.421621886449119,7.58918950216714,0.84615385,0.7297297598237634,0.14193548,0.16774194,-0.02580645,0.28458498,2.0108108937365925,0.32843137,0.6557377,6.129729982519613,5.358362153800762,0.7713678287188515,"Tatsuya Imai","sa3062955",
"Takumi Akiyama ","Tigers (NPB)",29,112,5.142857142857143,0.9642857142857143,5.33333333,1.3660714285714286,0.14712644,0.02758621,0.11954023,0.22931442,0.9732142857142857,0.23391813,0.75117371,2.892857142857143,4.110147769110544,-1.217290626253401,"Takumi Akiyama","sa3062959",
"Koyo Aoyagi ","Tigers (NPB)",26,241.1,6.563536049933166,3.281768024966583,2,0.2983425477242348,0.17254902,0.08627451,0.08627451,0.24078091,1.2845304138126776,0.2899729,0.70595855,3.3563536618976415,3.148969793648646,0.20738386824899546,"Koyo Aoyagi","sa3062961",
"Koji Fukutani ","Dragons (NPB)",29,92,7.043478260869565,1.2717391304347827,5.53846154,0.6847826086956522,0.2005571,0.0362117,0.1643454,0.23478261,1.0217391304347827,0.27819549,0.79812207,2.641304347826087,2.838796837433525,-0.19749248960743815,"Koji Fukutani","sa3062965",
"Yudai Ohno ","Dragons (NPB)",31,148.2,8.959640949073382,1.3923766339776202,6.43478261,0.7869954887699593,0.2647585,0.0411449,0.2236136,0.19776119,0.8677129747976474,0.248,0.86642599,1.816143435622983,2.5682275390243365,-0.7520841034013535,"Yudai Ohno","sa3062988",
"Kaima Taira ","Lions (NPB)",20,53,10.52830264457146,4.924528656331812,2.13793103,0.33962266595391805,0.28971963,0.13551402,0.15420561,0.12429379,0.9622642202027677,0.17699115,0.85409253,1.8679246627465491,3.2036450913471035,-1.3357204286005544,"Kaima Taira","sa3062990",
"Kona Takahashi ","Lions (NPB)",23,120.1,7.479224692864022,3.2908588648601698,2.27272727,0.673130222357762,0.1996008,0.08782435,0.11177645,0.22222222,1.1966759508582434,0.26686217,0.72254335,3.739612346432011,3.5400795309364756,0.19953281549553514,"Kona Takahashi","sa3062992",
"Daisuke Sobue ","Dragons (NPB)",32,50.1,6.2582787781043425,1.2516557556208685,5,0.1788079650886955,0.17948718,0.03589744,0.14358974,0.22340426,0.9735100321495644,0.26973684,0.81932773,1.7880796508869552,2.243130194470047,-0.4550505435830918,"Daisuke Sobue","sa3062997",
"Yuya Yanagi ","Dragons (NPB)",26,85,9.31764705882353,3.070588235294118,3.03448276,1.0588235294117647,0.24109589,0.07945205,0.16164384,0.26363636,1.3647058823529412,0.33189655,0.77777778,3.6,3.652479701883653,-0.05247970188365292,"Yuya Yanagi","sa3063008",
"Hiroto Fuku ","Dragons (NPB)",28,50.2,6.927631926668665,4.08552652085588,1.69565217,0.7105263514531964,0.1797235,0.10599078,0.07373272,0.22279793,1.30263164433086,0.26,0.70032573,3.5526317572659822,3.8662568372372474,-0.3136250799712652,"Hiroto Fuku","sa3063069",
"Takayuki Katoh ","Fighters (NPB)",28,58,7.913793623943567,3.56896575197455,2.2173913,0.6206896959955739,0.20481928,0.09236948,0.1124498,0.25446429,1.3793104355457197,0.31360947,0.77225131,3.258620903976763,3.389396565932867,-0.13077566195610402,"Takayuki Katoh","sa3063076",
"Seishu Hatake ","Giants (NPB)",26,65.2,6.715736300695441,3.152284386040717,2.13043478,0.6852792143566776,0.18490566,0.08679245,0.09811321,0.19747899,1.0659898889992763,0.22826087,0.7761194,2.878172700298046,3.6893265501386185,-0.8111538498405726,"Seishu Hatake","sa3063083",
"Nobutaka Imamura ","Giants (NPB)",26,62.2,7.898936490766505,3.015957569201756,2.61904762,1.1489362168387642,0.21153846,0.08076923,0.13076923,0.22362869,1.1808511117509521,0.25862069,0.81790123,3.159574596306602,3.963681244558748,-0.8041066482521462,"Nobutaka Imamura","sa3063086",
"Toshihiro Sugiura ","Fighters (NPB)",28,74.2,8.196428850597274,4.459821580472046,1.83783784,0.7232143103468183,0.21316614,0.11598746,0.09717868,0.20996441,1.2857143295054547,0.25603865,0.76749436,3.133928678169546,3.708362080369678,-0.5744334022001323,"Toshihiro Sugiura","sa3063087",
"Hirotoshi Takanashi ","Swallows (NPB)",29,94,8.042553191489361,3.6382978723404253,2.21052632,1.053191489361702,0.2038835,0.09223301,0.11165049,0.27005348,1.4787234042553192,0.32258065,0.77669903,4.117021276595745,3.905170565463127,0.21185071113261777,"Hirotoshi Takanashi","sa3063091",
"Toshiki Sakurai ","Giants (NPB)",26,63.2,6.078534274217467,2.9685865060131813,2.04761905,2.120418932866558,0.15302491,0.0747331,0.07829182,0.26666667,1.397905815000916,0.26903553,0.78082192,4.947644176688636,5.895534947017765,-0.9478907703291295,"Toshiki Sakurai","sa3063103",
