Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Shintaro Fujinami ","Tigers (NPB)",26,1,6,4.008733891565174,24,11,0,0,0,0,5,76.1,341,71,47,34,5,40,1,2,4,0,85,"Shintaro Fujinami","31839",
"Yoshinobu Yamamoto ","Buffaloes (NPB)",21,8,4,2.2026316231703835,18,18,1,0,0,0,0,126.2,494,82,34,31,6,37,0,6,1,0,149,"Yoshinobu Yamamoto","33825",
"Yuki Matsui ","Golden Eagles (NPB)",24,4,5,3.176470588235294,25,10,0,0,2,1,6,68,286,56,25,24,5,28,0,3,4,0,82,"Yuki Matsui","33826",
"Naoyuki Uwasawa ","Fighters (NPB)",26,8,6,3.0618556701030926,15,15,1,0,0,0,0,97,411,85,40,33,6,38,1,1,4,0,90,"Naoyuki Uwasawa","33828",
"Shota Imanaga ","BayStars (NPB)",26,5,3,3.2264150943396226,9,9,0,0,0,0,0,53,224,47,24,19,2,17,1,1,2,0,63,"Shota Imanaga","33829",
"Yariel Rodríguez ","Dragons (NPB)",23,3,4,4.271186716835327,11,10,0,0,0,0,0,59,248,50,30,28,4,21,0,5,2,2,67,"Yariel Rodriguez","33838",
"Tomoyuki Sugano ","Giants (NPB)",30,14,2,1.9660194902890211,20,20,3,3,0,0,0,137.1,532,97,33,30,8,25,0,7,2,0,131,"Tomoyuki Sugano","35321",
"Albert Suárez ","Swallows (NPB)",30,4,4,2.6732672257652954,12,12,0,0,0,0,0,67.1,285,56,25,20,4,27,1,6,2,0,52,"Albert Suarez","6175",
"Andrew Albers ","Buffaloes (NPB)",34,4,8,3.943820224719101,16,16,0,0,0,0,0,89,376,93,42,39,12,22,0,3,0,0,66,"Andrew Albers","7853",
"Kris Johnson ","Carp (NPB)",35,0,7,6.0967744936432124,10,10,0,0,0,0,0,51.2,237,60,38,35,3,25,0,1,5,0,35,"Kris Johnson","886",
"Katsunori Hirai ","Lions (NPB)",28,5,5,4.1767961963121065,41,4,0,0,0,1,5,60.1,260,60,35,28,3,23,2,1,3,0,53,"Katsunori Hirai","sa3062953",
"Tatsuya Imai ","Lions (NPB)",22,3,4,6.129729982519613,19,11,0,0,0,0,0,61.2,310,72,49,42,5,52,0,5,2,0,44,"Tatsuya Imai","sa3062955",
"Takumi Akiyama ","Tigers (NPB)",29,11,3,2.892857142857143,18,18,2,0,0,0,0,112,435,97,45,36,17,12,1,0,2,0,64,"Takumi Akiyama","sa3062959",
"Koyo Aoyagi ","Tigers (NPB)",26,14,18,3.3563536618976415,42,42,2,0,0,0,0,241.1,1020,222,102,90,8,88,6,10,4,0,176,"Koyo Aoyagi","sa3062961",
"Koji Fukutani ","Dragons (NPB)",29,8,2,2.641304347826087,14,14,0,0,0,0,0,92,359,81,27,27,7,13,0,1,2,0,72,"Koji Fukutani","sa3062965",
"Yudai Ohno ","Dragons (NPB)",31,11,6,1.816143435622983,20,20,10,6,0,0,0,148.2,559,106,33,30,13,23,2,0,3,0,148,"Yudai Ohno","sa3062988",
"Kaima Taira ","Lions (NPB)",20,1,0,1.8679246627465491,54,0,0,0,1,2,26,53,214,22,11,11,2,29,0,8,5,0,62,"Kaima Taira","sa3062990",
"Kona Takahashi ","Lions (NPB)",23,8,8,3.739612346432011,20,20,1,1,0,0,0,120.1,501,100,51,50,9,44,0,7,6,0,100,"Kona Takahashi","sa3062992",
"Daisuke Sobue ","Dragons (NPB)",32,2,0,1.7880796508869552,54,0,0,0,3,2,24,50.1,195,42,10,10,1,7,0,0,2,0,35,"Daisuke Sobue","sa3062997",
"Yuya Yanagi ","Dragons (NPB)",26,6,7,3.6,15,15,0,0,0,0,0,85,365,87,38,34,10,29,3,6,3,0,88,"Yuya Yanagi","sa3063008",
"Hiroto Fuku ","Dragons (NPB)",28,5,5,3.5526317572659822,53,0,0,0,2,3,22,50.2,217,43,24,20,4,23,1,1,1,0,39,"Hiroto Fuku","sa3063069",
"Takayuki Katoh ","Fighters (NPB)",28,4,2,3.258620903976763,28,7,0,0,0,0,1,58,249,57,23,21,4,23,2,2,1,0,51,"Takayuki Katoh","sa3063076",
"Seishu Hatake ","Giants (NPB)",26,4,4,2.878172700298046,12,12,1,1,0,0,0,65.2,265,47,22,21,5,23,0,4,1,0,49,"Seishu Hatake","sa3063083",
"Nobutaka Imamura ","Giants (NPB)",26,5,2,3.159574596306602,12,11,0,0,0,0,0,62.2,260,53,23,22,8,21,0,2,0,0,55,"Nobutaka Imamura","sa3063086",
"Toshihiro Sugiura ","Fighters (NPB)",28,7,5,3.133928678169546,17,13,0,0,1,0,0,74.2,319,59,29,26,6,37,1,1,2,0,68,"Toshihiro Sugiura","sa3063087",
"Hirotoshi Takanashi ","Swallows (NPB)",29,3,6,4.117021276595745,18,17,0,0,0,0,0,94,412,101,43,43,11,38,3,0,3,0,84,"Hirotoshi Takanashi","sa3063091",
"Toshiki Sakurai ","Giants (NPB)",26,2,4,4.947644176688636,24,8,0,0,0,0,1,63.2,281,68,37,35,15,21,1,5,0,0,43,"Toshiki Sakurai","sa3063103",
"Kazuto Taguchi ","Giants (NPB)",24,5,7,4.634328622068071,26,14,0,0,1,1,2,89.1,379,91,48,46,10,26,2,5,2,0,58,"Kazuto Taguchi","sa3063108",
"Cristopher Mercedes ","Giants (NPB)",26,4,4,3.1034484799778697,11,11,0,0,0,0,0,58,243,53,20,20,5,19,2,2,0,1,45,"Cristopher Mercedes","sa3063164",
"Yuta Iwasada ","Tigers (NPB)",28,7,3,3.2957750020389827,38,8,0,0,0,2,4,71,298,67,32,26,7,23,1,0,3,0,63,"Yuta Iwasada","sa3063175",
"Haruto Takahashi ","Tigers (NPB)",24,5,4,2.486842105263158,12,12,1,0,0,0,0,76,306,67,25,21,4,17,1,1,1,0,75,"Haruto Takahashi","sa3063188",
"Masanori Ishikawa ","Swallows (NPB)",40,2,8,4.480349643514018,15,15,0,0,0,0,0,76.1,331,85,40,38,7,19,2,2,2,0,41,"Masanori Ishikawa","sa3063224",
"Yasuhiro Ogawa ","Swallows (NPB)",30,10,8,4.61344537815126,20,20,1,1,0,0,0,119,515,132,64,61,20,29,1,2,2,0,83,"Yasuhiro Ogawa","sa3063236",
"Atsushi Endoh ","Carp (NPB)",21,5,6,3.869158878504673,19,19,2,0,0,0,0,107,464,90,53,46,13,52,2,4,2,1,97,"Atsushi Endoh","sa3063278",
"Makoto Kemna ","Carp (NPB)",25,1,1,3.8823532315686715,41,0,0,0,0,1,9,51,212,37,22,22,3,23,1,1,3,0,55,"Makoto Kemna","sa3063285",
"Aren Kuri ","Carp (NPB)",28,8,6,2.961734578590604,20,20,2,1,0,0,0,130.2,544,116,46,43,11,44,0,0,4,0,106,"Aren Kuri","sa3063286",
"Yusuke Nomura ","Carp (NPB)",31,6,3,4.58490582537762,13,13,0,0,0,0,0,70.2,309,81,36,36,9,22,1,3,0,0,35,"Yusuke Nomura","sa3063293",
"Daichi Ohsera ","Carp (NPB)",29,5,4,4.405263246340767,11,11,2,0,0,0,0,63.1,272,70,33,31,6,14,1,1,0,0,38,"Daichi Ohsera","sa3063295",
"Hiroki Tokoda ","Carp (NPB)",25,5,8,4.930434946157536,15,15,0,0,0,0,0,76.2,343,101,51,42,10,23,0,0,1,0,56,"Hiroki Tokoda","sa3063300",
"Takahiro Matsuba ","Dragons (NPB)",29,3,7,4.050000280900455,15,15,0,0,0,0,0,73.1,319,86,33,33,9,17,2,2,4,0,50,"Takahiro Matsuba","sa3063343",
"Yuki Nishi ","Tigers (NPB)",29,11,5,2.2550789290975763,21,21,4,2,0,0,0,147.2,582,116,44,37,15,28,2,4,1,1,115,"Yuki Nishi","sa3063344",
"Daiki Tajima ","Buffaloes (NPB)",23,4,6,4.046321694119807,20,20,1,1,0,0,0,122.1,512,102,57,55,14,42,0,7,2,0,89,"Daiki Tajima","sa3063350",
"Taisuke Yamaoka ","Buffaloes (NPB)",24,4,5,2.5961540366065714,12,12,1,0,0,0,0,69.1,284,68,22,20,7,21,1,2,3,0,64,"Taisuke Yamaoka","sa3063353",
"Sachiya Yamasaki ","Buffaloes (NPB)",27,5,5,4.5,15,14,0,0,0,0,0,84,348,71,45,42,12,34,0,2,0,0,46,"Sachiya Yamasaki","sa3063354",
"Kota Futaki ","Marines (NPB)",24,9,3,3.3992806688289687,15,15,1,1,0,0,0,92.2,361,72,36,35,7,12,0,3,3,0,79,"Kota Futaki","sa3063392",
"Ayumu Ishikawa ","Marines (NPB)",32,7,6,4.252500162220008,21,21,0,0,0,0,0,133.1,555,138,65,63,19,26,0,4,3,0,77,"Ayumu Ishikawa","sa3063393",
"Daiki Iwashita ","Marines (NPB)",23,7,7,4.2,17,16,0,0,0,0,0,90,393,98,44,42,11,35,1,3,4,1,74,"Daiki Iwashita","sa3063394",
"Naoya Masuda ","Marines (NPB)",30,3,5,2.2500001650590282,54,0,0,0,31,2,0,52,214,42,15,13,1,17,1,2,4,0,53,"Naoya Masuda","sa3063396",
"Hideaki Wakui ","Golden Eagles (NPB)",34,11,4,3.6,20,20,1,1,0,0,0,130,529,110,53,52,17,38,1,3,3,0,110,"Hideaki Wakui","sa3063413",
"Takayuki Kishi ","Golden Eagles (NPB)",35,7,0,3.2079210344009423,11,11,2,1,0,0,0,67.1,269,48,24,24,5,20,1,1,0,0,70,"Takayuki Kishi","sa3063457",
"Manabu Mima ","Marines (NPB)",33,10,4,3.951219512195122,19,19,1,0,0,0,0,123,517,130,62,54,9,25,0,0,3,0,88,"Manabu Mima","sa3063460",
"Takahiro Norimoto ","Golden Eagles (NPB)",29,5,7,3.963302752293578,18,18,0,0,0,0,0,109,475,110,56,48,13,34,0,5,3,0,105,"Takahiro Norimoto","sa3063465",
"Takahiro Shiomi ","Golden Eagles (NPB)",31,4,8,4.802371831139837,16,16,0,0,0,0,0,84.1,350,88,45,45,10,20,0,1,1,0,63,"Takahiro Shiomi","sa3063467",
"Ryota Ishibashi ","Golden Eagles (NPB)",29,1,7,6.110526438472676,13,13,0,0,0,0,0,63.1,285,72,43,43,9,28,1,4,2,1,46,"Ryota Ishibashi","sa3063500",
"Nao Higashihama ","Hawks (NPB)",30,9,2,2.3445378151260505,19,19,0,0,0,0,0,119,479,83,32,31,10,49,0,2,2,0,102,"Nao Higashihama","sa3063503",
"Shuta Ishikawa ","Hawks (NPB)",28,11,3,2.4179105028274424,18,17,2,1,0,0,0,111.2,443,68,32,30,9,41,0,12,0,0,103,"Shuta Ishikawa","sa3063505",
"Shunsuke Kasaya ","Hawks (NPB)",23,4,4,2.8421052631578947,20,11,0,0,0,0,0,57,246,44,21,18,2,31,0,4,0,0,67,"Shunsuke Kasaya","sa3063509",
"Yuito Mori ","Hawks (NPB)",28,1,1,2.279220835678815,52,0,0,0,32,3,0,51.1,205,39,14,13,4,13,3,2,0,0,40,"Yuito Mori","sa3063514",
"Akira Niho ","Hawks (NPB)",30,4,5,4.923529632726765,12,12,0,0,0,0,0,56.2,256,63,40,31,5,24,0,6,1,0,28,"Akira Niho","sa3063516",
"Rei Takahashi ","Hawks (NPB)",24,4,2,2.6470592195188067,52,0,0,0,0,0,20,51,220,42,17,15,2,24,0,9,1,0,29,"Rei Takahashi","sa3063521",
"Haruhiro Hamaguchi ","BayStars (NPB)",25,6,5,4.595744979257461,16,16,0,0,0,0,0,78.1,363,84,43,40,8,47,1,3,4,0,67,"Haruhiro Hamaguchi","sa3063568",
"Shoichi Inoh ","BayStars (NPB)",34,6,7,4.044943820224719,17,17,1,0,0,0,0,89,384,98,41,40,10,26,7,1,2,0,69,"Shoichi Inoh","sa3063571",
"Kentaro Taira ","BayStars (NPB)",24,4,6,2.268000138427743,14,14,1,0,0,0,0,83.1,335,75,24,21,3,17,2,2,0,0,65,"Kentaro Taira","sa3063587",
"Shosei Togo ","Giants (NPB)",20,9,6,2.7585139970457946,19,18,0,0,0,0,0,107.2,446,87,33,33,12,42,0,6,1,0,106,"Shosei Togo","sa3063629",
"Toshiya Nakamura ","Marines (NPB)",23,2,5,4.781250284984725,16,11,0,0,0,0,0,64,278,61,41,34,11,31,1,0,4,0,40,"Toshiya Nakamura","sa3063637",
"Kazuya Ojima ","Marines (NPB)",23,7,8,3.732353108679967,20,20,0,0,0,0,0,113.1,479,106,50,47,12,47,0,3,0,1,83,"Kazuya Ojima","sa3063638",
"Akiyoshi Katsuno ","Dragons (NPB)",23,4,5,3.875,13,13,0,0,0,0,0,72,298,74,32,31,7,17,0,2,7,0,56,"Akiyoshi Katsuno","sa3063641",
"Wataru Matsumoto ","Lions (NPB)",23,6,7,4.368932038834951,20,20,0,0,0,0,0,103,452,89,55,50,19,56,1,2,2,0,66,"Wataru Matsumoto","sa3063688",
"Taiga Kamichatani ","BayStars (NPB)",23,2,3,3.9661016949152543,11,11,1,1,0,0,0,59,247,57,29,26,8,20,2,2,4,0,50,"Taiga Kamichatani","sa3063696",
"Shinichi Ohnuki ","BayStars (NPB)",26,10,6,2.5337243968644665,19,19,1,0,0,0,0,113.2,452,96,34,32,13,29,4,3,0,1,81,"Shinichi Ohnuki","sa3063700",
"Hayato Yuge ","Golden Eagles (NPB)",26,3,2,5.006622643038077,10,10,0,0,0,0,0,50.1,229,57,34,28,9,20,0,3,2,0,34,"Hayato Yuge","sa3063707",
"Noboru Shimizu ","Swallows (NPB)",23,0,4,3.543750084489586,52,0,0,0,0,4,19,53.1,221,45,23,21,10,16,1,1,2,0,58,"Noboru Shimizu","sa3063713",
"Shota Hamaya ","Lions (NPB)",21,3,3,4.973684460172375,12,8,0,0,0,0,0,50.2,217,48,30,28,7,21,0,3,1,0,23,"Shota Hamaya","sa3063724",
"Ryusei Kawano ","Fighters (NPB)",22,3,5,5.0718233113119915,12,12,0,0,0,0,0,60.1,269,63,40,34,9,30,2,3,1,0,43,"Ryusei Kawano","sa3063736",
"Masato Morishita ","Carp (NPB)",22,10,3,1.9076087352008142,18,18,2,1,0,0,0,122.2,485,102,30,26,6,32,0,4,2,0,124,"Masato Morishita","sa3063771",
"Daiki Yoshida ","Swallows (NPB)",22,2,7,5.212871680901531,14,14,0,0,0,0,0,67.1,308,80,40,39,10,34,2,0,2,1,53,"Daiki Yoshida","sa3063786",
"Geronimo Franzua ","Carp (NPB)",26,2,3,2.454545624788154,53,0,0,0,19,3,2,55,218,39,18,15,7,18,2,1,1,0,62,"Geronimo Franzua","sa597245",
"Joe Gunkel ","Tigers (NPB)",28,2,4,3.1764707307914612,28,6,0,0,0,1,9,56.2,232,54,21,20,6,13,1,3,0,0,39,"Joe Gunkel","sa738176",
