Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Josh Lowe","TBR",2,0.5,0,1,1,1,1,2,0,5,1,0,0,,0.1931549604050815,1.0214347202938079,0.7793231417100906,0.785385936498642,421.61684376805573,"Josh Lowe",19953,666139
"Mario Feliciano","MIL",1,1,0,1,0,1,0,1,0,2.64285714,0,0.10000000149011612,0,0.09900989383459091,-0.003422521287575364,0.4332173611332156,0.3121615718413569,0.6917165517807007,340.2844836097012,"Mario Feliciano",20263,666128
"Ali Sánchez","STL",4,0,0,0,0.5,0.5,1,1.5,0.5,0.14285714,0.5,-1.2000000476837158,0,-0.895161509513855,0,1.4982472255369748,1.01402406836954,0.6208232641220093,296.68884136657437,"Ali Sanchez",18551,645305
"Jakson Reetz","WSN",2,0,0,0,0.5,0.5,1,1.5,0.5,2.64285714,0.5,0,0,-0.009093438275158405,0,0.7491236127684874,0.50701203418477,0.6208232641220093,294.0564892705706,"Jakson Reetz",17837,656883
"Seth Beer","ARI",10,0.1,0.3,0.333333333,0.444444444,0.5,0.888888888,1.388888888,0.444444444,2.64285714,0.6,-0.10000000149011612,0,0.010673646815121174,-0.010267563862726092,3.323456392383611,2.112898499465025,0.5697992324829102,261.04942001695406,"Seth Beer",20493,666179
"Tyler Nevin","BAL",18,0.222222222,0.277777777,0.8,0.285714285,0.444444444,0.642857142,1.087301586,0.357142857,1.30357142125,0.375,0.20000000298023224,0,-0.17529873549938202,-0.01711260643787682,4.227639625465344,2.0486354182118878,0.451985177066591,189.8566237761731,"Tyler Nevin",17893,663527
"Mike Trout","LAA",146,0.184931506,0.280821917,0.658536585,0.333333333,0.465753424,0.623931623,1.089685047,0.29059829,5.148785421213894,0.455882352,0.6999999284744263,0.6000000238418579,0.264056921005249,0.24256402673199773,34.14027436507937,16.466129128468005,0.45073862194169495,189.15439794741047,"Mike Trout",10155,545361
"Trayce Thompson","CHC",35,0.2,0.314285714,0.636363636,0.25,0.4,0.714285714,1.114285714,0.464285714,4.808587573411891,0.23076923,0,-0.20000000298023224,0.03495971858501434,0.3691973143722862,8.260427555739266,4.023474930524213,0.4533670697893415,186.52949801784655,"Trayce Thompson",9952,572204
"Estevan Florial","NYY",25,0.2,0.24,0.833333333,0.3,0.44,0.55,0.99,0.25,4.242529398359358,0.384615384,-0.20000000298023224,0,0.08091773092746735,0.17261983267962933,5.280916600993936,2.2545218686974695,0.42342241525650026,174.56585413621517,"Estevan Florial",19151,664314
"Byron Buxton","MIN",254,0.051181102,0.244094488,0.209677419,0.306382978,0.358267716,0.64680851,1.005076226,0.340425532,5.994074385989892,0.344155844,1.8999998569488525,1.2999999523162842,1.4348524808883667,1.2129732777830213,52.68442531108619,21.936254830954084,0.41880824105946096,170.70003080421128,"Byron Buxton",14161,621439
"Bryce Harper","PHI",599,0.166944908,0.223706176,0.746268656,0.309426229,0.42881072,0.614754098,1.043564818,0.305327869,4.349783554815411,0.359133126,-2.4999999403953552,-0.800000011920929,-1.0539510250091553,0.7807369297370315,130.23572068408592,57.72330289826259,0.4308981269751364,170.48425745080436,"Bryce Harper",11579,547180
"Nick Fortes","MIA",34,0.088235294,0.235294117,0.375,0.29032258,0.352941176,0.677419354,1.03036053,0.387096774,4.388734840270125,0.263157894,-0.10000000149011612,0,0.1468789130449295,0.17261983267962933,7.264899023956789,3.1490021880335943,0.4263676667914671,167.614859490834,"Nick Fortes",21538,663743
"Vladimir Guerrero Jr.","TOR",698,0.123209169,0.157593123,0.781818181,0.311258278,0.401146131,0.600993377,1.002139508,0.289735099,3.118893831728269,0.3125,-0.10000002384185791,-1.7000000476837158,-1.0557845830917358,-0.286714845104143,144.9167063811135,60.41976545539616,0.4190476244334374,165.70161871862166,"Vladimir Guerrero Jr.",19611,665489
"Luis González","CHW",11,0.272727272,0.181818181,1.5,0.25,0.454545454,0.5,0.954545454,0.25,2.01785714,0.333333333,-0.09999999403953552,-0.30000001192092896,-0.018178384751081467,-0.010267563862726092,2.2415242050108124,0.9099105228003671,0.414403882893649,165.49347435594828,"Luis Gonzalez",20332,670768
"Juan Soto","WSN",654,0.221712538,0.142201834,1.559139784,0.312749003,0.464831804,0.533864541,0.998696345,0.221115538,3.5002715790706445,0.332467532,0.5,-1.899999976158142,-1.2179561853408813,-1.9224423109553754,136.4264438538282,57.255957656952646,0.42023942209839255,163.69397404985946,"Juan Soto",20123,665742
"Oneil Cruz","PIT",9,0,0.444444444,0,0.333333333,0.333333333,0.666666666,0.999999999,0.333333333,2.64285714,0.5,0,0,,-0.006845042575150728,1.862927866519004,0.773425762892276,0.41829213831159806,161.45326934947204,"Oneil Cruz",21711,665833
"Brandon Belt","SFG",381,0.125984251,0.270341207,0.466019417,0.273846153,0.377952755,0.596923076,0.974875831,0.323076923,4.137538873372037,0.30927835,-1.2999999970197678,-0.20000000298023224,0.10708103328943253,-0.5672084465622902,75.07185497804849,28.949599257850338,0.40626257705310037,158.60968534952224,"Brandon Belt",10264,474832
