Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Mookie Betts","BOS",136,614,32,129,80,30,0.131921824,0.148208469,0.294230769,0.368159203,0.346153846,0.438110749,0.640384615,0.44889713366432943,0.43140048917345825,184.99697360216607,7.715913463151082,70.10454915636593,7.853206157684326,10.185332496119953,"Mookie Betts",13611,605141
"Mike Trout","LAA",140,608,39,101,79,24,0.200657894,0.203947368,0.316348196,0.346153846,0.31210191,0.459637561,0.628450106,0.44656093495408283,0.43475071288222084,188.3163034838783,3.807853237958625,67.99944091962108,2.6870119273662567,9.415717725458922,"Mike Trout",10155,545361
"Alex Bregman","HOU",157,705,31,105,103,10,0.136170212,0.120567375,0.245791245,0.288981288,0.286195286,0.394326241,0.531986531,0.3956216221852798,0.368957039969308,156.85365787601754,3.430339023238048,51.34640825333672,1.209721326828003,7.890696390399556,"Alex Bregman",17678,608324
"Francisco Lindor","CLE",158,745,38,129,92,25,0.093959731,0.143624161,0.242057489,0.279383429,0.276853252,0.351752021,0.518910741,0.3683644672640327,0.3776138326768888,131.52387068417264,1.432664011605084,29.50829108115441,20.743743419647217,7.7942576639384695,"Francisco Lindor",12916,596019
"Christian Yelich","MIL",147,651,36,118,110,22,0.104454685,0.207373271,0.271777003,0.372839506,0.325783972,0.402457757,0.597560975,0.4219775666441131,0.4171581917872001,167.08411105734618,6.35153196961619,59.671549263031025,-5.065681159496307,7.6726198663953165,"Christian Yelich",11477,592885
"José Ramírez","CLE",157,698,39,110,105,34,0.151862464,0.11461318,0.282006921,0.251612903,0.269896193,0.386819484,0.551903114,0.39148628310263595,0.364609106263118,147.3023009774801,6.099280167836696,45.569663542830035,4.549337148666382,7.615189799450715,"Jose Ramirez",13510,608070
"Manny Machado","- - -",162,709,37,84,107,14,0.098730606,0.146685472,0.240506329,0.304435483,0.297468354,0.366713681,0.537974683,0.3765743402427254,0.3688956673341964,140.78177841093927,2.968608489492908,37.69094786313846,9.563982009887695,7.25036621669977,"Manny Machado",11493,592518
"Matt Chapman","OAK",145,616,24,100,68,1,0.094155844,0.237012987,0.23034735,0.33773087,0.277879341,0.35551948,0.508226691,0.3692072153865517,0.33857473152496687,139.03080263514292,4.006407778011635,32.74872970737765,8.092061281204224,6.371572885340777,"Matt Chapman",16505,656305
"Lorenzo Cain","MIL",141,620,10,90,38,30,0.114516129,0.151612903,0.109461967,0.356979405,0.307977736,0.39516129,0.417439703,0.35886038899999445,0.3418473350019563,124.91121168917351,3.1970946902874857,22.054249460423666,16.80785894393921,5.954275488867371,"Lorenzo Cain",9077,456715
"Nolan Arenado","COL",156,673,38,104,110,2,0.108469539,0.18127786,0.26440678,0.314220183,0.296610169,0.373511904,0.561016949,0.3906945415133796,0.3533826357658259,132.80423666135644,-0.9377023957204074,26.01700516472016,11.169010400772095,5.948760906620482,"Nolan Arenado",9777,571448
"J.D. Martinez","BOS",150,649,43,111,130,6,0.106317411,0.224961479,0.298769772,0.374677002,0.330404217,0.402157164,0.629173989,0.427484259336346,0.4178437093737736,170.3847326206702,-1.6807855162769556,52.92728313511041,-18.19862174987793,5.85850741086381,"J.D. Martinez",6184,502110
"Javier Báez","CHC",160,645,34,101,111,21,0.04496124,0.258914728,0.264026403,0.347188264,0.290429042,0.326086956,0.554455445,0.3663847768831553,0.33951516280714217,131.18705142022094,4.188655512640253,28.748389285531623,8.249346733093262,5.841141833973536,"Javier Baez",12979,595879
