Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Trevor Story","COL",0.33217993,0.702702702,0.184466019,0.336569579,0.478964401,0.101351351,0.162162162,14,0.134615384,2,0.5,0.38338658,0.37380192,0.2428115,0.14376997,0.45367412,0.40255591,"Trevor Story",12564,596115
"Clint Frazier","NYY",0.306818181,0.853658536,0.173913043,0.380434782,0.445652173,0.048780487,0.097560975,1,0.028571428,0,0,0.41304348,0.34782609,0.23913043,0.22826087,0.36956522,0.40217391,"Clint Frazier",15983,640449
"Randal Grichuk","STL",0.293436293,0.841666666,0.213523131,0.359430604,0.427046263,0.083333333,0.183333333,11,0.108910891,0,0,0.51245552,0.27758007,0.20996441,0.18149466,0.41637011,0.40213523,"Randal Grichuk",10243,545341
"Tyler Austin","NYY",0.304347826,0.7,0.32,0.28,0.4,0,0.2,0,0,0,0,0.28,0.52,0.2,0.12,0.48,0.4,"Tyler Austin",11850,592122
"O'Koyea Dickson","LAD",0.2,0,0.2,0,0.8,0.25,0,0,0,0,0,0.2,0.8,0,0.4,0.2,0.4,"O'Koyea Dickson",12677,607297
"Joey Wendle","OAK",0.333333333,1.666666666,0.2,0.5,0.3,0.333333333,0.333333333,0,0,0,0,0.4,0.3,0.3,0.4,0.2,0.4,"Joey Wendle",13853,621563
"Francisco Mejía","CLE",0.2,2.5,0.3,0.5,0.2,0,0,0,0,0,0,0.6,0.3,0.1,0,0.6,0.4,"Francisco Mejia",16403,642336
"Victor Martinez","DET",0.280373831,1.230088495,0.236363636,0.421212121,0.342424242,0.061946902,0.088495575,2,0.014388489,1,1,0.42598187,0.30513595,0.26888218,0.12386707,0.47734139,0.39879154,"Victor Martinez",393,400121
"Domingo Santana","MIL",0.3625,1.618556701,0.274285714,0.448571428,0.277142857,0.020618556,0.30927835,4,0.025477707,0,0,0.34857143,0.37142857,0.28,0.11714286,0.48571429,0.39714286,"Domingo Santana",10348,570267
"Tyler Collins","DET",0.263736263,0.829268292,0.210526315,0.357894736,0.431578947,0.097560975,0.121951219,2,0.058823529,1,1,0.33333333,0.375,0.29166667,0.17708333,0.42708333,0.39583333,"Tyler Collins",12723,607385
"J.D. Davis","HOU",0.256410256,2.6,0.162790697,0.604651162,0.232558139,0,0.4,4,0.153846153,0,0,0.51162791,0.27906977,0.20930233,0.1627907,0.44186047,0.39534884,"J.D. Davis",16219,605204
"Carlos Correa","HOU",0.351612903,1.509433962,0.203592814,0.479041916,0.317365269,0.066037735,0.226415094,16,0.1,0,0,0.30538922,0.40718563,0.28742515,0.1497006,0.45508982,0.39520958,"Carlos Correa",14162,621043
"Manny Machado","BAL",0.264765784,1,0.157692307,0.421153846,0.421153846,0.132420091,0.150684931,19,0.08675799,2,0.5,0.41603053,0.33587786,0.2480916,0.1851145,0.41984733,0.39503817,"Manny Machado",11493,592518
"Justin Smoak","TOR",0.285353535,0.772020725,0.211981566,0.343317972,0.44470046,0.07253886,0.196891191,3,0.020134228,0,0,0.4078341,0.35253456,0.23963134,0.13133641,0.47465438,0.39400922,"Justin Smoak",9054,475253
"Adam Lind","WSN",0.316037735,1.268292682,0.17699115,0.460176991,0.362831858,0.073170731,0.170731707,3,0.028846153,0,0,0.3539823,0.39380531,0.25221239,0.13716814,0.46902655,0.39380531,"Adam Lind",8027,452252
"Scott Schebler","CIN",0.247678018,1.19402985,0.162393162,0.455840455,0.381766381,0.097014925,0.223880597,7,0.04375,1,0.5,0.45892351,0.33711048,0.20396601,0.19263456,0.41359773,0.39376771,"Scott Schebler",12225,594988
"Enrique Hernández","LAD",0.253588516,1.045977011,0.187214611,0.415525114,0.397260273,0.08045977,0.126436781,5,0.054945054,0,0,0.46153846,0.30769231,0.23076923,0.15837104,0.4479638,0.39366516,"Enrique Hernandez",10472,571771
"Travis Taijeron","NYM",0.296296296,1.75,0.214285714,0.5,0.285714285,0,0.125,1,0.071428571,0,0,0.53571429,0.17857143,0.28571429,0.17857143,0.42857143,0.39285714,"Travis Taijeron",11935,607369
"Lane Adams","ATL",0.367647058,1.28,0.219178082,0.438356164,0.342465753,0.08,0.2,4,0.125,0,0,0.63513514,0.22972973,0.13513514,0.17567568,0.43243243,0.39189189,"Lane Adams",10767,572669
"Tim Beckham","- - -",0.365217391,1.654205607,0.217630853,0.487603305,0.29476584,0.037383177,0.205607476,21,0.118644067,2,0.4,0.45652174,0.33152174,0.21195652,0.1548913,0.45380435,0.39130435,"Tim Beckham",7949,542921
"Anthony Santander","BAL",0.347826086,0.5,0.347826086,0.217391304,0.434782608,0.1,0,0,0,0,0,0.34782609,0.34782609,0.30434783,0.2173913,0.39130435,0.39130435,"Anthony Santander",14551,623993
"Marcell Ozuna","MIA",0.354838709,1.405063291,0.193205944,0.471337579,0.335456475,0.082278481,0.234177215,18,0.081081081,0,0,0.38641189,0.36305732,0.25053079,0.18259023,0.42675159,0.39065817,"Marcell Ozuna",10324,542303
"Charlie Blackmon","COL",0.370526315,1.1005291,0.223091976,0.407045009,0.369863013,0.068783068,0.195767195,16,0.076923076,1,0.25,0.43495146,0.31650485,0.24854369,0.17087379,0.43883495,0.39029126,"Charlie Blackmon",7859,453568
"Welington Castillo","BAL",0.336283185,1.08988764,0.243902439,0.394308943,0.361788617,0.08988764,0.224719101,7,0.072164948,0,0,0.41056911,0.36585366,0.22357724,0.12195122,0.48780488,0.3902439,"Welington Castillo",3256,456078
"Ryan Braun","MIL",0.292096219,1.540816326,0.188925081,0.491856677,0.319218241,0.091836734,0.173469387,10,0.066225165,1,1,0.38636364,0.35064935,0.26298701,0.19155844,0.41883117,0.38961039,"Ryan Braun",3410,460075
"Carlos Gómez","TEX",0.336244541,0.969387755,0.205761316,0.390946502,0.403292181,0.061224489,0.173469387,11,0.115789473,1,0.166666666,0.37349398,0.40963855,0.21686747,0.16465863,0.44578313,0.38955823,"Carlos Gomez",4881,460576
"Mitch Moreland","BOS",0.277628032,1.197183098,0.204081632,0.433673469,0.362244897,0.049295774,0.154929577,5,0.029411764,1,1,0.37150127,0.36132316,0.26717557,0.13486005,0.47582697,0.38931298,"Mitch Moreland",3086,519048
"Giancarlo Stanton","MIA",0.288359788,1.13372093,0.160183066,0.446224256,0.393592677,0.168604651,0.343023255,11,0.056410256,0,0,0.44622426,0.35240275,0.201373,0.20823799,0.402746,0.38901602,"Giancarlo Stanton",4949,519317
"Justin Turner","LAD",0.325581395,0.656410256,0.208333333,0.31372549,0.477941176,0.03076923,0.107692307,5,0.0390625,0,0,0.36674817,0.38875306,0.24449878,0.09779951,0.51344743,0.38875306,"Justin Turner",5235,457759
"Justin Bour","MIA",0.32183908,1.291666666,0.23076923,0.433566433,0.335664335,0.114583333,0.260416666,5,0.04032258,0,0,0.47202797,0.34265734,0.18531469,0.1958042,0.41608392,0.38811189,"Justin Bour",9744,571506
"Franchy Cordero","SDP",0.4,1.4375,0.1875,0.479166666,0.333333333,0.0625,0.1875,2,0.086956521,0,0,0.40816327,0.36734694,0.2244898,0.12244898,0.48979592,0.3877551,"Franchy Cordero",14567,614173
"Mike Zunino","SEA",0.354679802,0.701923076,0.22368421,0.320175438,0.45614035,0.125,0.240384615,3,0.04109589,0,0,0.50877193,0.3245614,0.16666667,0.1754386,0.43859649,0.38596491,"Mike Zunino",13265,572287
"Andrew Knapp","PHI",0.359649122,2.464285714,0.17094017,0.589743589,0.239316239,0.071428571,0.107142857,5,0.072463768,0,0,0.41880342,0.34188034,0.23931624,0.15384615,0.46153846,0.38461538,"Andrew Knapp",14942,595284
"Brad Miller","TBR",0.264573991,1.313253012,0.165217391,0.473913043,0.360869565,0.060240963,0.108433734,8,0.073394495,1,0.5,0.34482759,0.35775862,0.29741379,0.18103448,0.43534483,0.38362069,"Brad Miller",12775,543543
"Brandon Belt","SFG",0.283524904,0.6328125,0.234432234,0.296703296,0.468864468,0.1171875,0.140625,3,0.037037037,3,0.5,0.39426523,0.37634409,0.22939068,0.13978495,0.47670251,0.38351254,"Brandon Belt",10264,474832
"Mike Trout","LAA",0.318021201,0.816901408,0.183544303,0.367088607,0.449367088,0.098591549,0.232394366,13,0.112068965,0,0,0.40189873,0.35759494,0.24050633,0.18987342,0.42721519,0.38291139,"Mike Trout",10155,545361
"Raffy Lopez","TOR",0.266666666,0.588235294,0.15625,0.3125,0.53125,0.058823529,0.235294117,0,0,1,0.5,0.38235294,0.35294118,0.26470588,0.08823529,0.52941176,0.38235294,"Raffy Lopez",12606,607257
"James McCann","DET",0.300395256,1.098901098,0.281954887,0.375939849,0.342105263,0.087912087,0.142857142,6,0.06,0,0,0.43820225,0.27715356,0.28464419,0.15730337,0.46067416,0.38202247,"James McCann",12859,543510
"Matt Davidson","CHW",0.285087719,0.779661016,0.173228346,0.362204724,0.464566929,0.084745762,0.220338983,2,0.02173913,0,0,0.42125984,0.32283465,0.25590551,0.15748031,0.46062992,0.38188976,"Matt Davidson",7226,571602
"Dexter Fowler","STL",0.304918032,1.032520325,0.223602484,0.394409937,0.381987577,0.040650406,0.146341463,6,0.047244094,0,0,0.40247678,0.374613,0.22291022,0.12693498,0.49226006,0.38080495,"Dexter Fowler",4062,451594
"Salvador Perez","KCR",0.279661016,0.709497206,0.196850393,0.333333333,0.469816272,0.106145251,0.150837988,3,0.023622047,0,0,0.53018373,0.29658793,0.17322835,0.16535433,0.45406824,0.38057743,"Salvador Perez",7304,521692
"Derek Fisher","HOU",0.298850574,2.578947368,0.244444444,0.544444444,0.211111111,0.157894736,0.263157894,2,0.040816326,1,0.5,0.44565217,0.33695652,0.2173913,0.15217391,0.4673913,0.38043478,"Derek Fisher",16192,605233
"Mikie Mahtook","DET",0.324324324,1.388888888,0.203703703,0.462962962,0.333333333,0.088888888,0.133333333,18,0.144,0,0,0.43911439,0.36162362,0.19926199,0.15498155,0.46494465,0.3800738,"Mikie Mahtook",13130,543484
"Kendrys Morales","TOR",0.2775,1.457746478,0.184579439,0.483644859,0.3317757,0.056338028,0.197183098,4,0.019323671,0,0,0.4182243,0.32009346,0.26168224,0.15186916,0.46962617,0.37850467,"Kendrys Morales",8610,434778
"Edwin Encarnación","CLE",0.270618556,0.887640449,0.211267605,0.370892018,0.417840375,0.101123595,0.213483146,5,0.031645569,0,0,0.46713615,0.3286385,0.20422535,0.15492958,0.46948357,0.37558685,"Edwin Encarnacion",2151,429665
"Andre Ethier","LAD",0.272727272,1.857142857,0.166666666,0.541666666,0.291666666,0,0.285714285,0,0,0,0,0.45833333,0.29166667,0.25,0.125,0.5,0.375,"Andre Ethier",6265,444843
"Efren Navarro","DET",0.315789473,1.333333333,0.125,0.5,0.375,0,0.133333333,2,0.1,0,0,0.35,0.325,0.325,0.125,0.5,0.375,"Efren Navarro",9854,519068
"Mike Marjama","SEA",0.285714285,0.6,0,0.375,0.625,0,0.2,0,0,0,0,0.125,0.375,0.5,0.25,0.375,0.375,"Mike Marjama",12594,605357
"Garrett Cooper","NYY",0.4375,1.222222222,0.375,0.34375,0.28125,0.111111111,0,1,0.09090909,0,0,0.5,0.1875,0.3125,0.1875,0.4375,0.375,"Garrett Cooper",15279,643265
"Freddie Freeman","ATL",0.335423197,0.858156028,0.244956772,0.34870317,0.406340057,0,0.19858156,10,0.082644628,0,0,0.38616715,0.32853026,0.28530259,0.12391931,0.50144092,0.37463977,"Freddie Freeman",5361,518692
"Logan Morrison","TBR",0.268292682,0.721893491,0.204918032,0.333333333,0.461748633,0.088757396,0.224852071,3,0.024590163,0,0,0.46448087,0.3579235,0.17759563,0.17486339,0.45081967,0.37431694,"Logan Morrison",9205,489149
"Brandon Moss","KCR",0.247663551,0.742857142,0.224576271,0.330508474,0.444915254,0.047619047,0.209523809,1,0.012820512,0,0,0.52966102,0.25847458,0.21186441,0.13559322,0.49152542,0.37288136,"Brandon Moss",4467,461235
"Shane Peterson","TBR",0.315789473,1.173913043,0.152542372,0.457627118,0.389830508,0.04347826,0.086956521,2,0.074074074,0,0,0.42372881,0.33898305,0.23728814,0.25423729,0.37288136,0.37288136,"Shane Peterson",7423,451089
"Matt Adams","- - -",0.310638297,0.90825688,0.184313725,0.388235294,0.42745098,0.064220183,0.183486238,4,0.04040404,0,0,0.46666667,0.32941176,0.20392157,0.15294118,0.4745098,0.37254902,"Matt Adams",9393,571431
"José A. Martínez","STL",0.35,1.343283582,0.26635514,0.420560747,0.313084112,0.074626865,0.208955223,9,0.1,0,0,0.34883721,0.35813953,0.29302326,0.17674419,0.45116279,0.37209302,"Jose A. Martinez",7996,500874
"Ryan Rua","TEX",0.337837837,1.434782608,0.272727272,0.428571428,0.298701298,0.173913043,0.130434782,0,0,0,0,0.57692308,0.25641026,0.16666667,0.25641026,0.37179487,0.37179487,"Ryan Rua",12409,607387
"Tyler Flowers","ATL",0.342222222,1.265822784,0.244725738,0.421940928,0.333333333,0.050632911,0.151898734,7,0.07,0,0,0.43881857,0.28270042,0.27848101,0.1814346,0.44725738,0.37130802,"Tyler Flowers",9134,452095
"Travis Shaw","MIL",0.311827956,1.132450331,0.199004975,0.425373134,0.37562189,0.086092715,0.205298013,5,0.029239766,0,0,0.40346535,0.33910891,0.25742574,0.15841584,0.47029703,0.37128713,"Travis Shaw",11982,543768
"Ian Kinsler","DET",0.243792325,0.708333333,0.206451612,0.329032258,0.464516129,0.143518518,0.101851851,4,0.02614379,0,0,0.38924731,0.3483871,0.26236559,0.18709677,0.44301075,0.36989247,"Ian Kinsler",6195,435079
"Dominic Smith","NYM",0.218181818,1.5,0.159663865,0.50420168,0.336134453,0,0.225,4,0.066666666,0,0,0.38655462,0.39495798,0.21848739,0.1092437,0.5210084,0.3697479,"Dominic Smith",15653,642086
"Daniel Descalso","ARI",0.283400809,0.9009009,0.178988326,0.389105058,0.431906614,0.063063063,0.09009009,2,0.02,0,0,0.43579767,0.3463035,0.21789883,0.15953307,0.47081712,0.36964981,"Daniel Descalso",8392,518614
"Gary Sánchez","NYY",0.304347826,1.153846153,0.211267605,0.422535211,0.366197183,0.107692307,0.253846153,14,0.093333333,0,0,0.51549296,0.33239437,0.15211268,0.18591549,0.44507042,0.36901408,"Gary Sanchez",11442,596142
"Robinson Canó","SEA",0.293634496,1.634615384,0.194117647,0.5,0.305882352,0.044871794,0.147435897,5,0.019607843,0,0,0.39411765,0.35686275,0.24901961,0.12745098,0.50392157,0.36862745,"Robinson Cano",3269,429664
"Asdrúbal Cabrera","NYM",0.310077519,1.201388888,0.203517587,0.434673366,0.361809045,0.0625,0.097222222,13,0.075144508,1,0.25,0.46268657,0.34328358,0.19402985,0.17164179,0.460199,0.3681592,"Asdrubal Cabrera",4962,452678
"Rougned Odor","TEX",0.224343675,0.983957219,0.162528216,0.415349887,0.422121896,0.155080213,0.160427807,9,0.048913043,4,0.666666666,0.50334076,0.29844098,0.19821826,0.18485523,0.44766147,0.3674833,"Rougned Odor",12282,596059
"George Springer","HOU",0.297297297,1.429530201,0.179138321,0.482993197,0.33786848,0.087248322,0.228187919,24,0.112676056,0,0,0.40816327,0.33786848,0.25396825,0.17913832,0.45351474,0.36734694,"George Springer",12856,543807
"Travis Jankowski","SDP",0.29787234,2.6,0.142857142,0.619047619,0.238095238,0,0,1,0.038461538,0,0,0.36734694,0.32653061,0.30612245,0.18367347,0.44897959,0.36734694,"Travis Jankowski",13768,608671
"Nolan Arenado","COL",0.319829424,0.757709251,0.21146245,0.339920948,0.4486166,0.092511013,0.162995594,13,0.075581395,0,0,0.37672584,0.35108481,0.27218935,0.17554241,0.45759369,0.36686391,"Nolan Arenado",9777,571448
