Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Patrick Kivlehan","SDP",0.5,1,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,1,"Patrick Kivlehan",13910,623182
"Taylor Gushue","CHC",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"Taylor Gushue",16098,656494
"Oneil Cruz","PIT",0.5,3,0.2,0.6,0.2,0,1,0,0,0,0,0.8,0.2,0,0,0.2,0.8,"Oneil Cruz",21711,665833
"Ali Sánchez","STL",0.5,1,0.5,0.25,0.25,0,0,0,0,0,0,1,0,0,0.25,0,0.75,"Ali Sanchez",18551,645305
"John Andreoli","SDP",0.333333333,1,0.666666666,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0.33333333,0.66666667,"John Andreoli",13012,607430
"Tim Lopes","MIL",0.166666666,0.2,0,0.166666666,0.833333333,0,0,0,0,0,0,0.16666667,0.5,0.33333333,0,0.33333333,0.66666667,"Tim Lopes",14137,621005
"Taylor Davis","PIT",0.4,1.5,0,0.6,0.4,0,0,0,0,0,0,0.2,0.6,0.2,0,0.4,0.6,"Taylor Davis",12782,543089
"Ryan Vilade","COL",0,1.5,0,0.6,0.4,0,0,0,0,0,0,0,0.8,0.2,0.2,0.2,0.6,"Ryan Vilade",22165,668723
"Trayce Thompson","CHC",0.23076923,0.75,0.176470588,0.352941176,0.470588235,0,0.5,0,0,0,0,0.70588235,0.11764706,0.17647059,0.11764706,0.29411765,0.58823529,"Trayce Thompson",9952,572204
"Travis Blankenhorn","- - -",0.214285714,1.166666666,0.133333333,0.466666666,0.4,0.333333333,0.166666666,1,0.142857142,0,0,0.53333333,0.13333333,0.33333333,0.13333333,0.33333333,0.53333333,"Travis Blankenhorn",18395,663905
