Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Ronnie Dawson","CIN",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"Ronnie Dawson",19710,669008
"Liover Peguero","PIT",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"Liover Peguero",24273,678894
"James Outman","LAD",1,1,0.333333333,0.333333333,0.333333333,0,0.5,0,0,0,0,0.5,0.33333333,0.16666667,0,0.16666667,0.83333333,"James Outman",24770,681546
"Monte Harrison","LAA",0.5,2,0,0.666666666,0.333333333,0,1,0,0,0,0,0,0.33333333,0.66666667,0,0.33333333,0.66666667,"Monte Harrison",17216,656509
"Narciso Crook","CHC",0.333333333,3,0.333333333,0.5,0.166666666,0,0,0,0,0,0,0.5,0.5,0,0,0.33333333,0.66666667,"Narciso Crook",17473,643271
"Ryan Aguilar","LAA",0.333333333,0.5,0.333333333,0.222222222,0.444444444,0,0,0,0,0,0,0.55555556,0.33333333,0.11111111,0.11111111,0.22222222,0.66666667,"Ryan Aguilar",19967,666922
"Kevin Pillar","LAD",0.125,1.333333333,0.125,0.5,0.375,0,0,0,0,0,0,0.625,0.25,0.125,0,0.375,0.625,"Kevin Pillar",12434,607680
"Jason Krizan","SFG",0.2,1,0.2,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0.2,0,0.4,0.6,"Jason Krizan",12394,607249
"Christian Lopes","OAK",0,1,0.5,0.25,0.25,1,0,0,0,0,0,0.25,0.5,0.25,0.25,0.25,0.5,"Christian Lopes",13472,547173
"Tom Murphy","SEA",0.47368421,1,0.3,0.35,0.35,0,0.142857142,2,0.285714285,0,0,0.45,0.25,0.3,0.1,0.4,0.5,"Tom Murphy",13499,608596
"Josh Lester","DET",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,"Josh Lester",17737,623507
"Donny Sands","PHI",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,"Donny Sands",18603,664848
"Khalil Lee","NYM",0,1,0,0.5,0.5,0,1,0,0,0,0,0,1,0,0.5,0,0.5,"Khalil Lee",19952,666137
"Vinny Capra","TOR",0.25,2,0.25,0.5,0.25,0,0,0,0,0,0,1,0,0,0.25,0.25,0.5,"Vinny Capra",25040,681962
"Francisco Alvarez","NYM",0.142857142,1.333333333,0.125,0.5,0.375,0,0.333333333,0,0,0,0,0.25,0.625,0.125,0,0.5,0.5,"Francisco Alvarez",26121,682626
"Aaron Judge","NYY",0.340236686,0.856321839,0.1925,0.3725,0.435,0.045977011,0.356321839,11,0.073825503,0,0,0.475,0.3175,0.2075,0.075,0.445,0.48,"Aaron Judge",15640,592450
"David Hensley","HOU",0.409090909,1.714285714,0.173913043,0.52173913,0.304347826,0,0.142857142,1,0.083333333,0,0,0.47826087,0.17391304,0.34782609,0.08695652,0.43478261,0.47826087,"David Hensley",25111,682073
"Brent Rooker","- - -",0.19047619,1.428571428,0.19047619,0.476190476,0.333333333,0,0,0,0,0,0,0.42857143,0.52380952,0.04761905,0.19047619,0.33333333,0.47619048,"Brent Rooker",19627,667670
"Sean Bouchard","COL",0.404255319,1.176470588,0.26,0.4,0.34,0,0.176470588,1,0.05,0,0,0.5,0.26,0.24,0.14,0.4,0.46,"Sean Bouchard",21270,656248
"Yordan Alvarez","HOU",0.320359281,0.993150684,0.215633423,0.390835579,0.393530997,0.020547945,0.253424657,7,0.048275862,0,0,0.393531,0.39622642,0.21024259,0.0916442,0.46630728,0.44204852,"Yordan Alvarez",19556,670541
"Garrett Mitchell","MIL",0.548387096,1,0.212121212,0.393939393,0.393939393,0,0.153846153,3,0.23076923,0,0,0.20588235,0.41176471,0.38235294,0.08823529,0.47058824,0.44117647,"Garrett Mitchell",27555,669003
"Teoscar Hernández","TOR",0.335403726,1.285714285,0.216138328,0.44092219,0.342939481,0.058823529,0.210084033,10,0.065359477,0,0,0.42074928,0.32564841,0.25360231,0.10086455,0.4610951,0.43804035,"Teoscar Hernandez",13066,606192
"Eloy Jiménez","CHW",0.336538461,1.527027027,0.165178571,0.504464285,0.330357142,0.04054054,0.216216216,8,0.07079646,0,0,0.375,0.40178571,0.22321429,0.11607143,0.44642857,0.4375,"Eloy Jimenez",17484,650391
"Chris Okey","CIN",0.285714285,2,0.142857142,0.571428571,0.285714285,0,0,0,0,0,0,0.28571429,0.42857143,0.28571429,0,0.57142857,0.42857143,"Chris Okey",19245,608360
"Joe Dunand","MIA",0.333333333,0.2,0.142857142,0.142857142,0.714285714,0.2,0.2,0,0,0,0,0.71428571,0.28571429,0,0.14285714,0.42857143,0.42857143,"Joe Dunand",19727,656388
"Miguel Vargas","LAD",0.205882352,0.666666666,0.142857142,0.342857142,0.514285714,0.111111111,0.055555555,3,0.25,0,0,0.37142857,0.4,0.22857143,0.17142857,0.4,0.42857143,"Miguel Vargas",20178,678246
"Trayce Thompson","- - -",0.373913043,0.8,0.296875,0.3125,0.390625,0.06,0.26,3,0.075,0,0,0.5546875,0.2890625,0.15625,0.09375,0.484375,0.421875,"Trayce Thompson",9952,572204
"Byron Buxton","MIN",0.243654822,0.6,0.182222222,0.306666666,0.511111111,0.12173913,0.24347826,5,0.072463768,0,0,0.58222222,0.24888889,0.16888889,0.14666667,0.43555556,0.41777778,"Byron Buxton",14161,621439
"Willson Contreras","CHC",0.269624573,1.557692307,0.155555555,0.514285714,0.33015873,0.134615384,0.211538461,10,0.061728395,0,0,0.44444444,0.31746032,0.23809524,0.15873016,0.42539683,0.41587302,"Willson Contreras",11609,575929
"Danny Jansen","TOR",0.254658385,0.662921348,0.159090909,0.335227272,0.505681818,0.224719101,0.168539325,6,0.101694915,0,0,0.52272727,0.3125,0.16477273,0.22159091,0.36363636,0.41477273,"Danny Jansen",16535,643376
"Gary Sánchez","MIN",0.257352941,1.05,0.145833333,0.4375,0.416666666,0.108333333,0.133333333,4,0.031746031,0,0,0.5,0.28819444,0.21180556,0.1875,0.39930556,0.41319444,"Gary Sanchez",11442,596142
"Nick Plummer","NYM",0.133333333,1.4,0.294117647,0.411764705,0.294117647,0,0.4,0,0,0,0,0.35294118,0.52941176,0.11764706,0.11764706,0.47058824,0.41176471,"Nick Plummer",18690,663911
