Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",155,678,52,128,114,9,0.187315634,0.30678466,0.343173432,0.356643356,0.284132841,0.421828908,0.627306273,0.430184422851145,0.45026038000891516,173.81664358316738,-1.1618275698274374,60.58701924935655,4.346551418304443,8.694837752512154,"Aaron Judge",15640,592450
"Jose Altuve","HOU",153,662,24,112,81,32,0.087613293,0.126888217,0.201694916,0.37037037,0.345762711,0.409984871,0.547457627,0.4050184821647714,0.36023612235470437,159.64068041446606,5.44237574050203,54.155439211483504,1.3266360759735107,7.701485634064396,"Jose Altuve",5417,514888
"José Ramírez","CLE",152,645,29,107,83,17,0.080620155,0.106976744,0.264957265,0.319105691,0.317948717,0.37364341,0.582905982,0.3964889530092478,0.36106716119904625,146.3522184493424,3.5378622063435614,40.425012285473514,8.50162410736084,6.993075491415109,"Jose Ramirez",13510,608070
"Kris Bryant","CHC",151,665,29,111,73,7,0.142857142,0.192481203,0.242258652,0.334170854,0.295081967,0.409022556,0.537340619,0.3991411538738193,0.37600265085516005,146.5762830238972,4.364852691069245,44.174053882211275,3.2405872344970703,6.992235395614657,"Kris Bryant",15429,592178
"Mike Trout","LAA",114,507,33,92,72,22,0.185404339,0.177514792,0.323383084,0.318021201,0.305970149,0.441814595,0.629353233,0.4369006416177362,0.42412394661524633,180.49388600567576,3.6860281992703676,54.03791128117812,-2.74643737077713,6.774092353552107,"Mike Trout",10155,545361
"Giancarlo Stanton","MIA",159,692,59,123,132,2,0.122832369,0.235549132,0.350083752,0.288359788,0.281407035,0.375722543,0.631490787,0.4104566109724705,0.402967354395541,158.09080000886834,-3.646894061937928,48.01977251152601,-7.12302952632308,6.435828100553141,"Giancarlo Stanton",4949,519317
"Joey Votto","CIN",162,707,36,106,100,5,0.189533239,0.117397454,0.257602862,0.320627802,0.320214669,0.454031117,0.577817531,0.42821576085153107,0.41560624394103557,163.10797553052072,-7.429742203094065,49.915930673850355,-11.774627923965454,6.212864490640609,"Joey Votto",4314,458015
"Brian Dozier","MIN",152,705,34,106,93,16,0.110638297,0.2,0.226904376,0.299549549,0.270664505,0.358865248,0.497568881,0.3618832151265615,0.3419475088874213,125.89454018503977,0.3210063870064914,22.84483344051433,14.602757930755615,6.048148622021071,"Brian Dozier",9810,572821
"Anthony Rendon","WSN",147,605,25,81,100,7,0.138842975,0.13553719,0.232283464,0.314496314,0.301181102,0.403305785,0.533464566,0.39411276399790746,0.369842941001133,140.90132229658974,1.1201822119764984,32.924765806148,5.560596704483032,5.898432832481622,"Anthony Rendon",12861,543685
"Francisco Lindor","CLE",159,723,33,99,89,15,0.082987551,0.128630705,0.231950845,0.274621212,0.273425499,0.337047353,0.505376344,0.3526813645711106,0.35749664957798055,116.38912299518462,3.9933611932210624,18.613075141741607,15.800540924072266,5.805450367499111,"Francisco Lindor",12916,596019
