Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",152,679,53,137,114,12,0.182621502,0.235640648,0.356746765,0.376119402,0.330868761,0.456553755,0.687615526,0.46277131105470437,0.47547153228902594,204.45786957330023,-4.136605521664023,79.45901257681288,-3.840787410736084,10.126551288308303,"Aaron Judge",15640,592450
"Cal Raleigh","SEA",159,705,60,110,125,14,0.137588652,0.266666666,0.342281879,0.247863247,0.246644295,0.358865248,0.588926174,0.39200781996166983,0.38390168478322584,161.1147743082231,-2.7572656720876694,48.024512511539605,16.293894536793232,9.061950075059658,"Cal Raleigh",21534,663728
"Bobby Witt Jr.","KCR",157,687,23,99,88,38,0.071324599,0.181950509,0.205457464,0.334024896,0.295345104,0.350800582,0.500802568,0.36028863131912187,0.3771829774393838,129.71644196602443,7.415335962548852,31.477025606173648,23.154629707336426,8.007519963444945,"Bobby Witt Jr.",25764,677951
"Shohei Ohtani","LAD",158,727,55,146,102,20,0.149931224,0.257221458,0.340425532,0.315363881,0.281505728,0.391724137,0.62193126,0.4178216946885941,0.4387970404191451,172.3156045629402,3.6916542779654264,66.0020684402727,-17.067899703979492,7.48155524527151,"Shohei Ohtani",19755,660271
"Geraldo Perdomo","ARI",161,720,20,98,100,27,0.130555555,0.115277777,0.172529313,0.302970297,0.289782244,0.389044943,0.462311557,0.3698901362224638,0.3610100362801922,137.98755046348717,3.7616404332220554,36.17828000041651,9.0267254114151,7.076184573647693,"Geraldo Perdomo",22799,672695
"Trea Turner","PHI",141,639,15,94,69,36,0.067292644,0.167449139,0.152801358,0.34968017,0.303904923,0.355242566,0.456706281,0.35156535943473766,0.32529203121938677,124.8082278067238,7.964803466573358,26.753247055411787,17.245675086975098,6.6770331476217395,"Trea Turner",16252,607208
"Corbin Carroll","ARI",143,642,31,107,84,32,0.10436137,0.238317757,0.281914893,0.299479166,0.258865248,0.342679127,0.540780141,0.37149713461675615,0.3825083798582449,139.08839604480144,10.27390356361866,40.016377095755225,2.583899974822998,6.544147364620172,"Corbin Carroll",25878,682998
"José Ramírez","CLE",158,673,30,103,85,44,0.09806835,0.109955423,0.219224283,0.279352226,0.283305227,0.360119047,0.50252951,0.35964188603254466,0.3513679621769832,133.4721923751499,7.257247479632497,33.80769208066191,4.574817478656769,6.295753523515693,"Jose Ramirez",13510,608070
"Francisco Lindor","NYM",160,732,31,117,86,31,0.088797814,0.178961748,0.198757764,0.288343558,0.267080745,0.345628415,0.465838509,0.3501807249572179,0.3548816119460325,128.77125428201668,2.755493702366948,27.71661450957035,9.207597255706787,6.269808197542131,"Francisco Lindor",12916,596019
"Fernando Tatis Jr.","SDP",155,691,25,111,71,32,0.128798842,0.186685962,0.178451179,0.30316742,0.267676767,0.367583212,0.446127946,0.3532081374473739,0.3811020367996283,131.28272564346076,5.804375933483243,31.424241052232436,5.1778998374938965,6.097277124217614,"Fernando Tatis Jr.",19709,665487
