Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Shohei Ohtani","LAD",158,611,727,172,83,25,9,55,146,102,109,20,187,3,2,0,9,20,6,0.281505728,"Shohei Ohtani",19755,660271
"Miguel Amaya","CHC",28,96,103,27,14,9,0,4,14,25,4,0,22,1,1,1,0,0,0,0.28125,"Miguel Amaya",21693,665804
"Ramón Laureano","- - -",132,441,488,124,72,26,2,24,72,76,35,1,119,8,4,0,10,7,4,0.281179138,"Ramon Laureano",17128,657656
"Tyler Freeman","COL",110,377,428,106,82,20,2,2,50,31,34,0,51,11,4,2,10,18,9,0.281167108,"Tyler Freeman",22532,671289
"Ryan O'Hearn","- - -",144,474,544,133,94,21,1,17,67,63,58,4,109,8,4,0,11,3,1,0.280590717,"Ryan O'Hearn",16442,656811
"Tyler Tolbert","KCR",64,50,57,14,11,2,0,1,19,6,1,0,11,3,2,1,1,21,2,0.28,"Tyler Tolbert",25779,686475
"Brandon Marsh","PHI",133,379,425,106,68,25,2,11,59,43,38,1,110,0,4,3,2,7,1,0.279683377,"Brandon Marsh",20202,669016
"Hyeseong Kim","LAD",71,161,170,45,35,6,1,3,19,17,7,0,52,1,0,1,0,13,1,0.279503105,"Hyeseong Kim",35322,808975
"Dillon Dingler","DET",126,435,469,121,85,21,2,13,54,57,23,2,110,9,1,0,5,0,0,0.278160919,"Dillon Dingler",27464,693307
"Hunter Goodman","COL",144,540,579,150,86,28,5,31,73,91,33,0,152,4,2,0,16,1,2,0.277777777,"Hunter Goodman",29715,696100
"Ernie Clement","TOR",157,545,588,151,105,35,2,9,83,50,27,1,61,4,5,7,13,6,5,0.27706422,"Ernie Clement",20352,676391
"Harrison Bader","- - -",146,448,501,124,82,24,1,17,61,54,39,0,136,11,3,0,5,11,7,0.276785714,"Harrison Bader",18030,664056
"Troy Johnston","MIA",44,112,121,31,24,2,1,4,12,13,8,0,26,1,0,0,1,2,2,0.276785714,"Troy Johnston",26143,687859
"Shea Langeliers","ATH",123,481,523,133,70,32,0,31,73,72,36,1,103,1,5,0,10,7,1,0.276507276,"Shea Langeliers",25816,669127
"Jeremiah Jackson","BAL",48,170,183,47,30,10,2,5,20,21,11,0,50,2,0,0,6,0,2,0.276470588,"Jeremiah Jackson",22239,669236
"Tyler Soderstrom","ATH",158,561,624,155,95,34,1,25,75,93,55,2,141,6,2,0,18,8,3,0.276292335,"Tyler Soderstrom",27467,691016
"Amed Rosario","- - -",63,181,191,50,33,11,0,6,20,23,7,0,31,2,1,0,6,1,0,0.276243093,"Amed Rosario",15518,642708
"Edmundo Sosa","PHI",89,243,261,67,43,12,1,11,30,39,10,0,56,2,2,3,7,1,1,0.275720164,"Edmundo Sosa",17022,624641
"Carlos Correa","- - -",144,537,584,148,106,29,0,13,63,52,45,0,113,1,1,0,19,0,0,0.275605214,"Carlos Correa",14162,621043
"Manny Machado","SDP",159,615,678,169,109,33,0,27,91,95,55,4,131,3,5,0,16,14,3,0.274796747,"Manny Machado",11493,592518
"Drake Baldwin","ATL",124,405,446,111,72,18,2,19,56,80,38,0,68,3,0,0,9,0,0,0.274074074,"Drake Baldwin",31539,686948
"Paul Goldschmidt","NYY",146,489,534,134,92,31,1,10,76,45,36,5,100,4,2,0,8,5,1,0.274028629,"Paul Goldschmidt",9218,502671
"Brett Harris","ATH",32,73,84,20,15,5,0,0,11,5,7,0,21,2,1,1,1,1,0,0.273972602,"Brett Harris",29788,695391
"Gunnar Henderson","BAL",154,577,651,158,102,34,5,17,85,68,62,6,137,7,5,0,7,30,5,0.273830155,"Gunnar Henderson",26289,683002
"Giancarlo Stanton","NYY",77,249,281,68,36,8,0,24,36,66,29,3,96,1,1,0,5,0,0,0.273092369,"Giancarlo Stanton",4949,519317
"Yordan Alvarez","HOU",48,165,199,45,31,8,0,6,17,27,28,5,33,0,6,0,1,1,1,0.272727272,"Yordan Alvarez",19556,670541
"Kyle Teel","CHW",78,253,297,69,50,11,0,8,38,35,37,0,77,5,1,1,1,3,1,0.272727272,"Kyle Teel",33549,691019
"Alex Bregman","BOS",114,433,495,118,72,28,0,18,64,62,51,3,70,9,2,0,12,1,1,0.272517321,"Alex Bregman",17678,608324
"Matt Olson","ATL",162,624,724,170,98,41,2,29,98,95,91,2,176,4,5,0,14,1,0,0.272435897,"Matt Olson",14344,621566
"Pete Alonso","NYM",162,624,709,170,90,41,1,38,87,126,61,5,162,15,9,0,23,1,2,0.272435897,"Pete Alonso",19251,624413
"Cody Bellinger","NYY",152,588,656,160,101,25,5,29,89,98,57,1,90,2,9,0,8,13,2,0.272108843,"Cody Bellinger",15998,641355
"Steven Kwan","CLE",156,625,693,170,129,29,1,11,81,56,55,2,60,3,7,3,3,21,5,0.272,"Steven Kwan",24610,680757
"Spencer Horwitz","PIT",108,364,411,99,62,26,0,11,55,51,44,1,73,2,1,0,7,0,1,0.271978021,"Spencer Horwitz",26477,687462
"Andy Pages","LAD",156,581,624,158,103,27,1,27,74,86,29,0,135,8,6,0,9,14,7,0.271944922,"Andy Pages",24816,681624
"Corey Seager","TEX",102,380,445,103,63,19,0,21,61,50,58,10,87,5,2,0,13,3,0,0.271052631,"Corey Seager",13624,608369
"Andruw Monasterio","MIL",68,126,135,34,21,9,0,4,19,16,7,0,32,2,0,0,1,2,1,0.269841269,"Andruw Monasterio",19455,655316
"Starling Marte","NYM",98,293,329,79,56,14,0,9,37,34,22,0,68,9,4,1,7,7,2,0.269624573,"Starling Marte",9241,516782
"Mickey Moniak","COL",135,434,461,117,65,20,8,24,62,68,22,1,110,2,3,0,4,9,3,0.269585253,"Mickey Moniak",19956,666160
"Jackson Chourio","MIL",131,549,589,148,88,35,4,21,88,78,30,1,121,3,6,1,13,21,7,0.269581056,"Jackson Chourio",28806,694192
"Ildemaro Vargas","ARI",38,115,121,31,25,2,1,3,12,19,2,0,15,2,1,1,3,0,0,0.269565217,"Ildemaro Vargas",13324,545121
"Rob Refsnyder","BOS",70,182,209,49,28,12,0,9,29,30,24,1,54,1,2,0,6,3,0,0.269230769,"Rob Refsnyder",13770,608701
"Gavin Lux","CIN",140,446,503,120,85,28,2,5,49,53,56,0,114,0,1,0,3,1,0,0.269058295,"Gavin Lux",19955,666158
"Edgar Quero","CHW",111,365,403,98,76,17,0,5,31,36,32,0,71,4,2,0,8,0,1,0.26849315,"Edgar Quero",28022,700337
"Fernando Tatis Jr.","SDP",155,594,691,159,105,27,2,25,111,71,89,7,129,6,2,0,6,32,7,0.267676767,"Fernando Tatis Jr.",19709,665487
"Adam Frazier","- - -",134,419,459,112,85,20,0,7,43,44,26,2,81,8,5,1,8,8,6,0.267303102,"Adam Frazier",15223,624428
"Francisco Lindor","NYM",160,644,732,172,106,35,0,31,117,86,65,2,131,16,7,0,9,31,6,0.267080745,"Francisco Lindor",12916,596019
"Julio Rodríguez","SEA",160,652,710,174,107,31,4,32,106,95,44,5,152,12,2,0,15,30,6,0.266871165,"Julio Rodriguez",23697,677594
"Alex Call","- - -",110,270,322,72,52,13,2,5,43,31,36,0,55,6,4,6,6,2,1,0.266666666,"Alex Call",19296,669743
"Jung Hoo Lee","SFG",150,560,617,149,98,31,12,8,73,55,47,0,71,6,4,0,2,10,3,0.266071428,"Jung Hoo Lee",33824,808982
"Ryan Jeffers","MIN",119,406,464,108,73,26,0,9,47,47,50,1,91,7,1,0,9,1,1,0.266009852,"Ryan Jeffers",24618,680777
"Kyle Tucker","CHC",136,500,597,133,82,25,4,22,91,73,87,7,88,4,3,1,8,25,3,0.266,"Kyle Tucker",18345,663656
"Masataka Yoshida","BOS",55,188,205,50,35,11,0,4,16,26,10,0,24,3,4,0,3,3,0,0.265957446,"Masataka Yoshida",31837,807799
"Austin Hays","CIN",103,380,416,101,65,16,5,15,60,64,29,2,107,1,6,0,9,7,0,0.265789473,"Austin Hays",19363,669720
"DJ LeMahieu","NYY",45,128,142,34,29,3,0,2,13,12,14,0,35,0,0,0,4,0,0,0.265625,"DJ LeMahieu",9874,518934
"Heriberto Hernández","MIA",87,256,294,68,45,12,1,10,40,45,31,0,77,3,4,0,6,1,1,0.265625,"Heriberto Hernandez",24878,681715
"Jorge Polanco","SEA",138,471,524,125,69,30,0,26,64,78,42,1,82,3,5,3,7,6,3,0.265392781,"Jorge Polanco",13152,593871
"Jose Altuve","HOU",155,588,654,156,105,24,1,26,80,77,55,5,109,4,6,1,20,10,6,0.265306122,"Jose Altuve",5417,514888
"Jordan Westburg","BAL",85,328,352,87,59,10,1,17,59,41,17,0,80,6,1,0,5,1,2,0.265243902,"Jordan Westburg",27815,676059
"J.P. Crawford","SEA",157,570,654,151,115,24,0,12,69,58,74,1,122,3,1,6,11,8,1,0.26491228,"J.P. Crawford",15491,641487
"Lenyn Sosa","CHW",140,518,544,137,94,20,1,22,57,75,18,0,127,4,3,1,11,2,1,0.264478764,"Lenyn Sosa",22896,672820
"Christian Koss","SFG",76,174,191,46,34,9,0,3,25,23,9,0,45,3,2,3,4,4,1,0.264367816,"Christian Koss",27653,683766
"Byron Buxton","MIN",126,488,542,129,66,21,7,35,97,83,41,5,148,7,6,0,0,24,0,0.264344262,"Byron Buxton",14161,621439
"Nolan Schanuel","LAA",132,488,564,129,93,23,1,12,64,53,59,4,71,10,4,3,10,5,1,0.264344262,"Nolan Schanuel",33189,694384
"Junior Caminero","TBR",154,602,653,159,86,28,0,45,93,110,41,1,125,3,7,0,31,7,1,0.264119601,"Junior Caminero",28163,691406
"Vinnie Pasquantino","KCR",160,621,682,164,98,33,1,32,72,113,49,5,107,7,5,0,14,1,0,0.264090177,"Vinnie Pasquantino",27676,686469
"Elly De La Cruz","CIN",162,629,699,166,106,31,7,22,102,86,67,10,181,2,1,0,14,37,8,0.263910969,"Elly De La Cruz",26668,682829
"Jackson Merrill","SDP",115,440,483,116,69,25,6,16,59,67,33,1,108,4,5,1,4,1,2,0.263636363,"Jackson Merrill",29490,701538
"Christian Yelich","MIL",150,573,644,151,101,21,0,29,88,103,64,6,167,6,1,0,6,16,6,0.263525305,"Christian Yelich",11477,592885
"Isaac Collins","MIL",130,372,441,98,64,22,3,9,56,54,57,0,93,6,3,3,8,16,7,0.26344086,"Isaac Collins",25477,686555
"Juan Soto","NYM",160,577,715,152,88,20,1,43,120,105,127,13,137,3,6,1,17,38,4,0.263431542,"Juan Soto",20123,665742
"José Azocar","- - -",14,19,21,5,5,0,0,0,5,1,2,0,1,0,0,0,0,1,0,0.263157894,"Jose Azocar",18821,640492
"Trevor Story","BOS",157,612,654,161,107,29,0,25,91,96,33,1,176,7,1,1,3,31,1,0.263071895,"Trevor Story",12564,596115
"Xander Bogaerts","SDP",136,491,552,129,88,30,0,11,63,53,48,3,94,4,8,1,12,20,2,0.262729124,"Xander Bogaerts",12161,593428
"Mike Tauchman","CHW",93,335,385,88,61,17,1,9,44,40,45,0,86,4,1,0,5,0,0,0.262686567,"Mike Tauchman",15274,643565
"Noelvi Marte","CIN",90,339,360,89,56,17,2,14,45,51,16,0,85,3,2,0,7,10,3,0.262536873,"Noelvi Marte",26517,682622
"Brandon Nimmo","NYM",155,587,652,154,102,27,0,25,81,92,50,1,141,7,7,1,8,13,1,0.262350936,"Brandon Nimmo",12927,607043
"Isiah Kiner-Falefa","- - -",138,431,459,113,88,21,2,2,45,40,17,0,77,5,1,5,9,15,4,0.262180974,"Isiah Kiner-Falefa",16512,643396
"Myles Straw","TOR",137,267,299,70,51,14,1,4,51,32,19,0,50,1,1,11,5,12,1,0.262172284,"Myles Straw",17620,664702
"Miguel Rojas","LAD",114,290,317,76,51,18,0,7,35,27,24,1,46,0,0,3,7,5,0,0.262068965,"Miguel Rojas",7802,500743
"Brent Rooker","ATH",162,626,699,164,91,40,3,30,92,89,65,4,155,5,2,0,13,6,1,0.26198083,"Brent Rooker",19627,667670
"Bryce Harper","PHI",132,501,580,131,72,32,0,27,72,75,70,6,121,6,3,0,5,12,2,0.261477045,"Bryce Harper",11579,547180
"Michael Busch","CHC",155,524,592,137,73,25,5,34,78,90,56,2,139,10,2,0,2,4,0,0.261450381,"Michael Busch",26319,683737
"TJ Friedl","CIN",152,579,685,151,113,22,2,14,82,53,81,0,115,16,5,4,7,12,3,0.260794473,"TJ Friedl",19522,670770
"Nick Sogard","BOS",30,96,104,25,17,8,0,0,13,9,5,0,24,3,0,0,3,2,1,0.260416666,"Nick Sogard",25483,686765
"James McCann","ARI",42,123,137,32,21,6,0,5,18,17,8,0,33,4,1,1,3,0,0,0.260162601,"James McCann",12859,543510
"Nick Gonzales","PIT",96,381,408,99,73,18,3,5,39,30,21,0,73,2,4,0,12,0,2,0.259842519,"Nick Gonzales",27490,693304
"William Contreras","MIL",150,566,659,147,102,28,0,17,89,76,84,4,120,3,6,0,14,6,4,0.259717314,"William Contreras",20503,661388
"Austin Riley","ATL",102,416,447,108,71,20,1,16,54,54,27,1,128,3,1,0,9,2,1,0.259615384,"Austin Riley",18360,663586
"Corbin Carroll","ARI",143,564,642,146,66,32,17,31,107,84,67,4,153,7,4,0,6,32,6,0.258865248,"Corbin Carroll",25878,682998
"Zach McKinstry","DET",144,452,511,117,71,23,11,12,68,49,46,1,111,7,5,1,6,19,5,0.258849557,"Zach McKinstry",19392,656716
"Victor Caratini","HOU",114,344,386,89,63,14,0,12,35,46,23,0,65,13,6,0,8,1,0,0.25872093,"Victor Caratini",14968,605170
"Riley Greene","DET",157,600,655,155,87,31,1,36,84,111,46,1,201,4,5,0,14,2,1,0.258333333,"Riley Greene",25976,682985
"Pavin Smith","ARI",87,244,288,63,37,17,1,8,36,28,41,1,92,0,2,0,7,2,2,0.258196721,"Pavin Smith",19892,656976
"Thomas Saggese","STL",82,275,295,71,52,17,0,2,25,25,16,0,83,1,2,1,5,3,0,0.258181818,"Thomas Saggese",27883,695336
"Mookie Betts","LAD",150,589,663,152,107,23,2,20,95,82,61,2,68,3,10,0,15,8,2,0.258064516,"Mookie Betts",13611,605141
"Jordan Beck","COL",148,539,588,139,91,27,5,16,62,53,43,0,174,4,1,0,9,19,8,0.257884972,"Jordan Beck",31431,687597
"Jasson Domínguez","NYY",123,381,429,98,69,18,1,10,58,47,41,1,115,3,4,0,5,23,5,0.257217847,"Jasson Dominguez",28080,691176
"Willson Contreras","STL",135,490,563,126,74,31,1,20,70,80,44,1,142,23,4,1,15,5,1,0.257142857,"Willson Contreras",11609,575929
"Korey Lee","CHW",26,35,40,9,5,3,0,1,10,3,4,0,7,0,0,1,1,0,0,0.257142857,"Korey Lee",25543,686676
"J.T. Realmuto","PHI",134,502,550,129,90,26,1,12,57,52,35,1,129,9,3,0,13,8,2,0.256972111,"J.T. Realmuto",11739,592663
"Zach Neto","LAA",128,502,554,129,73,29,1,26,82,62,33,6,149,14,3,2,5,26,9,0.256972111,"Zach Neto",31347,687263
"CJ Abrams","WSN",144,580,635,149,90,35,5,19,92,60,37,1,125,14,3,1,5,31,3,0.256896551,"CJ Abrams",25768,682928
"Ty France","- - -",138,444,490,114,82,25,0,7,50,52,22,1,83,21,3,0,11,1,0,0.256756756,"Ty France",17982,664034
"Javier Báez","DET",126,417,437,107,75,17,3,12,55,57,10,0,109,6,3,0,8,5,1,0.256594724,"Javier Baez",12979,595879
"Bryson Stott","PHI",147,499,560,128,90,22,3,13,66,66,54,1,91,1,4,2,4,24,5,0.256513026,"Bryson Stott",26294,681082
"Yainer Diaz","HOU",143,542,567,139,93,25,1,20,56,70,20,2,95,2,3,0,13,1,1,0.256457564,"Yainer Diaz",23003,673237
"Heliot Ramos","SFG",157,620,695,159,113,24,1,21,85,69,52,2,158,17,6,0,16,6,4,0.256451612,"Heliot Ramos",22515,671218
"Jarren Duran","BOS",157,620,696,159,89,41,13,16,86,84,60,1,169,12,3,1,6,24,6,0.256451612,"Jarren Duran",24617,680776
"Jorge Alfaro","WSN",14,39,39,10,8,2,0,0,3,3,0,0,14,0,0,0,0,1,0,0.256410256,"Jorge Alfaro",12180,595751
"Brandon Lowe","TBR",134,507,553,130,80,19,0,31,79,83,38,1,149,2,6,0,6,3,2,0.256410256,"Brandon Lowe",18882,664040
"Caleb Durbin","MIL",136,445,506,114,78,25,0,11,60,53,30,0,50,24,4,3,10,18,6,0.256179775,"Caleb Durbin",29646,702332
"Francisco Alvarez","NYM",76,246,277,63,39,12,1,11,32,32,27,0,73,4,0,0,6,0,0,0.25609756,"Francisco Alvarez",26121,682626
"Colt Keith","DET",137,414,468,106,69,22,2,13,65,45,48,1,102,2,4,0,7,1,1,0.256038647,"Colt Keith",27899,690993
"James Wood","WSN",157,598,689,153,84,38,0,31,87,94,85,8,221,3,3,0,12,15,7,0.255852842,"James Wood",29518,695578
"Gleyber Torres","DET",145,532,628,136,98,22,0,16,79,74,85,0,101,4,7,0,11,4,1,0.255639097,"Gleyber Torres",16997,650402
"Kyle Isbel","KCR",135,368,409,94,70,16,4,4,42,33,23,0,74,2,3,13,7,4,5,0.255434782,"Kyle Isbel",21614,664728
"Zach Cole","HOU",15,47,52,12,6,2,0,4,9,11,5,0,20,0,0,0,0,3,0,0.255319148,"Zach Cole",31583,805904
"Nathan Lukes","TOR",135,388,438,99,66,19,2,12,55,65,38,2,60,2,3,7,12,2,4,0.255154639,"Nathan Lukes",18123,664770
"Ben Rice","NYY",138,467,530,119,61,28,4,26,74,65,50,0,100,9,2,0,18,3,2,0.254817987,"Ben Rice",29576,700250
"Sal Stewart","CIN",18,55,58,14,8,1,0,5,11,8,3,0,15,0,0,0,1,0,0,0.254545454,"Sal Stewart",31505,701398
"Brett Baty","NYM",130,393,432,100,67,13,2,18,53,50,33,0,108,2,3,0,6,8,0,0.254452926,"Brett Baty",26123,683146
"Isaac Paredes","HOU",102,378,438,96,60,15,1,20,53,53,50,0,76,8,2,0,10,0,1,0.253968253,"Isaac Paredes",20036,670623
"Andrew Vaughn","- - -",112,406,447,103,67,22,0,14,35,65,31,0,80,3,6,1,12,0,0,0.253694581,"Andrew Vaughn",26197,683734
"Chase Meidroth","CHW",122,450,505,114,94,15,0,5,54,23,45,0,72,6,1,3,14,14,4,0.253333333,"Chase Meidroth",31580,805367
"Thairo Estrada","COL",39,154,165,39,27,9,0,3,14,21,6,0,26,2,3,0,6,1,3,0.253246753,"Thairo Estrada",16426,642731
"Griffin Conine","MIA",24,79,86,20,11,7,0,2,13,8,7,0,25,0,0,0,0,0,1,0.253164556,"Griffin Conine",21626,665052
"Sam Haggerty","TEX",64,162,182,41,29,7,3,2,31,13,16,1,37,2,0,1,1,12,4,0.253086419,"Sam Haggerty",18054,664059
"Vidal Bruján","- - -",61,87,95,22,17,5,0,0,14,8,6,0,21,1,1,0,1,2,1,0.252873563,"Vidal Brujan",20536,660644
"Ezequiel Tovar","COL",95,360,390,91,60,18,4,9,44,33,21,0,98,1,2,6,2,5,3,0.252777777,"Ezequiel Tovar",24064,678662
"Ben Williamson","SEA",85,277,295,70,56,13,0,1,36,21,15,0,64,1,0,2,5,5,1,0.252707581,"Ben Williamson",33197,810938
