Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Ronald Acuña Jr.","ATL",159,735,41,149,106,73,0.108843537,0.114285714,0.258164853,0.3378119,0.337480559,0.41632653,0.595645412,0.4275971621763511,0.46039666998876283,171.40165489788845,8.874142976012081,73.88921898819335,-7.15539375692606,9.145281827244998,"Ronald Acuna Jr.",18401,660670
"Freddie Freeman","LAD",161,730,29,131,102,23,0.098630136,0.165753424,0.235478807,0.369918699,0.331240188,0.409589041,0.566718995,0.4105788874426924,0.40562010011472904,161.05356408499358,4.530785866547376,59.74518362802289,-7.326222896575928,7.700895412746635,"Freddie Freeman",5361,518692
"Mookie Betts","LAD",152,693,39,126,107,14,0.138528138,0.154401154,0.272260274,0.316027088,0.306506849,0.408369408,0.578767123,0.4164887061153633,0.40743483391360963,165.01541299926132,0.728887815028429,56.54608412796554,-3.8776952028274536,7.600383000309041,"Mookie Betts",13611,605141
"Matt Olson","ATL",162,720,54,127,139,1,0.144444444,0.231944444,0.320723685,0.301790281,0.282894736,0.388888888,0.603618421,0.4127573844756973,0.3921939473756602,161.4533027693894,0.20245557092130184,55.017047213584895,-12.827568233013153,6.646949272279112,"Matt Olson",14344,621566
"Shohei Ohtani","LAA",135,599,44,102,95,20,0.151919866,0.238731218,0.350100604,0.341853035,0.303822937,0.412457912,0.653923541,0.43348226798974615,0.42608540494677044,180.24395856822554,2.48693332541734,60.080204428956144,-14.475308418273926,6.586280209870811,"Shohei Ohtani",19755,660271
"Marcus Semien","TEX",162,753,29,122,100,14,0.095617529,0.146082337,0.201492538,0.291044776,0.276119402,0.348404255,0.47761194,0.35423160789809754,0.33313218180338544,127.68933749691956,1.2996355053037405,26.28237844461969,11.944042205810547,6.374650271637524,"Marcus Semien",12533,543760
"Corey Seager","TEX",119,536,33,88,96,2,0.09141791,0.164179104,0.295597484,0.339779005,0.327044025,0.389925373,0.622641509,0.4185934797410042,0.40928490655019567,172.29996165161293,-2.7770803826861084,43.65684882494544,1.86814546585083,6.363894485998682,"Corey Seager",13624,608369
"Juan Soto","SDP",162,708,35,97,109,12,0.186440677,0.182203389,0.24471831,0.29584352,0.274647887,0.410183875,0.519366197,0.39487367174748716,0.4072248500028103,153.75377328584017,-0.8712655869312584,46.2764517173198,-8.307346820831299,6.185438781445351,"Juan Soto",20123,665742
"Bobby Witt Jr.","KCR",158,694,30,97,96,49,0.057636887,0.174351585,0.218408736,0.295180722,0.276131045,0.318903318,0.494539781,0.3433004379100193,0.3685019451638927,115.85567616955328,7.607883734162897,20.792783000813486,14.779974937438965,5.909229380471812,"Bobby Witt Jr.",25764,677951
"Julio Rodríguez","SEA",155,714,32,102,103,37,0.06582633,0.245098039,0.209480123,0.32962138,0.275229357,0.333333333,0.48470948,0.3474612170356815,0.3435535836727061,128.39841076880444,5.225346861872822,29.52079011225509,4.587499380111694,5.8312654912589315,"Julio Rodriguez",23697,677594
"William Contreras","MIL",141,611,17,86,78,6,0.103109656,0.206219312,0.168518519,0.348370927,0.288888888,0.367213114,0.457407407,0.3572947347634717,0.3349620256060194,125.57788273275179,-1.5611085826531053,17.799734276227788,19.78142648935318,5.818042540967356,"William Contreras",20503,661388
"Adley Rutschman","BAL",154,687,20,84,80,1,0.133915574,0.147016011,0.158163265,0.302966101,0.277210884,0.374090247,0.435374149,0.35164259393834857,0.3727880581535082,126.17063889328077,-1.8790754922665656,19.66379845935701,12.235536813735962,5.519100613173646,"Adley Rutschman",26288,668939
