Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Trea Turner","- - -",148,646,28,107,77,32,0.063467492,0.170278637,0.208403361,0.362255965,0.327731092,0.374613003,0.536134453,0.3861617553308143,0.36438248536297096,142.50758213473318,7.596418004715815,42.55438472351172,6.854641616344452,7.126983949955451,"Trea Turner",16252,607208
"Juan Soto","WSN",151,654,29,111,95,9,0.221712538,0.142201834,0.221115538,0.332467532,0.312749003,0.464831804,0.533864541,0.42023942209839255,0.42938464936755955,163.69397404985946,-3.140398496296257,49.88981051737731,-4.1313793659210205,6.787823148018308,"Juan Soto",20123,665742
"Fernando Tatis Jr.","SDP",130,546,42,99,97,25,0.113553113,0.28021978,0.328451883,0.324041811,0.282426778,0.364468864,0.610878661,0.40267823228129634,0.4068463360821759,157.6987803343458,5.662658678367734,45.76839734190632,3.5362672628834844,6.780222054308472,"Fernando Tatis Jr.",19709,665487
"Bryce Harper","PHI",141,599,35,101,84,13,0.166944908,0.223706176,0.305327869,0.359133126,0.309426229,0.42881072,0.614754098,0.4308981269751364,0.4295580227624491,170.48425745080436,-0.2732140952721238,53.4752669150801,-7.251075565814972,6.649564051133607,"Bryce Harper",11579,547180
"José Ramírez","CLE",152,636,36,111,103,27,0.113207547,0.136792452,0.271739131,0.255760368,0.266304347,0.355345911,0.538043478,0.37188066832554606,0.3756677128530046,139.77967140015403,5.646552179241553,36.62219755296632,5.716036804020405,6.43171517094785,"Jose Ramirez",13510,608070
"Bryan Reynolds","PIT",159,646,24,93,90,5,0.116099071,0.184210526,0.220035778,0.345238095,0.302325581,0.390092879,0.522361359,0.3850083169607764,0.3861697219488189,139.8216033903613,0.45818421617150307,33.20721900241171,8.335146188735962,6.338152071138139,"Bryan Reynolds",19326,668804
"Vladimir Guerrero Jr.","TOR",161,698,48,123,111,4,0.123209169,0.157593123,0.289735099,0.3125,0.311258278,0.401146131,0.600993377,0.4190476244334374,0.42102503222088483,165.70161871862166,-1.3424994281958789,54.80540459321743,-15.681262016296387,6.322544723262842,"Vladimir Guerrero Jr.",19611,665489
"Carlos Correa","HOU",148,640,26,104,92,0,0.1171875,0.18125,0.205405405,0.307875894,0.279279279,0.365625,0.484684684,0.36358570921757377,0.3690925765560712,132.95456314337574,-1.1550792928319424,24.667379288441563,16.13825750350952,6.291783385911359,"Carlos Correa",14162,621043
"Brandon Crawford","SFG",138,549,24,79,90,11,0.102003642,0.19125683,0.223602485,0.334261838,0.298136645,0.373406193,0.52173913,0.37713274529845237,0.3556676200740245,139.67776093736074,-1.6173852714709938,26.11369224363946,17.350515365600586,6.204657333101317,"Brandon Crawford",5343,543063
"Cedric Mullins","BAL",159,675,30,91,59,30,0.087407407,0.185185185,0.227574751,0.32150776,0.290697674,0.359583952,0.518272425,0.3716875475734027,0.3437367225760844,135.59351174497044,2.483271016040817,31.89880036590005,5.002253770828247,6.0205618622411325,"Cedric Mullins",17929,656775
