Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Ryan Lavarnway","PIT",6,0,0.166666666,0,0.666666666,0.666666666,0.833333333,1.499999999,0.166666667,1.08035714,0.8,0,0,-0.10849127918481827,-0.00734621356241405,2.3307059545982045,1.6297191222179097,0.6476445098718008,319.3875404647356,"Ryan Lavarnway",8879,543432
"Ryder Jones","SFG",8,0,0.625,0,0.375,0.375,1.125,1.5,0.75,0.14285714,1,0,0,-0.001830537454225123,-0.0024487378541380167,2.9118454103677456,1.9771963005273527,0.6176484599709511,301.27003956152754,"Ryder Jones",15982,624507
"Dustin Garneau","CHW",3,0.333333333,0,1,0.5,0.666666666,0.5,1.166666666,0,0.14285714,0.5,0,0,,-0.004897475708276033,0.8603529680604374,0.50985955187029,0.5230201085408529,241.2080592937315,"Dustin Garneau",9433,572863
"Ryan Schimpf","LAA",7,0.285714285,0.428571428,0.666666666,0.2,0.428571428,0.8,1.228571428,0.6,2.64285714,0,0.10000000149011612,0,0.029234055429697037,-0.004897475708276033,1.802521853907279,0.984703882796935,0.48712681021009174,215.9986377556232,"Ryan Schimpf",9953,572114
"Mark Zagunis","CHC",6,0.166666666,0.166666666,1,0.4,0.5,0.6,1.1,0.2,0.14285714,0.5,0,0,,-0.004897475708276033,1.4581983154378961,0.7572114830576013,0.4693892002105713,200.0113452433233,"Mark Zagunis",16565,657145
"Myles Straw","HOU",10,0.1,0,1,0.333333333,0.4,0.666666666,1.066666666,0.333333333,7.5,0.25,0,0,0.22141198813915253,0.3926537923980504,2.2553671813486713,1.08705579404818,0.4479419529438019,192.55728502877142,"Myles Straw",17620,664702
"Mike Trout","LAA",608,0.200657894,0.203947368,0.983870967,0.31210191,0.459637561,0.628450106,1.088087667,0.316348196,5.926503882262121,0.346153846,0,1.5,0.2789233326911926,3.5289299052674323,136.44134377945602,65.40801143158616,0.44656093495408283,188.3163034838783,"Mike Trout",10155,545361
"Luke Voit","- - -",161,0.105590062,0.267080745,0.395348837,0.321678321,0.397515527,0.671328671,1.068844198,0.34965035,1.47098214,0.364705882,0.800000011920929,-0.30000001192092896,0.09133441001176834,-0.10774446558207273,36.22177654114459,17.411963205606682,0.4472594938663222,188.27423647312432,"Luke Voit",14811,572228
"Zach Vincej","SEA",4,0,0.25,0,0.5,0.5,0.5,1,0,0.14285714,0.666666666,0,0,-0.00013378534640651196,-0.004897475708276033,0.8754655303345531,0.40814097541435657,0.4397653639316559,186.68714476211022,"Zach Vincej",13269,572227
"Mookie Betts","BOS",614,0.131921824,0.148208469,0.89010989,0.346153846,0.438110749,0.640384615,1.078495364,0.294230769,6.963847715583585,0.368159203,2.7000001668930054,1.100000023841858,4.588808536529541,3.1271049266215414,138.957987083219,67.22366790296884,0.44889713366432943,184.99697360216607,"Mookie Betts",13611,605141
"J.D. Martinez","BOS",649,0.106317411,0.224961479,0.472602739,0.330404217,0.402157164,0.629173989,1.031331153,0.298769772,3.997519108249578,0.374677002,-2.0999999046325684,-2.4000000953674316,-2.062819480895996,0.3820339646190405,135.5421224821898,59.718713446387916,0.427484259336346,170.3847326206702,"J.D. Martinez",6184,502110
"Christian Yelich","MIL",651,0.104454685,0.207373271,0.503703703,0.325783972,0.402457757,0.597560975,1.000018732,0.271777003,6.8388824682619,0.372839506,4.199999749660492,-0.699999988079071,4.025963306427002,2.3255686631891876,133.0353466201041,56.97827530684209,0.4219775666441131,167.08411105734618,"Christian Yelich",11477,592885
"Max Muncy","LAD",481,0.164241164,0.272349272,0.603053435,0.263291139,0.39085239,0.582278481,0.973130871,0.318987342,3.997011561311636,0.298701298,1,1.7999999523162842,0.7934874892234802,0.2865615636110306,92.44034479515362,36.24456706599998,0.40705732684386403,161.75022382740377,"Max Muncy",13301,571970
"Alex Bregman","HOU",705,0.136170212,0.120567375,1.129411764,0.286195286,0.394326241,0.531986531,0.926312772,0.245791245,3.623655736232587,0.288981288,3.600000001490116,-0.10000000149011612,3.5292577743530273,-0.09891875111497939,128.91249091740366,46.546538112719006,0.3956216221852798,156.85365787601754,"Alex Bregman",17678,608324
"Matt Skole","CHW",13,0.153846153,0.23076923,0.666666666,0.272727272,0.384615384,0.545454545,0.930069929,0.272727273,1.08035714,0.285714285,0,0,-0.0004880641936324537,-0.009794951416552067,2.398212509762554,0.8794077062719154,0.39761147132286656,155.628645707233,"Matt Skole",12119,605474
"Justin Turner","LAD",426,0.110328638,0.126760563,0.87037037,0.312328767,0.406103286,0.517808219,0.923911505,0.205479452,3.083620194397904,0.33444816,0.30000001192092896,0,-0.9488704204559326,-0.31022158171981573,77.9921072168006,28.222042117799667,0.3958980025410934,154.2939167109622,"Justin Turner",5235,457759
"Ryan O'Hearn","KCR",170,0.117647058,0.264705882,0.444444444,0.261744966,0.352941176,0.597315436,0.950256612,0.33557047,3.23062309625,0.29347826,-2.2999998927116394,0.699999988079071,-2.741581439971924,-0.0881545627489686,31.450126167926623,11.58883258381827,0.39825239637318777,152.62580921914423,"Ryan O'Hearn",16442,656811
"Rowdy Tellez","TOR",73,0.02739726,0.287671232,0.095238095,0.314285714,0.328767123,0.614285714,0.943052837,0.3,1.39285714,0.391304347,0.09999999403953552,0.30000001192092896,-0.13655050098896027,-0.026936116395518184,13.155244587734938,4.62657146044135,0.39237840453239337,150.01371271198985,"Rowdy Tellez",15679,642133
"Aaron Judge","NYY",498,0.152610441,0.305220883,0.5,0.278450363,0.391566265,0.527845036,0.919411301,0.249394673,3.0459172286227143,0.368200836,1.2000000476837158,0.6000000238418579,-0.3857633173465729,-0.36990377656184137,89.17810006330112,30.996192975736644,0.39098546348436913,149.78199796918554,"Aaron Judge",15640,592450
"Shohei Ohtani","LAA",367,0.100817438,0.277929155,0.362745098,0.285276073,0.360655737,0.564417177,0.925072914,0.279141104,5.4524805904374185,0.349753694,-0.30000001192092896,1.2000000476837158,1.0906763076782227,0.16554493713192642,65.30846492189276,22.43143700796474,0.38961222161958503,149.45424741033582,"Shohei Ohtani",19755,660271
"Brandon Nimmo","NYM",535,0.14953271,0.261682242,0.571428571,0.263279445,0.403738317,0.482678983,0.8864173,0.219399538,5.906652141823525,0.351449275,3.2000001072883606,-0.30000001192092896,3.817420721054077,-1.0337153302971274,93.31204785872467,30.807388638148385,0.38527630048665945,148.04332582485551,"Brandon Nimmo",12927,607043
"José Ramírez","CLE",698,0.151862464,0.11461318,1.325,0.269896193,0.386819484,0.551903114,0.938722598,0.282006921,6.187422316212895,0.251612903,4.000000476837158,4.099999904632568,2.1648290157318115,3.9344511521048844,125.27777361780836,43.72963878423406,0.39148628310263595,147.3023009774801,"Jose Ramirez",13510,608070
"Juan Soto","WSN",494,0.159919028,0.200404858,0.797979797,0.292270531,0.405679513,0.516908212,0.922587725,0.224637681,3.498955472495969,0.337883959,2.0000000447034836,0.20000000298023224,1.0254642963409424,-0.16087694792076945,88.77523831324172,31.06065578059745,0.39176320560723854,145.581137397105,"Juan Soto",20123,665742
"Paul Goldschmidt","ARI",690,0.130434782,0.250724637,0.520231213,0.29005059,0.388969521,0.532883642,0.921853163,0.242833052,4.171525298309111,0.359173126,0.7999999523162842,2.4000000953674316,-0.4882920980453491,-0.676880119368434,123.01412034712287,42.40063462338897,0.39001565327686544,144.95332686437987,"Paul Goldschmidt",9218,502671
"Reese McGuire","TOR",33,0.06060606,0.272727272,0.222222222,0.29032258,0.333333333,0.580645161,0.913978494,0.290322581,5.122139110418649,0.35,-0.30000001937150955,0.10000000149011612,0.1710524559020996,0.18530757585540414,5.744720655871164,1.8892930777795431,0.3848685965393529,144.88898623023658,"Reese McGuire",15674,624512
"Tyler White","HOU",237,0.101265822,0.206751054,0.489795918,0.276190476,0.354430379,0.533333333,0.887763712,0.257142857,3.4458570404230304,0.306666666,-0.3999999761581421,1,-0.46615830063819885,-0.5461561514530331,39.717851241892966,12.028871362871321,0.37690500694991164,144.08135612950588,"Tyler White",15564,643603
"Ronald Acuña Jr.","ATL",487,0.092402464,0.252566735,0.365853658,0.29330254,0.36550308,0.551963048,0.917466128,0.258660508,6.325223352089512,0.351916376,1.6000000834465027,0.30000001192092896,1.285644769668579,0.8732610363513231,85.84296158871963,28.946197027185704,0.38754880256259566,142.39255773471092,"Ronald Acuna Jr.",18401,660670
"Patrick Wisdom","STL",58,0.103448275,0.327586206,0.315789473,0.26,0.362068965,0.52,0.882068965,0.26,5.05915074832097,0.333333333,0.8000000342726707,0.10000000149011612,0.13066478073596954,-0.04575789347290993,9.821033021221751,3.0448269748789016,0.379040724244611,142.05397865199535,"Patrick Wisdom",13602,621550
"Manny Machado","- - -",709,0.098730606,0.146685472,0.673076923,0.297468354,0.366713681,0.537974683,0.904688364,0.240506329,4.374512404978735,0.304435483,1.399999976158142,-1.7999999523162842,1.3907038569450378,1.5779046325478703,118.69453341197706,35.86125605237223,0.3765743402427254,140.78177841093927,"Manny Machado",11493,592518
"Willians Astudillo","MIN",97,0.020618556,0.030927835,0.666666666,0.354838709,0.37113402,0.516129032,0.887263052,0.161290323,2.1897321400000003,0.34090909,0.5,-0.30000001192092896,-0.24356411397457123,-0.06856465991586447,16.40882665448077,5.076206197666003,0.3788384721451199,140.6169580097794,"Willians Astudillo",15608,553902
"Steve Pearce","- - -",251,0.115537848,0.163346613,0.707317073,0.28372093,0.378486055,0.511627906,0.890113961,0.227906976,2.416591315,0.303030303,0.6999999433755875,0.7000000104308128,-0.08837330341339111,-0.16896291193552315,43.007800118701674,13.68318429745934,0.381514001652539,140.24287783371653,"Steve Pearce",9957,456665
"Anthony Rendon","WSN",597,0.092127303,0.137353433,0.670731707,0.308128544,0.373534338,0.534971644,0.908505982,0.2268431,3.1965875534509847,0.3225058,3.700000047683716,1.7999999523162842,1.0844111442565918,-0.36899129021912813,102.94656627137701,33.19837644953767,0.38285503244480573,139.62897818536402,"Anthony Rendon",12861,543685
"Matt Carpenter","STL",677,0.150664697,0.23338257,0.64556962,0.257092198,0.374260355,0.523049645,0.89731,0.265957447,3.0736413241595844,0.29144385,-1.5,2.799999952316284,-3.1884305477142334,0.006521337199956179,112.59627545633663,33.501594536093364,0.3753490044603941,139.58728839798687,"Matt Carpenter",8090,572761
"Matt Chapman","OAK",616,0.094155844,0.237012987,0.397260273,0.277879341,0.35551948,0.508226691,0.863746171,0.23034735,4.457959648056009,0.33773087,5.400000095367432,-1.7999999523162842,4.979528427124023,-0.9731206491123885,99.36457624140445,27.396594783694173,0.3692072153865517,139.03080263514292,"Matt Chapman",16505,656305
"Andrew Velazquez","TBR",12,0.083333333,0.25,0.333333333,0.3,0.416666666,0.4,0.816666666,0.1,7.0619652460748235,0.428571428,0.6000000461935997,0.10000000149011612,0.22093768417835236,0.19020505156368017,1.9238889450359131,0.5219152802753237,0.36800340314706165,137.94119100554965,"Andrew Velazquez",14196,623205
"DJ Stewart","BAL",47,0.085106382,0.255319148,0.333333333,0.25,0.340425531,0.55,0.890425531,0.3,5.552319400844457,0.269230769,0.40000002086162567,0.20000000298023224,0.041667576879262924,-0.031065466348081827,7.7430456758795625,2.2519821555672532,0.3734234292456444,137.74977234763475,"DJ Stewart",17766,621466
