Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Erik Kratz","NYY",2,0,0,0,1,1,1.5,2.5,0.5,0.14285714,1,0.10000000149011612,0,-0.0003561100456863642,-0.002533105667680502,1.4817694196061104,1.2380283543423622,1.0544185638427734,600.7743424459832,"Erik Kratz",4403,456124
"Francisco Peña","BAL",10,0,0.3,0,0.5,0.5,1.1,1.6,0.6,1.60119047125,0.6,-0.10000000149011612,0,-0.19878922402858734,-0.007599317003041506,4.071789702055626,2.853084375736885,0.6589777588844299,328.2693749042201,"Francisco Pena",8298,506747
"Darrell Ceciliani","TOR",5,0,0,0,0.4,0.4,1.2,1.6,0.8,2.64285714,0.25,0,0.20000000298023224,,0,1.9659918945532417,1.3566392313938713,0.6424107789993286,318.9515908065142,"Darrell Ceciliani",9954,571553
"Miguel Andujar","NYY",8,0.125,0,1,0.571428571,0.625,0.857142857,1.482142857,0.285714286,4.5619652460748235,0.571428571,0,0.10000000149011612,-0.009289884939789772,0.19240068597719073,2.952660275576614,1.9776960145216211,0.6138335391879082,299.4272101324031,"Miguel Andujar",15878,609280
"Colin Moran","HOU",12,0.083333333,0.083333333,1,0.363636363,0.416666666,0.818181818,1.234848484,0.454545455,5.14285714,0.333333333,0.10000000149011612,0,0.14914920926094055,-0.007599317003041506,3.2579617123594975,1.7955153207770085,0.4981946001450221,223.37039064566534,"Colin Moran",16909,592567
"Chance Sisco","BAL",22,0.136363636,0.318181818,0.428571428,0.333333333,0.454545454,0.777777777,1.232323231,0.444444444,0.4107142775,0.444444444,-0.30000001192092896,0.20000000298023224,-0.015403954312205315,-0.015198634006083012,5.9887655895743315,3.307613871673101,0.49904757196252997,218.88185489705964,"Chance Sisco",15694,642082
"Christian Walker","ARI",15,0.066666666,0.333333333,0.2,0.25,0.4,0.833333333,1.233333333,0.583333333,0.14285714,0.2,-0.10000000149011612,0,-0.052349753677845,-0.007599317003041506,3.9519899835612993,2.1239319940831876,0.4886781016985575,200.11633018472978,"Christian Walker",13419,572233
"Mike Marjama","SEA",9,0,0.111111111,0,0.333333333,0.333333333,0.777777777,1.11111111,0.444444444,0.14285714,0.285714285,-0.10000000149011612,0,-0.0024716155603528023,-0.002533105667680502,2.110113316833819,1.0132785231469523,0.4543025228712294,193.8719174266213,"Mike Marjama",12594,605357
"Curt Casali","TBR",13,0.23076923,0.23076923,1,0.333333333,0.461538461,0.666666666,1.128205127,0.333333333,0.76785714,0.333333333,0.20000000298023224,0,0.1477164775133133,-0.01266552833840251,2.9688464865457096,1.3845295623313465,0.44709272109545195,188.5950480313209,"Curt Casali",12510,592200
"Christian Villanueva","SDP",32,0,0.3125,0,0.34375,0.34375,0.75,1.09375,0.40625,0.4107142775,0.388888888,-0.5000000149011612,0.20000000298023224,-0.13442738354206085,-0.015198634006083012,7.396331965773118,3.496474921553147,0.4503663592040539,182.676435094135,"Christian Villanueva",11738,570799
"Mike Trout","LAA",507,0.185404339,0.177514792,1.044444444,0.305970149,0.441814595,0.629353233,1.071167828,0.323383084,6.180909541120605,0.318021201,1.0000000596046448,0.699999988079071,1.353041648864746,2.3329865504056215,111.42434564810466,49.63598560374451,0.4369006416177362,180.49388600567576,"Mike Trout",10155,545361
"Aaron Judge","NYY",678,0.187315634,0.30678466,0.610576923,0.284132841,0.421828908,0.627306273,1.049135181,0.343173432,4.817953441757046,0.356643356,0.5000000074505806,-0.10000000149011612,-0.7732250094413757,-0.38860256038606167,145.16263582327144,62.53441469886081,0.430184422851145,173.81664358316738,"Aaron Judge",15640,592450
"J.D. Martinez","- - -",489,0.108384458,0.261758691,0.4140625,0.30324074,0.376278118,0.689814814,1.066092932,0.386574074,4.675059227747973,0.326996197,-3.400000274181366,-2.8999999165534973,-1.5088720172643661,0.5416232338175178,104.68341873850497,45.08872828151854,0.43023375451193036,166.54514892779918,"J.D. Martinez",6184,502110
"Matt Olson","OAK",216,0.101851851,0.277777777,0.366666666,0.259259259,0.351851851,0.65079365,1.002645501,0.391534391,0.7146656462500001,0.238095238,-1.2999999225139618,-0.4000000059604645,-2.063581943511963,-0.1241221777163446,42.703761956468895,16.379726907984097,0.41074857379114904,163.6492124759507,"Matt Olson",14344,621566
"Joey Votto","CIN",707,0.189533239,0.117397454,1.614457831,0.320214669,0.454031117,0.577817531,1.031848648,0.257602862,2.7618636795126963,0.320627802,-10.100000381469727,0.5,-7.424099445343018,-0.005642757751047611,150.19710371773468,64.03463714699971,0.42821576085153107,163.10797553052072,"Joey Votto",4314,458015
"Ji Man Choi","NYY",18,0.111111111,0.277777777,0.4,0.266666666,0.333333333,0.733333333,1.066666666,0.466666667,0.14285714,0.222222222,0,-0.10000000149011612,,-0.007599317003041506,3.610226702074742,1.4165571147010083,0.41414424445894027,162.84563574177372,"Ji Man Choi",5452,596847
"Jose Altuve","HOU",662,0.087613293,0.126888217,0.69047619,0.345762711,0.409984871,0.547457627,0.957442498,0.201694916,6.3737730338032295,0.37037037,1.2000000476837158,-0.6000000238418579,2.089700698852539,3.3526750416494906,127.67800379540718,46.99971119310653,0.4050184821647714,159.64068041446606,"Jose Altuve",5417,514888
"Giancarlo Stanton","MIA",692,0.122832369,0.235549132,0.521472392,0.281407035,0.375722543,0.631490787,1.00721333,0.350083752,2.2592331941637998,0.288359788,-2.4000000953674316,0.8999999761581421,-2.8056726455688477,-0.8412214163690805,136.63970369714406,52.30529511588718,0.4104566109724705,158.09080000886834,"Giancarlo Stanton",4949,519317
"Rhys Hoskins","PHI",212,0.174528301,0.216981132,0.804347826,0.258823529,0.396226415,0.617647058,1.013873473,0.358823529,3.355125440445823,0.24074074,0.6000000238418579,1,-0.12950672209262848,0.25307987723499537,43.07244767435766,17.235894756400352,0.417229711444457,157.83515119561585,"Rhys Hoskins",16472,656555
"Jeremy Hazelbaker","ARI",61,0.147540983,0.327868852,0.45,0.346153846,0.44262295,0.576923076,1.019546026,0.23076923,6.466423609418266,0.533333333,0.9000000357627869,0.30000001192092896,0.7235597372055054,0.1518709952943027,12.640205272300463,5.206102781756144,0.42202250533184765,156.3518451524026,"Jeremy Hazelbaker",9399,571757
"Bryce Harper","WSN",492,0.138211382,0.201219512,0.686868686,0.319047619,0.412601626,0.595238095,1.007839721,0.276190476,3.7371673536298102,0.355932203,-0.09999999403953552,-0.30000001192092896,-1.60917067527771,-0.3880261913873255,99.3361879291841,39.37588587430205,0.4157258274649384,155.0919476028547,"Bryce Harper",11579,547180
"Carlos Correa","HOU",481,0.11018711,0.191268191,0.576086956,0.315165876,0.39085239,0.549763033,0.940615423,0.234597157,3.200667426867618,0.351612903,2.0999998822808266,-0.10000000149011612,0.6523780822753906,-0.35993151692673564,88.12777003914022,29.50804384320878,0.39358412568308726,151.8199186028137,"Carlos Correa",14162,621043
"Justin Turner","LAD",543,0.108655616,0.103130755,1.053571428,0.321663019,0.415129151,0.529540481,0.944669632,0.207877462,3.303192362367718,0.325581395,1,0.5,-1.4796994924545288,0.5539429052732885,102.22693121852447,36.051231999416835,0.39956292659876735,150.73835433872154,"Justin Turner",5235,457759
"Josh Donaldson","TOR",496,0.153225806,0.223790322,0.684684684,0.269879518,0.385080645,0.559036144,0.944116789,0.289156626,1.5711997855828015,0.289377289,1.8999998569488525,1.2999999523162842,0.8260453939437866,-0.7905593030154705,92.04025846419604,31.59247427878651,0.3963655780060123,150.66394690183043,"Josh Donaldson",5038,518626
"Freddie Freeman","ATL",514,0.126459143,0.184824902,0.684210526,0.306818181,0.402723735,0.586363636,0.989087371,0.279545455,4.3002237658521185,0.335423197,1.100000023841858,0.5,1.0444165468215942,-0.8393798470497131,99.93658365614513,37.29512988336186,0.4068695397377014,149.31155811938385,"Freddie Freeman",5361,518692
"Tommy Pham","STL",530,0.133962264,0.220754716,0.606837606,0.306306306,0.410984848,0.52027027,0.931255118,0.213963964,6.0385332365125715,0.368078175,4.300000309944153,-0.6000000238418579,3.32883620262146,1.6081728274002671,99.12926923679068,34.53788694189741,0.39810908980893367,148.8850885101247,"Tommy Pham",2967,502054
"Tim Federowicz","SFG",14,0.071428571,0.285714285,0.25,0.23076923,0.285714285,0.692307692,0.978021977,0.461538462,2.64285714,0.142857142,0.10000000149011612,-0.20000000298023224,0.1742653250694275,-0.005066211335361004,2.581299473479626,0.875112016633389,0.3949595732348306,147.60339606557537,"Tim Federowicz",8609,543148
"Michael Conforto","NYM",440,0.129545454,0.256818181,0.504424778,0.278820375,0.384090909,0.554959785,0.939050694,0.27613941,3.6429416165185,0.327659574,1.7999999523162842,1,0.22878779470920563,0.10615974850952625,80.06391006997535,26.440875711950756,0.3920976811441882,147.09532710756633,"Michael Conforto",16376,624424
"Rob Brantly","CHW",36,0.083333333,0.388888888,0.214285714,0.29032258,0.388888888,0.516129032,0.90501792,0.225806452,0.76785714,0.466666666,-0.10000000149011612,0.20000000298023224,-0.029573669657111168,-0.02786416234448552,6.433093517995001,2.0457543432475345,0.3882270140780343,146.9372885044449,"Rob Brantly",10655,542963
"Kris Bryant","CHC",665,0.142857142,0.192481203,0.7421875,0.295081967,0.409022556,0.537340619,0.946363175,0.242258652,4.392772370879813,0.334170854,4.799999952316284,1.2000000476837158,5.576483726501465,-1.2116310354322195,124.95835335828346,43.9144491580872,0.3991411538738193,146.5762830238972,"Kris Bryant",15429,592178
"Nelson Cruz","SEA",645,0.108527131,0.217054263,0.5,0.287769784,0.375193798,0.548561151,0.923754949,0.260791367,1.6900247018465273,0.315104166,-3.799999952316284,0.5,-5.0175323486328125,-0.6485902182757854,113.45747383585487,34.850980288296086,0.38491614961698883,146.41368931688342,"Nelson Cruz",2434,443558
"José Ramírez","CLE",645,0.080620155,0.106976744,0.753623188,0.317948717,0.37364341,0.582905982,0.956549392,0.264957265,6.014238566850985,0.319105691,-1.399999976158142,0.5,2.620304822921753,0.9175573834218085,119.75660257798316,41.150109030424375,0.3964889530092478,146.3522184493424,"Jose Ramirez",13510,608070
"Joey Wendle","OAK",14,0.071428571,0.214285714,0.333333333,0.307692307,0.357142857,0.615384615,0.972527472,0.307692308,2.64285714,0.333333333,0,0,-0.010628512129187584,-0.005066211335361004,2.4276374113539654,0.7214499545077281,0.38195319359119123,143.9540236666306,"Joey Wendle",13853,621563
"Marwin Gonzalez","HOU",515,0.095145631,0.192233009,0.494949494,0.303296703,0.376953125,0.529670329,0.906623454,0.226373626,3.199482458612114,0.343283582,-0.6000000238418579,1.100000023841858,-0.8642742037773132,-0.0034553315490484238,89.24205325384565,26.478728948430494,0.3818143924155573,143.76976898403285,"Marwin Gonzalez",5497,503556
"Marcell Ozuna","MIA",679,0.094256259,0.212076583,0.444444444,0.311582381,0.375552282,0.54812398,0.923676262,0.236541599,2.2542442735649155,0.354838709,-3.099999785423279,-0.6000000238418579,-2.5705761909484863,-1.5301106357946992,121.16980658556216,38.41971492851965,0.38793820769698534,143.30575003826942,"Marcell Ozuna",10324,542303
"Charlie Blackmon","COL",725,0.089655172,0.186206896,0.481481481,0.330745341,0.398891966,0.600931677,0.999823643,0.270186336,6.4460709299371075,0.370526315,3.0000001192092896,0.8999999761581421,2.558116912841797,-1.9191740429960191,145.5811736187161,57.22503746060739,0.414420904484571,142.20153686445715,"Charlie Blackmon",7859,453568
"Paul Goldschmidt","ARI",665,0.141353383,0.221052631,0.639455782,0.297491039,0.403614457,0.562724014,0.966338471,0.265232975,5.604106062729577,0.343007915,1.4999999403953552,0.800000011920929,0.5586156845092773,1.0288986880332232,125.68558188300774,44.64167768281146,0.4004370406706271,142.17934056802204,"Paul Goldschmidt",9218,502671
"Austin Barnes","LAD",262,0.148854961,0.164122137,0.906976744,0.288990825,0.408396946,0.486238532,0.894635478,0.197247707,4.87570455703518,0.329341317,-1.2999999970197678,-0.20000000298023224,-0.1404038518667221,0.17178998375311494,46.27552073183533,14.34544118228432,0.385770610237487,141.6826462533335,"Austin Barnes",12158,605131
