Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Daniel Johnson","BAL",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"Daniel Johnson",19643,669288
"Greg Jones","COL",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,"Greg Jones",25448,675659
"Matt Duffy","TEX",0.333333333,3,0.333333333,0.5,0.166666666,1,0,0,0,0,0,0.5,0.33333333,0.16666667,0.16666667,0.16666667,0.66666667,"Matt Duffy",13836,622110
"Brian Anderson","ATL",0,1,0.666666666,0.333333333,0,0,0,0,0,0,0,0.66666667,0.33333333,0,0,0.33333333,0.66666667,"Brian Anderson",18289,605119
"José Devers","MIA",0.333333333,2,0.333333333,0.666666666,0,0,0,0,0,0,0,0,1,0,0,0.33333333,0.66666667,"Jose Devers",20540,672701
"Miguel Sanó","LAA",0.326086956,1.769230769,0.25,0.479166666,0.270833333,0.076923076,0.153846153,1,0.04347826,0,0,0.47916667,0.27083333,0.25,0.08333333,0.375,0.54166667,"Miguel Sano",12164,593934
"Aramis Garcia","PHI",0,3,0,0.75,0.25,0,0,0,0,0,0,0.5,0.25,0.25,0,0.5,0.5,"Aramis Garcia",16925,605244
"Charles Leblanc","LAA",0.2,0.333333333,0.333333333,0.166666666,0.5,0,0.333333333,0,0,0,0,0.41666667,0.25,0.33333333,0.25,0.25,0.5,"Charles Leblanc",19813,641779
"Dustin Harris","TEX",0.333333333,0,0.5,0,0.5,0,0.5,0,0,0,0,0.75,0.25,0,0,0.5,0.5,"Dustin Harris",25705,687957
"Aaron Judge","NYY",0.367469879,0.661111111,0.233333333,0.305128205,0.461538461,0.055555555,0.322222222,10,0.084033613,0,0,0.4,0.34871795,0.25128205,0.07179487,0.45128205,0.47692308,"Aaron Judge",15640,592450
"Jonathan Aranda","TBR",0.263736263,1.44117647,0.144329896,0.505154639,0.350515463,0.058823529,0.176470588,3,0.061224489,0,0,0.51546392,0.28865979,0.19587629,0.11340206,0.41237113,0.4742268,"Jonathan Aranda",21837,666018
"Eric Haase","MIL",0.393939393,1.416666666,0.216216216,0.459459459,0.324324324,0.083333333,0.416666666,2,0.117647058,0,0,0.47368421,0.39473684,0.13157895,0.15789474,0.36842105,0.47368421,"Eric Haase",14111,606992
"Ehire Adrianza","LAA",0.285714285,1.142857142,0,0.533333333,0.466666666,0,0.142857142,2,0.25,0,0,0.26666667,0.33333333,0.4,0.2,0.33333333,0.46666667,"Ehire Adrianza",8418,501303
"René Pinto","TBR",0.304347826,0.235294117,0.16,0.16,0.68,0.117647058,0.117647058,1,0.25,0,0,0.26923077,0.23076923,0.5,0.19230769,0.34615385,0.46153846,"Rene Pinto",19859,650907
"Michael Toglia","COL",0.269565217,0.851851851,0.215686274,0.360784313,0.423529411,0.037037037,0.231481481,4,0.04347826,0,0,0.4,0.39215686,0.20784314,0.1372549,0.41176471,0.45098039,"Michael Toglia",25845,669911
"Weston Wilson","PHI",0.385964912,0.846153846,0.2,0.366666666,0.433333333,0.23076923,0.115384615,4,0.181818181,0,0,0.41666667,0.23333333,0.35,0.21666667,0.33333333,0.45,"Weston Wilson",19358,642215
"Eli White","ATL",0.384615384,1.75,0.153846153,0.538461538,0.307692307,0,0.125,2,0.142857142,1,1,0.48148148,0.2962963,0.22222222,0.11111111,0.44444444,0.44444444,"Eli White",19346,642201
"Ryan McKenna","- - -",0.142857142,0.333333333,0.111111111,0.222222222,0.666666666,0.166666666,0.333333333,1,0.5,0,0,0.44444444,0.33333333,0.22222222,0.33333333,0.22222222,0.44444444,"Ryan McKenna",19928,663630
"Kyle Schwarber","PHI",0.300578034,1.038961038,0.182291666,0.416666666,0.401041666,0.149350649,0.246753246,9,0.05625,0,0,0.50520833,0.33333333,0.16145833,0.15885417,0.3984375,0.44270833,"Kyle Schwarber",16478,656941
"Shohei Ohtani","LAD",0.336470588,0.891191709,0.236401673,0.359832635,0.40376569,0.051813471,0.279792746,10,0.058139534,0,0,0.42379958,0.34655532,0.22964509,0.10647182,0.45093946,0.44258873,"Shohei Ohtani",19755,660271
"Giancarlo Stanton","NYY",0.281124497,0.88429752,0.173913043,0.387681159,0.438405797,0.173553719,0.223140495,4,0.037383177,0,0,0.43478261,0.35507246,0.21014493,0.18115942,0.37681159,0.44202899,"Giancarlo Stanton",4949,519317
"Luke Williams","ATL",0.272727272,0.705882352,0.121212121,0.363636363,0.515151515,0.058823529,0,2,0.166666666,0,0,0.44117647,0.29411765,0.26470588,0.08823529,0.47058824,0.44117647,"Luke Williams",19931,663897
"Jerar Encarnacion","SFG",0.306666666,1.772727272,0.2375,0.4875,0.275,0.045454545,0.227272727,2,0.051282051,0,0,0.35,0.35,0.3,0.0625,0.5,0.4375,"Jerar Encarnacion",21871,666464
"Daniel Vogelbach","TOR",0.23076923,1.625,0.207547169,0.490566037,0.301886792,0,0.0625,2,0.076923076,0,0,0.45283019,0.39622642,0.1509434,0.13207547,0.43396226,0.43396226,"Daniel Vogelbach",14130,596129
"Gunnar Henderson","BAL",0.319634703,1.432258064,0.206315789,0.467368421,0.326315789,0.077419354,0.238709677,18,0.081081081,0,0,0.39157895,0.37684211,0.23157895,0.13473684,0.43157895,0.43368421,"Gunnar Henderson",26289,683002
"Corey Seager","TEX",0.29059829,0.975155279,0.16535433,0.41207349,0.422572178,0.03726708,0.186335403,6,0.03821656,0,0,0.43569554,0.33858268,0.22572178,0.08661417,0.48031496,0.43307087,"Corey Seager",13624,608369
"Ketel Marte","ARI",0.299191374,1.392857142,0.172839506,0.481481481,0.345679012,0.078571428,0.257142857,10,0.051282051,2,1,0.51842752,0.30958231,0.17199017,0.10810811,0.46191646,0.42997543,"Ketel Marte",13613,606466
"Juan Soto","NYY",0.297619047,1.213414634,0.203947368,0.436403508,0.359649122,0.085365853,0.25,6,0.030150753,4,0.8,0.45119306,0.34707158,0.20173536,0.12581345,0.44468547,0.42950108,"Juan Soto",20123,665742
"Rob Brantly","TBR",0.142857142,0.25,0.285714285,0.142857142,0.571428571,0,0,0,0,0,0,0.28571429,0.57142857,0.14285714,0.28571429,0.28571429,0.42857143,"Rob Brantly",10655,542963
"Austin Wynns","CIN",0.5,1.25,0.357142857,0.357142857,0.285714285,0.25,0,1,0.2,0,0,0.42857143,0.35714286,0.21428571,0.14285714,0.42857143,0.42857143,"Austin Wynns",15271,642851
"Carlos Narváez","NYY",0.428571428,4,0.285714285,0.571428571,0.142857142,0,0,0,0,0,0,0.42857143,0.28571429,0.28571429,0,0.57142857,0.42857143,"Carlos Narvaez",19722,665966
"Isaac Collins","MIL",0.285714285,1,0.142857142,0.428571428,0.428571428,0,0,0,0,0,0,0.14285714,0.57142857,0.28571429,0.14285714,0.42857143,0.42857143,"Isaac Collins",25477,686555
"Grae Kessinger","HOU",0,1.166666666,0.071428571,0.5,0.428571428,0,0,0,0,0,0,0.35714286,0.5,0.14285714,0.07142857,0.5,0.42857143,"Grae Kessinger",25813,666197
