"id","name","pitches","rv_tot","pct_tot","rv_11","pct_11","rv_12","pct_12","rv_13","pct_13","rv_14","pct_14","rv_16","pct_16","rv_17","pct_17","rv_18","pct_18","rv_19","pct_19"
488671,"Avila, Alex",1265,-0.007688349319816601,0.46621621621621623,0,0.23333333333333334,0,0.5625,0,0.21739130434782608,0,0.6063829787234043,0,0.6142857142857143,0,0.3,0,0.5157894736842106,0,0.1590909090909091
642082,"Sisco, Chance",1665,-5.783421569964102,0.460431654676259,0,0.1875,-1,0.3157894736842105,0,0.14285714285714285,0,0.6827586206896552,-2,0.5736434108527132,0,0.3269230769230769,-1,0.4885057471264368,-1,0.21176470588235294
643376,"Jansen, Danny",3378,-0.6193151300963624,0.4620408163265306,0,0.18269230769230768,-1,0.3767123287671233,0,0.20588235294117646,1,0.6428571428571429,0,0.676595744680851,-1,0.2840909090909091,-1,0.45701357466063347,1,0.32
607732,"Stallings, Jacob",3438,2.0135863581616196,0.4881632653061225,-1,0.13333333333333333,-2,0.36774193548387096,0,0.23728813559322035,-1,0.600896860986547,1,0.6624472573839663,0,0.2988505747126437,3,0.6070038910505836,1,0.3333333333333333
543510,"McCann, James",2113,4.785141028151854,0.5179948586118251,0,0.05263157894736842,-1,0.35051546391752575,0,0.225,0,0.6375,1,0.7444444444444445,0,0.41025641025641024,2,0.6224489795918368,1,0.32407407407407407
608700,"Plawecki, Kevin",1570,-4.070946906956544,0.43265993265993263,0,0.18181818181818182,0,0.4936708860759494,0,0.16129032258064516,0,0.6261682242990654,-1,0.5897435897435898,0,0.3157894736842105,-1,0.4158415841584158,-1,0.19696969696969696
595956,"Gallagher, Cam",1454,-0.5551845387245811,0.4925925925925926,0,0.15217391304347827,0,0.4142857142857143,0,0.1,0,0.6826923076923077,-1,0.5764705882352941,0,0.4,1,0.6752136752136753,0,0.22413793103448276
571466,"Barnhart, Tucker",2647,2.6637282067518746,0.5036572622779519,0,0.18840579710144928,0,0.4336283185840708,0,0.18666666666666668,0,0.7050359712230215,1,0.6681222707423581,0,0.3235294117647059,1,0.6277777777777778,1,0.2627118644067797
592200,"Casali, Curt",1959,1.047464197514334,0.5042372881355932,0,0.15517241379310345,0,0.43010752688172044,0,0.2682926829268293,0,0.6440677966101694,1,0.6879432624113475,0,0.375,0,0.6183206106870229,0,0.32978723404255317
543592,"Nola, Austin",3237,4.266515462003557,0.512779552715655,0,0.14285714285714285,-1,0.3972602739726027,0,0.24324324324324326,-1,0.6019900497512438,0,0.6652892561983471,0,0.3181818181818182,4,0.6715867158671587,2,0.38922155688622756
621532,"Bemboom, Anthony",1325,1.1539999693208842,0.484,1,0.3,0,0.3673469387755102,0,0.125,0,0.6486486486486487,0,0.6707317073170732,0,0.3333333333333333,0,0.5,0,0.3076923076923077
606988,"Greiner, Grayson",1291,-0.8092024807657785,0.46311475409836067,1,0.34210526315789475,2,0.6825396825396826,0,0.24,-1,0.5425531914893617,0,0.61,0,0.25,-1,0.4166666666666667,-1,0.08333333333333333
506702,"León, Sandy",1625,1.078109271181805,0.5023696682464455,0,0.15384615384615385,0,0.524390243902439,0,0.2553191489361702,-1,0.5963302752293578,0,0.6771653543307087,0,0.53125,1,0.6160714285714286,1,0.25
571974,"Murphy, John Ryan",1522,0.8169037383395785,0.5056390977443609,0,0.12195121951219512,0,0.3898305084745763,0,0.16666666666666666,0,0.6727272727272727,0,0.6813186813186813,0,0.25,1,0.6216216216216216,1,0.40384615384615385
455139,"Chirinos, Robinson",2023,-2.2320043266056566,0.4666666666666667,0,0.22580645161290322,0,0.4111111111111111,0,0.20833333333333334,0,0.6363636363636364,0,0.7041420118343196,0,0.36585365853658536,-2,0.3935483870967742,0,0.2891566265060241
547172,"Wolters, Tony",2474,-2.0283343178872197,0.4744744744744745,0,0.2191780821917808,-1,0.46825396825396826,0,0.22857142857142856,0,0.6419213973799127,-1,0.660377358490566,0,0.40476190476190477,0,0.4756756756756757,-1,0.1574074074074074
425877,"Molina, Yadier",3040,2.348979090465233,0.5077586206896552,0,0.1511627906976744,0,0.45985401459854014,-1,0.12162162162162163,0,0.6623931623931624,2,0.7371134020618557,0,0.36470588235294116,1,0.6126126126126126,1,0.3046875
519222,"Romine, Austin",2941,-2.655824249881134,0.45880149812734083,-1,0.11688311688311688,-1,0.3235294117647059,0,0.20512820512820512,0,0.6125,0,0.6737967914438503,0,0.3157894736842105,-1,0.4724770642201835,0,0.3090909090909091
