Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Nicky Lopez","KCR","SS",1233.2,,,,0,,2,1,,3,,2.4470200538635254,-0.8492494821548462,3.6020209789276123,5.199791669845581,4.627799924383773,,25,21,25.911316081705937,"Nicky Lopez",19339,670032
"Francisco Lindor","NYM","SS",1029.1,,,,0,,-1,5,,4,,-0.14581109583377838,1.2391653060913086,-1.2277236878871918,-0.13436909019947052,-0.26521756328069246,,21,16,21.497773904560358,"Francisco Lindor",12916,596019
"Sean Murphy","OAK","C",923.1,5,0,2,,,-1,,,10,,,,,,,9.739999771118164,,9,21.347792506841728,"Sean Murphy",19352,669221
"J.T. Realmuto","PHI","C",973,1,-3,0,,,3,,,0,,,,,,,8.569999694824219,,8,20.125959276889716,"J.T. Realmuto",11739,592663
"Nick Ahmed","ARI","SS",1028,,,,-1,,1,4,,4,,-1.194612979888916,-1.2863668203353882,2.729068160057068,0.24808871746063232,0.4340057498065091,,18,14,19.315213900196976,"Nick Ahmed",12147,605113
"Andrelton Simmons","MIN","SS",1091.2,,,,0,,0,15,,15,,0.5266762971878052,1.2694414854049683,-1.9448288083076477,-0.1487107276916504,-1.1044024142825974,,16,13,18.436604098514756,"Andrelton Simmons",10847,592743
"Michael A. Taylor","KCR","CF",1186,,,,,5,2,12,,19,5.098404884338379,,7.921188831329346,0.29076267778873444,13.310357093811035,13.944063600847276,,14,20,17.93518144251095,"Michael A. Taylor",11489,572191
"Brandon Crawford","SFG","SS",1165.2,,,,-1,,0,7,,6,,-0.7794821858406067,0.9584867358207703,2.4378389716148376,2.61684387922287,3.4445697191643387,,14,9,17.36888915386986,"Brandon Crawford",5343,543063
"Carlos Correa","HOU","SS",1304.2,,,,-1,,3,18,,20,,-1.0294489860534668,3.3779540061950684,0.5046625584363937,2.8531670570373535,3.083452028157759,,11,9,16.13632946138489,"Carlos Correa",14162,621043
"Matt Chapman","OAK","3B",1314.2,,,,1,,-1,9,,10,,0.6160457134246826,0.9795680046081543,7.1213769018650055,8.716991186141968,8.844047009861319,,17,15,15.260745922515078,"Matt Chapman",16505,656305
"Martín Maldonado","HOU","C",1010.2,-2,-4,2,,,1,,,-2,,,,,,,1.3300000429153442,,2,13.175454089760198,"Martin Maldonado",6887,455117
"Will Smith","LAD","C",1004.2,8,-3,1,,,-1,,,5,,,,,,,1.7999999523162842,,5,12.448908533589195,"Will Smith",19197,669257
"Yadier Molina","STL","C",1001.1,-2,2,3,,,2,,,6,,,,,,,-1.9800000190734863,,8,11.682660850516124,"Yadier Molina",7007,425877
"Christian Vázquez","BOS","C",1051.1,0,1,0,,,3,,,5,,,,,,,-1.2300000190734863,,7,11.649618762567322,"Christian Vazquez",9774,543877
"Elvis Andrus","OAK","SS",1246.1,,,,-1,,-1,-8,,-10,,-1.4568979740142822,-1.3787978887557983,2.4430487155914307,-0.39264702796936035,-0.5420291543280411,,5,4,10.603007379041157,"Elvis Andrus",8709,462101
