Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Ronald Acuña Jr.","ATL",159,735,41,149,106,73,0.108843537,0.114285714,0.258164853,0.3378119,0.337480559,0.41632653,0.595645412,0.4275971621763511,0.46039666998876283,171.35528607861602,8.874823422636837,73.84767811216243,-7.158973775804043,9.142445047655185,"Ronald Acuna Jr.",18401,660670
"Freddie Freeman","LAD",161,730,29,131,102,23,0.098630136,0.165753424,0.235478807,0.369918699,0.331240188,0.409589041,0.566718995,0.4105788874426924,0.40562010011472904,161.0185438989205,4.530305572319776,59.713032480299695,-7.327131748199463,7.699250005577372,"Freddie Freeman",5361,518692
"Mookie Betts","LAD",152,693,39,126,107,14,0.138528138,0.154401154,0.272260274,0.316027088,0.306506849,0.408369408,0.578767123,0.4164887061153633,0.40743483391360963,164.98039281318822,0.7321160025894642,56.51924669707117,-3.880500078201294,7.5989947032913046,"Mookie Betts",13611,605141
"Matt Olson","ATL",162,720,54,127,139,1,0.144444444,0.231944444,0.320723685,0.301790281,0.282894736,0.388888888,0.603618421,0.4127573844756973,0.3921939473756602,161.40693395011695,0.2030808236449957,54.976312803298946,-13.340083122253418,6.593409267712862,"Matt Olson",14344,621566
"Shohei Ohtani","LAA",135,599,44,102,95,20,0.151919866,0.238731218,0.350100604,0.341853035,0.303822937,0.412457912,0.653923541,0.43348226798974615,0.42608540494677044,180.29019012433744,2.4887546049430966,60.11520735345804,-14.475308418273926,6.590773180991501,"Shohei Ohtani",19755,660271
"Marcus Semien","TEX",162,753,29,122,100,14,0.095617529,0.146082337,0.201492538,0.291044776,0.276119402,0.348404255,0.47761194,0.35423160789809754,0.33313218180338544,127.68276496769155,1.3007527347654104,26.277565600522077,11.942840576171875,6.3753108453793494,"Marcus Semien",12533,543760
"Corey Seager","TEX",119,536,33,88,96,2,0.09141791,0.164179104,0.295597484,0.339779005,0.327044025,0.389925373,0.622641509,0.4185934797410042,0.40928490655019567,172.2933891223849,-2.775994266849011,43.65371379944419,1.863239049911499,6.363989735210059,"Corey Seager",13624,608369
"Juan Soto","SDP",162,708,35,97,109,12,0.186440677,0.182203389,0.24471831,0.29584352,0.274647887,0.410183875,0.519366197,0.39487367174748716,0.4072248500028103,153.78599089476916,-0.8697504070587456,46.30622513145478,-8.307529151439667,6.189991019946211,"Juan Soto",20123,665742
"Bobby Witt Jr.","KCR",158,694,30,97,96,49,0.057636887,0.174351585,0.218408736,0.295180722,0.276131045,0.318903318,0.494539781,0.3433004379100193,0.3685019451638927,115.8395339880245,7.6082704490982,20.779746570931437,14.785619735717773,5.909653877139239,"Bobby Witt Jr.",25764,677951
"Julio Rodríguez","SEA",155,714,32,102,103,37,0.06582633,0.245098039,0.209480123,0.32962138,0.275229357,0.333333333,0.48470948,0.3474612170356815,0.3435535836727061,128.51504362663775,5.228564797434956,29.623789933560364,4.589824438095093,5.842963271495352,"Julio Rodriguez",23697,677594
"William Contreras","MIL",141,611,17,86,78,6,0.103109656,0.206219312,0.168518519,0.348370927,0.288888888,0.367213114,0.457407407,0.3572947347634717,0.3349620256060194,125.61225940862226,-1.560600751079619,17.826263081722097,19.78989952802658,5.822914913882499,"William Contreras",20503,661388
"Francisco Lindor","NYM",160,687,31,108,98,31,0.096069868,0.199417758,0.215946844,0.27664399,0.254152823,0.336244541,0.470099667,0.34553246638865237,0.3452640282846715,120.16383158627029,3.7530265990644693,20.91425045390867,10.939314365386963,5.506002062193954,"Francisco Lindor",12916,596019
