"player_id","player_name","team_name","start_year","end_year","sb_attempts","catcher_stealing_runs","caught_stealing_above_average","n_cs","rate_cs","est_cs_pct","cs_aa_per_throw","seasonal_runner_speed","runner_distance_from_second","pop_time","exchange_time","arm_strength","n_xcs_with_flight_over_xcs","n_xcs_with_exchange_over_xcs","n_xcs_with_accuracy_over_xcs","n_xcs_with_ground_other_over_xcs","n_xcs_with_onfly_other_over_xcs","n_xcs_with_untracked_other_over_xcs"
455117,"Maldonado, Martín","CWS",2024,2024,30,-1.8869446901423852,-2.9029918309882845,2,0.06666666666666668,0.16343306103294283,-0.09676639436627617,"28.636666667",54.723561575102536,"1.898105263","0.680263158","82.061224211",0.9699374608618725,-1.6047684206323503,-0.45000100173232327,-0.14570305380573495,-1.2098519623877508,-0.46260485329199774
518595,"d'Arnaud, Travis","ATL",2024,2024,49,-0.6202844339784248,-0.9542837445821922,9,0.1836734693877551,0.20314864784861614,-0.019475178460861067,"28.310204082",54.0163455530395,"1.937868421","0.669236842","79.155947368",0.116072381707288,0.17758470963923806,-1.5310542490128765,1.834963508629352,-1.5518500955451935,0
518735,"Grandal, Yasmani","PIT",2024,2024,55,-6.161134167151338,-9.478667949463599,4,0.07272727272727274,0.24506668999024728,-0.17233941726297455,"28.236363636",55.55558801558385,"2.122305556","0.759805556","73.262813889",-5.567289170688568,-4.3979323379327795,-0.582945717586284,0.9908321974161496,0.1898248867371763,-0.11115780740929136
521692,"Perez, Salvador","KC",2024,2024,36,0.6886611631077575,1.0594787124734728,9,0.25,0.22057003576462572,0.029429964235374247,"28.469444444",55.447383900388246,"1.931222222","0.60662963","75.922661481",-1.9410320948290847,1.589162192426831,0.4340214005781799,0.2486196011178679,0.1377278906666597,0.5909797225130187
542194,"Bethancourt, Christian","CHC",2024,2024,32,3.1231739771229257,4.804883041727576,11,0.34374999999999994,0.1935974049460132,0.15015259505398684,"28.7375",56.420922470778486,"1.888142857","0.700678571","85.252190357",3.9554840220323513,-1.36547926723901,1.5333500158949263,0.5138762185030793,0.17600504886473045,-0.00835299632850077
543309,"Higashioka, Kyle","SD",2024,2024,57,-1.844255388026066,-2.8373159815785614,10,0.1754385964912281,0.2252160698522555,-0.04977747336102741,"28.310526316",55.38167883762661,"2.011534884","0.615209302","73.866324419",-6.007004900260065,3.212357094658246,-0.3446857110745432,2.2183383307720916,-1.8918213013866105,-0.024499494287682146
543510,"McCann, James","BAL",2024,2024,43,0.24500115601051675,0.3769248554007949,10,0.23255813953488372,0.2237924452232373,0.008765694311646397,"28.544186047",55.44268251369827,"1.92325","0.638525","78.1610435",-0.9599612080969393,1.3570899528832447,0.19746320539812354,0.7423789182083824,-0.9600460129920162,0
543877,"Vázquez, Christian","MIN",2024,2024,43,-1.9587195396527801,-3.0134146763888916,6,0.13953488372093026,0.2096142947997417,-0.07007941107881142,"28.493023256",56.38262401233659,"1.918925926","0.595666667","76.53673963",-2.096022023437219,0.13594700130062598,-0.02505533973192331,-0.2670053548499777,-0.5810495904020712,-0.1802293692683262
553869,"Díaz, Elias","SD",2024,2024,48,2.327814372360244,3.581252880554222,12,0.25000000000000006,0.17539056498845368,0.07460943501154628,"28.516666667",54.06343838193096,"1.84625","0.64375","80.987555833",1.3345496887548094,0.38188012413325734,0.7558311365818007,-0.5061973375251176,1.6151892686094727,0
553882,"Narváez, Omar","NYM",2024,2024,25,-2.418780199770455,-3.7212003073391617,1,0.04000000000000001,0.1888480122935665,-0.14884801229356648,"28.312",53.73164829221351,"1.949190476","0.640619048","75.113231905",-1.847417487628182,0.5435184304140555,0.19220737288130244,-0.022377768145866908,-2.5871308548604706,0
571912,"Maile, Luke","CIN",2024,2024,34,-0.8545829185774236,-1.3147429516575753,7,0.20588235294117652,0.2445512632840463,-0.03866891034286984,"28.620588235",57.174991173560834,"1.955392857","0.641214286","78.764143571",-0.5339619338524877,1.1591761787967907,-1.667368617391168,-0.48665021157227367,0.21406163236156414,0
575929,"Contreras, Willson","STL",2024,2024,36,0.7602232255838399,1.1695741932059076,7,0.1944444444444444,0.161956272410947,0.032488172033497444,"28.686111111",55.36837311394308,"1.966111111","0.707111111","81.138685926",1.2966450148590367,-1.435034000153835,0.5323574830654771,-0.5157292342942472,0.3787716311853914,0.9125632985440846
592200,"Casali, Curt","SF",2024,2024,42,-2.330949530222713,-3.5860762003426347,4,0.09523809523809522,0.18062086191291987,-0.0853827666748246,"28.392857143",54.31964436118644,"1.933852941","0.594617647","75.443528235",-2.7276021170196993,2.826600866773825,-2.006403922948109,-0.2789245999061286,-1.3997464272425224,0
592663,"Realmuto, J.T.","PHI",2024,2024,57,3.417473465202416,5.257651484926794,15,0.2631578947368421,0.1709183950012843,0.0922394997355578,"28.59122807",54.1795417751298,"1.79547619","0.608071429","82.604884286",3.406412374585503,3.553640158733525,-1.753424814344051,1.1100782378416656,-1.0590544718898487,0
595978,"Hedges, Austin","CLE",2024,2024,26,0.9040139512662926,1.3907906942558348,6,0.2307692307692308,0.1772772809901602,0.05349194977907057,"28.588461538",54.66921937012187,"1.895473684","0.629210526","78.711753684",-0.17196972431344448,0.2834014281709809,-0.5283320530720718,-0.8100882067322858,2.8596517872017504,-0.241872536999095
596117,"Stubbs, Garrett","PHI",2024,2024,37,1.3063260886796684,2.0097324441225664,7,0.18918918918918923,0.1348720961047955,0.05431709308439368,"28.508108108",53.09864382217286,"1.795103448","0.643103448","81.489435862",1.3794428795953397,0.34324611777230807,1.967581048302268,-0.22218320830827787,-1.4583543932390715,0
596142,"Sánchez, Gary","MIL",2024,2024,24,0.0778619248090973,0.11978757662938021,5,0.20833333333333331,0.20334218430710918,0.004991149026224179,"28.5",56.32075925602284,"1.920636364","0.6485","80.197515455",0.49612349737133804,0.8495071040270091,-0.5328201752797751,0.006143670540332602,-0.6991665200295245,0
605131,"Barnes, Austin","LAD",2024,2024,40,-2.8527475028867992,-4.388842312133536,3,0.07500000000000001,0.18472105780333842,-0.10972105780333842,"28.47",55.10978829535439,"1.943928571","0.574642857","73.340688214",-4.0291399139012025,2.870731883578269,-1.7890008185654245,-0.0450465910368458,-1.316902279809111,-0.07948459239922
605170,"Caratini, Victor","HOU",2024,2024,50,1.107637685952945,1.7040579783891463,10,0.20000000000000004,0.16591884043221705,0.034081159567782925,"28.116",54.539448461088696,"2.010277778","0.658861111","77.010674722",-1.5778121806489203,0.8756880012884755,2.643437445352506,-0.31628062128259105,0.12252476954503971,-0.04349943586536325
607732,"Stallings, Jacob","COL",2024,2024,51,-1.6359093359788686,-2.516783593813645,8,0.15686274509803924,0.20621144301595382,-0.04934869791791461,"28.21",55.67292784891154,"1.914767442","0.661186047","78.884016047",-0.6175328201572671,-0.3407917389344992,-1.1941208244300958,-0.327351879708053,0.8106562671074291,-0.847642597691159
608348,"Kelly, Carson","TEX",2024,2024,57,2.8003940979820947,4.308298612280145,17,0.29824561403508776,0.22266142785473425,0.07558418618035345,"28.477192982",56.10080518544819,"1.93782","0.64618","78.6135034",-0.931746619325051,1.033823624145957,1.3538221399600914,0.8944055107150881,1.9579939567840603,0
620443,"Torrens, Luis","NYM",2024,2024,23,3.8150533892768728,5.869312906579804,11,0.47826086956521735,0.2230733518878346,0.25518751767738285,"28.3",54.730512455826684,"1.838222222","0.601444444","81.624397222",1.2697996813972583,1.906651454825874,2.965485796729557,0.24968169974684906,-0.5223057261197338,0
621512,"Nido, Tomás","CHC",2024,2024,33,2.0856719098245247,3.2087260151146526,8,0.24242424242424243,0.14519012075410145,0.09723412167014098,"28.596969697",53.928973624647774,"1.91616","0.56476","74.9170764",-2.064534097533289,4.158666185221907,-0.4502888758406764,-0.4761327187666066,2.0410155220333173,0
624431,"Trevino, Jose","NYY",2024,2024,52,-3.2556574796965667,-5.008703814917793,7,0.13461538461538464,0.23093661182534223,-0.09632122720995757,"28.286538462",54.9482769619495,"2.016595238","0.652642857","72.767014524",-5.8542156577215865,0.8298945149330225,-1.143844910470192,0.009913013862278608,1.2654054596062416,-0.11585623512755881
624512,"McGuire, Reese","BOS",2024,2024,21,-0.3148908017708554,-0.48444738733977716,5,0.23809523809523808,0.26116416130189424,-0.023068923206656065,"28.285714286",55.89074838075231,"1.9924","0.604","74.621382667",-1.8251686820628135,0.9157444862184267,0.4773151024834565,-2.7755575615628914e-17,-0.052338293978847095,0
