Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Martín Maldonado","LAA","C",1146.1,12,3,3,,,3,,,23,,,,,,,21.600000381469727,,5,35.951293151345084,"Martin Maldonado",6887,455117
"Yasmani Grandal","LAD","C",999.1,12,2,4,,,0,,,18,,,,,,,15.899999618530273,,2,26.55258176447839,"Yasmani Grandal",11368,518735
"Byron Buxton","MIN","CF",1143,,,,,0,0,22,,22,-2.346400022506714,,12.52400016784668,-0.14213236374780536,10.035499811172485,11.510409587938097,,26,25,23.853791994971616,"Byron Buxton",14161,621439
"Andrelton Simmons","LAA","SS",1369.2,,,,3,,3,35,,41,,1.9488099813461304,11.723600387573242,3.8686598539352417,17.541110396385193,18.459321488659764,,20,20,22.295761931046385,"Andrelton Simmons",10847,592743
"Austin Hedges","SDP","C",933.1,13,2,1,,,4,,,21,,,,,,,12.8100004196167,,1,21.60233514573333,"Austin Hedges",12976,595978
"Mike Zunino","SEA","C",994,3,4,1,,,-4,,,4,,,,,,,10.220000267028809,,-1,17.98741219825003,"Mike Zunino",13265,572287
"DJ LeMahieu","COL","2B",1302,,,,1,,2,11,,14,,1.4395300149917603,-1.1703200340270996,4.167931944131851,4.437140107154846,3.798788544164604,,20,17,17.646642481859754,"DJ LeMahieu",9874,518934
"J.T. Realmuto","MIA","C",1095.2,-3,-8,3,,,1,,,1,,,,,,,6.420000076293945,,1,17.25370054757424,"J.T. Realmuto",11739,592663
"Ender Inciarte","ATL","CF",1359.2,,,,,0,-2,6,,4,-2.252890110015869,,4.1519598960876465,0.9632930308580399,2.862370014190674,2.7422163110235678,,18,18,15.934567732713788,"Ender Inciarte",4922,542255
"Francisco Lindor","CLE","SS",1377,,,,3,,0,4,,7,,1.9144500494003296,2.247879981994629,2.379790961742401,6.542119860649109,6.863373986704039,,12,12,15.907379079775346,"Francisco Lindor",12916,596019
"Brian Dozier","MIN","2B",1311,,,,-1,,1,-1,,-1,,-2.649930000305176,-4.465129852294922,5.812658026814461,-1.30239999294281,-1.23285126106641,,16,11,14.604413036633689,"Brian Dozier",9810,572821
"Billy Hamilton","CIN","CF",1175.1,,,,,6,3,4,,13,7.006159782409668,,1.1370400190353394,0.5263370051980019,8.66953980922699,11.23078455089106,,11,16,14.491324161263723,"Billy Hamilton",10199,571740
"Alcides Escobar","KCR","SS",1404.1,,,,-1,,1,-11,,-11,,0.5801720023155212,-3.410830020904541,1.9905399680137634,-0.8401179909706116,-0.6806954570481034,,9,8,13.785341250879052,"Alcides Escobar",6310,444876
"Travis Shaw","MIL","3B",1221.1,,,,0,,0,-1,,-1,,0.35230201482772827,-0.037581998854875565,-0.6409029364585876,-0.3261829614639282,-0.682666330997433,,14,11,12.475159674561386,"Travis Shaw",11982,543768
"Yadier Molina","STL","C",1125.2,4,-1,3,,,1,,,5,,,,,,,1.7899999618530273,,1,12.062101488308677,"Yadier Molina",7007,425877
"Jedd Gyorko","STL","3B",900,,,,0,,-1,8,,8,,-0.04627159982919693,2.3157498836517334,0.6562130153179169,2.9256984815001488,4.031541538394993,,14,11,12.018848359992099,"Jedd Gyorko",10816,576397
"Elvis Andrus","TEX","SS",1365.1,,,,0,,0,12,,12,,0.8492329716682434,-3.672329902648926,3.1040060222148895,0.28090494871139526,0.26826525932734774,,6,7,11.64526047791545,"Elvis Andrus",8709,462101
"Freddy Galvis","PHI","SS",1359.1,,,,0,,0,5,,5,,2.021850109100342,-4.947710037231445,6.381387948989868,3.4555301666259766,3.207666471915486,,6,5,11.54322945272806,"Freddy Galvis",6609,520471
"Trevor Story","COL","SS",1185.1,,,,1,,3,8,,12,,1.005120038986206,-3.845669984817505,4.558134227991104,1.7175840139389038,1.7191358660377047,,7,7,11.456198443590008,"Trevor Story",12564,596115
"Jason Castro","MIN","C",908.2,3,7,0,,,-1,,,11,,,,,,,4.860000133514404,,-2,11.09083086953876,"Jason Castro",8722,488771
"Orlando Arcia","MIL","SS",1240.1,,,,4,,-2,2,,4,,0.23640300333499908,2.766239881515503,-4.224515179172158,-1.221866950392723,-1.8353977618399826,,5,7,10.74919871372396,"Orlando Arcia",13185,606115
"Brandon Crawford","SFG","SS",1201,,,,0,,1,9,,10,,0.14650200307369232,5.791639804840088,2.852831929922104,8.790972217917442,9.605615721060646,,6,5,10.694515031115898,"Brandon Crawford",5343,543063
"Jackie Bradley Jr.","BOS","CF",1204.1,,,,,0,7,7,,14,-1.5171200037002563,,4.539169788360596,0.6901329755783081,3.712180018424988,3.5346533523665533,,13,12,10.40196245956434,"Jackie Bradley Jr.",12984,598265
"Jordy Mercer","PIT","SS",1241.2,,,,1,,1,-14,,-12,,-0.4065589904785156,-1.636139988899231,1.7045000493526459,-0.3382059931755066,-0.4473139922789395,,4,5,10.230338612589936,"Jordy Mercer",6547,474568
"Manuel Margot","SDP","CF",1049.2,,,,,2,-2,8,,8,1.78603994846344,,4.200799942016602,0.038725003600120544,6.025560021400452,7.277696937756149,,10,11,10.091483125362041,"Manuel Margot",14712,622534
"Nolan Arenado","COL","3B",1343.1,,,,1,,3,14,,17,,1.6017800569534302,0.5479990243911743,4.544270932674408,6.694049954414368,5.854582895306205,,10,10,10.006387577707208,"Nolan Arenado",9777,571448
"Jose Iglesias","DET","SS",1116.1,,,,0,,1,-6,,-5,,-0.9772899746894836,3.697390079498291,5.973934233188629,8.694029986858368,10.151867137663254,,5,4,9.876888694665258,"Jose Iglesias",10231,578428
"Ian Kinsler","DET","2B",1137.1,,,,-2,,-3,8,,3,,-1.9320100545883179,7.450170040130615,2.2831369042396545,7.801299691200256,8.334449857093277,,11,7,9.850194055104188,"Ian Kinsler",6195,435079
"Kyle Seager","SEA","3B",1353.1,,,,2,,1,3,,7,,2.297790050506592,2.047830104827881,2.44924595952034,6.794869899749756,7.322231550685695,,10,10,9.52029640141147,"Kyle Seager",9785,572122
"Mookie Betts","BOS","RF",1389.1,,,,,0,4,26,,30,5.274449825286865,,14.77649974822998,1.40140575543046,21.45235013961792,19.01805215868457,,15,15,9.186112342602982,"Mookie Betts",13611,605141
"Michael A. Taylor","WSN","CF",940.1,,,,,5,2,5,,12,5.185919761657715,,6.2292399406433105,-1.0737876817584038,10.341379642486572,16.15115088552333,,9,10,9.118956147051703,"Michael A. Taylor",11489,572191
"Brandon Drury","ARI","2B",947,,,,-1,,2,2,,3,,-1.158329963684082,2.347790002822876,-1.6596740186214447,-0.47021496295928955,-0.476155084158693,,9,7,8.79045767500005,"Brandon Drury",11615,592273
"Lorenzo Cain","KCR","CF",1275,,,,,-5,0,11,,6,-3.3149800300598145,,8.177109718322754,-1.5680048991926014,3.2941298484802246,3.6902236675030617,,15,10,8.273401572162221,"Lorenzo Cain",9077,456715
"Odúbel Herrera","PHI","CF",1144,,,,,2,-1,8,,9,0.5164059996604919,,7.334360122680664,-0.23769903182983398,7.613066136837006,9.322229960793903,,11,9,8.077361187066447,"Odubel Herrera",11476,546318
"Adam Duvall","CIN","LF",1277.1,,,,,7,2,2,,11,3.7986299991607666,,1.409000039100647,-0.2724120169878006,4.935220003128052,4.677035717556897,,7,12,8.07503779047141,"Adam Duvall",10950,594807
"Xander Bogaerts","BOS","SS",1310.1,,,,-2,,0,-9,,-11,,-1.5594799518585205,0.7016739845275879,0.112201988697052,-0.7456029653549194,-0.87972395559325,,2,0,7.814835048300083,"Xander Bogaerts",12161,593428
"Todd Frazier","- - -","3B",1107.2,,,,1,,-1,5,,5,,1.28719100356102,2.924109935760498,3.579594910144806,7.790890783071518,10.401764745082232,,7,7,7.428984277575833,"Todd Frazier",785,453943
"Corey Seager","LAD","SS",1162,,,,2,,-3,8,,7,,1.693019986152649,6.154669761657715,1.1314978152513504,8.979189991950989,11.618689780486259,,2,2,7.273957828236519,"Corey Seager",13624,608369
"Jonathan Schoop","BAL","2B",1385,,,,2,,0,12,,14,,0.381164014339447,-2.5856099128723145,-0.9724330008029938,-3.1768758893013,-2.7840867381092984,,6,7,6.816478181213014,"Jonathan Schoop",11265,570731
"Jed Lowrie","OAK","2B",1161,,,,-1,,0,-5,,-6,,-0.46795201301574707,-4.119679927825928,3.818818986415863,-0.7688140273094177,-0.7478195459008745,,6,4,6.79348617163423,"Jed Lowrie",4418,476704
"Jean Segura","SEA","SS",1084,,,,2,,-1,0,,1,,1.2166500091552734,-0.1529339998960495,-4.758334994316101,-3.694620132446289,-5.673721311406732,,1,1,6.538676339688884,"Jean Segura",5933,516416
"Jorge Polanco","MIN","SS",1119.2,,,,-2,,1,-7,,-8,,-2.386929988861084,0.9216539859771729,-3.2686700224876404,-4.733949899673462,-5.713474750518799,,0,-2,5.7195753481734215,"Jorge Polanco",13152,593871
"Eugenio Suárez","CIN","3B",1302,,,,0,,1,3,,4,,0.004578290041536093,1.3713699579238892,3.0707869827747345,4.446738419588655,4.798861466534919,,5,4,5.651293754323062,"Eugenio Suarez",12552,553993
"Anthony Rendon","WSN","3B",1268.1,,,,0,,0,8,,9,,0.11665699630975723,7.292530059814453,4.709964990615845,12.119156576693058,12.881510442272392,,5,4,5.557438554455697,"Anthony Rendon",12861,543685
"Alex Bregman","HOU","3B",1092.2,,,,1,,1,-3,,-2,,0.3351239860057831,-4.6562700271606445,-0.6074550449848175,-4.928596049547195,-8.728036787396029,,5,5,5.444431308905506,"Alex Bregman",17678,608324
"Aaron Judge","NYY","RF",1238.2,,,,,2,1,5,,8,1.5365500450134277,,5.014739990234375,-0.4478500038385391,6.103439807891846,7.138510039725969,,8,10,5.427218749297065,"Aaron Judge",15640,592450
