"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","R","HR","RBI","SB","BB%","K%","ISO","AVG","OBP","SLG","OPS","DRC+","DRB","DRP","WARP"
100502,621043,"Carlos Correa",25,2020,"HOU",58,220,200,22,5,25,0,7.3,21.8,0.12,0.265,0.327,0.385,0.712,97,,2.7,0.8
100988,622534,"Manuel Margot",25,2020,"TB",45,159,145,19,1,11,12,8.2,15.7,0.083,0.269,0.327,0.352,0.679,103,,0.6,0.6
101093,622682,"Victor Reyes",25,2020,"DET",56,213,202,30,4,14,8,4.2,21.1,0.114,0.277,0.315,0.391,0.706,89,,0.3,0.4
101568,623993,"Anthony Santander",25,2020,"BAL",37,165,153,24,11,32,0,6.1,15.2,0.314,0.261,0.315,0.575,0.89,96,,-0.3,0.4
101603,624413,"Pete Alonso",25,2020,"NYM",57,239,208,31,16,35,1,10,25.5,0.26,0.231,0.326,0.49,0.816,115,,-0.8,0.8
101605,624415,"Cavan Biggio",25,2020,"TOR",59,265,220,41,8,28,6,15.5,23,0.182,0.25,0.375,0.432,0.807,107,,-0.5,1.1
102429,640449,"Clint Frazier",25,2020,"NYY",39,160,131,24,8,26,3,15.6,27.5,0.244,0.267,0.394,0.511,0.905,111,,-0.8,0.6
102432,640457,"Austin Meadows",25,2020,"TB",36,152,132,19,4,13,2,11.2,32.9,0.167,0.205,0.296,0.371,0.667,76,,0.6,0
102559,641487,"J.P. Crawford",25,2020,"SEA",53,232,204,33,2,24,6,9.9,16.8,0.083,0.255,0.336,0.338,0.674,90,,2,0.6
102668,641857,"Ryan McMahon",25,2020,"COL",52,193,172,23,9,26,0,9.3,34.2,0.203,0.215,0.295,0.419,0.714,83,,1.1,0.4
102704,641933,"Tyler O'Neill",25,2020,"STL",48,157,139,20,7,19,3,9.6,27.4,0.187,0.173,0.261,0.36,0.621,83,,2.1,0.3
102745,642086,"Dominic Smith",25,2020,"NYM",50,199,177,27,10,42,0,7,22.6,0.299,0.316,0.377,0.616,0.993,101,,-0.8,0.6
103355,643289,"Mauricio Dubón",25,2020,"SF",50,177,157,21,4,19,2,8.5,20.3,0.115,0.274,0.337,0.389,0.726,93,,0.3,0.5
103405,643376,"Danny Jansen",25,2020,"TOR",41,147,120,18,6,20,0,14.3,21.1,0.175,0.183,0.313,0.358,0.671,119,,0.8,1
103420,643396,"Isiah Kiner-Falefa",25,2020,"TEX",58,228,211,28,3,10,8,6.1,14,0.09,0.28,0.329,0.37,0.699,101,,2.2,1
105147,657656,"Ramón Laureano",25,2020,"OAK",54,222,183,27,6,25,2,10.8,26.1,0.153,0.213,0.338,0.366,0.704,108,,-0.4,0.8
105432,660162,"Yoán Moncada",25,2020,"CHW",52,231,200,28,6,24,0,12.1,31.2,0.16,0.225,0.32,0.385,0.705,83,,-0.1,0.2
105437,664023,"Ian Happ",25,2020,"CHC",56,231,198,27,12,28,1,13,27.3,0.247,0.258,0.361,0.505,0.866,114,,0,1.2
105439,656775,"Cedric Mullins",25,2020,"BAL",40,153,140,16,3,12,7,5.2,24.2,0.136,0.271,0.315,0.407,0.722,83,,2,0.4
105993,664034,"Ty France",25,2020,,43,155,141,19,4,23,0,7.1,23.9,0.163,0.305,0.368,0.468,0.836,113,,-0.2,0.6
107284,664040,"Brandon Lowe",25,2020,"TB",56,224,193,36,14,37,3,11.2,25.9,0.285,0.269,0.362,0.554,0.916,114,,-1.2,1.2
107752,669242,"Tommy Edman",25,2020,"STL",55,227,204,29,5,26,2,7,21.1,0.118,0.25,0.317,0.368,0.685,86,,1.3,0.5
107920,641658,"Garrett Hampson",25,2020,"COL",51,184,167,25,5,11,6,7.1,32.6,0.15,0.234,0.287,0.383,0.67,80,,0.9,0.4
108112,670032,"Nicky Lopez",25,2020,"KC",55,192,169,15,1,13,0,9.4,21.4,0.065,0.201,0.286,0.266,0.552,73,,-0.8,0.1
108278,669221,"Sean Murphy",25,2020,"OAK",41,140,116,21,7,14,0,17.1,26.4,0.224,0.233,0.364,0.457,0.821,117,,0.3,0.8
108612,669257,"Will Smith",25,2020,"LAD",36,137,114,23,8,25,0,14.6,16.1,0.289,0.289,0.401,0.579,0.98,128,,-0.5,0.6
108615,669256,"Nick Solak",25,2020,"TEX",58,233,209,27,2,23,7,7.7,18,0.077,0.268,0.326,0.344,0.67,99,,-0.8,0.7
109040,668804,"Bryan Reynolds",25,2020,"PIT",55,208,185,24,7,19,1,10.1,27.4,0.168,0.189,0.275,0.357,0.632,83,,0.2,0.3
111306,660271,"Shohei Ohtani",25,2020,"LAA",44,175,153,23,7,24,7,12.6,28.6,0.176,0.19,0.291,0.366,0.657,91,,0,0.3
67568,593871,"Jorge Polanco",26,2020,"MIN",55,226,209,22,4,19,4,5.8,15.5,0.096,0.258,0.304,0.354,0.658,89,,-1,0.4
69270,596059,"Rougned Odor",26,2020,"TEX",38,148,138,15,10,30,0,4.7,31.8,0.246,0.167,0.209,0.413,0.622,75,,-0.2,-0.1
69314,600474,"Pedro Severino",26,2020,"BAL",48,178,160,17,5,21,1,9,22.5,0.138,0.25,0.322,0.388,0.71,113,,-0.3,0.4
69321,600524,"Renato Núñez",26,2020,"BAL",52,216,195,29,12,31,0,7.9,29.6,0.236,0.256,0.324,0.492,0.816,101,,-0.5,0.5
69338,600869,"Jeimer Candelario",26,2020,"DET",52,206,185,30,7,29,1,9.7,23.8,0.205,0.297,0.369,0.503,0.872,102,,0.5,0.6
69615,606132,"Raimel Tapia",26,2020,"COL",50,206,184,26,1,17,8,6.8,18.4,0.082,0.321,0.369,0.402,0.771,94,,1.8,0.8
69790,606466,"Ketel Marte",26,2020,"AZ",45,195,181,19,2,17,1,3.6,10.8,0.122,0.287,0.323,0.409,0.732,102,,-1.2,0.6
70343,547004,"Rio Ruiz",26,2020,"BAL",53,204,185,25,9,32,1,8.3,22.5,0.205,0.222,0.286,0.427,0.713,74,,2.7,0.2
70399,596019,"Francisco Lindor",26,2020,"CLE",60,266,236,30,8,27,6,9,15.4,0.157,0.258,0.335,0.415,0.75,99,,0.2,1
70607,608324,"Alex Bregman",26,2020,"HOU",42,180,153,19,6,22,0,13.3,14.4,0.209,0.242,0.35,0.451,0.801,113,,0.4,0.9
70613,608336,"Joey Gallo",26,2020,"TEX",57,226,193,23,10,26,2,12.8,35,0.197,0.181,0.301,0.378,0.679,86,,0.2,0.3
70635,608369,"Corey Seager",26,2020,"LAD",52,232,212,38,15,41,1,7.3,15.9,0.278,0.307,0.358,0.585,0.943,122,,0.8,1.4
70646,608385,"Jesse Winker",26,2020,"CIN",54,183,149,27,12,23,1,15.3,25.1,0.289,0.255,0.388,0.544,0.932,114,,-0.1,0.8
100490,621005,"Tim Lopes",26,2020,"SEA",45,151,143,16,2,15,5,4,22.5,0.126,0.238,0.278,0.364,0.642,78,,0.2,0.1
100631,621439,"Byron Buxton",26,2020,"MIN",37,135,130,19,13,27,2,1.5,26.7,0.323,0.254,0.267,0.577,0.844,115,,4,1.1
100668,621566,"Matt Olson",26,2020,"OAK",60,245,210,28,14,42,1,13.9,31.4,0.229,0.195,0.31,0.424,0.734,98,,0.1,0.5
105791,630105,"Jake Cronenworth",26,2020,"SD",54,192,172,26,4,20,3,9.4,15.6,0.192,0.285,0.354,0.477,0.831,103,,0.7,1
105846,657557,"Paul DeJong",26,2020,"STL",45,174,152,17,3,25,1,9.8,28.7,0.099,0.25,0.322,0.349,0.671,89,,1.6,0.5
105978,664058,"David Fletcher",26,2020,"LAA",49,230,207,31,3,18,2,8.7,10.9,0.106,0.319,0.376,0.425,0.801,107,,1,1.2
106558,621028,"Kevin Newman",26,2020,"PIT",44,172,156,12,1,10,0,7,12.2,0.051,0.224,0.281,0.276,0.557,86,,-0.9,0.3
107168,621020,"Dansby Swanson",26,2020,"ATL",60,264,237,49,10,35,5,8.3,26.9,0.19,0.274,0.345,0.464,0.809,111,,0.6,1.4
109138,666971,"Lourdes Gurriel Jr.",26,2020,"TOR",56,224,208,28,11,33,3,6.3,21.4,0.226,0.308,0.348,0.534,0.882,125,,-0.2,1.2
66018,547180,"Bryce Harper",27,2020,"PHI",58,244,190,41,13,33,8,20.1,17.6,0.274,0.268,0.42,0.542,0.962,151,,0.2,2.4
67049,592518,"Manny Machado",27,2020,"SD",60,254,224,44,16,47,6,10.2,14.6,0.277,0.304,0.37,0.58,0.95,135,,1.4,1.9
67248,593428,"Xander Bogaerts",27,2020,"BOS",56,225,203,36,11,28,8,9.3,18.2,0.202,0.3,0.364,0.502,0.866,127,,-3.6,1
67418,593643,"Hanser Alberto",27,2020,"BAL",54,231,219,35,3,22,3,2.2,13,0.11,0.283,0.306,0.393,0.699,89,,1.1,0.7
67574,593934,"Miguel Sanó",27,2020,"MIN",53,205,186,31,13,25,0,8.8,43.9,0.274,0.204,0.278,0.478,0.756,103,,-0.6,0.6
68066,595777,"Jurickson Profar",27,2020,"SD",55,202,180,28,7,25,7,7.4,13.9,0.15,0.278,0.343,0.428,0.771,105,,0.2,0.8
68087,596142,"Gary Sánchez",27,2020,"NYY",49,178,156,19,10,24,0,10.1,36,0.218,0.147,0.253,0.365,0.618,100,,-0.5,0.9
68091,596146,"Max Kepler",27,2020,"MIN",47,196,171,27,9,23,3,11.2,18.4,0.211,0.228,0.321,0.439,0.76,104,,1.6,1
68156,596748,"Maikel Franco",27,2020,"KC",60,243,223,23,8,38,1,6.6,15.6,0.179,0.278,0.321,0.457,0.778,95,,0.6,0.6
69667,606192,"Teoscar Hernández",27,2020,"TOR",50,207,190,33,16,34,6,6.8,30.4,0.289,0.289,0.34,0.579,0.919,133,,1.4,1.7
70217,608070,"José Ramírez",27,2020,"CLE",58,254,219,45,17,46,10,12.2,16.9,0.315,0.292,0.386,0.607,0.993,143,,-1.4,1.9
70387,595879,"Javier Báez",27,2020,"CHC",58,235,222,27,8,24,3,3,31.9,0.158,0.203,0.238,0.36,0.598,75,,3.3,0.4
70406,596115,"Trevor Story",27,2020,"COL",59,259,235,41,11,28,15,9.3,24.3,0.23,0.289,0.355,0.519,0.874,118,,0.6,1.5
70408,596129,"Daniel Vogelbach",27,2020,,39,136,115,16,6,16,0,14.7,24.3,0.183,0.209,0.331,0.391,0.722,108,,0,0.4
70430,605141,"Mookie Betts",27,2020,"LAD",53,246,219,47,16,39,10,9.8,15.4,0.269,0.292,0.366,0.562,0.928,120,,2.3,1.6
70524,607043,"Brandon Nimmo",27,2020,"NYM",52,225,186,33,8,18,1,14.7,19.1,0.204,0.28,0.404,0.484,0.888,120,,-1.8,1
70775,605137,"Josh Bell",27,2020,"PIT",57,223,195,22,8,22,0,9.9,26.5,0.138,0.226,0.305,0.364,0.669,95,,-0.2,0.5
70799,605204,"J.D. Davis",27,2020,"NYM",56,229,190,26,6,19,0,13.5,24.5,0.142,0.247,0.371,0.389,0.76,118,,-2.2,0.9
70917,607208,"Trea Turner",27,2020,"WAS",59,259,233,46,12,41,12,8.5,13.9,0.253,0.335,0.394,0.588,0.982,130,,-2.3,1.7
70928,605119,"Brian Anderson",27,2020,"MIA",59,229,200,27,11,38,0,9.6,28.8,0.21,0.255,0.345,0.465,0.81,108,,2.1,1
101479,623520,"David Bote",27,2020,"CHC",42,145,125,15,7,29,2,11.7,27.6,0.208,0.2,0.303,0.408,0.711,95,,-1.3,0.2
101614,624424,"Michael Conforto",27,2020,"NYM",54,233,202,40,9,31,3,10.3,24.5,0.193,0.322,0.412,0.515,0.927,115,,0.8,1.3
102040,592567,"Colin Moran",27,2020,"PIT",52,200,178,28,10,23,0,9.5,26,0.225,0.247,0.325,0.472,0.797,114,,-0.2,0.9
102503,641313,"Tim Anderson",27,2020,"CHW",49,221,208,45,10,21,5,4.5,22.6,0.207,0.322,0.357,0.529,0.886,117,,-2.5,1
102775,642162,"Pat Valaika",27,2020,"BAL",51,150,141,24,8,16,0,5.3,22.7,0.199,0.277,0.315,0.475,0.79,102,,-0.8,0.4
103751,656941,"Kyle Schwarber",27,2020,"CHC",59,224,191,30,11,24,1,13.4,29.5,0.204,0.188,0.308,0.393,0.701,96,,-0.3,0.6
104744,656305,"Matt Chapman",27,2020,"OAK",36,152,142,22,10,25,0,5.3,35.5,0.303,0.232,0.276,0.535,0.811,89,,-0.4,0.2
104806,656555,"Rhys Hoskins",27,2020,"PHI",41,185,151,35,10,26,1,15.7,23.2,0.258,0.245,0.384,0.503,0.887,134,,-0.8,1.1
106503,664238,"Dylan Moore",27,2020,"SEA",37,159,137,26,8,17,12,8.8,27,0.241,0.255,0.358,0.496,0.854,114,,0.5,0.8
57850,527038,"Wilmer Flores",28,2020,"SF",55,213,198,30,12,32,1,6.1,16.9,0.247,0.268,0.315,0.515,0.83,101,,-0.2,0.7
59432,545361,"Mike Trout",28,2020,"LAA",53,241,199,41,17,46,1,14.5,23.2,0.322,0.281,0.39,0.603,0.993,152,,-1.4,2.2
59660,571771,"Enrique Hernández",28,2020,"LAD",47,148,139,20,5,20,0,4.1,20.9,0.18,0.23,0.27,0.41,0.68,101,,0.6,0.6
60408,545341,"Randal Grichuk",28,2020,"TOR",55,231,216,38,12,35,1,5.6,21.2,0.208,0.273,0.312,0.481,0.793,107,,-3.5,0.6
60956,570482,"Gio Urshela",28,2020,"NYY",43,174,151,24,6,30,1,10.3,14.4,0.192,0.298,0.368,0.49,0.858,124,,0.7,1.2
66110,553993,"Eugenio Suárez",28,2020,"CIN",57,231,198,29,15,38,2,13,29,0.268,0.202,0.312,0.47,0.782,101,,0.1,0.6
66245,570256,"Gregory Polanco",28,2020,"PIT",50,174,157,12,7,22,3,7.5,37.4,0.172,0.153,0.214,0.325,0.539,61,,0.5,-0.2
66263,570481,"Erik González",28,2020,"PIT",50,193,181,14,3,20,2,4.1,26.4,0.133,0.227,0.255,0.359,0.614,78,,-0.5,0.1
66391,570731,"Jonathan Schoop",28,2020,"DET",44,177,162,26,8,23,0,4.5,22,0.198,0.278,0.324,0.475,0.799,101,,1.9,0.9
66719,575929,"Willson Contreras",28,2020,"CHC",57,225,189,37,7,26,1,8.9,25.3,0.164,0.243,0.356,0.407,0.763,121,,1.1,1.8
66955,592206,"Nick Castellanos",28,2020,"CIN",60,242,218,37,14,34,0,7.9,28.5,0.261,0.225,0.298,0.486,0.784,125,,-0.3,1.6
67002,592348,"Niko Goodrum",28,2020,"DET",43,179,158,15,5,20,7,10.1,38.5,0.152,0.184,0.263,0.335,0.598,66,,0.2,0
67072,592626,"Joc Pederson",28,2020,"LAD",43,138,121,21,7,16,1,8,24.6,0.207,0.19,0.285,0.397,0.682,107,,-0.4,0.5
67098,592696,"Eddie Rosario",28,2020,"MIN",57,231,210,31,13,42,3,8.2,14.7,0.219,0.257,0.316,0.476,0.792,101,,1.2,1
67156,592885,"Christian Yelich",28,2020,"MIL",58,247,200,39,12,22,4,18.6,30.8,0.225,0.205,0.356,0.43,0.786,111,,0.4,0.8
68520,592178,"Kris Bryant",28,2020,"CHC",34,147,131,20,4,11,0,8.2,27.2,0.145,0.206,0.293,0.351,0.644,85,,-0.4,0
68660,592669,"Hunter Renfroe",28,2020,"TB",40,139,122,18,8,22,2,10.1,26.6,0.238,0.156,0.252,0.393,0.645,96,,-1.2,0.2
101618,624428,"Adam Frazier",28,2020,"PIT",57,230,209,22,7,23,1,7.4,15.2,0.134,0.23,0.297,0.364,0.661,92,,2.7,0.9
101657,624585,"Jorge Soler",28,2020,"KC",43,174,149,17,8,24,0,10.9,34.5,0.215,0.228,0.326,0.443,0.769,105,,-0.2,0.5
102574,641531,"Hunter Dozier",28,2020,"KC",44,186,158,29,6,12,4,14.5,25.8,0.165,0.228,0.344,0.392,0.736,101,,0,0.5
103451,643446,"Jeff McNeil",28,2020,"NYM",51,209,183,19,4,23,0,9.6,11.5,0.142,0.311,0.383,0.454,0.837,107,,1.4,1
103726,650490,"Yandy Díaz",28,2020,"TB",34,138,114,16,2,11,0,16.7,12.3,0.079,0.307,0.428,0.386,0.814,120,,-0.6,0.7
139165,660294,"Yoshi Tsutsugo",28,2020,"TB",51,185,157,27,8,24,0,14.1,27,0.197,0.197,0.314,0.395,0.709,93,,-0.5,0.4
58767,543877,"Christian Vázquez",29,2020,"BOS",46,189,173,22,7,23,4,8.5,22.8,0.173,0.283,0.344,0.457,0.801,92,,0,0.7
59016,541645,"Avisaíl García",29,2020,"MIL",53,207,181,20,2,15,1,9.7,23.7,0.088,0.238,0.333,0.326,0.659,94,,-2.7,0.4
59145,542303,"Marcell Ozuna",29,2020,"ATL",60,267,228,38,18,56,0,14.2,22.5,0.298,0.338,0.431,0.636,1.067,162,,-0.7,2.6
59586,571448,"Nolan Arenado",29,2020,"COL",48,201,182,23,8,26,0,7.5,10,0.181,0.253,0.303,0.434,0.737,113,,2.9,1.2
59688,542340,"Jonathan Villar",29,2020,,52,207,185,13,2,15,16,9.2,26.1,0.059,0.232,0.301,0.292,0.593,84,,-1.3,0.2
60635,571976,"Wil Myers",29,2020,"SD",55,218,198,34,15,40,2,8.3,25.7,0.318,0.288,0.353,0.606,0.959,126,,-0.1,1.3
67084,592663,"J.T. Realmuto",29,2020,"PHI",47,195,173,33,11,32,4,8.2,24.6,0.225,0.266,0.349,0.491,0.84,118,,0.4,1.5
68192,596847,"Ji Man Choi",29,2020,"TB",42,145,122,16,3,16,0,13.8,24.8,0.18,0.23,0.331,0.41,0.741,85,,0,0.1
69564,605412,"Joe Panik",29,2020,"TOR",41,141,120,18,1,7,0,14.2,19.1,0.075,0.225,0.34,0.3,0.64,93,,-0.5,0.3
70262,543939,"Kolten Wong",29,2020,"STL",52,208,181,26,1,16,5,9.6,14.4,0.061,0.265,0.35,0.326,0.676,93,,2.7,1
70327,543760,"Marcus Semien",29,2020,"OAK",53,236,211,28,7,23,4,10.6,21.2,0.152,0.223,0.305,0.374,0.679,94,,-0.8,0.7
70362,571980,"Tyler Naquin",29,2020,"CLE",39,141,133,15,4,20,0,3.5,28.4,0.165,0.218,0.248,0.383,0.631,76,,-1.2,-0.1
70764,571718,"Brian Goodwin",29,2020,,48,164,144,17,6,22,5,10.4,32.9,0.201,0.215,0.299,0.417,0.716,78,,0.5,0.1
99919,572228,"Luke Voit",29,2020,"NYY",56,234,213,41,22,52,0,7.3,23.1,0.333,0.277,0.338,0.61,0.948,133,,-0.5,1.5
99953,573262,"Mike Yastrzemski",29,2020,"SF",54,225,192,39,10,35,2,13.3,24.4,0.271,0.297,0.4,0.568,0.968,112,,-0.9,0.8
100007,571970,"Max Muncy",29,2020,"LAD",58,248,203,36,12,27,1,15.7,24.2,0.197,0.192,0.331,0.389,0.72,120,,-1.2,1.3
100059,572039,"Stephen Piscotty",29,2020,"OAK",45,171,159,17,5,29,4,5.3,31,0.132,0.226,0.271,0.358,0.629,85,,-1.7,0.1
100121,572233,"Christian Walker",29,2020,"AZ",57,243,218,35,7,34,1,7.8,20.6,0.188,0.271,0.333,0.459,0.792,95,,-0.2,0.4
100496,621035,"Chris Taylor",29,2020,"LAD",56,214,185,30,8,32,3,12.1,25.7,0.205,0.27,0.366,0.476,0.842,112,,0.5,1.2
103340,643265,"Garrett Cooper",29,2020,"MIA",34,133,120,20,6,20,0,8.3,23.3,0.217,0.283,0.353,0.5,0.853,108,,-0.4,0.4
55877,514888,"Jose Altuve",30,2020,"HOU",48,210,192,32,5,18,2,8.1,18.6,0.125,0.219,0.286,0.344,0.63,83,,-1.1,0.2
56289,518692,"Freddie Freeman",30,2020,"ATL",60,262,214,51,13,53,2,17.2,14.1,0.299,0.341,0.462,0.64,1.102,157,,0.9,2.6
56444,514917,"César Hernández",30,2020,"CLE",58,261,233,35,3,20,0,9.2,21.8,0.124,0.283,0.355,0.408,0.763,92,,1.7,1
56761,516416,"Jean Segura",30,2020,"PHI",54,217,192,28,7,25,2,10.6,20.7,0.156,0.266,0.347,0.422,0.769,99,,0.9,0.9
57302,520471,"Freddy Galvis",30,2020,"CIN",47,159,141,18,7,16,1,8.2,18.9,0.184,0.22,0.308,0.404,0.712,88,,-0.6,0.3
57335,521692,"Salvador Perez",30,2020,"KC",37,156,150,22,11,32,1,1.9,23.1,0.3,0.333,0.353,0.633,0.986,121,,0.2,1.2
57396,518792,"Jason Heyward",30,2020,"CHC",50,181,147,20,6,22,2,16.6,20.4,0.19,0.265,0.392,0.456,0.848,107,,0.4,0.8
57514,519203,"Anthony Rizzo",30,2020,"CHC",58,243,203,26,11,24,3,11.5,15.6,0.192,0.222,0.342,0.414,0.756,103,,0.6,0.8
57919,543257,"Robbie Grossman",30,2020,"OAK",51,192,166,23,8,23,8,10.9,19.8,0.241,0.241,0.344,0.482,0.826,101,,1.2,0.8
57967,543305,"Aaron Hicks",30,2020,"NYY",54,211,169,28,6,21,4,19.4,18,0.189,0.225,0.379,0.414,0.793,123,,0.4,1.4
57988,543333,"Eric Hosmer",30,2020,"SD",38,156,143,23,9,36,4,5.8,17.9,0.231,0.287,0.333,0.517,0.85,106,,-0.1,0.5
58809,544369,"Didi Gregorius",30,2020,"PHI",60,237,215,34,10,40,3,6.3,11.8,0.205,0.284,0.339,0.488,0.827,90,,0.2,0.5
59871,542583,"Jesús Aguilar",30,2020,"MIA",51,216,188,31,8,34,0,10.6,18.5,0.181,0.277,0.352,0.457,0.809,108,,-0.8,0.6
61044,578428,"Jose Iglesias",30,2020,"BAL",39,150,142,16,3,24,0,2,11.3,0.183,0.373,0.4,0.556,0.956,111,,-0.1,0.7
65961,543105,"Alex Dickerson",30,2020,"SF",52,169,150,28,10,27,0,9.5,17.2,0.28,0.3,0.373,0.58,0.953,117,,-0.7,0.9
65980,543543,"Brad Miller",30,2020,"STL",48,171,142,21,7,25,1,14.6,26.9,0.218,0.232,0.357,0.451,0.808,114,,0,0.8
65992,543807,"George Springer",30,2020,"HOU",51,222,189,37,14,32,1,10.8,17.1,0.275,0.265,0.359,0.54,0.899,137,,-0.4,1.6
67964,595281,"Kevin Kiermaier",30,2020,"TB",49,159,138,16,3,22,8,12.6,26.4,0.145,0.217,0.321,0.362,0.683,94,,4.9,0.9
68302,598265,"Jackie Bradley Jr.",30,2020,"BOS",54,217,191,32,7,22,5,10.6,22.1,0.168,0.283,0.364,0.45,0.814,98,,-0.7,0.6
69159,542932,"Jon Berti",30,2020,"MIA",37,149,120,21,2,14,9,15.4,24.8,0.092,0.258,0.388,0.35,0.738,101,,0.3,0.6
69188,543768,"Travis Shaw",30,2020,"TOR",48,180,163,17,6,17,0,8.9,27.8,0.172,0.239,0.306,0.411,0.717,96,,-0.8,0.5
69508,605113,"Nick Ahmed",30,2020,"AZ",57,217,199,29,5,29,4,8.3,21.2,0.136,0.266,0.327,0.402,0.729,99,,0.9,0.7
70755,543685,"Anthony Rendon",30,2020,"LAA",52,232,189,29,9,31,0,16.4,13.4,0.212,0.286,0.418,0.497,0.915,136,,0.8,1.7
71054,543592,"Austin Nola",30,2020,,48,184,161,24,7,28,0,9.8,18.5,0.199,0.273,0.353,0.472,0.825,122,,1.5,1.3
