Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",157,696,62,133,131,16,0.159482758,0.251436781,0.375438597,0.340236686,0.310526315,0.424855491,0.685964912,0.45819641417238366,0.46335875828113354,206.15483678377262,1.04709653230384,84.18831207695816,-0.5609753131866455,11.098595373567022,"Aaron Judge",15640,592450
"Nolan Arenado","STL",148,620,30,73,103,5,0.083870967,0.116129032,0.240574506,0.289760348,0.292639138,0.358064516,0.533213644,0.38100475536559736,0.33908934554433434,149.23873319731655,0.06370642129331827,35.53237827277042,11.821782574057579,7.208626443330795,"Nolan Arenado",9777,571448
"Manny Machado","SDP",150,644,32,100,102,9,0.097826086,0.206521739,0.233564014,0.337349397,0.297577854,0.366459627,0.531141868,0.38163479654946914,0.3381571724587811,151.89197100623315,-0.36023944802582264,38.46663219245549,7.299629986286163,7.12848137828097,"Manny Machado",11493,592518
"Jose Altuve","HOU",141,604,28,103,57,18,0.109271523,0.144039735,0.233396585,0.314769975,0.299810246,0.387417218,0.533206831,0.3968867239761986,0.3538242906879304,164.41354359861333,0.36941063636913896,44.1499868872811,2.043912351131439,6.861814419583922,"Jose Altuve",5417,514888
"Paul Goldschmidt","STL",151,651,35,106,115,7,0.121351766,0.216589861,0.260249554,0.367609254,0.317290552,0.403697996,0.577540106,0.4193155593526216,0.36669983288082914,175.43467587848605,0.9431568053551018,57.998770765738016,-15.319353580474854,6.829625948620631,"Paul Goldschmidt",9218,502671
"Freddie Freeman","LAD",159,708,21,117,100,13,0.118644067,0.144067796,0.18627451,0.358870967,0.325163398,0.406779661,0.511437908,0.3925452781305916,0.4001841799693362,157.36182044310345,1.6744633233174682,48.859310116207475,-8.491385221481323,6.7925516500848016,"Freddie Freeman",5361,518692
"J.T. Realmuto","PHI",139,562,22,75,84,21,0.072953736,0.211743772,0.202380953,0.317934782,0.27579365,0.34163701,0.478174603,0.3539975367340387,0.3509326934814453,128.70202522484274,3.4779276298359036,22.219033895427504,21.824655055999756,6.651807509996047,"J.T. Realmuto",11739,592663
"Dansby Swanson","ATL",162,696,25,99,96,18,0.070402298,0.261494252,0.1703125,0.347826086,0.2765625,0.329022988,0.446875,0.3374367519870572,0.33694545828181205,116.77114989445319,3.732846593018621,17.294681273078226,22.02910804748535,6.6396319520070755,"Dansby Swanson",18314,621020
"Trea Turner","LAD",160,708,21,101,100,27,0.063559322,0.185028248,0.168711656,0.341897233,0.297546012,0.342776203,0.466257668,0.3496184023559516,0.33523557396695824,128.0095265665505,6.57712408201769,29.61727883259735,6.858767181634903,6.3839185216429755,"Trea Turner",16252,607208
"Yordan Alvarez","HOU",135,561,37,95,97,1,0.139037433,0.188948306,0.306382979,0.320359281,0.306382978,0.406417112,0.612765957,0.4265703602113586,0.459507466227952,185.3695676784142,-1.9531034124083817,51.940011609363836,-9.107359886169434,6.365684083655712,"Yordan Alvarez",19556,670541
"Francisco Lindor","NYM",161,706,26,98,107,16,0.083569405,0.188385269,0.17936508,0.30125523,0.269841269,0.338526912,0.449206349,0.34181135130876844,0.33070204234224976,124.49756976678198,1.210494349244982,21.304849328553086,14.96244478225708,6.354785454288983,"Francisco Lindor",12916,596019
"Andrés Giménez","CLE",146,557,17,66,69,20,0.061041292,0.201077199,0.16904277,0.353424657,0.297352342,0.370705244,0.466395112,0.36407862888659287,0.32628532923853026,140.95169372278434,3.881647107657045,29.549787548085337,11.081241607666016,6.121199714341168,"Andres Gimenez",19950,665926
