Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Kevin Kiermaier","TBR","CF",350.2,,,,,6,2,2,,10,6.851679801940918,,0.5440419912338257,0.34129598736763,7.737016797065735,30.735008627699134,,4,9,8.723004034089126,"Kevin Kiermaier",11038,595281
"Javier Báez","CHC","SS",469.1,,,,2,,-1,5,,6,,-0.5780180096626282,0.229202002286911,0.7542599439620972,0.4054449796676636,1.6568234298498399,,9,8,8.596888461345177,"Javier Baez",12979,595879
"Francisco Lindor","CLE","SS",508,,,,1,,-1,3,,3,,1.2452900409698486,0.47503700852394104,4.051139052957296,5.7714598178863525,11.657612134566468,,8,7,8.077928592016725,"Francisco Lindor",12916,596019
"Jacob Stallings","PIT","C",345.1,2,0,1,,,2,,,7,,,,,,,2.3499999046325684,,4,7.701144882621666,"Jacob Stallings",13723,607732
"Brandon Crawford","SFG","SS",417.2,,,,-1,,-1,3,,1,,-0.2251950055360794,1.3453199863433838,-2.65355908870697,-1.53342504799366,-4.334538351985189,,8,7,7.575334578713713,"Brandon Crawford",5343,543063
"Nick Ahmed","ARI","SS",484.1,,,,1,,0,3,,4,,-0.02746029943227768,2.1486101150512695,-1.7104501128196716,0.41070569306612015,1.3144026046433226,,7,7,7.227066759445586,"Nick Ahmed",12147,605113
"Fernando Tatis Jr.","SDP","SS",473.1,,,,-1,,0,1,,0,,-0.3190779983997345,-1.1973799467086792,2.4143170714378357,0.897862046957016,2.630621287971735,,7,7,7.057068640683329,"Fernando Tatis Jr.",19709,665487
"Dansby Swanson","ATL","SS",513.1,,,,1,,1,7,,9,,0.06490349769592285,-1.4811999797821045,1.5760666094720364,0.15976669639348984,0.4695803100010973,,6,7,7.033643127822106,"Dansby Swanson",18314,621020
"Nicky Lopez","KCR","2B",424,,,,1,,2,6,,9,,0.39001700282096863,-0.5098720192909241,1.5462008677423,1.4263469874858856,3.271328968445282,,8,6,6.844326457747883,"Nicky Lopez",19339,670032
"J.P. Crawford","SEA","SS",454.2,,,,2,,0,4,,6,,0.3103969991207123,1.3990299701690674,0.8330219835042953,2.542446941137314,7.5768823769678635,,6,7,6.816980381904128,"J.P. Crawford",15491,641487
"Christian Vázquez","BOS","C",356,2,1,1,,,-1,,,1,,,,,,,4.670000076293945,,5,6.641335883317334,"Christian Vazquez",9774,543877
"Trent Grisham","SDP","CF",496.1,,,,,1,0,6,,7,2.143939971923828,,5.433080196380615,-0.08211800456047058,7.494899749755859,21.082995395562666,,6,7,6.528780856855871,"Trent Grisham",18564,663757
"Yadier Molina","STL","C",337.1,0,-1,1,,,1,,,1,,,,,,,1.1200000047683716,,4,5.575977404877934,"Yadier Molina",7007,425877
"Carlos Correa","HOU","SS",475,,,,1,,2,4,,7,,0.1184220016002655,-3.5090999603271484,2.74031400680542,-0.650365024805069,-2.181482258068795,,5,5,5.53099395652405,"Carlos Correa",14162,621043
"Sean Murphy","OAK","C",339.1,2,-1,1,,,0,,,2,,,,,,,1.1200000047683716,,1,5.516556986181063,"Sean Murphy",19352,669221
"Nolan Arenado","COL","3B",417.1,,,,1,,1,11,,13,,0.6662629842758179,2.8918800354003906,4.989041835069656,8.54718291759491,15.481592997524507,,6,5,5.394692174160215,"Nolan Arenado",9777,571448
"Jackie Bradley Jr.","BOS","CF",471,,,,,0,0,5,,5,-0.19734199345111847,,1.5120999813079834,0.4702579975128174,1.7850180119276047,5.530160311661976,,6,6,5.181602909743505,"Jackie Bradley Jr.",12984,598265
"Evan Longoria","SFG","3B",426.2,,,,-1,,0,4,,2,,-0.5803070068359375,2.500459909439087,1.7565300166606903,3.676682949066162,16.35289191224447,,5,4,4.93091523616763,"Evan Longoria",9368,446334
"Isiah Kiner-Falefa","TEX","3B",366.1,,,,0,,0,7,,7,,-0.41457799077033997,2.19527006149292,-0.6996359974145889,1.0810520350933075,4.827596148676124,,5,4,4.922548051987241,"Isiah Kiner-Falefa",16512,643396
"Brian Anderson","MIA","3B",460,,,,0,,-1,5,,3,,0.11667600274085999,-0.9137549996376038,-0.7176900058984756,-1.5147740542888641,-3.9819323226233214,,5,3,4.588944920071794,"Brian Anderson",18289,605119
"Adam Frazier","PIT","2B",343,,,,1,,0,5,,6,,0.36291998624801636,0.49527600407600403,0.9960040152072906,1.8541999459266663,7.734327895850081,,5,5,4.4764786447581235,"Adam Frazier",15223,624428
"Jonathan Schoop","DET","2B",355.2,,,,1,,0,0,,1,,-0.06295590102672577,1.563539981842041,0.8860249817371368,2.3866040259599686,10.72404531894638,,5,4,3.957679841661451,"Jonathan Schoop",11265,570731
"Adalberto Mondesi","KCR","SS",497,,,,0,,1,3,,4,,0.2621540129184723,-0.251895010471344,0.8238479793071747,0.8341070115566254,1.7007767931738895,,3,2,3.906157013266682,"Adalberto Mondesi",13769,609275
"César Hernández","CLE","2B",503.2,,,,1,,0,5,,6,,1.7609299421310425,1.8769400119781494,0.19538390636444092,3.8332499265670776,7.108716390045246,,4,3,3.672840695677302,"Cesar Hernandez",10556,514917
"Kyle Lewis","SEA","CF",478.2,,,,,-1,2,-2,,-1,-0.4506019949913025,,-1.2505500316619873,-0.0389380156993866,-1.7400819659233093,-4.279798353090882,,4,4,3.4621571740957986,"Kyle Lewis",19508,641786
"Tim Anderson","CHW","SS",417.1,,,,0,,0,2,,2,,-0.04353269934654236,-0.6140900254249573,-1.6347239464521408,-2.2923427522182465,-7.912706073676778,,2,2,3.3085131539820716,"Tim Anderson",15172,641313
"Mookie Betts","LAD","RF",438.2,,,,,0,0,11,,11,0.48631200194358826,,5.954040050506592,-0.47262299060821533,5.967722028493881,15.912888991862093,,4,5,3.276167274990987,"Mookie Betts",13611,605141
"Danny Jansen","TOR","C",342.1,-3,-2,0,,,1,,,-4,,,,,,,0.029999999329447746,,0,3.242318627358327,"Danny Jansen",16535,643376
"Luis Robert Jr.","CHW","CF",483,,,,,-1,-1,10,,8,-2.92372989654541,,5.845680236816406,-0.36988799273967743,2.552070140838623,8.595980746405466,,4,4,3.216748571533458,"Luis Robert Jr.",20043,673357
"Manny Machado","SDP","3B",464,,,,0,,1,7,,7,,0.12234099954366684,-2.5290699005126953,5.25506204366684,2.8483410701155663,5.350894514008386,,3,2,3.179213477744611,"Manny Machado",11493,592518
"Martín Maldonado","HOU","C",392,-1,0,0,,,1,,,-1,,,,,,,-2.1500000953674316,,0,3.0373644128770456,"Martin Maldonado",6887,455117
"Kyle Seager","SEA","3B",450.2,,,,0,,1,-3,,-3,,-0.2878609895706177,-0.6504819989204407,0.5509819984436035,-0.3873617872595787,-0.5796207017963177,,3,2,2.97669746895061,"Kyle Seager",9785,572122
"Cody Bellinger","LAD","CF",335.2,,,,,-1,-1,7,,5,-2.9043400287628174,,3.0235300064086914,0.06713960319757462,0.18633008003234863,-3.984340893223955,,5,3,2.910564476877537,"Cody Bellinger",15998,641355
"Rio Ruiz","BAL","3B",433.2,,,,0,,0,2,,3,,-0.2765820026397705,0.5918459892272949,-1.7494339644908905,-1.4341720342636108,-6.117658279836178,,2,2,2.466373095513746,"Rio Ruiz",14103,547004
"Kolten Wong","STL","2B",397,,,,1,,1,3,,5,,0.7128689885139465,0.7682120203971863,2.3111571073532104,3.792239010334015,7.4870809001991825,,2,3,2.3862551745646408,"Kolten Wong",12532,543939
"Jorge Polanco","MIN","SS",448.1,,,,-1,,1,-4,,-4,,-0.11180099844932556,0.5427340269088745,1.2100940495729446,1.64102903008461,7.824074607212227,,1,1,2.3731584518146245,"Jorge Polanco",13152,593871
"Trevor Story","COL","SS",491.1,,,,1,,0,5,,6,,0.49634599685668945,2.1107099056243896,1.3556489646434784,3.9627060890197754,5.275305601266714,,0,1,2.3337337011658885,"Trevor Story",12564,596115
