Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Fernando Tatis Jr.","SDP",59,257,17,50,45,11,0.105058365,0.237354085,0.294642857,0.306122448,0.276785714,0.365758754,0.571428571,0.392314494587481,0.42189180850982666,150.53988307876907,1.1747492835856974,17.770268865126205,6.841019153594971,3.31423254207769,"Fernando Tatis Jr.",19709,665487
"José Ramírez","CLE",58,254,17,45,46,10,0.122047244,0.169291338,0.315068494,0.29375,0.292237442,0.385826771,0.607305936,0.41471267779042403,0.3729702493418818,166.7179308294453,0.9115318655967712,21.788064175107657,-0.9317254424095154,3.1097429515102006,"Jose Ramirez",13510,608070
"Freddie Freeman","ATL",60,262,13,51,53,2,0.171755725,0.141221374,0.29906542,0.365853658,0.341121495,0.461832061,0.640186915,0.45597684710633524,0.46374073178749387,186.39427662841916,-1.9853606191463768,26.935403403896625,-3.4955919981002808,2.978914656775826,"Freddie Freeman",5361,518692
"José Abreu","CHW",60,262,19,43,60,0,0.06870229,0.225190839,0.3,0.349693251,0.316666666,0.370229007,0.616666666,0.41113404295910366,0.3986671126208543,163.85774101051985,-0.5944450823590159,20.016453155631446,-1.5644969940185547,2.9099582959705237,"Jose Abreu",15676,547989
"Trea Turner","WSN",59,259,12,46,41,12,0.084942084,0.138996138,0.253218884,0.352941176,0.334763948,0.393822393,0.587982832,0.41259800559305315,0.3834129869937897,158.6972535170292,2.290976042393595,21.715082192661743,-0.39362072944641113,2.7648845351424165,"Trea Turner",16252,607208
"Mookie Betts","LAD",55,246,16,47,39,10,0.097560975,0.154471544,0.269406393,0.289156626,0.292237442,0.365853658,0.561643835,0.38952024420913384,0.3624178411538709,146.62054031942432,2.2943982020951807,16.94771394060747,2.1653029918670654,2.740085169027893,"Mookie Betts",13611,605141
"Manny Machado","SDP",60,254,16,44,47,6,0.102362204,0.145669291,0.276785714,0.297142857,0.303571428,0.37007874,0.580357142,0.3914943823814392,0.38465798619281816,149.9983336597671,-1.0162831437774003,15.209764429396948,2.7471147179603577,2.6563005781853875,"Manny Machado",11493,592518
"Marcell Ozuna","ATL",60,267,18,38,56,0,0.142322097,0.224719101,0.298245614,0.390728476,0.337719298,0.43071161,0.635964912,0.44367279292959155,0.4335582906549627,178.26946963043116,0.43564676493406296,27.136623613676324,-7.252701282501221,2.646425080803998,"Marcell Ozuna",10324,542303
"Anthony Rendon","LAA",52,232,9,29,31,0,0.163793103,0.133620689,0.211640212,0.302013422,0.285714285,0.418103448,0.497354497,0.3952699199966762,0.38955202061015964,151.72320844910945,0.485758020542562,15.268517753763934,2.0880154967308044,2.5191048902178346,"Anthony Rendon",12861,543685
"Juan Soto","WSN",47,196,13,39,37,6,0.209183673,0.142857142,0.344155844,0.362831858,0.35064935,0.489795918,0.694805194,0.47763117435185803,0.47478240469227667,201.64098060428358,-1.0325944074429572,24.42095874328166,-4.129453897476196,2.4965771613017402,"Juan Soto",20123,665742
"Trent Grisham","SDP",59,252,10,42,26,10,0.123015873,0.253968253,0.204651163,0.309859154,0.25116279,0.352,0.455813953,0.3493687739372253,0.3628292699013987,122.18128788237009,1.3490579833742231,8.490909177054675,6.528780996799469,2.3634750949474927,"Trent Grisham",18564,663757
"Mike Trout","LAA",53,241,17,41,46,1,0.145228215,0.232365145,0.32160804,0.3,0.281407035,0.390041493,0.603015075,0.407018456277968,0.4275618333082933,159.76939323521265,-0.2219091234728694,17.523171062229974,-2.1684377193450928,2.3566562325304314,"Mike Trout",10155,545361
"DJ LeMahieu","NYY",50,216,10,41,27,3,0.083333333,0.097222222,0.225641025,0.369696969,0.364102564,0.421296296,0.589743589,0.4285541679020281,0.3662933564521897,177.142798831542,0.03923357231542468,20.566504731995842,-2.656890243291855,2.3182994300593247,"DJ LeMahieu",9874,518934
"Corey Seager","LAD",52,232,15,38,41,1,0.073275862,0.159482758,0.278301887,0.308641975,0.306603773,0.35775862,0.58490566,0.39380953383856804,0.4299398697099311,149.45291165792958,-0.0754364631138742,14.58352994338852,0.6709935367107391,2.3146704949175905,"Corey Seager",13624,608369
"Tim Anderson","CHW",49,221,10,45,21,5,0.045248868,0.226244343,0.206730769,0.382550335,0.322115384,0.357466063,0.528846153,0.37614066946021035,0.35238179293545807,139.89193431598048,-0.22414171183481812,10.636599000778752,3.308513045310974,2.2970931157745604,"Tim Anderson",15172,641313
"Wil Myers","SDP",55,218,15,34,40,2,0.082568807,0.256880733,0.318181819,0.330708661,0.287878787,0.353211009,0.606060606,0.3996220520876963,0.3960855625293873,155.36532463348613,1.4067013608291745,16.827889734940204,-2.1031905114650726,2.2129909831133627,"Wil Myers",10047,571976
"Ronald Acuña Jr.","ATL",46,202,14,46,29,8,0.188118811,0.297029702,0.33125,0.302325581,0.25,0.405940594,0.58125,0.41317822635173795,0.42193450160961055,158.13281675379957,1.7039495729841292,16.707575717348675,0.25360482931137085,2.188694101578981,"Ronald Acuna Jr.",18401,660670
"Brandon Lowe","TBR",56,224,14,36,37,3,0.111607142,0.258928571,0.284974094,0.308943089,0.269430051,0.361607142,0.554404145,0.38472798307027134,0.380941895626051,151.4106784987716,1.507762137800455,15.694528955863849,0.27839234471321106,2.1512939322843203,"Brandon Lowe",18882,664040
"Kyle Lewis","SEA",58,242,11,37,28,5,0.140495867,0.293388429,0.174757281,0.341269841,0.262135922,0.363636363,0.436893203,0.34936043152139207,0.34439242034532225,126.92960018973902,1.0254285326227546,9.053797956843852,3.3541324734687805,2.0736422844859863,"Kyle Lewis",19508,641786
"Paul Goldschmidt","STL",58,231,6,31,21,1,0.16017316,0.186147186,0.162303665,0.363636363,0.303664921,0.417391304,0.465968586,0.3868391539739526,0.3956671673318614,146.62326647849997,-1.365543079096824,12.395082409619375,-1.3448381423950195,2.0581198949633452,"Paul Goldschmidt",9218,502671
"Dansby Swanson","ATL",60,264,10,49,35,5,0.083333333,0.268939393,0.189873418,0.350318471,0.274261603,0.344696969,0.464135021,0.34830063491156604,0.3538160142789775,115.29182293388939,1.7198056755587459,6.877869187660111,7.0336432456970215,2.057562059963124,"Dansby Swanson",18314,621020
"Trevor Story","COL",59,259,11,41,28,15,0.092664092,0.243243243,0.229787234,0.354037267,0.289361702,0.355212355,0.519148936,0.37004575988118965,0.33519709249414825,117.20592071211765,2.953721343073994,8.647507854368085,2.1176844090223312,1.9747722419600426,"Trevor Story",12564,596115
"Ian Happ","CHC",57,231,12,27,28,1,0.129870129,0.272727272,0.247474748,0.31707317,0.257575757,0.360869565,0.505050505,0.36889639639958544,0.3620282143748279,131.67714087449147,-0.8798048431053758,8.469545922100924,1.6712979674339294,1.9696746750994107,"Ian Happ",17919,664023
"George Springer","HOU",51,222,14,37,32,1,0.108108108,0.171171171,0.275132275,0.258992805,0.264550264,0.359090909,0.539682539,0.37898599451238457,0.40537926910120414,142.99158246055913,0.39957584952935576,12.157170463525347,-0.12594769895076752,1.9653612678525674,"George Springer",12856,543807
"Nelson Cruz","MIN",53,214,16,33,33,0,0.116822429,0.271028037,0.291891892,0.36036036,0.302702702,0.397196261,0.594594594,0.41143722739516264,0.38333328910495923,166.0397104219545,-1.154203542508185,16.25588621753452,-5.617283821105957,1.9457128032887359,"Nelson Cruz",2434,443558
"Michael Conforto","NYM",54,233,9,40,31,3,0.103004291,0.244635193,0.193069307,0.411764705,0.321782178,0.412017167,0.514851485,0.4007338904515868,0.37432861328125,158.2530281402604,-1.0693955863825977,16.272554221397463,-2.8979764580726624,1.922607393938444,"Michael Conforto",16376,624424
"Jake Cronenworth","SDP",54,192,4,26,20,3,0.09375,0.15625,0.191860466,0.323741007,0.28488372,0.354166666,0.476744186,0.35571672829488915,0.3929478510512107,126.37306916414803,1.4593264954164624,7.929045227189457,4.628724999725819,1.9091059562943493,"Jake Cronenworth",18036,630105
"Mike Yastrzemski","SFG",54,225,10,39,35,2,0.133333333,0.244444444,0.270833333,0.37007874,0.296875,0.4,0.567708333,0.40673717736128734,0.36405397423714264,158.00430854634166,0.19407170452177525,16.86908811713133,-5.816416800022125,1.8809372022402924,"Mike Yastrzemski",14854,573262
"J.T. Realmuto","PHI",47,195,11,33,32,4,0.082051282,0.246153846,0.225433526,0.307017543,0.265895953,0.348717948,0.491329479,0.3607374356343196,0.35588018955328526,124.49834009705097,1.8789451685734093,7.98266750080597,5.747418284416199,1.8557667825736166,"J.T. Realmuto",11739,592663
"César Hernández","CLE",58,261,3,35,20,0,0.091954022,0.218390804,0.124463519,0.364161849,0.283261802,0.355212355,0.407725321,0.3354299800276296,0.32972337288285775,112.41982753669441,-0.052692525554448366,3.940664584273715,3.672840714454651,1.8515898576494723,"Cesar Hernandez",10556,514917
"Francisco Lindor","CLE",60,266,8,30,27,6,0.090225563,0.154135338,0.156779661,0.28042328,0.258474576,0.334586466,0.415254237,0.3239277519963004,0.34626088305571234,104.54233114258243,-1.9685919554904103,-0.48011366456504634,7.861879110336304,1.8503375574346488,"Francisco Lindor",12916,596019
"Bryce Harper","PHI",58,244,13,41,33,8,0.200819672,0.176229508,0.273684211,0.279411764,0.268421052,0.419753086,0.542105263,0.39967678810687773,0.4541026987928025,150.21138710753576,-0.7583811795338988,14.89526608485362,-2.711236834526062,1.836175952068647,"Bryce Harper",11579,547180
"Jeimer Candelario","DET",52,206,7,30,29,1,0.097087378,0.237864077,0.205405405,0.372093023,0.297297297,0.368932038,0.502702702,0.3730964139827247,0.3561885926781631,139.62347091971182,-0.20127656823024154,9.854180426744165,-0.12143111228942871,1.8235550808407406,"Jeimer Candelario",13621,600869
"Kyle Tucker","HOU",58,228,9,33,42,8,0.078947368,0.201754385,0.244019139,0.303225806,0.267942583,0.324561403,0.511961722,0.34863825762166384,0.32730963377825983,122.20741896849808,3.32619710592553,9.563761034068305,0.7571516036987305,1.820515370597771,"Kyle Tucker",18345,663656
"Brandon Nimmo","NYM",55,225,8,33,18,1,0.146666666,0.191111111,0.204301075,0.325925925,0.279569892,0.404444444,0.483870967,0.3865195883644952,0.35897946892297855,148.86681613161966,0.021855827420949936,14.070035720397604,-1.8875802382826805,1.7853148301684845,"Brandon Nimmo",12927,607043
"Kyle Seager","SEA",60,248,9,35,40,5,0.129032258,0.133064516,0.192118226,0.239520958,0.24137931,0.354838709,0.433497536,0.3377332249466254,0.36499845543686227,118.96651011563833,0.8598007261753082,6.654370336186494,2.3285493180155754,1.7620303734389484,"Kyle Seager",9785,572122
"Chris Taylor","LAD",56,214,8,30,32,3,0.121495327,0.257009345,0.205405405,0.344262295,0.27027027,0.366197183,0.475675675,0.3635303459257027,0.3713960827521558,129.45848101629284,-1.2625224823132157,6.792145078618992,2.816701263189316,1.7011116114401919,"Chris Taylor",13757,621035
"Willson Contreras","CHC",57,225,7,37,26,1,0.088888888,0.253333333,0.164021164,0.307086614,0.243386243,0.355555555,0.407407407,0.33617727937442915,0.353435754776001,110.07153778177707,0.06345547456294298,2.9588103545745637,4.455586016178131,1.678966440661383,"Willson Contreras",11609,575929
"Whit Merrifield","KCR",60,265,9,38,30,12,0.045283018,0.124528301,0.157258065,0.29468599,0.282258064,0.324528301,0.439516129,0.32910400741505175,0.33619056557709315,104.95102074535178,0.8727418496273458,2.489044542883486,2.8825767636299133,1.6505805166382321,"Whit Merrifield",11281,593160
"Brian Anderson","MIA",59,229,11,27,38,0,0.096069868,0.288209606,0.21,0.322580645,0.255,0.344978165,0.465,0.34772656570401106,0.3240512714051364,119.66245098660826,0.033879243303090334,5.786909171131036,4.438646078109741,1.6056686816553487,"Brian Anderson",18289,605119
"Yasmani Grandal","CHW",46,194,8,27,27,0,0.154639175,0.298969072,0.192546584,0.298969072,0.229813664,0.350515463,0.422360248,0.338185624977977,0.3271637749426144,113.89777690293154,-1.7007721071131527,1.6206887774602778,6.384971737861633,1.6044979863534707,"Yasmani Grandal",11368,518735
"Cody Bellinger","LAD",56,243,12,33,30,6,0.12345679,0.172839506,0.215962442,0.245283018,0.239436619,0.333333333,0.455399061,0.337304591637924,0.3737550623276654,112.14067755866446,0.09108171379193664,3.8604857948753963,3.6044052243232727,1.596481093548911,"Cody Bellinger",15998,641355
"Xander Bogaerts","BOS",56,225,11,36,28,8,0.093333333,0.182222222,0.201970444,0.328947368,0.30049261,0.364444444,0.502463054,0.36779649161437167,0.3403982557691969,129.09007510023395,2.5601944434456527,10.623431667715955,-0.42514777183532715,1.5923409800386552,"Xander Bogaerts",12161,593428
"Jackie Bradley Jr.","BOS",55,217,7,32,22,5,0.105990783,0.221198156,0.167539267,0.343065693,0.282722513,0.364055299,0.45026178,0.3521972927782271,0.301482294646787,118.40669860586574,0.07988655008375645,5.000482576864766,5.181602954864502,1.569414818503697,"Jackie Bradley Jr.",12984,598265
"Alex Verdugo","BOS",53,221,6,36,15,4,0.076923076,0.203619909,0.169154229,0.370860927,0.308457711,0.366515837,0.47761194,0.3619238333268599,0.298517539284446,125.06808524246725,0.8440830474719405,7.668970801061429,2.3133697509765625,1.560663675661968,"Alex Verdugo",17027,657077
"Brandon Crawford","SFG",54,193,8,26,28,1,0.077720207,0.243523316,0.209302326,0.302521008,0.255813953,0.32642487,0.465116279,0.3343932453874518,0.3089595593904194,110.23302305623288,-1.3643988990224898,1.1589933198660538,7.575334787368774,1.540833029568786,"Brandon Crawford",5343,543063
"Robbie Grossman","OAK",51,192,8,23,23,8,0.109375,0.197916666,0.240963855,0.266666666,0.240963855,0.34375,0.48192771,0.3505868811356394,0.327839281193163,128.1866578306337,1.9252406349405646,8.59218588612378,-0.18102455139160156,1.5058207321440464,"Robbie Grossman",5254,543257
"Nick Ahmed","ARI",57,217,5,29,29,4,0.082949308,0.211981566,0.135678392,0.324324324,0.266331658,0.32718894,0.40201005,0.31828015026408957,0.30439346668332123,96.12085259845347,1.293285342399031,0.21776280804407522,7.2270667552948,1.5013931777871716,"Nick Ahmed",12147,605113
"Mark Canha","OAK",59,243,5,32,33,4,0.152263374,0.222222222,0.162303665,0.306569343,0.246073298,0.386831275,0.408376963,0.35132816409276535,0.35886093775431316,128.69433806492148,0.4673695405945182,9.057199382378979,-2.6731390357017517,1.4913631402116603,"Mark Canha",11445,592192
"Eloy Jiménez","CHW",55,226,14,26,41,0,0.053097345,0.24778761,0.262910799,0.340277777,0.295774647,0.331858407,0.558685446,0.3730762221116935,0.36445214165581596,137.79319545667983,-0.3139652102254331,10.20817608290156,-4.878488540649414,1.480471864316362,"Eloy Jimenez",17484,650391
"Teoscar Hernández","TOR",50,207,16,33,34,6,0.06763285,0.304347826,0.289473684,0.348214285,0.289473684,0.339805825,0.578947368,0.3839089095013813,0.40057462366615854,141.7859951776224,0.8351507992483675,11.49087992197382,-2.224474549293518,1.4536703942935063,"Teoscar Hernandez",13066,606192
