Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Jeff McNeil","NYM",156,585,648,158,119,25,4,10,75,55,39,0,65,18,3,3,5,10,0,0.27008547,"Jeff McNeil",15362,643446
"Paul Goldschmidt","STL",154,593,687,159,103,31,0,25,89,80,87,6,161,3,3,0,12,11,2,0.268128161,"Paul Goldschmidt",9218,502671
"Steven Kwan","CLE",158,638,718,171,123,36,7,5,93,54,70,2,75,3,6,1,9,21,3,0.268025078,"Steven Kwan",24610,680757
"Lane Thomas","WSN",157,628,682,168,101,36,3,28,101,86,36,0,176,11,7,0,5,20,5,0.267515923,"Lane Thomas",16939,657041
"Elias Díaz","COL",141,486,526,130,90,25,1,14,48,72,34,0,118,2,4,0,12,1,0,0.267489711,"Elias Diaz",11680,553869
"Leody Taveras","TEX",143,511,554,136,88,31,3,14,67,67,35,0,117,1,4,3,3,14,4,0.266144814,"Leody Taveras",18900,665750
"Nolan Arenado","STL",144,560,612,149,95,26,2,26,71,93,41,5,101,3,8,0,21,3,3,0.266071428,"Nolan Arenado",9777,571448
"Trea Turner","PHI",155,639,691,170,104,35,5,26,102,76,45,2,150,6,1,0,12,30,0,0.266040688,"Trea Turner",16252,607208
"J.P. Crawford","SEA",145,534,638,142,88,35,0,19,94,65,94,1,125,5,2,3,7,2,0,0.265917602,"J.P. Crawford",15491,641487
"Josh Jung","TEX",122,478,515,127,78,25,1,23,75,70,30,0,151,5,2,0,7,1,3,0.265690376,"Josh Jung",26299,673962
"Orlando Arcia","ATL",139,488,533,129,87,25,0,17,66,65,39,0,102,3,3,0,14,1,0,0.264344262,"Orlando Arcia",13185,606115
"Vladimir Guerrero Jr.","TOR",156,602,682,159,103,30,0,26,78,94,67,5,100,9,4,0,23,5,3,0.264119601,"Vladimir Guerrero Jr.",19611,665489
"Alex Verdugo","BOS",142,546,602,144,89,37,5,13,81,54,45,1,93,6,5,0,11,5,3,0.263736263,"Alex Verdugo",17027,657077
"Luis Robert Jr.","CHW",145,546,595,144,69,36,1,38,90,80,30,5,172,12,2,0,10,20,4,0.263736263,"Luis Robert Jr.",20043,673357
"Jeremy Peña","HOU",150,577,634,152,107,32,3,10,81,52,43,1,129,9,1,1,11,13,9,0.263431542,"Jeremy Pena",21636,665161
"Triston Casas","BOS",132,429,502,113,66,21,2,24,66,65,70,2,126,1,2,0,7,0,0,0.263403263,"Triston Casas",22514,671213
"Bryan Reynolds","PIT",145,574,640,151,91,31,5,24,85,84,53,2,138,7,6,0,13,12,1,0.263066202,"Bryan Reynolds",19326,668804
"Amed Rosario","- - -",142,510,545,134,95,25,8,6,70,58,29,0,99,3,3,0,15,15,2,0.262745098,"Amed Rosario",15518,642708
"Mark Canha","- - -",139,435,507,114,77,25,1,11,51,62,49,1,79,17,6,0,11,11,1,0.262068965,"Mark Canha",11445,592192
"Alex Bregman","HOU",161,622,724,163,106,28,4,25,103,98,92,1,87,8,2,0,22,3,1,0.262057877,"Alex Bregman",17678,608324
"Brandon Drury","LAA",125,485,523,127,68,30,3,26,61,83,25,0,136,8,5,0,14,0,2,0.26185567,"Brandon Drury",11615,592273
"Nathaniel Lowe","TEX",161,623,724,163,105,38,3,17,89,82,93,2,165,5,3,0,22,1,0,0.261637239,"Nathaniel Lowe",19566,663993
"Andrew Benintendi","CHW",151,562,621,147,106,34,2,5,72,45,52,5,89,3,3,1,12,13,2,0.261565836,"Andrew Benintendi",17901,643217
"Lourdes Gurriel Jr.","ARI",145,551,592,144,83,35,2,24,65,82,33,1,103,6,2,0,20,5,0,0.261343012,"Lourdes Gurriel Jr.",19238,666971
"Matt Vierling","DET",134,479,530,125,89,21,5,10,63,44,44,1,112,5,1,1,8,6,6,0.260960334,"Matt Vierling",21558,663837
"Will Smith","LAD",126,464,554,121,79,21,2,19,80,76,63,2,89,15,12,0,8,3,0,0.260775862,"Will Smith",19197,669257
"Lars Nootbaar","STL",117,426,503,111,73,23,1,14,74,46,72,2,99,1,3,1,7,11,1,0.26056338,"Lars Nootbaar",21454,663457
"Ha-Seong Kim","SDP",152,538,626,140,100,23,0,17,84,60,75,1,124,3,5,5,7,38,9,0.260223048,"Ha-Seong Kim",27506,673490
"Keibert Ruiz","WSN",136,523,562,136,94,24,0,18,55,67,31,1,58,6,2,0,13,1,1,0.26003824,"Keibert Ruiz",19610,660688
"Andrew Vaughn","CHW",152,566,615,146,93,30,2,21,67,80,36,0,129,11,2,0,15,0,0,0.25795053,"Andrew Vaughn",26197,683734
"Manny Machado","SDP",138,543,601,140,89,21,0,30,75,91,50,1,109,2,6,0,20,3,2,0.257826887,"Manny Machado",11493,592518
"George Springer","TOR",154,613,683,158,111,25,1,21,87,72,60,1,125,5,3,0,20,20,5,0.257748776,"George Springer",12856,543807
"Christian Walker","ARI",157,582,661,150,79,36,2,33,86,103,62,3,127,8,8,0,13,11,0,0.257731958,"Christian Walker",13419,572233
"Teoscar Hernández","SEA",160,625,678,161,104,29,2,26,70,93,38,2,211,8,7,0,6,7,2,0.2576,"Teoscar Hernandez",13066,606192
"Fernando Tatis Jr.","SDP",141,575,635,148,89,33,1,25,91,78,53,0,141,3,3,1,17,29,4,0.257391304,"Fernando Tatis Jr.",19709,665487
"Bryan De La Cruz","MIA",153,579,626,149,98,32,0,19,60,78,40,0,142,1,5,0,18,4,1,0.257340241,"Bryan De La Cruz",19600,650559
"Anthony Santander","BAL",153,591,656,152,82,41,1,28,81,95,55,1,152,6,4,0,11,5,1,0.257191201,"Anthony Santander",14551,623993
"LaMonte Wade Jr.","SFG",135,429,519,110,77,14,2,17,64,45,76,3,95,6,4,4,4,2,0,0.256410256,"LaMonte Wade Jr.",18126,664774
"Gunnar Henderson","BAL",150,560,622,143,77,29,9,28,100,82,56,1,159,3,3,0,10,10,3,0.255357142,"Gunnar Henderson",26289,683002
"Eddie Rosario","ATL",142,478,516,122,74,24,3,21,64,74,34,1,122,1,2,1,13,3,4,0.255230125,"Eddie Rosario",12155,592696
"Salvador Perez","KCR",140,538,580,137,93,21,0,23,59,80,19,6,135,13,8,0,11,0,0,0.25464684,"Salvador Perez",7304,521692
"Dominic Smith","WSN",153,527,586,134,100,21,1,12,57,46,47,1,91,10,2,0,12,1,1,0.254269449,"Dominic Smith",15653,642086
"Francisco Lindor","NYM",160,602,687,153,87,33,2,31,108,98,66,1,137,12,7,0,8,31,4,0.254152823,"Francisco Lindor",12916,596019
"Randy Arozarena","TBR",151,551,654,140,95,19,3,23,95,83,80,1,156,18,5,0,10,22,10,0.254083484,"Randy Arozarena",19290,668227
"Ezequiel Tovar","COL",153,581,615,147,91,37,4,15,79,73,25,0,166,4,3,2,10,11,5,0.253012048,"Ezequiel Tovar",24064,678662
"J.T. Realmuto","PHI",135,489,540,123,70,28,5,20,70,63,35,3,138,9,5,0,10,16,5,0.251533742,"J.T. Realmuto",11739,592663
"Jeimer Candelario","- - -",140,505,576,127,63,39,3,22,77,70,53,1,127,13,4,0,11,8,1,0.251485148,"Jeimer Candelario",13621,600869
"Andrés Giménez","CLE",153,557,616,140,93,27,5,15,76,62,32,3,112,20,3,4,10,30,6,0.251346499,"Andres Gimenez",19950,665926
"Ty France","SEA",158,587,665,147,103,32,0,12,79,58,43,0,117,34,1,0,25,1,0,0.250425894,"Ty France",17982,664034
"Jorge Soler","MIA",137,504,580,126,66,24,0,36,77,75,66,4,141,6,4,0,20,1,0,0.25,"Jorge Soler",14221,624585
"Isaac Paredes","TBR",143,492,571,123,68,24,0,31,71,98,58,0,104,20,1,0,11,1,0,0.25,"Isaac Paredes",20036,670623
"Jake Burger","- - -",141,492,540,123,60,28,1,34,71,80,32,0,149,12,4,0,4,1,1,0.25,"Jake Burger",22275,669394
"James Outman","LAD",151,483,567,120,78,16,3,23,86,70,68,1,181,12,4,0,4,16,3,0.248447204,"James Outman",24770,681546
"Tommy Edman","STL",137,479,528,119,77,25,4,13,69,47,35,1,84,7,4,3,9,27,4,0.248434237,"Tommy Edman",19470,669242
"Ian Happ","CHC",158,580,691,144,84,35,4,21,86,84,99,2,153,6,6,0,12,14,3,0.248275862,"Ian Happ",17919,664023
"J.D. Davis","SFG",144,480,546,119,77,23,1,18,61,69,52,0,152,6,6,0,16,1,0,0.247916666,"J.D. Davis",16219,605204
"Josh Bell","- - -",150,547,617,135,85,28,0,22,52,74,63,2,134,2,3,0,13,0,1,0.246800731,"Josh Bell",13145,605137
"Brent Rooker","OAK",137,463,526,114,63,20,1,30,61,69,49,1,172,10,4,0,11,4,0,0.246220302,"Brent Rooker",19627,667670
"Tim Anderson","CHW",123,493,524,121,100,18,2,1,52,25,26,0,122,3,2,0,15,13,2,0.245436105,"Tim Anderson",15172,641313
"CJ Abrams","WSN",151,563,614,138,86,28,6,18,83,64,32,2,118,13,3,3,7,47,4,0.245115452,"CJ Abrams",25768,682928
"Adolis García","TEX",148,555,632,136,68,29,0,39,108,107,65,0,175,6,6,0,12,9,1,0.245045045,"Adolis Garcia",19287,666969
"Jonathan India","CIN",119,454,529,111,71,23,0,17,78,61,52,0,109,16,7,0,13,14,2,0.244493392,"Jonathan India",21523,663697
"Dansby Swanson","CHC",147,565,638,138,88,25,3,22,81,80,66,0,154,5,2,0,9,9,1,0.244247787,"Dansby Swanson",18314,621020
"DJ LeMahieu","NYY",136,497,562,121,81,22,3,15,55,44,60,2,125,3,2,0,14,2,2,0.243460764,"DJ LeMahieu",9874,518934
"Tyler Stephenson","CIN",142,465,517,113,78,20,2,13,59,56,47,2,135,4,1,0,16,0,1,0.243010752,"Tyler Stephenson",17988,663886
"Jurickson Profar","- - -",125,459,521,111,73,27,2,9,55,46,50,0,90,6,5,0,11,1,0,0.241830065,"Jurickson Profar",10815,595777
"Carlos Santana","- - -",146,550,619,132,75,33,1,23,78,86,65,0,104,0,4,0,11,6,0,0.24,"Carlos Santana",2396,467793
"Matt Chapman","TOR",140,509,581,122,64,39,2,17,66,54,62,1,165,8,2,0,4,4,2,0.239685658,"Matt Chapman",16505,656305
"Ryan McMahon","COL",152,555,627,133,76,31,3,23,80,70,68,2,198,1,3,0,19,5,5,0.239639639,"Ryan McMahon",15112,641857
"Myles Straw","CLE",147,462,518,110,88,18,3,1,52,29,42,0,97,2,6,6,10,20,6,0.238095238,"Myles Straw",17620,664702
"José Abreu","HOU",141,540,594,128,86,23,1,18,62,90,42,1,130,6,6,0,16,0,1,0.237037037,"Jose Abreu",15676,547989
"Enrique Hernández","- - -",140,465,508,110,76,23,0,11,57,61,34,1,97,3,6,0,17,4,1,0.236559139,"Enrique Hernandez",10472,571771
"MJ Melendez","KCR",148,533,602,125,75,29,5,16,65,56,62,2,170,3,4,0,4,6,4,0.234521575,"MJ Melendez",22197,669004
"Hunter Renfroe","- - -",140,498,548,116,65,31,0,20,60,60,44,0,125,3,3,0,15,0,0,0.232931726,"Hunter Renfroe",15464,592669
"Spencer Torkelson","DET",159,606,684,141,75,34,1,31,88,94,67,1,171,6,5,0,15,3,0,0.232673267,"Spencer Torkelson",27465,679529
"Eugenio Suárez","SEA",162,598,694,139,88,29,0,22,68,96,70,0,214,15,11,0,10,2,1,0.232441471,"Eugenio Suarez",12552,553993
"Cal Raleigh","SEA",145,513,569,119,65,23,1,30,78,75,54,1,158,1,1,0,6,0,0,0.23196881,"Cal Raleigh",21534,663728
"Zach McKinstry","DET",148,464,518,107,73,21,4,9,60,35,44,0,113,5,3,2,3,16,6,0.230603448,"Zach McKinstry",19392,656716
"Carlos Correa","MIN",135,514,580,118,69,29,2,18,60,65,59,3,131,4,3,0,30,0,0,0.229571984,"Carlos Correa",14162,621043
"Jake Cronenworth","SDP",127,458,522,105,64,24,7,10,54,48,46,2,97,11,5,1,8,6,1,0.229257641,"Jake Cronenworth",18036,630105
"Jack Suwinski","PIT",144,447,534,100,51,21,2,26,63,74,75,2,172,6,6,0,2,13,2,0.223713646,"Jack Suwinski",22244,669261
"Javier Báez","DET",136,510,547,113,82,18,4,9,58,59,24,0,125,9,3,0,12,12,0,0.221568627,"Javier Baez",12979,595879
"Daulton Varsho","TOR",158,527,581,116,70,23,3,20,65,61,45,0,135,4,3,1,5,16,7,0.220113851,"Daulton Varsho",19918,662139
"Willy Adames","MIL",149,553,638,120,65,29,2,24,73,80,71,1,165,6,6,0,12,5,3,0.216998191,"Willy Adames",15986,642715
"Pete Alonso","NYM",154,568,658,123,54,21,2,46,92,118,65,6,151,21,4,0,17,4,1,0.216549295,"Pete Alonso",19251,624413
"Max Muncy","LAD",135,482,579,102,48,17,1,36,95,105,85,4,153,6,6,0,8,1,2,0.211618257,"Max Muncy",13301,571970
"Anthony Volpe","NYY",159,541,601,113,65,23,4,21,62,60,52,0,167,5,2,1,10,24,5,0.208872458,"Anthony Volpe",27647,683011
"Trent Grisham","SDP",153,469,555,93,48,31,1,13,67,50,75,0,154,5,1,4,7,15,3,0.198294243,"Trent Grisham",18564,663757
"Kyle Schwarber","PHI",160,585,720,115,48,19,1,47,108,104,126,5,215,6,3,0,4,0,2,0.196581196,"Kyle Schwarber",16478,656941
