Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Corbin Burnes","MIL",11,5,0,28,28,167,12.610778443113773,1.8323353293413174,0.3772455089820359,0.30851063829787234,0.75718016,0.488126649,0.060869565,96.49561225043402,2.4251497005988023,2.0044488118461716,1.631111966778418,2.301181694668924,7.472195148468018,"Corbin Burnes",19361,669203
"Zack Wheeler","PHI",14,10,0,32,32,213.1,10.420312748439615,1.9406250462681065,0.6750000160932544,0.287593984962406,0.75274177,0.498141263,0.108108108,97.33589167888563,2.784375066384675,2.7780986667090484,2.588784108608961,2.837810339867204,7.221505165100098,"Zack Wheeler",10310,554430
"Nathan Eovaldi","BOS",11,9,0,32,32,182.1,9.625228787695312,1.7276051670222354,0.740402214438101,0.326171875,0.7044335,0.419847328,0.082417582,97.11598315173526,3.7513712198197116,3.3619198765558065,2.7916063239764557,3.4832731094819294,5.731126308441162,"Nathan Eovaldi",9132,543135
"Walker Buehler","LAD",16,4,0,33,33,207.2,9.18780141314518,2.253611667375233,0.8234350323101812,0.24714828897338403,0.80931264,0.44652908,0.1005291,95.45344773860398,2.470305096930544,3.081308731979932,3.155587893830021,3.5719495928383873,5.5503129959106445,"Walker Buehler",19374,621111
"Max Scherzer","- - -",15,4,0,30,30,179.1,11.843866506920188,1.8066915010556217,1.154275125674425,0.24742268041237114,0.84337349,0.334975369,0.117346938,94.45431708999239,2.4591078764368186,2.879970363706073,2.9748668306863415,3.2359168946594545,5.36945652961731,"Max Scherzer",3137,453286
"Gerrit Cole","NYY",16,8,0,30,30,181.1,12.060662102998343,2.034926527666387,1.1911765039998363,0.30528846153846156,0.77930175,0.430523917,0.13483146,97.78803863960114,3.2261030316662236,3.1207124233636265,2.9218723508004087,2.933213115086212,5.18988561630249,"Gerrit Cole",13125,543037
"Julio Urías","LAD",20,3,0,32,32,185.2,9.452424216274855,1.8420108729151001,0.9210054364575501,0.2716049382716049,0.76151122,0.401622718,0.093596059,94.03672859525574,2.956912190732134,3.1014293757081135,3.1269461488316,3.7256832284807886,5.042324542999268,"Julio Urias",14765,628711
"Kevin Gausman","SFG",14,6,0,33,33,192,10.640625,2.34375,0.9375,0.2742616033755274,0.78409091,0.418556701,0.11299435,94.7310211489899,2.8125,3.5216981993495686,3.003367455800375,3.275722124582778,4.804707050323486,"Kevin Gausman",14107,592332
"Brandon Woodruff","MIL",9,10,0,30,30,179.1,10.589219631187117,2.1579926262608815,0.9033457505278109,0.26107226107226106,0.81395349,0.414578587,0.126760563,96.54533415511727,2.559479626495464,3.2672774268442413,2.9581382056765673,3.0503654683793817,4.746328353881836,"Brandon Woodruff",16162,605540
"Charlie Morton","ATL",14,6,0,33,33,185.2,10.470377593412147,2.811490279712521,0.7755835254379368,0.267260579064588,0.71049841,0.478070175,0.121212121,95.53228971415183,3.3447039534511025,3.331913823531685,3.1754201191714713,3.309508819748196,4.53721284866333,"Charlie Morton",4676,450203
