Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Gerrit Cole","HOU",20,5,0,33,33,212.1,13.817896720320833,2.0345369404153377,1.229199401500933,0.2749391727493917,0.83333333,0.402745995,0.168604651,97.26007561043285,2.500784989260519,2.4374003294907234,2.639441173090714,2.475281412624454,7.473671913146973,"Gerrit Cole",13125,543037
"Jacob deGrom","NYM",11,8,0,32,32,204,11.25,1.9411764705882353,0.8382352941176471,0.2818371607515658,0.81838565,0.443762781,0.112426035,97.10819708440722,2.426470588235294,2.69820509670571,2.6747937894334983,3.1119300347771133,6.939486026763916,"Jacob deGrom",10954,594798
"Lance Lynn","TEX",16,11,0,33,33,208.1,10.627200259453131,2.548800062226564,0.9072000221484381,0.32162661737523107,0.74376612,0.402877697,0.098591549,94.72622209521248,3.6720000896484395,3.5350056638816367,3.127609473598633,3.8509735849678814,6.752039909362793,"Lance Lynn",2520,458681
"Max Scherzer","WSN",11,7,0,27,27,172.1,12.69052261826307,1.7234043061838737,0.9400387124639312,0.32142857142857145,0.78715365,0.407862407,0.116129032,94.95752830276946,2.924564883221119,2.7703254231163976,2.4480520062929525,2.8793493789995908,6.472187042236328,"Max Scherzer",3137,453286
"Justin Verlander","HOU",21,6,0,34,34,223,12.107624146850595,1.6950673805590835,1.4529148976220716,0.21814254859611232,0.88410104,0.359437751,0.16,94.63014387376238,2.582959817994794,2.7719794150487616,3.2678211385829,3.1762127172449865,6.4248809814453125,"Justin Verlander",8700,434378
"Charlie Morton","TBR",16,6,0,33,33,194.2,11.095890121044782,2.635273903748136,0.6934931325652989,0.2982832618025751,0.75247525,0.482254697,0.104166666,94.81084783475026,3.0513697832873152,3.251085460114466,2.8133245546702796,3.2830795783619005,5.983532905578613,"Charlie Morton",4676,450203
"Stephen Strasburg","WSN",18,6,0,33,33,209,10.808611651070214,2.4114830775296094,1.0334927475126898,0.274,0.76525336,0.510638297,0.162162162,94.08838422943508,3.315789231603213,3.0712831012727553,3.252286984875145,3.1680882854198797,5.601249694824219,"Stephen Strasburg",10131,544931
"Shane Bieber","CLE",15,8,0,34,33,214.1,10.875583461816849,1.6796267894697836,1.3017107618390824,0.29636711281070743,0.77412513,0.439201451,0.160621761,93.21631191313307,3.2752722394660783,3.8549977595507126,3.3213189650352444,3.232283512923817,5.501377355307341,"Shane Bieber",19427,669456
"Zack Greinke","- - -",18,5,0,33,33,208.2,8.065494421280013,1.2939295863016063,0.9057507104111244,0.2711267605633803,0.75723831,0.451724137,0.109375,89.92510828602192,2.932907062283641,3.428755552412675,3.218801807509125,3.740818670358462,5.338922500610352,"Zack Greinke",1943,425844
"Lucas Giolito","CHW",14,9,0,29,29,176.2,11.615094005222133,2.9037735013055332,1.2226414742339087,0.2729591836734694,0.77651515,0.359903381,0.13559322,94.38172250162232,3.413207448902995,3.4781355828261997,3.4347641863335743,3.661685544549848,5.161978721618652,"Lucas Giolito",15474,608337
"Walker Buehler","LAD",14,4,0,30,30,182.1,10.612431740279447,1.826325462280649,0.9872029525841346,0.2903930131004367,0.71005917,0.426751592,0.121951219,96.67533222591362,3.257769743527644,3.3298234175604504,3.0055999634958015,3.3688345146173977,5.1241254806518555,"Walker Buehler",19374,621111
"Hyun Jin Ryu","LAD",14,5,0,29,29,182.2,8.031021003330983,1.1824816201223531,0.8375911475866669,0.27766990291262134,0.82216809,0.503875968,0.129770992,90.87171283309958,2.3156931727396084,3.4164848131994723,3.099045984862779,3.315757478258041,4.946580410003662,"Hyun Jin Ryu",14444,547943
"Patrick Corbin","WSN",14,7,0,33,33,202,10.603960396039604,3.118811881188119,1.0693069306930694,0.29,0.77255278,0.495126705,0.143712574,92.00770625,3.2524752475247523,4.0302994518192,3.486286703430781,3.5862737444515282,4.689886569976807,"Patrick Corbin",9323,571578
"Jack Flaherty","STL",11,8,0,33,33,196.1,10.589133576986908,2.521222280234978,1.1460101273795356,0.2422907488986784,0.83333333,0.395348837,0.138121546,94.49812286689419,2.7504243057108853,3.3650081156611305,3.463585014559552,3.642088899878911,4.661951541900635,"Jack Flaherty",17479,656427
"Zack Wheeler","NYM",11,8,0,31,31,195.1,8.98464187217535,2.3037543261988076,1.0136519035274754,0.3112701252236136,0.71362799,0.432337434,0.109452736,96.94077153762268,3.9624574410619493,3.8646712884886796,3.4802210867354257,4.0629704992095785,4.626984119415283,"Zack Wheeler",10310,554430
"Sonny Gray","CIN",11,8,0,31,31,175.1,10.52281399347034,3.4904943978340643,0.8726235994585161,0.25547445255474455,0.79676674,0.508353221,0.129770992,93.43464908770807,2.8745247982162883,3.593837071886376,3.4193326755806,3.645108179483041,4.4838104248046875,"Sonny Gray",12768,543243
"José Berríos","MIN",14,8,0,32,32,200.1,8.760398889607059,2.291181248051077,1.1680531852809413,0.2994652406417112,0.73529412,0.420689655,0.119815668,93.25675947720515,3.6838600458860453,4.0466434484064004,3.8529445514172407,4.320453727597458,4.353603839874268,"Jose Berrios",14168,621244
"Noah Syndergaard","NYM",10,8,0,32,32,197.2,9.19730161831419,2.276559806513413,1.0927487071264383,0.31307550644567217,0.68853974,0.480357142,0.133333333,97.89969338968957,4.279932436245217,3.38998727282996,3.5984951319191625,3.831498795830453,4.306643486022949,"Noah Syndergaard",11762,592789
