Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Adrian Beltré","TEX","3B",141,141,1219,104,301,10,4,6,39,41,0,2,,,,,,0.97590361,,"Adrian Beltre",639,134181
"Todd Frazier","CHW","3B",149,149,1320.1,91,293,11,6,5,28,30,3,4,,,,,,0.9721519,,"Todd Frazier",785,453943
"Brandon Phillips","CIN","2B",138,138,1177,249,345,14,11,3,84,39,47,3,,,,,,0.97697368,,"Brandon Phillips",791,408252
"Jayson Werth","WSN","LF",131,131,1140,197,5,1,0,1,0,1,0,0,,,,,,0.99507389,,"Jayson Werth",1327,150029
"Wilson Ramos","WSN","C",128,122,1096.1,1094,61,3,0,3,0,6,0,0,,32,19,10,35,0.99740933,,"Wilson Ramos",1433,467092
"Chase Utley","LAD","2B",134,118,1064.1,195,266,5,1,4,46,16,28,6,,,,,,0.98927039,,"Chase Utley",1679,400284
"Miguel Cabrera","DET","1B",147,147,1262,1186,95,7,3,3,119,17,3,111,17,,,,,0.99456522,,"Miguel Cabrera",1744,408234
"Adrián González","LAD","1B",151,146,1295.1,1105,85,2,2,0,72,12,0,71,24,,,,,0.99832215,,"Adrian Gonzalez",1908,408236
"Yonder Alonso","OAK","1B",145,128,1136.1,1155,70,4,3,1,105,16,1,111,25,,,,,0.99674532,,"Yonder Alonso",2530,475174
"Zack Cozart","CIN","SS",111,110,966.2,192,300,10,3,7,65,30,33,6,,,,,,0.98007968,,"Zack Cozart",2616,446359
"Ángel Pagán","SFG","LF",123,121,1047,218,5,6,5,1,0,2,0,0,,,,,,0.97379913,,"Angel Pagan",2918,434636
"Mitch Moreland","TEX","1B",139,118,1080.2,1036,65,2,1,1,131,6,5,133,26,,,,,0.99818676,,"Mitch Moreland",3086,519048
"Welington Castillo","ARI","C",107,103,925,799,72,7,1,5,1,3,3,1,,40,24,10,42,0.99202733,,"Welington Castillo",3256,456078
"Robinson Canó","SEA","2B",157,156,1376.1,311,429,3,2,1,109,42,74,8,,,,,,0.99596231,,"Robinson Cano",3269,429664
"Martín Prado","MIA","3B",150,146,1264.2,73,240,9,9,0,26,30,0,1,,,,,,0.97204969,,"Martin Prado",3312,445988
"Ryan Braun","MIL","LF",127,127,1101.2,208,12,3,2,1,0,3,0,0,,,,,,0.98654709,,"Ryan Braun",3410,460075
"Anthony Rizzo","CHC","1B",154,151,1337,1268,125,6,3,2,90,12,2,89,26,,,,,0.99571122,,"Anthony Rizzo",3473,519203
"Eric Hosmer","KCR","1B",154,154,1351,1240,74,6,4,1,109,11,1,114,36,,,,,0.99545455,,"Eric Hosmer",3516,543333
"Troy Tulowitzki","TOR","SS",128,128,1128.2,158,366,9,7,2,69,39,31,2,,,,,,0.98311445,,"Troy Tulowitzki",3531,453064
"J.J. Hardy","BAL","SS",115,115,990,140,326,6,4,2,75,38,38,5,,,,,,0.98728814,,"J.J. Hardy",3797,429666
"Melky Cabrera","CHW","LF",147,147,1293,232,12,3,2,1,0,0,0,0,,,,,,0.98785425,,"Melky Cabrera",4022,466320
"Dexter Fowler","CHC","CF",121,117,1027.1,219,6,4,3,1,0,1,0,0,,,,,,0.98253275,,"Dexter Fowler",4062,451594
"Yunel Escobar","LAA","3B",129,129,1086.2,95,188,19,5,14,21,20,0,2,,,,,,0.93708609,,"Yunel Escobar",4191,488862
"Ryan Zimmerman","WSN","1B",114,108,969,852,44,4,2,1,81,6,0,87,22,,,,,0.99555556,,"Ryan Zimmerman",4220,475582
"Matt Wieters","BAL","C",117,111,980.1,871,50,11,4,7,1,3,1,2,,43,23,1,42,0.98819742,,"Matt Wieters",4298,446308
"Joey Votto","CIN","1B",154,154,1342,1168,107,8,6,2,111,14,0,118,25,,,,,0.99376461,,"Joey Votto",4314,458015
"Daniel Murphy","WSN","2B",117,115,1016.1,194,265,9,7,2,72,34,41,1,,,,,,0.98076923,,"Daniel Murphy",4316,502517
"Starlin Castro","NYY","2B",150,143,1266,221,377,12,9,2,66,23,46,1,,,,,,0.98032787,,"Starlin Castro",4579,516770
"Russell Martin","TOR","C",127,119,1069.1,989,55,4,1,3,1,0,1,2,,61,11,9,39,0.99618321,,"Russell Martin",4616,431145
"Chase Headley","NYY","3B",140,134,1169,90,278,10,4,6,22,23,0,2,,,,,,0.97354497,,"Chase Headley",4720,452104
"Jacoby Ellsbury","NYY","CF",148,138,1217.1,272,5,3,2,1,0,1,0,0,,,,,,0.98928571,,"Jacoby Ellsbury",4727,453056
"Curtis Granderson","NYM","RF",110,100,905,206,7,0,0,0,0,0,0,0,,,,,,1,,"Curtis Granderson",4747,434158
"Ender Inciarte","ATL","CF",120,117,1044,332,12,3,2,1,0,4,0,0,,,,,,0.99135447,,"Ender Inciarte",4922,542255
"Jason Heyward","CHC","RF",131,112,1029.2,218,4,2,2,0,0,2,0,0,,,,,,0.99107143,,"Jason Heyward",4940,518792
"Giancarlo Stanton","MIA","RF",106,106,919.1,215,5,4,3,1,0,0,0,0,,,,,,0.98214286,,"Giancarlo Stanton",4949,519317
"Asdrúbal Cabrera","NYM","SS",135,134,1154,175,329,7,3,4,70,27,42,8,,,,,,0.98630137,,"Asdrubal Cabrera",4962,452678
"Stephen Vogt","OAK","C",113,103,921.1,766,45,7,2,5,1,2,2,1,,51,20,5,41,0.99144254,,"Stephen Vogt",5000,519390
"B.J. Upton","- - -","LF",121,101,912.2,177,8,3,3,0,0,1,0,0,,,,,,0.98404255,,"B.J. Upton",5015,425834
"Josh Donaldson","TOR","3B",136,134,1188,110,237,14,9,5,25,23,3,1,,,,,,0.96121884,,"Josh Donaldson",5038,518626
"Alexei Ramirez","- - -","SS",127,119,1059.2,162,317,14,10,4,83,42,40,2,,,,,,0.97160243,,"Alexei Ramirez",5133,493351
"Alex Gordon","KCR","LF",126,125,1100.1,222,6,2,1,1,0,1,0,0,,,,,,0.99130435,,"Alex Gordon",5209,460086
"Justin Upton","DET","LF",146,142,1258,253,4,4,4,0,0,0,0,0,,,,,,0.98467433,,"Justin Upton",5222,457708
"Justin Turner","LAD","3B",144,138,1224.2,67,240,9,6,3,14,15,0,0,,,,,,0.97151899,,"Justin Turner",5235,457759
"Brandon Crawford","SFG","SS",155,148,1309,209,413,11,6,5,83,45,41,4,,,,,,0.98262243,,"Brandon Crawford",5343,543063
"Freddie Freeman","ATL","1B",158,158,1411.2,1305,107,5,3,2,100,13,1,111,34,,,,,0.99647142,,"Freddie Freeman",5361,518692
"Jose Altuve","HOU","2B",148,147,1307,206,361,7,4,3,66,35,33,5,,,,,,0.98780488,,"Jose Altuve",5417,514888
"Steven Souza Jr.","TBR","RF",111,108,947.2,226,8,3,1,1,0,1,0,0,,,,,,0.98734177,,"Steven Souza Jr.",5667,519306
"Nick Markakis","ATL","RF",150,149,1339,311,5,4,4,0,0,2,0,0,,,,,,0.9875,,"Nick Markakis",5930,455976
"Jean Segura","ARI","2B",142,133,1172,218,382,9,6,3,76,31,44,5,,,,,,0.98522167,,"Jean Segura",5933,516416
"Didi Gregorius","NYY","SS",153,148,1309.1,180,380,15,9,6,63,34,27,8,,,,,,0.97391304,,"Didi Gregorius",6012,544369
"J.D. Martinez","DET","RF",118,118,1027.1,201,3,6,6,0,0,0,0,0,,,,,,0.97142857,,"J.D. Martinez",6184,502110
"Ian Kinsler","DET","2B",151,149,1299,303,432,9,5,4,99,37,66,6,,,,,,0.98790323,,"Ian Kinsler",6195,435079
"Alcides Escobar","KCR","SS",162,162,1412,221,426,14,9,5,87,45,44,7,,,,,,0.97881997,,"Alcides Escobar",6310,444876
"Adam Jones","BAL","CF",152,150,1300,349,4,2,1,1,0,1,0,0,,,,,,0.9943662,,"Adam Jones",6368,430945
"Jordy Mercer","PIT","SS",146,142,1245.1,187,411,9,6,3,90,50,42,3,,,,,,0.98517298,,"Jordy Mercer",6547,474568
"Freddy Galvis","PHI","SS",156,153,1350,210,407,8,4,4,89,45,45,3,,,,,,0.9872,,"Freddy Galvis",6609,520471
"Derek Norris","SDP","C",116,113,983,875,58,9,2,7,2,3,1,1,,76,20,8,43,0.99044586,,"Derek Norris",6867,519083
"Ian Desmond","TEX","CF",130,128,1109,293,6,9,8,1,0,2,0,0,,,,,,0.97077922,,"Ian Desmond",6885,435622
"Yadier Molina","STL","C",146,142,1218.1,1113,60,2,0,2,2,3,1,1,,67,18,8,42,0.99829787,,"Yadier Molina",7007,425877
