Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Logan Forsythe","TBR","2B",118,118,1028.1,206,264,9,3,6,62,19,47,3,,,,,,0.98121086,,"Logan Forsythe",7185,523253
"Carlos González","COL","RF",148,145,1261,251,8,3,1,2,0,0,0,0,,,,,,0.98854962,,"Carlos Gonzalez",7287,471865
"Salvador Perez","KCR","C",128,128,1105.2,989,77,4,0,4,1,4,0,0,,40,37,5,36,0.99626168,,"Salvador Perez",7304,521692
"Ben Zobrist","CHC","2B",119,113,976.1,177,250,7,2,5,48,19,29,4,,,,,,0.98387097,,"Ben Zobrist",7435,450314
"Neil Walker","NYM","2B",111,110,961.2,181,297,7,6,1,61,26,35,5,,,,,,0.98556701,,"Neil Walker",7539,435522
"Mark Reynolds","COL","1B",115,102,907,939,79,7,4,3,86,12,0,86,23,,,,,0.99317073,,"Mark Reynolds",7619,448602
"Charlie Blackmon","COL","CF",138,135,1183,293,4,3,2,1,0,0,0,0,,,,,,0.99,,"Charlie Blackmon",7859,453568
"Jonathan Lucroy","- - -","C",126,121,1063.1,918,75,6,1,5,1,8,1,2,,69,44,8,38,0.99399399,,"Jonathan Lucroy",7870,518960
"Hanley Ramirez","BOS","1B",133,133,1145,1000,39,4,2,2,90,6,0,97,19,,,,,0.99616491,,"Hanley Ramirez",8001,434670
"Josh Harrison","PIT","2B",128,122,1077.2,262,365,7,4,3,86,27,61,11,,,,,,0.98895899,,"Josh Harrison",8202,543281
"Hunter Pence","SFG","RF",102,102,908.1,193,7,0,0,0,0,0,0,0,,,,,,1,,"Hunter Pence",8252,452254
"Denard Span","SFG","CF",137,132,1191.1,286,3,1,1,0,0,1,0,0,,,,,,0.99655172,,"Denard Span",8347,452655
"Dustin Pedroia","BOS","2B",152,151,1292.2,245,362,6,4,2,88,28,64,6,,,,,,0.99021207,,"Dustin Pedroia",8370,456030
"Elvis Andrus","TEX","SS",147,146,1294,229,413,17,9,8,98,60,35,10,,,,,,0.97420334,,"Elvis Andrus",8709,462101
"Jason Castro","HOU","C",111,102,908.2,865,53,4,1,2,2,4,2,3,,45,14,12,50,0.99566161,,"Jason Castro",8722,488771
"Buster Posey","SFG","C",123,122,1069.2,1003,65,3,0,3,3,8,0,0,,47,28,2,22,0.99719888,,"Buster Posey",9166,457763
"Paul Goldschmidt","ARI","1B",157,157,1389.1,1378,116,4,2,2,118,21,1,118,22,,,,,0.99732977,,"Paul Goldschmidt",9218,502671
"Danny Espinosa","WSN","SS",157,152,1358,181,404,18,11,7,90,44,45,7,,,,,,0.97014925,,"Danny Espinosa",9219,457787
"Starling Marte","PIT","LF",114,111,966.2,168,17,4,2,2,0,2,0,0,,,,,,0.97883598,,"Starling Marte",9241,516782
"Chris Davis","BAL","1B",152,152,1327,1325,62,10,7,3,133,11,1,133,38,,,,,0.9928418,,"Chris Davis",9272,448801
"Evan Longoria","TBR","3B",152,152,1316,103,254,9,3,6,27,24,5,1,,,,,,0.97540984,,"Evan Longoria",9368,446334
"Jason Kipnis","CLE","2B",151,151,1309.1,198,421,12,9,3,66,31,37,2,,,,,,0.98098257,,"Jason Kipnis",9776,543401
"Nolan Arenado","COL","3B",160,159,1377.1,99,378,13,8,5,34,30,7,3,,,,,,0.97346939,,"Nolan Arenado",9777,571448
"Kyle Seager","SEA","3B",156,156,1399.2,110,373,22,18,4,42,43,3,0,,,,,,0.95643564,,"Kyle Seager",9785,572122
"Brian Dozier","MIN","2B",151,151,1331,286,419,8,1,7,111,37,77,6,,,,,,0.9887798,,"Brian Dozier",9810,572821
"Andrew McCutchen","PIT","CF",151,151,1318,317,6,3,3,0,0,0,0,0,,,,,,0.99079755,,"Andrew McCutchen",9847,457705
"DJ LeMahieu","COL","2B",146,144,1242.2,276,422,6,4,2,84,38,49,5,,,,,,0.99147727,,"DJ LeMahieu",9874,518934
"Jay Bruce","- - -","RF",138,138,1189.2,265,10,6,5,1,0,3,0,0,,,,,,0.97864769,,"Jay Bruce",9892,457803
"Chris Carter","MIL","1B",155,151,1338,1316,73,11,11,0,113,11,0,119,19,,,,,0.99214286,,"Chris Carter",9911,474892
"Brett Gardner","NYY","LF",147,137,1219,249,9,3,2,1,0,2,0,0,,,,,,0.98850575,,"Brett Gardner",9927,458731
"Wil Myers","SDP","1B",149,147,1294,1246,76,3,2,1,133,14,1,129,35,,,,,0.99773585,,"Wil Myers",10047,571976
"Jonathan Villar","MIL","SS",108,104,915.2,152,321,17,9,8,62,32,32,3,,,,,,0.96530612,,"Jonathan Villar",10071,542340
"Mike Trout","LAA","CF",148,146,1260.1,360,7,4,2,2,0,1,0,0,,,,,,0.98921833,,"Mike Trout",10155,545361
"Billy Hamilton","CIN","CF",115,108,942.1,276,9,3,0,3,0,4,0,0,,,,,,0.98958333,,"Billy Hamilton",10199,571740
"Tucker Barnhart","CIN","C",108,106,931.2,817,74,7,2,5,0,5,0,1,,68,34,5,33,0.9922049,,"Tucker Barnhart",10200,571466
"Jose Iglesias","DET","SS",136,131,1163,180,389,5,3,2,86,47,36,10,,,,,,0.9912892,,"Jose Iglesias",10231,578428
"Randal Grichuk","STL","CF",115,106,949.1,221,8,0,0,0,0,1,0,0,,,,,,1,,"Randal Grichuk",10243,545341
"Brandon Belt","SFG","1B",151,148,1330.1,1284,94,8,7,0,104,10,2,103,18,,,,,0.99422799,,"Brandon Belt",10264,474832
"Marcell Ozuna","MIA","CF",123,122,1069,276,5,5,4,1,0,0,0,0,,,,,,0.98251748,,"Marcell Ozuna",10324,542303
"Scooter Gennett","MIL","2B",127,121,1062,206,344,14,10,4,64,40,26,7,,,,,,0.9751773,,"Scooter Gennett",10339,571697
"Adeiny Hechavarría","MIA","SS",153,135,1222,203,359,13,3,10,67,34,32,6,,,,,,0.9773913,,"Adeiny Hechavarria",10459,588751
"Cheslor Cuthbert","KCR","3B",127,123,1096.1,77,216,16,7,9,13,12,1,2,,,,,,0.94822006,,"Cheslor Cuthbert",10473,596144
"César Hernández","PHI","2B",149,143,1247.1,241,390,12,9,2,92,40,56,7,,,,,,0.98133748,,"Cesar Hernandez",10556,514917
"Andrelton Simmons","LAA","SS",124,123,1045,198,337,10,3,7,75,33,43,6,,,,,,0.98165138,,"Andrelton Simmons",10847,592743
"Adam Duvall","CIN","LF",137,136,1173.1,270,8,8,5,3,0,0,0,0,,,,,,0.97202797,,"Adam Duvall",10950,594807
"Cameron Rupp","PHI","C",104,104,911.1,825,44,5,1,3,0,3,1,2,,45,17,7,37,0.99427918,,"Cameron Rupp",11146,519237
"Kole Calhoun","LAA","RF",154,153,1316.1,306,9,5,2,3,0,1,0,0,,,,,,0.984375,,"Kole Calhoun",11200,594777
"Adam Eaton","CHW","RF",121,110,980.1,296,15,3,3,0,0,4,0,0,,,,,,0.99044586,,"Adam Eaton",11205,594809
"Jonathan Schoop","BAL","2B",162,162,1429,278,447,8,5,3,115,47,70,6,,,,,,0.98908595,,"Jonathan Schoop",11265,570731
"Yasmani Grandal","LAD","C",115,106,954.1,1022,55,5,2,3,3,4,1,1,,59,24,10,42,0.99537893,,"Yasmani Grandal",11368,518735
"Odúbel Herrera","PHI","CF",155,147,1301.1,372,11,9,6,3,0,4,0,0,,,,,,0.97704082,,"Odubel Herrera",11476,546318
"Christian Yelich","MIA","LF",120,120,1061,192,5,3,3,0,0,1,0,0,,,,,,0.985,,"Christian Yelich",11477,592885
"Manny Machado","BAL","3B",114,114,998,86,236,7,2,4,23,23,0,3,,,,,,0.9787234,,"Manny Machado",11493,592518
"Bryce Harper","WSN","RF",143,142,1245.2,256,5,2,2,0,0,1,0,0,,,,,,0.99239544,,"Bryce Harper",11579,547180
"Nick Castellanos","DET","3B",108,107,898,66,184,9,6,3,12,12,0,0,,,,,,0.96525097,,"Nick Castellanos",11737,592206
"J.T. Realmuto","MIA","C",129,124,1113,1068,81,10,1,9,4,4,2,4,,51,28,8,51,0.99137187,,"J.T. Realmuto",11739,592663
"Leonys Martin","SEA","CF",143,142,1275,353,11,3,2,1,0,3,0,0,,,,,,0.99182561,,"Leonys Martin",11846,547982
"Joc Pederson","LAD","CF",132,114,1032,258,3,2,2,0,0,0,0,0,,,,,,0.99239544,,"Joc Pederson",11899,592626
"Joe Panik","SFG","2B",126,118,1081,233,363,5,3,2,77,25,50,8,,,,,,0.99168053,,"Joe Panik",11936,605412
"Max Kepler","MIN","RF",108,100,907.1,219,8,7,6,1,0,4,0,0,,,,,,0.97008547,,"Max Kepler",12144,596146
"Xander Bogaerts","BOS","SS",157,157,1378.2,195,355,12,5,7,69,42,27,4,,,,,,0.97864769,,"Xander Bogaerts",12161,593428
"Maikel Franco","PHI","3B",148,147,1291.1,93,223,13,5,7,16,17,0,0,,,,,,0.96048632,,"Maikel Franco",12179,596748
"Rougned Odor","TEX","2B",146,144,1271,283,428,22,17,5,120,33,91,5,,,,,,0.96998636,,"Rougned Odor",12282,596059
"Kevin Pillar","TOR","CF",146,143,1293,337,6,6,6,0,0,2,0,0,,,,,,0.98280802,,"Kevin Pillar",12434,607680
"Marcus Semien","OAK","SS",159,158,1385.1,235,477,21,13,8,98,49,55,5,,,,,,0.97135061,,"Marcus Semien",12533,543760
"Eugenio Suárez","CIN","3B",151,149,1308.2,103,271,23,14,8,22,25,0,3,,,,,,0.94206549,,"Eugenio Suarez",12552,553993
"George Springer","HOU","RF",147,147,1308,304,12,2,1,0,0,2,0,0,,,,,,0.99371069,,"George Springer",12856,543807
"Anthony Rendon","WSN","3B",155,150,1345,134,239,9,2,7,23,23,3,1,,,,,,0.97643979,,"Anthony Rendon",12861,543685
"Gregory Polanco","PIT","RF",111,103,906.2,203,9,5,5,0,0,4,0,0,,,,,,0.97695853,,"Gregory Polanco",12907,570256
"Francisco Lindor","CLE","SS",155,153,1364.2,214,448,12,6,6,76,38,38,7,,,,,,0.98219585,,"Francisco Lindor",12916,596019
"Jackie Bradley Jr.","BOS","CF",156,155,1375.2,366,12,3,2,1,0,3,0,0,,,,,,0.99212598,,"Jackie Bradley Jr.",12984,598265
"Jake Lamb","ARI","3B",142,132,1186.1,91,251,20,12,8,10,9,3,1,,,,,,0.94475138,,"Jake Lamb",13329,571875
"Stephen Piscotty","STL","RF",146,136,1220.1,256,6,4,3,1,0,1,0,0,,,,,,0.98496241,,"Stephen Piscotty",13367,572039
"Mookie Betts","BOS","RF",157,157,1381.2,346,14,1,1,0,0,4,0,0,,,,,,0.99722992,,"Mookie Betts",13611,605141
"Ketel Marte","SEA","SS",119,116,1032.2,140,315,21,12,9,67,39,28,3,,,,,,0.95588235,,"Ketel Marte",13613,606466
"Corey Seager","LAD","SS",155,149,1345,195,356,18,8,10,62,27,34,6,,,,,,0.96836555,,"Corey Seager",13624,608369
"Adonis García","ATL","3B",123,123,1084.1,79,199,18,7,10,15,15,0,2,,,,,,0.93918919,,"Adonis Garcia",13777,611177
"Addison Russell","CHC","SS",148,141,1262.2,152,388,14,5,9,58,28,27,6,,,,,,0.97472924,,"Addison Russell",14106,608365
"Carlos Correa","HOU","SS",153,152,1355.2,202,426,14,7,7,75,26,47,8,,,,,,0.97819315,,"Carlos Correa",14162,621043
"José Abreu","CHW","1B",152,152,1355.2,1243,84,10,6,2,116,13,2,129,27,,,,,0.99252057,,"Jose Abreu",15676,547989
"Aledmys Díaz","STL","SS",106,102,910,122,275,16,8,8,63,30,35,3,,,,,,0.96125908,,"Aledmys Diaz",15937,649557
