Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Mike Trout","LAA",159,681,29,123,100,30,0.170337738,0.201174743,0.234972677,0.37113402,0.315118397,0.440528634,0.550091074,0.4181868717274858,0.42560436020948983,170.13343017811232,5.1157339620403945,62.45947778951889,-1.0752198100090027,8.634604574736182,"Mike Trout",10155,545361
"Kris Bryant","CHC",155,699,39,121,102,8,0.107296137,0.220314735,0.262023217,0.331719128,0.291873963,0.384835479,0.55389718,0.3963114254241031,0.38608775681031343,148.3360127592453,2.716478497488424,44.328110804065496,7.022243976593018,7.521863321513342,"Kris Bryant",15429,592178
"Mookie Betts","BOS",158,730,31,122,113,26,0.067123287,0.109589041,0.21577381,0.322183098,0.31845238,0.363013698,0.53422619,0.3793270856101163,0.336681265440794,135.55698857109806,8.896333585027605,40.06094265143683,7.626148223876953,7.40342925822055,"Mookie Betts",13611,605141
"Jose Altuve","HOU",161,717,24,108,96,30,0.083682008,0.097629009,0.19375,0.347197106,0.3375,0.396358543,0.53125,0.3906506096485838,0.38473025636176844,151.9416936262607,2.84901761286892,47.563593211481326,-1.5690650343894958,7.185341374527459,"Jose Altuve",5417,514888
"Josh Donaldson","TOR",155,700,37,122,99,7,0.155714285,0.17,0.265164645,0.299528301,0.284228769,0.404011461,0.549393414,0.40291753902256144,0.40333171760948905,156.60701741026318,-1.5860403790138662,45.98932845884188,-3.2940792459994555,6.789094842550326,"Josh Donaldson",5038,518626
"Buster Posey","SFG",146,614,14,82,80,6,0.104234527,0.110749185,0.146567718,0.303225806,0.287569573,0.361563517,0.434137291,0.34098101673644693,0.36186970925893047,114.03461801971213,-2.6261954181827605,7.986744901177552,37.71378916501999,6.66798531337399,"Buster Posey",9166,457763
"Brian Dozier","MIN",155,691,42,104,99,18,0.088277858,0.199710564,0.278048781,0.279545454,0.268292682,0.339622641,0.546341463,0.36983795710573436,0.3285584174262153,131.57120886038533,5.257113829720765,31.44998517980141,9.371078252792358,6.566277323368517,"Brian Dozier",9810,572821
"Freddie Freeman","ATL",158,693,34,102,91,6,0.128427128,0.246753246,0.266553481,0.370179948,0.30220713,0.399711399,0.568760611,0.40151066532841434,0.39540352878800356,152.03007753144163,-0.4619561620056629,43.94535335754195,-3.07694149017334,6.430416879942618,"Freddie Freeman",5361,518692
"Robinson Canó","SEA",161,715,39,107,103,0,0.065734265,0.139860139,0.235114504,0.299424184,0.297709923,0.349650349,0.532824427,0.3701482168181445,0.34747154869800995,138.7221619711541,-4.2223578449338675,29.019056228898734,9.249139666557312,6.388269542127806,"Robinson Cano",3269,429664
"Adam Eaton","CHW",157,706,14,91,59,14,0.089235127,0.162889518,0.143780291,0.328600405,0.284329563,0.361945636,0.428109854,0.34361064699151084,0.3282012712049413,117.06288546773575,3.0442412008997053,17.507662202465625,19.371126174926758,6.215028891272372,"Adam Eaton",11205,594809
"Jean Segura","ARI",153,694,20,102,64,33,0.056195965,0.145533141,0.180533752,0.353281853,0.318681318,0.368115942,0.49921507,0.37110022129964065,0.339183285122826,126.23468125282857,4.582547072554007,27.00597558409382,10.845346212387085,6.125115904660683,"Jean Segura",5933,516416
"Nolan Arenado","COL",160,696,41,116,133,2,0.097701149,0.147988505,0.275080907,0.29253112,0.294498381,0.362068965,0.569579288,0.38605524221592674,0.34678986988994615,126.29519491309314,-1.236224453896284,21.30369646186842,15.584594488143921,6.033125699895088,"Nolan Arenado",9777,571448
"Kyle Seager","SEA",158,676,30,89,99,3,0.102071005,0.159763313,0.221105528,0.295010845,0.278056951,0.359467455,0.499162479,0.36274262412532315,0.37695324183605716,133.63255021123146,-1.6938077947124839,25.603533287587652,9.598538160324097,5.939722677139514,"Kyle Seager",9785,572122
"Manny Machado","BAL",157,696,37,105,96,0,0.068965517,0.172413793,0.2390625,0.309426229,0.29375,0.343390804,0.5328125,0.36611737807591754,0.3659332275390625,130.6370668086545,-3.5699275229126215,22.031859142654213,10.30765962600708,5.716199862771314,"Manny Machado",11493,592518
"Jackie Bradley Jr.","BOS",156,636,26,94,87,9,0.099056603,0.224842767,0.218637993,0.312182741,0.267025089,0.349056603,0.485663082,0.3541054823886007,0.3319768767869683,118.22303925941598,3.8379573696292937,17.753231860874315,15.16280484199524,5.567492218149991,"Jackie Bradley Jr.",12984,598265
"Ian Kinsler","DET",153,679,28,117,83,14,0.066273932,0.169366715,0.195792881,0.313807531,0.288025889,0.347569955,0.48381877,0.3563140235698627,0.3270574329855913,124.07988038909545,1.507003774633631,21.13780161894315,8.784724950790405,5.410182242035591,"Ian Kinsler",6195,435079
"Miguel Cabrera","DET",158,679,38,92,108,0,0.110456553,0.170839469,0.247058824,0.336322869,0.315966386,0.393225331,0.56302521,0.39850996452641774,0.4478574895060407,153.07971419330443,-6.621698005590588,36.65082337430602,-7.456610679626465,5.335699692176448,"Miguel Cabrera",1744,408234
"Christian Yelich","MIA",155,659,21,78,98,9,0.109256449,0.209408194,0.185121107,0.356132075,0.297577854,0.376327769,0.482698961,0.3674649968402076,0.38773789405822756,133.79771525616528,2.527931900229305,29.958797436599763,0.9423799514770508,5.3006618026428045,"Christian Yelich",11477,592885
"Corey Seager","LAD",157,687,26,105,72,3,0.07860262,0.193595342,0.20414673,0.355319148,0.307814992,0.365356622,0.511961722,0.37214909734264495,0.3730260265806753,136.1396119918878,2.0940713935997337,32.67192355011457,-3.2217283248901367,5.2432204367863475,"Corey Seager",13624,608369
"Francisco Lindor","CLE",158,684,15,99,78,19,0.083333333,0.12865497,0.13410596,0.32364341,0.301324503,0.358296622,0.435430463,0.3404131329516746,0.3387296537350969,109.45003907943547,0.0846000520978123,7.845347617844713,19.720116138458252,5.186437795837731,"Francisco Lindor",12916,596019
"Adrian Beltré","TEX",153,640,32,89,104,1,0.075,0.103125,0.221269297,0.293032786,0.300171526,0.3578125,0.521440823,0.3712676441067777,0.36598120795355904,127.19952366163648,-2.2324625237379223,18.66796277321234,10.08047604560852,5.155128488216914,"Adrian Beltre",639,134181
