Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Lance Lynn","TEX",6,3,0,13,13,84,9.535714285714286,2.6785714285714284,1.3928571428571428,0.24170616113744076,0.79427083,0.36036036,0.138297872,94.18734148550725,3.3214285714285716,3.252273666789765,4.191419315338135,4.3373536093604,1.4411925077438354,"Lance Lynn",2520,458681
"Zac Gallen","ARI",3,2,0,12,12,72,10.25,3.125,1.125,0.2658959537572254,0.83573487,0.455555555,0.152542372,93.18297271025345,2.75,3.6712858266123756,3.6636415375603573,3.6187612717764246,1.420343279838562,"Zac Gallen",19291,668678
"Gerrit Cole","NYY",7,3,0,12,12,73,11.589039884693733,2.095890191912696,1.7260272168692794,0.2422360248447205,0.85877863,0.373563218,0.186666666,96.86942667322835,2.8356161419995303,3.123271933903267,3.890049379309034,3.3780100933218495,1.40753173828125,"Gerrit Cole",13125,543037
"Zach Davies","SDP",7,4,0,12,12,69.1,8.177883415532712,2.466345791986056,1.168269059361816,0.24864864864864866,0.78175896,0.412698412,0.128571428,,2.725961138510904,5.1311000097616,3.883726906071063,4.143049747859406,1.3737835884094238,"Zach Davies",13183,605200
"Chris Bassitt","OAK",5,2,0,11,11,63,7.857141905631183,2.4285711344678202,0.8571427533415835,0.27624309392265195,0.85585586,0.437837837,0.085714285,93.62193923028524,2.2857140089108894,3.808700557362571,3.5882446641073864,4.492684549318467,1.2883073091506958,"Chris Bassitt",12304,605135
"Patrick Corbin","WSN",2,7,0,11,11,65.2,8.223351527699354,2.467005458309806,1.3705585879498923,0.36231884057971014,0.76404494,0.437209302,0.151515151,90.43800834760275,4.659899199029634,5.100454290599504,4.166038755658058,4.124413259317699,1.1943671703338623,"Patrick Corbin",9323,571578
"Aaron Civale","CLE",4,6,0,12,12,74,8.391891891891891,1.945945945945946,1.337837837837838,0.3333333333333333,0.72429907,0.441964285,0.157142857,91.40038123497597,4.743243243243243,4.426585687123478,4.029257153175973,3.9208749865357944,1.1630048751831055,"Aaron Civale",19479,650644
"Antonio Senzatela","COL",5,3,0,12,12,73.1,5.031819054312108,2.2090912921370234,1.1045456460685117,0.2683982683982684,0.7960199,0.508333333,0.128571428,94.38618440448113,3.436364232213147,4.64069506702954,4.568692281423563,4.813870319417564,1.1000311374664307,"Antonio Senzatela",15488,622608
"José Berríos","MIN",5,4,0,12,12,63,9.714285714285714,3.7142857142857144,1.1428571428571428,0.29518072289156627,0.77540107,0.403508771,0.13114754,94.74757615782374,4,4.428818900705503,4.0644351883540075,4.280707954745444,1.0553709268569946,"Jose Berrios",14168,621244
"Brady Singer","KCR",4,5,0,12,12,64.1,8.533677407113125,3.2176160715344566,1.1191708074902458,0.2603550295857988,0.72948328,0.531073446,0.150943396,93.00601806640626,4.056994177152141,3.8250057637292705,4.077429537934579,4.049433645049112,1.0308717489242554,"Brady Singer",25377,663903
"Adam Wainwright","STL",5,3,0,10,10,65.2,7.401014655175018,2.055837404215283,1.2335024425291696,0.24725274725274726,0.78767123,0.433862433,0.138461538,89.36845160590278,3.1522840197967668,4.479820579322755,4.105124828322705,4.2321041756579945,1.0257991552352905,"Adam Wainwright",2233,425794
"Kyle Freeland","COL",2,3,0,13,13,70.2,5.858491409372497,2.9292457046862483,1.146226580094619,0.30493273542600896,0.76327434,0.515418502,0.157894736,92.27705078125,4.330189302579671,5.10552235805861,4.648966694964626,4.548665606626953,0.9937647581100464,"Kyle Freeland",16256,607536
"Johnny Cueto","SFG",2,3,0,12,12,63.1,7.957893937974836,3.694736471202602,1.27894724003167,0.28415300546448086,0.63307494,0.408376963,0.138461538,91.44051643087393,5.399999457911496,4.85309978181264,4.644050748460526,4.775708279257552,0.5090251564979553,"Johnny Cueto",6893,456501
"Martín Pérez","BOS",3,5,0,12,12,62,6.677418533150638,4.064515628874301,1.161290179678372,0.2655367231638418,0.70855615,0.384615384,0.125,92.36955729166667,4.499999446253691,4.801833321632171,4.88496749403576,5.198032446016727,0.4486618638038635,"Martin Perez",6902,527048
"Jon Lester","CHC",3,3,0,12,12,61,6.19672131147541,2.5081967213114753,1.6229508196721312,0.2760416666666667,0.71428571,0.470297029,0.150684931,89.59816420558609,5.163934426229508,5.796418368742269,5.142238987469282,5.105592508736204,0.22136056423187256,"Jon Lester",4930,452657
"Kyle Gibson","TEX",2,6,0,12,12,67.1,7.752475833135611,4.009901293001178,1.6039605172004712,0.3128205128205128,0.70498915,0.514563106,0.266666666,92.59254150390625,5.346535057334904,5.6955909492030985,5.389439283353596,4.361310645242192,0.1986844688653946,"Kyle Gibson",10123,502043
"Alec Mills","CHC",5,5,0,11,11,62.1,6.6417105525102915,2.743315228210773,1.877005156144213,0.23255813953488372,0.77060932,0.472826086,0.213114754,90.01909362033194,4.475935372343892,5.0533535077709555,5.437408391066253,4.613213570575612,0.14357797801494598,"Alec Mills",13834,621219
"Matthew Boyd","DET",3,7,0,12,12,60.1,8.950275299928434,3.281767609973759,2.2375688249821084,0.3076923076923077,0.65753425,0.371584699,0.197368421,91.8562746863383,6.712706474946325,5.289604934448649,5.7770544019841275,4.974006032341834,-0.06015752628445625,"Matthew Boyd",15440,571510
