"bpid","mlbid","Name","Age","Season","Team","G","GS","CG","IP","W","L","SV","BS","HLD","ERA","R","ER","1B","2B","3B","HR","TB","BB","K","HBP","TBF","Pitches"
104914,657006,"Justin Steele",26,2022,"CHC",24,24,0,119,4,7,0,0,0,3.18,53,42,85,17,1,8,154,50,126,3,512,2032
105703,656302,"Dylan Cease",26,2022,"CWS",32,32,1,184,14,8,0,0,0,2.2,55,45,83,25,2,16,203,78,227,3,747,3119
108290,656793,"Nick Nelson",26,2022,"PHI",47,2,0,68.7,3,2,1,0,3,4.85,38,37,46,17,2,1,90,36,69,4,306,1204
108886,668678,"Zac Gallen",26,2022,"AZ",31,31,0,184,12,4,0,0,0,2.54,56,52,73,32,1,15,200,47,192,12,714,2935
108953,665152,"Dean Kremer",26,2022,"BAL",22,21,1,125.3,8,7,0,0,0,3.23,48,45,85,27,0,11,183,34,87,5,512,1947
109073,656970,"Devin Smeltzer",26,2022,"MIN",15,12,0,70.3,5,2,0,1,0,3.71,30,29,42,11,1,13,119,19,40,1,287,1129
109650,676710,"Kutter Crawford",26,2022,"BOS",21,12,0,77.3,3,6,0,0,0,5.47,49,47,48,21,0,12,138,29,77,2,334,1296
110485,657248,"Glenn Otto",26,2022,"TEX",27,27,0,135.7,7,10,0,0,0,4.64,74,70,79,17,2,21,203,62,107,13,587,2229
110810,676664,"JP Sears",26,2022,,17,11,0,70,6,3,0,0,0,3.86,31,30,47,11,1,8,104,23,51,2,288,1079
111162,657140,"Kyle Wright",26,2022,"ATL",30,30,0,180.3,21,5,0,0,0,3.19,67,64,115,21,1,19,236,53,174,9,738,2696
111244,656849,"David Peterson",26,2022,"NYM",28,19,0,105.7,7,5,0,1,0,3.83,50,45,60,21,1,11,149,48,126,7,454,1885
111276,676477,"Garrett Whitlock",26,2022,"BOS",31,9,0,78.3,4,2,6,2,4,3.45,32,30,40,14,1,10,111,15,82,1,311,1166
133756,656876,"Drew Rasmussen",26,2022,"TB",28,28,0,146,11,7,0,0,0,2.84,51,46,82,23,3,13,189,31,125,3,584,2239
135535,657746,"Joe Ryan",26,2022,"MIN",27,27,0,147,13,8,0,0,0,3.55,60,58,65,28,2,20,207,47,151,10,604,2390
100261,608337,"Lucas Giolito",27,2022,"CWS",30,30,0,161.7,11,9,0,0,0,4.9,92,88,107,37,3,24,286,61,177,4,698,2753
100273,608566,"Germán Márquez",27,2022,"COL",31,31,0,181.7,9,13,0,0,0,4.95,109,100,106,44,5,30,329,63,150,4,779,2839
101060,622608,"Antonio Senzatela",27,2022,"COL",19,19,0,92.3,3,7,0,0,0,5.07,56,52,94,28,2,9,192,23,54,3,413,1521
101639,624522,"Keegan Thompson",27,2022,"CHC",29,17,0,115,10,5,1,1,0,3.76,54,48,64,20,3,16,177,43,108,9,485,1875
102555,641482,"Nestor Cortes",27,2022,"NYY",28,28,1,158.3,12,4,0,0,0,2.44,44,43,69,23,0,16,179,38,163,2,615,2465
102652,641816,"Tyler Mahle",27,2022,,23,23,0,120.7,6,8,0,0,0,4.4,61,59,64,21,3,16,179,43,126,2,503,2096
105472,641302,"Tyler Alexander",27,2022,"DET",27,17,0,101,4,11,0,0,1,4.81,58,54,68,20,2,18,186,25,61,1,427,1591
106125,621368,"Taylor Hearn",27,2022,"TEX",31,13,0,100,6,8,1,1,2,5.13,60,57,66,29,1,11,171,43,97,3,449,1787
106145,664353,"José Urquidy",27,2022,"HOU",29,28,0,164.3,13,8,0,0,0,3.94,74,72,91,33,1,29,276,38,134,7,681,2640
107441,641329,"Bryan Baker",27,2022,"BAL",66,2,0,69.7,4,3,1,2,9,3.49,29,27,47,8,2,3,81,26,76,3,291,1181
107554,669203,"Corbin Burnes",27,2022,"MIL",33,33,0,202,12,8,0,0,0,2.94,73,66,91,24,6,23,249,51,243,13,797,3273
107636,650644,"Aaron Civale",27,2022,"CLE",20,20,0,97,5,6,0,0,0,4.92,58,53,56,23,0,14,158,22,98,7,407,1585
108325,670124,"Adam Oller",27,2022,"OAK",19,14,0,74.3,2,8,0,0,1,6.3,55,52,37,28,0,17,161,39,46,2,337,1294
108430,615698,"Cal Quantrill",27,2022,"CLE",32,32,0,186.3,15,5,0,0,0,3.38,78,70,126,30,1,21,273,47,128,10,770,2919
108818,669211,"Keegan Akin",27,2022,"BAL",45,1,0,81.7,3,3,2,0,3,3.2,35,29,44,15,0,10,114,20,77,1,329,1235
108830,669456,"Shane Bieber",27,2022,"CLE",31,31,1,200,13,8,0,0,0,2.88,70,64,123,29,2,18,259,36,198,2,791,2875
108873,641540,"Dane Dunning",27,2022,"TEX",29,29,0,153.3,4,8,0,0,0,4.46,80,76,97,39,2,20,261,62,137,11,671,2548
108931,641712,"Dakota Hudson",27,2022,"STL",27,26,0,139.7,8,7,0,0,0,4.45,71,69,107,24,1,9,194,61,78,9,596,2253
108937,643377,"Griffin Jax",27,2022,"MIN",65,0,0,72.3,7,4,1,6,18,3.36,29,27,40,7,2,7,88,20,78,3,290,1161
108957,641778,"Eric Lauer",27,2022,"MIL",29,29,0,158.7,11,7,0,0,0,3.69,71,65,84,21,3,27,243,59,157,2,661,2673
109104,669330,"Tyler Wells",27,2022,"BAL",23,23,0,103.7,7,7,0,0,0,4.25,49,49,55,18,1,16,158,28,76,2,423,1648
109106,669952,"Mitch White",27,2022,,25,18,0,99,1,7,0,1,0,5.45,62,60,72,26,3,9,169,35,78,3,440,1715
110582,668676,"Zach Plesac",27,2022,"CLE",25,24,0,131.7,3,12,0,0,0,4.31,74,63,87,30,0,19,223,38,100,5,568,2150
111081,669145,"Bruce Zimmermann",27,2022,"BAL",15,13,0,73.7,2,5,0,0,1,5.99,52,49,53,21,2,21,185,12,49,2,320,1123
111103,640444,"Wil Crowe",27,2022,"PIT",60,1,0,76,6,10,4,6,16,4.38,40,37,50,9,1,8,103,38,68,3,332,1369
111306,660271,"Shohei Ohtani",27,2022,"LAA",28,28,0,166,15,9,0,0,0,2.33,45,43,85,23,2,14,193,44,219,2,660,2629
70610,608331,"Max Fried",28,2022,"ATL",30,30,0,185.3,14,7,0,0,0,2.48,55,51,117,25,2,12,221,32,170,4,733,2817
71326,605507,"Zach Thompson",28,2022,"PIT",29,22,0,121.7,3,10,0,0,0,5.18,76,70,95,23,1,19,220,46,90,3,543,2079
100260,608328,"Chase De Jong",28,2022,"PIT",42,0,0,71.7,6,3,1,3,3,2.64,24,21,27,15,0,10,97,30,59,5,293,1174
100518,621107,"Zach Eflin",28,2022,"PHI",20,13,0,75.7,3,5,1,0,2,4.04,38,34,44,16,2,8,114,15,65,5,313,1194
100519,621112,"Paul Blackburn",28,2022,"OAK",21,21,0,111.3,7,6,0,0,0,4.28,53,53,62,31,2,15,190,30,89,5,467,1762
100574,621244,"José Berríos",28,2022,"TOR",32,32,0,172,12,7,0,0,0,5.23,103,100,135,34,1,29,322,45,149,11,753,2721
101074,622663,"Luis Severino",28,2022,"NYY",19,19,0,102,7,3,0,0,0,3.18,37,36,42,16,0,14,130,30,112,4,405,1631
101249,623167,"Chris Flexen",28,2022,"SEA",33,22,0,137.7,8,9,2,0,0,3.73,61,57,85,27,3,17,216,51,95,2,590,2204
103789,596295,"Austin Gomber",28,2022,"COL",33,17,0,124.7,5,7,0,0,0,5.56,80,77,85,27,5,20,234,34,95,2,529,2059
105635,664141,"JT Brubaker",28,2022,"PIT",28,28,0,144,3,12,0,0,0,4.69,85,75,99,39,2,17,251,54,147,9,646,2379
106140,623474,"Jimmy Herget",28,2022,"LAA",49,1,0,69,2,1,9,3,6,2.48,20,19,28,15,1,4,77,15,63,3,266,996
106989,622253,"Dillon Tate",28,2022,"BAL",67,0,0,73.7,4,4,5,1,16,3.05,29,25,35,16,0,6,91,16,60,7,292,1076
107058,664285,"Framber Valdez",28,2022,"HOU",31,31,3,201.3,17,6,0,0,0,2.82,71,63,129,24,2,11,227,67,194,11,827,3018
107171,621076,"James Kaprielian",28,2022,"OAK",26,26,0,134,5,9,0,0,0,4.23,68,63,71,27,7,16,210,59,98,5,577,2230
107865,664062,"Tony Gonsolin",28,2022,"LAD",24,24,0,130.3,16,1,0,0,0,2.14,32,31,46,19,3,11,137,35,119,4,498,2014
108235,621345,"A.J. Minter",28,2022,"ATL",75,0,0,70,5,4,5,4,34,2.06,21,16,32,12,0,5,76,15,94,3,271,1111
108934,608344,"Cole Irvin",28,2022,"OAK",30,30,0,181,9,13,0,0,0,3.98,87,80,113,33,3,25,288,36,128,7,741,2610
130442,682171,"Penn Murfee",28,2022,"SEA",64,1,0,69.3,4,0,0,0,8,2.99,23,23,31,9,1,7,80,18,76,2,272,1003
67132,592789,"Noah Syndergaard",29,2022,,25,24,1,134.7,10,10,0,0,0,3.94,62,59,95,24,5,14,214,31,95,4,565,2026
67148,592836,"Taijuan Walker",29,2022,"NYM",29,29,0,157.3,12,5,0,0,0,3.49,63,61,100,27,1,15,217,45,132,6,649,2499
67182,593334,"Domingo Germán",29,2022,"NYY",15,14,0,72.3,2,5,0,0,0,3.61,31,29,37,17,0,11,115,19,58,4,298,1081
67243,593423,"Frankie Montas",29,2022,,27,27,0,144.3,5,12,0,0,0,4.05,72,65,90,28,1,18,221,43,142,6,608,2327
67588,593958,"Eduardo Rodriguez",29,2022,"DET",17,17,0,91,5,5,0,0,0,4.05,49,41,57,17,1,12,142,34,72,2,391,1469
69545,605288,"Adrian Houser",29,2022,"MIL",22,21,0,102.7,6,10,0,0,0,4.73,66,54,69,24,2,8,155,46,69,2,454,1841
70271,605483,"Blake Snell",29,2022,"SD",24,24,0,128,8,10,0,0,0,3.38,51,48,67,23,2,11,163,51,171,2,535,2341
70429,605130,"Scott Barlow",29,2022,"KC",69,0,0,74.3,7,4,24,4,6,2.18,23,18,38,4,1,9,85,22,77,3,290,1198
70464,605347,"Jorge López",29,2022,,67,0,0,71,4,7,23,6,1,2.54,26,20,40,6,3,4,77,31,72,7,298,1161
70473,605397,"Joe Musgrove",29,2022,"SD",30,30,0,181,10,7,0,0,0,2.93,67,59,94,36,2,22,260,42,184,14,740,2833
70753,605164,"Dylan Bundy",29,2022,"MIN",29,29,0,140,8,8,0,0,0,4.89,79,76,96,29,2,24,256,28,94,3,595,2180
70798,605540,"Brandon Woodruff",29,2022,"MIL",27,27,0,153.3,13,4,0,0,0,3.05,56,52,74,28,2,18,208,42,190,5,620,2538
70883,607074,"Carlos Rodón",29,2022,"SF",31,31,1,178,14,8,0,0,0,2.88,59,57,87,31,1,12,200,52,237,3,710,2985
70943,605400,"Aaron Nola",29,2022,"PHI",32,32,2,205,11,13,0,0,0,3.25,75,74,109,39,1,19,266,29,235,9,807,3039
70964,607200,"Erick Fedde",29,2022,"WSH",27,27,0,127,6,13,0,0,0,5.81,84,82,101,27,0,21,239,58,94,0,573,2420
70977,605200,"Zach Davies",29,2022,"AZ",27,27,0,134.3,2,5,0,0,0,4.09,66,61,79,20,2,21,209,52,102,2,570,2292
71017,596001,"Jakob Junis",29,2022,"SF",23,17,0,112,5,7,0,0,0,4.42,57,55,71,33,3,13,198,25,98,4,478,1798
71098,607536,"Kyle Freeland",29,2022,"COL",31,31,0,174.7,9,11,0,0,0,4.53,96,88,119,47,8,19,313,53,131,16,766,2834
100945,622491,"Luis Castillo",29,2022,,25,25,0,150.3,8,6,0,0,0,2.99,56,50,77,28,0,13,185,45,167,8,615,2506
102061,601713,"Nick Pivetta",29,2022,"BOS",33,33,1,179.7,10,12,0,0,0,4.56,91,91,111,36,1,27,294,73,175,5,773,3082
102639,641771,"Chad Kuhl",29,2022,"COL",27,27,1,137,6,11,0,0,0,5.72,91,87,93,31,6,25,273,58,110,5,617,2375
104855,656756,"Jordan Montgomery",29,2022,,32,32,1,178.3,9,6,0,0,0,3.48,72,69,102,34,2,21,260,36,158,8,724,2715
104943,657093,"Spenser Watkins",29,2022,"BAL",23,20,0,105.3,5,6,0,0,0,4.7,59,55,82,25,1,11,179,30,63,4,459,1642
106950,605488,"Jeffrey Springs",29,2022,"TB",33,25,0,135.3,9,5,0,0,0,2.46,42,37,78,19,3,14,181,31,144,1,549,2149
109313,669920,"Jason Alexander",29,2022,"MIL",18,11,0,71.7,2,3,0,0,0,5.4,47,43,58,15,3,12,145,28,46,4,321,1160
66311,570632,"José Ureña",30,2022,,21,17,0,97,3,8,0,0,0,5.01,62,54,80,17,1,11,161,43,63,1,432,1622
66339,570666,"Luis Cessa",30,2022,"CIN",46,10,0,80.7,4,4,0,1,5,4.57,44,41,49,11,2,14,133,27,59,2,335,1226
67083,592662,"Robbie Ray",30,2022,"SEA",32,32,0,189,12,12,0,0,0,3.71,80,78,97,29,5,32,298,62,212,7,775,3047
67143,592826,"Vince Velasquez",30,2022,"CWS",27,9,0,75.3,3,3,0,0,1,4.78,42,40,36,21,0,11,122,25,69,2,319,1281
68444,547179,"Michael Lorenzen",30,2022,"LAA",18,18,0,97.7,8,6,0,0,0,4.24,48,46,52,18,0,11,132,44,85,4,411,1654
68564,592351,"Jon Gray",30,2022,"TEX",24,24,0,127.3,7,7,0,0,0,3.96,61,56,69,17,2,17,177,39,134,6,521,2059
68694,592791,"Jameson Taillon",30,2022,"NYY",32,32,0,177.3,14,5,0,0,0,3.91,78,77,97,42,3,26,294,32,151,5,728,2787
68759,594835,"Marco Gonzales",30,2022,"SEA",32,32,0,183,10,15,0,0,0,4.13,97,84,120,44,0,30,328,50,103,7,783,2832
70885,592716,"Adrian Sampson",30,2022,"CHC",21,19,0,104.3,4,5,0,0,0,3.11,40,36,71,18,2,10,153,27,73,2,428,1689
100206,592866,"Trevor Williams",30,2022,"NYM",30,9,0,89.7,3,5,1,1,1,3.21,34,32,58,15,2,12,142,23,84,4,372,1406
102044,592761,"Caleb Smith",30,2022,"AZ",44,1,0,70,1,3,0,0,6,4.11,35,32,31,11,1,14,112,39,65,1,302,1233
102084,608723,"Austin Voth",30,2022,,41,17,0,101.7,5,4,0,0,1,4.34,52,49,76,21,0,14,174,31,90,3,442,1762
103721,640455,"Sean Manaea",30,2022,"SD",30,28,0,158,8,9,0,0,0,4.96,95,87,95,26,5,29,278,50,156,3,671,2482
103929,642232,"Ryan Yarbrough",30,2022,"TB",20,9,0,80,3,8,0,0,0,4.5,44,40,57,19,0,12,143,22,61,11,355,1353
58407,543475,"Jordan Lyles",31,2022,"BAL",32,32,1,179,12,11,0,0,0,4.42,94,88,123,46,1,26,322,52,144,8,774,2988
58533,527048,"Martín Pérez",31,2022,"TEX",32,32,1,196.3,12,8,0,0,0,2.89,70,63,130,37,0,11,248,69,169,6,821,2965
65957,543037,"Gerrit Cole",31,2022,"NYY",33,33,0,200.7,13,8,0,0,0,3.5,81,78,88,31,2,33,288,50,257,2,793,3274
66556,571800,"Drew Hutchison",31,2022,"DET",28,18,0,105.3,3,9,0,0,0,4.53,58,53,80,17,2,15,180,42,68,2,464,1759
68557,592332,"Kevin Gausman",31,2022,"TOR",31,31,0,174.7,12,10,0,0,0,3.35,72,65,134,35,4,15,276,28,205,1,725,2782
69637,606160,"Rafael Montero",31,2022,"HOU",71,0,0,68.3,5,2,14,2,23,2.37,22,18,36,7,1,3,65,23,73,2,270,1093
69887,607259,"Nick Martinez",31,2022,"SD",47,10,0,106.3,4,4,8,1,8,3.47,44,41,62,19,0,15,160,41,95,4,448,1720
70371,573186,"Marcus Stroman",31,2022,"CHC",25,25,0,138.7,6,7,0,0,0,3.5,61,54,81,25,1,16,198,36,119,4,569,2181
70437,605182,"Mike Clevinger",31,2022,"SD",23,22,0,114.3,7,7,0,0,0,4.33,56,55,65,16,1,20,180,35,91,10,485,1926
70641,608379,"Michael Wacha",31,2022,"BOS",23,23,1,127.3,11,2,0,0,0,3.32,49,47,67,22,4,18,195,31,104,4,515,1949
99874,571760,"Andrew Heaney",31,2022,"LAD",16,14,0,72.7,4,4,0,0,0,3.1,34,25,29,16,1,14,120,19,110,9,310,1230
100718,622072,"Alex Wood",31,2022,"SF",26,26,0,130.7,8,12,0,0,0,5.1,78,74,94,20,1,17,205,30,131,12,555,2239
103333,643256,"Adam Cimber",31,2022,"TOR",77,0,0,70.7,10,6,4,4,19,2.8,28,22,48,10,2,6,98,13,58,8,293,1044
103494,643511,"Tyler Rogers",31,2022,"SF",68,0,0,75.7,3,4,0,1,15,3.57,34,30,50,17,3,3,105,23,49,5,319,1166
125512,579328,"Yusei Kikuchi",31,2022,"TOR",32,20,0,100.7,6,7,1,1,0,5.19,67,58,46,21,3,23,189,58,124,9,454,1843
57743,518516,"Madison Bumgarner",32,2022,"AZ",30,30,0,158.7,7,15,0,0,0,4.88,97,86,101,50,3,25,310,49,112,9,698,2715
57820,543135,"Nathan Eovaldi",32,2022,"BOS",20,20,2,109.3,6,3,0,0,0,3.87,55,47,73,21,0,21,199,20,103,1,460,1739
58507,543606,"Jake Odorizzi",32,2022,,22,22,0,106.3,6,6,0,0,0,4.4,58,52,77,13,2,14,165,35,86,3,453,1798
59012,541640,"Erasmo Ramírez",32,2022,"WSH",60,2,0,86.3,4,2,0,1,5,2.92,31,28,56,10,2,11,126,14,61,6,347,1222
59626,571578,"Patrick Corbin",32,2022,"WSH",31,31,1,152.7,6,19,0,0,0,6.31,119,107,143,35,5,27,336,49,128,7,713,2621
65947,542881,"Tyler Anderson",32,2022,"LAD",30,28,0,178.7,15,5,0,0,0,2.57,57,51,94,31,6,14,230,34,138,9,707,2576
66213,554430,"Zack Wheeler",32,2022,"PHI",26,26,0,153,12,7,0,0,0,2.82,52,48,83,23,6,13,199,34,163,7,607,2355
69172,543294,"Kyle Hendricks",32,2022,"CHC",16,16,0,84.3,4,6,0,0,0,4.8,45,45,49,18,3,15,154,24,66,3,356,1347
70306,543243,"Sonny Gray",32,2022,"MIN",24,24,0,119.7,8,5,0,0,0,3.08,44,41,69,16,3,11,154,36,117,6,488,1867
70432,605154,"John Brebbia",32,2022,"SF",76,11,0,68,6,2,0,4,18,3.18,27,24,43,20,3,5,112,18,54,1,288,1095
70826,548389,"Ross Stripling",32,2022,"TOR",32,24,0,134.3,10,4,1,0,0,3.01,49,45,77,28,0,12,181,20,111,2,536,2021
50101,502042,"Chris Archer",33,2022,"MIN",25,25,0,102.7,2,8,0,0,0,4.56,56,52,49,26,0,12,149,48,84,3,437,1787
51645,500779,"Jose Quintana",33,2022,,32,32,0,165.7,6,7,0,0,0,2.93,61,54,110,35,1,8,215,47,137,3,679,2722
57473,519043,"Matt Moore",33,2022,"TEX",63,0,0,74,5,2,5,1,14,1.95,20,16,35,8,3,3,72,38,83,1,304,1248
60625,571945,"Miles Mikolas",33,2022,"STL",33,32,1,202.3,12,13,0,0,0,3.29,81,74,112,31,2,25,280,39,153,6,805,3152
65879,518876,"Merrill Kelly",33,2022,"AZ",33,33,0,200.3,13,8,0,0,0,3.37,77,75,104,40,2,21,274,61,177,2,804,3070
68688,592767,"Drew Smyly",33,2022,"CHC",22,22,0,106.3,7,8,0,0,0,3.47,46,41,60,24,1,16,175,26,91,5,447,1723
69516,605135,"Chris Bassitt",33,2022,"NYM",30,30,0,181.7,15,9,0,0,0,3.42,71,69,113,26,1,19,244,49,167,13,745,2875
49786,477132,"Clayton Kershaw",34,2022,"LAD",22,22,0,126.3,12,3,0,0,0,2.28,36,32,69,16,1,10,144,23,137,2,493,1842
50167,502171,"Alex Cobb",34,2022,"SF",28,28,0,149.7,7,8,0,0,0,3.73,72,62,119,24,0,9,203,43,151,3,631,2418
58823,542914,"Anthony Bass",34,2022,,73,0,0,70.3,4,3,0,4,23,1.54,15,12,36,8,1,6,79,20,73,0,275,973
59266,501985,"Mike Minor",34,2022,"CIN",19,19,0,98,4,12,0,0,0,6.06,72,66,71,25,0,24,217,40,76,7,455,1750
65801,502043,"Kyle Gibson",34,2022,"PHI",31,31,0,167.7,10,8,0,0,0,5.05,98,94,117,33,2,24,285,48,144,9,718,2739
47229,471911,"Carlos Carrasco",35,2022,"NYM",29,29,0,152,15,7,0,0,0,3.97,71,67,105,38,1,17,252,41,152,8,645,2410
53155,506433,"Yu Darvish",35,2022,"SD",30,30,0,194.7,16,8,0,0,0,3.1,67,67,103,23,0,22,237,37,197,12,771,2970
58410,458681,"Lance Lynn",35,2022,"CWS",21,21,0,121.7,8,7,0,0,0,3.99,65,54,80,20,0,19,196,19,124,10,512,2022
58441,543521,"Collin McHugh",35,2022,"ATL",58,0,0,69.3,3,2,0,5,17,2.6,20,20,37,9,0,5,75,14,75,5,272,1086
65808,502179,"Paolo Espino",35,2022,"WSH",42,19,1,113.3,0,9,0,0,0,4.84,64,61,86,20,1,24,225,24,92,2,487,1873
