Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Didi Gregorius","PHI",60,215,237,61,39,10,2,10,34,40,15,3,28,4,2,1,4,3,2,0.28372093,"Didi Gregorius",6012,544369
"César Hernández","CLE",58,233,261,66,43,20,0,3,35,20,24,0,57,2,0,1,3,0,0,0.283261802,"Cesar Hernandez",10556,514917
"Christian Vázquez","BOS",47,173,189,49,33,9,0,7,22,23,16,0,43,0,0,0,6,4,3,0.283236994,"Christian Vazquez",9774,543877
"Hanser Alberto","BAL",54,219,231,62,44,15,0,3,35,22,5,0,30,3,2,2,6,3,0,0.283105022,"Hanser Alberto",11902,593643
"Jackie Bradley Jr.","BOS",55,191,217,54,36,11,0,7,32,22,23,1,48,2,1,0,2,5,2,0.282722513,"Jackie Bradley Jr.",12984,598265
"Whit Merrifield","KCR",60,248,265,70,49,12,0,9,38,30,12,0,33,4,1,0,3,12,3,0.282258064,"Whit Merrifield",11281,593160
"Mike Trout","LAA",53,199,241,56,28,9,2,17,41,46,35,4,56,3,4,0,1,1,1,0.281407035,"Mike Trout",10155,545361
"Starling Marte","- - -",61,228,250,64,43,14,1,6,36,27,12,1,41,9,1,0,5,10,2,0.280701754,"Starling Marte",9241,516782
"Tommy La Stella","- - -",55,196,228,55,34,14,2,5,31,25,27,0,12,2,2,1,6,1,0,0.280612244,"Tommy La Stella",12371,600303
"Isiah Kiner-Falefa","TEX",58,211,228,59,49,4,3,3,28,10,14,0,32,2,1,0,6,8,5,0.279620853,"Isiah Kiner-Falefa",16512,643396
"Brandon Nimmo","NYM",55,186,225,52,33,8,3,8,33,18,33,0,43,6,0,0,1,1,2,0.279569892,"Brandon Nimmo",12927,607043
"Maikel Franco","KCR",60,223,243,62,38,16,0,8,23,38,16,1,38,0,4,0,4,1,0,0.278026905,"Maikel Franco",12179,596748
"Jurickson Profar","SDP",56,180,202,50,37,6,0,7,28,25,15,0,28,4,2,1,1,7,1,0.277777777,"Jurickson Profar",10815,595777
"Victor Reyes","DET",57,202,213,56,43,7,2,4,30,14,9,0,45,2,0,0,4,8,2,0.277227722,"Victor Reyes",15487,622682
"Luke Voit","NYY",56,213,234,59,32,5,0,22,41,52,17,0,54,3,1,0,4,0,0,0.276995305,"Luke Voit",14811,572228
"Fernando Tatis Jr.","SDP",59,224,257,62,32,11,2,17,50,45,27,1,61,5,1,0,6,11,3,0.276785714,"Fernando Tatis Jr.",19709,665487
"Jesús Aguilar","MIA",51,188,216,52,34,10,0,8,31,34,23,0,40,1,4,0,5,0,1,0.276595744,"Jesus Aguilar",11342,542583
"AJ Pollock","LAD",55,196,210,54,29,9,0,16,30,34,12,1,45,0,2,0,6,2,2,0.275510204,"AJ Pollock",9256,572041
"Franmil Reyes","CLE",59,211,241,58,39,10,0,9,27,34,24,0,69,1,5,0,6,0,0,0.274881516,"Franmil Reyes",14566,614177
"Dansby Swanson","ATL",60,237,264,65,40,15,0,10,49,35,22,0,71,4,1,0,0,5,0,0.274261603,"Dansby Swanson",18314,621020
"Randal Grichuk","TOR",55,216,231,59,38,9,0,12,38,35,13,1,49,0,2,0,5,1,1,0.273148148,"Randal Grichuk",10243,545341
"Christian Walker","ARI",57,218,243,59,33,18,1,7,35,34,19,0,50,3,3,0,6,1,1,0.270642201,"Christian Walker",13419,572233
"Chris Taylor","LAD",56,185,214,50,30,10,2,8,30,32,26,0,55,2,0,1,3,3,2,0.27027027,"Chris Taylor",13757,621035
"Brandon Lowe","TBR",56,193,224,52,27,9,2,14,36,37,25,0,58,4,2,0,2,3,0,0.269430051,"Brandon Lowe",18882,664040
"Bryce Harper","PHI",58,190,244,51,27,9,2,13,41,33,49,8,43,2,2,1,5,8,2,0.268421052,"Bryce Harper",11579,547180
"Kyle Tucker","HOU",58,209,228,56,29,12,6,9,33,42,18,2,46,0,1,0,2,8,1,0.267942583,"Kyle Tucker",18345,663656
"Nick Solak","TEX",58,209,233,56,44,10,0,2,27,23,18,0,42,2,4,0,6,7,1,0.267942583,"Nick Solak",19294,669256
"Wilmer Flores","SFG",55,198,213,53,29,11,1,12,30,32,13,1,36,1,1,0,5,1,0,0.267676767,"Wilmer Flores",5827,527038
"Nick Ahmed","ARI",57,199,217,53,37,10,1,5,29,29,18,0,46,0,0,0,3,4,0,0.266331658,"Nick Ahmed",12147,605113
"J.T. Realmuto","PHI",47,173,195,46,29,6,0,11,33,32,16,0,48,6,0,0,3,4,1,0.265895953,"J.T. Realmuto",11739,592663
"Jean Segura","PHI",54,192,217,51,37,5,2,7,28,25,23,2,45,1,0,1,6,2,2,0.265625,"Jean Segura",5933,516416
"Kolten Wong","STL",53,181,208,48,41,4,2,1,26,16,20,1,30,4,1,2,1,5,2,0.26519337,"Kolten Wong",12532,543939
"George Springer","HOU",51,189,222,50,28,6,2,14,37,32,24,0,38,5,2,0,3,1,2,0.264550264,"George Springer",12856,543807
"Carlos Correa","HOU",58,201,221,53,39,9,0,5,22,25,16,2,49,3,1,0,4,0,0,0.263681592,"Carlos Correa",14162,621043
"Rafael Devers","BOS",57,232,248,61,33,16,1,11,32,43,13,0,67,3,0,0,8,0,0,0.262931034,"Rafael Devers",17350,646240
"Vladimir Guerrero Jr.","TOR",60,221,243,58,34,13,2,9,34,33,20,1,38,2,0,0,6,1,0,0.262443438,"Vladimir Guerrero Jr.",19611,665489
"Kyle Lewis","SEA",58,206,242,54,40,3,0,11,37,28,34,0,71,0,2,0,5,5,1,0.262135922,"Kyle Lewis",19508,641786
"Orlando Arcia","MIL",59,173,189,45,29,10,1,5,22,20,14,0,32,1,1,0,10,2,0,0.260115606,"Orlando Arcia",13185,606115
"Willy Adames","TBR",54,185,205,48,24,15,1,8,29,23,20,0,74,0,0,0,4,2,1,0.259459459,"Willy Adames",15986,642715
"Francisco Lindor","CLE",60,236,266,61,40,13,0,8,30,27,24,2,41,4,2,0,8,6,2,0.258474576,"Francisco Lindor",12916,596019
"Jorge Polanco","MIN",55,209,226,54,42,8,0,4,22,19,13,0,35,1,1,2,7,4,2,0.258373205,"Jorge Polanco",13152,593871
"Corey Dickerson","MIA",52,194,210,50,37,5,1,7,25,17,15,1,35,0,0,0,5,1,1,0.257731958,"Corey Dickerson",10762,572816
"Ian Happ","CHC",57,198,231,51,27,11,1,12,27,28,30,1,63,2,0,1,1,1,3,0.257575757,"Ian Happ",17919,664023
"Eddie Rosario","MIN",57,210,231,54,34,7,0,13,31,42,19,2,34,0,2,0,3,3,1,0.257142857,"Eddie Rosario",12155,592696
"Renato Núñez","BAL",52,195,216,50,28,10,0,12,29,31,17,0,64,3,1,0,4,0,0,0.256410256,"Renato Nunez",14503,600524
"Brandon Crawford","SFG",54,172,193,44,24,12,0,8,26,28,15,2,47,4,2,0,3,1,2,0.255813953,"Brandon Crawford",5343,543063
"Adalberto Mondesi","KCR",59,219,233,56,36,11,3,6,33,22,11,0,70,1,0,2,4,24,8,0.255707762,"Adalberto Mondesi",13769,609275
"Brian Anderson","MIA",59,200,229,51,32,7,1,11,27,38,22,1,66,6,1,0,2,0,0,0.255,"Brian Anderson",18289,605119
"J.P. Crawford","SEA",53,204,232,52,41,7,2,2,33,24,23,0,39,3,2,0,4,6,3,0.25490196,"J.P. Crawford",15491,641487
"Evan Longoria","SFG",53,193,209,49,31,10,1,7,26,28,11,0,39,2,3,0,10,0,1,0.25388601,"Evan Longoria",9368,446334
"Andrew McCutchen","PHI",57,217,241,55,36,9,0,10,32,34,22,0,48,1,1,0,4,4,0,0.253456221,"Andrew McCutchen",9847,457705
"Nolan Arenado","COL",48,182,201,46,29,9,0,8,23,26,15,3,20,0,4,0,7,0,0,0.252747252,"Nolan Arenado",9777,571448
"Trent Grisham","SDP",59,215,252,54,33,8,3,10,42,26,31,0,64,3,1,1,1,10,1,0.25116279,"Trent Grisham",18564,663757
"Miguel Cabrera","DET",57,204,231,51,37,4,0,10,28,35,24,1,51,1,2,0,3,1,0,0.25,"Miguel Cabrera",1744,408234
"Ronald Acuña Jr.","ATL",46,160,202,40,15,11,0,14,46,29,38,2,60,4,0,0,3,8,1,0.25,"Ronald Acuna Jr.",18401,660670
"Cavan Biggio","TOR",59,220,265,55,31,16,0,8,41,28,41,0,61,3,0,0,2,6,0,0.25,"Cavan Biggio",19252,624415
"Tommy Edman","STL",55,204,227,51,38,7,1,5,29,26,16,0,48,5,2,0,5,2,4,0.25,"Tommy Edman",19470,669242
"J.D. Davis","NYM",56,190,229,47,32,9,0,6,26,19,31,1,56,7,1,0,8,0,0,0.247368421,"J.D. Davis",16219,605204
"Colin Moran","PIT",52,178,200,44,24,10,0,10,28,23,19,0,52,2,1,0,9,0,0,0.247191011,"Colin Moran",16909,592567
"Mark Canha","OAK",59,191,243,47,28,12,2,5,32,33,37,1,54,10,5,0,2,4,0,0.246073298,"Mark Canha",11445,592192
"Josh Reddick","HOU",56,188,210,46,30,11,1,4,22,23,20,0,42,0,1,0,5,1,0,0.244680851,"Josh Reddick",3892,502210
"Willson Contreras","CHC",57,189,225,46,29,10,0,7,37,26,20,1,57,14,2,0,6,1,2,0.243386243,"Willson Contreras",11609,575929
"Asdrúbal Cabrera","WSN",52,190,213,46,26,9,3,8,23,31,19,0,40,0,4,0,6,0,0,0.242105263,"Asdrubal Cabrera",4962,452678
"Kyle Seager","SEA",60,203,248,49,28,12,0,9,35,40,32,3,33,7,6,0,4,5,0,0.24137931,"Kyle Seager",9785,572122
"Robbie Grossman","OAK",51,166,192,40,18,12,2,8,23,23,21,2,38,5,0,0,1,8,1,0.240963855,"Robbie Grossman",5254,543257
"Cody Bellinger","LAD",56,213,243,51,29,10,0,12,33,30,30,2,42,0,0,0,4,6,1,0.239436619,"Cody Bellinger",15998,641355
"Austin Riley","ATL",51,188,206,45,29,7,1,8,24,27,16,1,49,1,1,0,5,0,0,0.239361702,"Austin Riley",18360,663586
"Avisaíl García","MIL",53,181,207,43,31,10,0,2,20,15,20,2,49,6,0,0,2,1,3,0.23756906,"Avisail Garcia",5760,541645
"Adam Duvall","ATL",57,190,209,45,21,8,0,16,34,33,15,0,54,3,1,0,2,0,0,0.236842105,"Adam Duvall",10950,594807
"Luis Robert Jr.","CHW",56,202,227,47,28,8,0,11,33,31,20,0,73,1,2,0,4,9,2,0.232673267,"Luis Robert Jr.",20043,673357
"Jonathan Villar","- - -",52,185,207,43,36,5,0,2,13,15,19,1,54,0,2,1,2,16,5,0.232432432,"Jonathan Villar",10071,542340
"Yuli Gurriel","HOU",57,211,230,49,30,12,1,6,27,22,12,0,27,2,5,0,6,0,1,0.232227488,"Yuli Gurriel",19198,493329
"Pete Alonso","NYM",57,208,239,48,26,6,0,16,31,35,24,4,61,6,1,0,4,1,0,0.23076923,"Pete Alonso",19251,624413
"Yasmani Grandal","CHW",46,161,194,37,22,7,0,8,27,27,30,0,58,1,2,0,4,0,0,0.229813664,"Yasmani Grandal",11368,518735
"Adam Frazier","PIT",58,209,230,48,34,7,0,7,22,23,17,0,35,3,0,1,3,1,3,0.229665071,"Adam Frazier",15223,624428
"Max Kepler","MIN",48,171,196,39,21,9,0,9,27,23,22,0,36,2,1,0,1,3,0,0.228070175,"Max Kepler",12144,596146
"Hunter Dozier","KCR",44,158,186,36,24,4,2,6,29,12,27,0,48,1,0,0,3,4,0,0.227848101,"Hunter Dozier",15117,641531
"Erik González","PIT",50,181,193,41,24,13,1,3,14,20,8,0,51,0,3,1,5,2,3,0.226519337,"Erik Gonzalez",13369,570481
"Kole Calhoun","ARI",54,190,228,43,18,9,0,16,35,40,28,0,50,6,4,0,6,1,1,0.226315789,"Kole Calhoun",11200,594777
"Joey Votto","CIN",54,186,223,42,23,8,0,11,32,22,37,1,43,0,0,0,5,0,0,0.225806451,"Joey Votto",4314,458015
"Josh Bell","PIT",57,195,223,44,33,3,0,8,22,22,22,4,59,2,4,0,3,0,0,0.225641025,"Josh Bell",13145,605137
"Yoán Moncada","CHW",52,200,231,45,28,8,3,6,28,24,28,0,72,1,2,0,1,0,0,0.225,"Yoan Moncada",17232,660162
"Aaron Hicks","NYY",54,169,211,38,20,10,2,6,28,21,41,1,38,1,0,0,4,4,1,0.224852071,"Aaron Hicks",5297,543305
"Nick Castellanos","CIN",60,218,242,49,22,11,2,14,37,34,19,1,69,4,1,0,5,0,2,0.224770642,"Nick Castellanos",11737,592206
"Marcus Semien","OAK",53,211,236,47,30,9,1,7,28,23,25,0,50,0,0,0,3,4,0,0.222748815,"Marcus Semien",12533,543760
"Anthony Rizzo","CHC",58,203,243,45,28,6,0,11,26,24,28,4,38,10,2,0,6,3,1,0.221674876,"Anthony Rizzo",3473,519203
"Rio Ruiz","BAL",54,185,204,41,21,11,0,9,25,32,17,1,46,0,1,1,4,1,2,0.221621621,"Rio Ruiz",14103,547004
"Victor Robles","WSN",52,168,189,37,28,5,1,3,20,15,9,0,53,9,2,1,0,4,1,0.220238095,"Victor Robles",18363,645302
"Jose Altuve","HOU",48,192,210,42,28,9,0,5,32,18,17,0,39,1,0,0,5,2,3,0.21875,"Jose Altuve",5417,514888
"Ryan McMahon","COL",52,172,193,37,21,6,1,9,23,26,18,0,66,2,1,0,4,0,1,0.215116279,"Ryan McMahon",15112,641857
"J.D. Martinez","BOS",54,211,237,45,22,16,0,7,22,27,22,3,59,2,2,0,6,1,0,0.213270142,"J.D. Martinez",6184,502110
"Ramón Laureano","OAK",54,183,222,39,24,8,1,6,27,25,24,0,58,12,3,0,7,2,1,0.213114754,"Ramon Laureano",17128,657656
"Keston Hiura","MIL",59,217,246,46,29,4,0,13,30,32,16,2,85,11,2,0,7,3,2,0.211981566,"Keston Hiura",20003,669374
"Eduardo Escobar","ARI",54,203,222,43,29,7,3,4,22,20,15,4,41,2,2,0,5,1,0,0.21182266,"Eduardo Escobar",6153,500871
"Marwin Gonzalez","MIN",53,175,199,37,28,4,0,5,15,22,17,0,41,3,4,0,1,0,0,0.211428571,"Marwin Gonzalez",5497,503556
"Christian Yelich","MIL",58,200,247,41,21,7,1,12,39,22,46,2,76,1,0,0,4,4,2,0.205,"Christian Yelich",11477,592885
"Miguel Sanó","MIN",53,186,205,38,13,12,0,13,31,25,18,1,90,1,0,0,3,0,0,0.204301075,"Miguel Sano",12164,593934
"Javier Báez","CHC",59,222,235,45,27,9,1,8,27,24,7,0,75,4,2,0,8,3,0,0.202702702,"Javier Baez",12979,595879
"Eugenio Suárez","CIN",57,198,231,40,17,8,0,15,29,38,30,1,67,2,1,0,5,2,0,0.202020202,"Eugenio Suarez",12552,553993
"Nicky Lopez","KCR",56,169,192,34,25,8,0,1,15,13,18,0,41,2,0,3,1,0,5,0.201183431,"Nicky Lopez",19339,670032
"Carlos Santana","CLE",60,206,255,41,26,7,0,8,34,30,47,1,43,1,1,0,5,0,0,0.199029126,"Carlos Santana",2396,467793
"Matt Olson","OAK",60,210,245,41,22,4,1,14,28,42,34,2,77,1,0,0,2,1,0,0.195238095,"Matt Olson",14344,621566
"Max Muncy","LAD",58,203,248,39,23,4,0,12,36,27,39,2,60,4,2,0,3,1,0,0.192118226,"Max Muncy",13301,571970
"Bryan Reynolds","PIT",55,185,208,35,20,6,2,7,24,19,21,0,57,1,0,0,2,1,1,0.189189189,"Bryan Reynolds",19326,668804
"Kyle Schwarber","CHC",59,191,224,36,19,6,0,11,30,24,30,1,66,3,0,0,3,1,0,0.188481675,"Kyle Schwarber",16478,656941
"Joey Gallo","TEX",57,193,226,35,17,8,0,10,23,26,29,2,79,4,0,0,0,2,0,0.18134715,"Joey Gallo",14128,608336
"Evan White","SEA",54,182,202,32,17,7,0,8,19,26,18,0,84,1,1,0,3,1,2,0.175824175,"Evan White",20078,657108
