"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","H","1B","2B","3B","HR","TB","R","RBI","BB","K","HBP","SB","CS","SF","SH","GDP","GUILLEN"
102745,642086,"Dominic Smith",25,2020,"NYM",50,199,177,56,24,21,1,10,109,27,42,14,45,5,0,0,0,3,3,55.6
103355,643289,"Mauricio Dubón",25,2020,"SF",50,177,157,43,34,4,1,4,61,21,19,15,36,1,2,3,1,2,4,28.6
103405,643376,"Danny Jansen",25,2020,"TOR",41,147,120,22,13,3,0,6,43,18,20,21,31,2,0,0,3,1,1,50
103420,643396,"Isiah Kiner-Falefa",25,2020,"TEX",58,228,211,59,49,4,3,3,78,28,10,14,32,2,8,5,0,1,6,32.1
105147,657656,"Ramón Laureano",25,2020,"OAK",54,222,183,39,24,8,1,6,67,27,25,24,58,12,2,1,0,3,7,44.4
105432,660162,"Yoán Moncada",25,2020,"CHW",52,231,200,45,28,8,3,6,77,28,24,28,72,1,0,0,0,2,2,35.7
105437,664023,"Ian Happ",25,2020,"CHC",56,231,198,51,27,11,1,12,100,27,28,30,63,2,1,3,1,0,1,55.6
105439,656775,"Cedric Mullins",25,2020,"BAL",40,153,140,38,28,4,3,3,57,16,12,8,37,1,7,2,4,0,0,37.5
105993,664034,"Ty France",25,2020,,43,155,141,43,29,9,1,4,66,19,23,11,37,3,0,0,0,0,4,47.4
107284,664040,"Brandon Lowe",25,2020,"TB",56,224,193,52,27,9,2,14,107,36,37,25,58,4,3,0,0,2,2,47.2
107752,669242,"Tommy Edman",25,2020,"STL",55,227,204,51,38,7,1,5,75,29,26,16,48,5,2,4,0,2,6,24.1
107920,641658,"Garrett Hampson",25,2020,"COL",51,184,167,39,27,4,3,5,64,25,11,13,60,0,6,1,3,1,1,24
108112,670032,"Nicky Lopez",25,2020,"KC",55,192,169,34,25,8,0,1,45,15,13,18,41,2,0,5,3,0,1,33.3
108278,669221,"Sean Murphy",25,2020,"OAK",41,140,116,27,15,5,0,7,53,21,14,24,37,0,0,0,0,0,6,47.6
108612,669257,"Will Smith",25,2020,"LAD",36,137,114,33,16,9,0,8,66,23,25,20,22,2,0,0,0,1,3,56.5
108615,669256,"Nick Solak",25,2020,"TEX",58,233,209,56,44,10,0,2,72,27,23,18,42,2,7,1,0,4,6,25.9
109040,668804,"Bryan Reynolds",25,2020,"PIT",55,208,185,35,20,6,2,7,66,24,19,21,57,1,1,1,0,0,2,41.7
111306,660271,"Shohei Ohtani",25,2020,"LAA",44,175,153,29,16,6,0,7,56,23,24,22,50,0,7,1,0,0,3,43.5
67568,593871,"Jorge Polanco",26,2020,"MIN",55,226,209,54,42,8,0,4,74,22,19,13,35,1,4,2,2,1,8,45.5
69270,596059,"Rougned Odor",26,2020,"TEX",38,148,138,23,9,4,0,10,57,15,30,7,47,1,0,1,0,2,2,73.3
69314,600474,"Pedro Severino",26,2020,"BAL",48,178,160,40,29,5,1,5,62,17,21,16,40,1,1,0,1,0,3,52.9
69321,600524,"Renato Núñez",26,2020,"BAL",52,216,195,50,28,10,0,12,96,29,31,17,64,3,0,0,0,1,5,51.7
69338,600869,"Jeimer Candelario",26,2020,"DET",52,206,185,55,34,11,3,7,93,30,29,20,49,1,1,1,0,0,4,23.3
69615,606132,"Raimel Tapia",26,2020,"COL",50,206,184,59,48,8,2,1,74,26,17,14,38,2,8,2,1,3,3,15.4
69790,606466,"Ketel Marte",26,2020,"AZ",45,195,181,52,35,14,1,2,74,19,17,7,21,4,1,0,0,3,2,21.1
70343,547004,"Rio Ruiz",26,2020,"BAL",53,204,185,41,21,11,0,9,79,25,32,17,46,0,1,2,1,1,4,40
70399,596019,"Francisco Lindor",26,2020,"CLE",60,266,236,61,40,13,0,8,98,30,27,24,41,4,6,2,0,2,9,53.3
70607,608324,"Alex Bregman",26,2020,"HOU",42,180,153,37,18,12,1,6,69,19,22,24,26,2,0,0,0,1,2,47.4
70613,608336,"Joey Gallo",26,2020,"TEX",57,226,193,35,17,8,0,10,73,23,26,29,79,4,2,0,0,0,1,56.5
70635,608369,"Corey Seager",26,2020,"LAD",52,232,212,65,37,12,1,15,124,38,41,17,37,1,1,0,0,2,9,52.6
70646,608385,"Jesse Winker",26,2020,"CIN",54,183,149,38,19,7,0,12,81,27,23,28,46,5,1,0,0,1,3,66.7
100490,621005,"Tim Lopes",26,2020,"SEA",45,151,143,34,20,12,0,2,52,16,15,6,34,2,5,0,0,0,3,25
100631,621439,"Byron Buxton",26,2020,"MIN",37,135,130,33,17,3,0,13,75,19,27,2,36,1,2,1,0,2,2,68.4
100668,621566,"Matt Olson",26,2020,"OAK",60,245,210,41,22,4,1,14,89,28,42,34,77,1,1,0,0,0,2,53.6
105791,630105,"Jake Cronenworth",26,2020,"SD",54,192,172,49,27,15,3,4,82,26,20,18,30,1,3,1,0,1,5,38.5
105846,657557,"Paul DeJong",26,2020,"STL",45,174,152,38,29,6,0,3,53,17,25,17,50,1,1,0,0,4,4,23.5
105978,664058,"David Fletcher",26,2020,"LAA",49,230,207,66,50,13,0,3,88,31,18,20,25,0,2,1,1,2,4,35.5
106558,621028,"Kevin Newman",26,2020,"PIT",44,172,156,35,29,5,0,1,43,12,10,12,21,1,0,1,1,2,1,33.3
107168,621020,"Dansby Swanson",26,2020,"ATL",60,264,237,65,40,15,0,10,110,49,35,22,71,4,5,0,0,1,1,38.8
109138,666971,"Lourdes Gurriel Jr.",26,2020,"TOR",56,224,208,64,39,14,0,11,111,28,33,14,48,0,3,1,0,2,7,39.3
66018,547180,"Bryce Harper",27,2020,"PHI",58,244,190,51,27,9,2,13,103,41,33,49,43,2,8,2,1,2,5,56.1
67049,592518,"Manny Machado",27,2020,"SD",60,254,224,68,39,12,1,16,130,44,47,26,37,0,6,3,0,4,12,59.1
67248,593428,"Xander Bogaerts",27,2020,"BOS",56,225,203,61,42,8,0,11,102,36,28,21,41,0,8,0,0,1,3,52.8
67418,593643,"Hanser Alberto",27,2020,"BAL",54,231,219,62,44,15,0,3,86,35,22,5,30,3,3,0,2,2,7,20
67574,593934,"Miguel Sanó",27,2020,"MIN",53,205,186,38,13,12,0,13,89,31,25,18,90,1,0,0,0,0,3,45.2
68066,595777,"Jurickson Profar",27,2020,"SD",55,202,180,50,37,6,0,7,77,28,25,15,28,4,7,1,1,2,1,50
68087,596142,"Gary Sánchez",27,2020,"NYY",49,178,156,23,9,4,0,10,57,19,24,18,64,4,0,0,0,0,6,78.9
68091,596146,"Max Kepler",27,2020,"MIN",47,196,171,39,21,9,0,9,75,27,23,22,36,2,3,0,0,1,1,44.4
68156,596748,"Maikel Franco",27,2020,"KC",60,243,223,62,38,16,0,8,102,23,38,16,38,0,1,0,0,4,4,47.8
69667,606192,"Teoscar Hernández",27,2020,"TOR",50,207,190,55,32,7,0,16,110,33,34,14,63,1,6,1,0,1,5,60.6
70217,608070,"José Ramírez",27,2020,"CLE",58,254,219,64,30,16,1,17,133,45,46,31,43,3,10,3,0,1,5,51.1
70387,595879,"Javier Báez",27,2020,"CHC",58,235,222,45,27,9,1,8,80,27,24,7,75,4,3,0,0,2,8,55.6
70406,596115,"Trevor Story",27,2020,"COL",59,259,235,68,40,13,4,11,122,41,28,24,63,0,15,3,0,0,6,34.1
70408,596129,"Daniel Vogelbach",27,2020,,39,136,115,24,15,3,0,6,45,16,16,20,33,1,0,0,0,0,3,62.5
70430,605141,"Mookie Betts",27,2020,"LAD",53,246,219,64,38,9,1,16,123,47,39,24,38,2,10,2,0,1,3,46.8
70524,607043,"Brandon Nimmo",27,2020,"NYM",52,225,186,52,33,8,3,8,90,33,18,33,43,6,1,2,0,0,1,39.4
70775,605137,"Josh Bell",27,2020,"PIT",57,223,195,44,33,3,0,8,71,22,22,22,59,2,0,0,0,4,3,50
70799,605204,"J.D. Davis",27,2020,"NYM",56,229,190,47,32,9,0,6,74,26,19,31,56,7,0,0,0,1,8,50
70917,607208,"Trea Turner",27,2020,"WAS",59,259,233,78,47,15,4,12,137,46,41,22,36,2,12,4,0,2,5,41.3
70928,605119,"Brian Anderson",27,2020,"MIA",59,229,200,51,32,7,1,11,93,27,38,22,66,6,0,0,0,1,3,63
101479,623520,"David Bote",27,2020,"CHC",42,145,125,25,14,3,1,7,51,15,29,17,40,2,2,0,0,1,6,60
101614,624424,"Michael Conforto",27,2020,"NYM",54,233,202,65,44,12,0,9,104,40,31,24,57,7,3,3,0,0,6,35
102040,592567,"Colin Moran",27,2020,"PIT",52,200,178,44,24,10,0,10,84,28,23,19,52,2,0,0,0,1,9,50
102503,641313,"Tim Anderson",27,2020,"CHW",49,221,208,67,45,11,1,10,110,45,21,10,50,2,5,2,0,1,4,42.2
102775,642162,"Pat Valaika",27,2020,"BAL",51,150,141,39,27,4,0,8,67,24,16,8,34,0,0,2,1,0,3,45.8
103751,656941,"Kyle Schwarber",27,2020,"CHC",59,224,191,36,19,6,0,11,75,30,24,30,66,3,1,0,0,0,3,43.3
104744,656305,"Matt Chapman",27,2020,"OAK",36,152,142,33,12,9,2,10,76,22,25,8,54,1,0,0,0,1,3,54.5
104806,656555,"Rhys Hoskins",27,2020,"PHI",41,185,151,37,18,9,0,10,76,35,26,29,43,5,1,0,0,0,4,60
106503,664238,"Dylan Moore",27,2020,"SEA",37,159,137,35,18,9,0,8,68,26,17,14,43,8,12,5,0,0,4,46.2
57850,527038,"Wilmer Flores",28,2020,"SF",55,213,198,53,29,11,1,12,102,30,32,13,36,1,1,0,0,1,5,60
59432,545361,"Mike Trout",28,2020,"LAA",53,241,199,56,28,9,2,17,120,41,46,35,56,3,1,1,0,4,4,58.5
59660,571771,"Enrique Hernández",28,2020,"LAD",47,148,139,32,18,8,1,5,57,20,20,6,31,2,0,1,0,1,6,50
60408,545341,"Randal Grichuk",28,2020,"TOR",55,231,216,59,38,9,0,12,104,38,35,13,49,0,1,1,0,2,5,44.7
60956,570482,"Gio Urshela",28,2020,"NYY",43,174,151,45,28,11,0,6,74,24,30,18,25,1,1,0,0,4,6,41.7
66110,553993,"Eugenio Suárez",28,2020,"CIN",57,231,198,40,17,8,0,15,93,29,38,30,67,2,2,0,0,1,5,75.9
66245,570256,"Gregory Polanco",28,2020,"PIT",50,174,157,24,11,6,0,7,51,12,22,13,65,0,3,1,0,3,1,66.7
66263,570481,"Erik González",28,2020,"PIT",50,193,181,41,24,13,1,3,65,14,20,8,51,0,2,3,1,3,6,21.4
66391,570731,"Jonathan Schoop",28,2020,"DET",44,177,162,45,31,4,2,8,77,26,23,8,39,4,0,0,0,2,8,38.5
66719,575929,"Willson Contreras",28,2020,"CHC",57,225,189,46,29,10,0,7,77,37,26,20,57,14,1,2,0,2,7,37.8
66955,592206,"Nick Castellanos",28,2020,"CIN",60,242,218,49,22,11,2,14,106,37,34,19,69,4,0,2,0,1,5,64.9
67002,592348,"Niko Goodrum",28,2020,"DET",43,179,158,29,16,7,1,5,53,15,20,18,69,0,7,1,0,3,4,33.3
67072,592626,"Joc Pederson",28,2020,"LAD",43,138,121,23,12,4,0,7,48,21,16,11,34,5,1,0,0,0,5,57.1
67098,592696,"Eddie Rosario",28,2020,"MIN",57,231,210,54,34,7,0,13,100,31,42,19,34,0,3,1,0,2,3,58.1
67156,592885,"Christian Yelich",28,2020,"MIL",58,247,200,41,21,7,1,12,86,39,22,46,76,1,4,2,0,0,4,51.3
68520,592178,"Kris Bryant",28,2020,"CHC",34,147,131,27,17,5,1,4,46,20,11,12,40,4,0,0,0,0,2,20
68660,592669,"Hunter Renfroe",28,2020,"TB",40,139,122,19,6,5,0,8,48,18,22,14,37,2,2,0,0,1,3,61.1
101618,624428,"Adam Frazier",28,2020,"PIT",57,230,209,48,34,7,0,7,76,22,23,17,35,3,1,3,1,0,3,40.9
101657,624585,"Jorge Soler",28,2020,"KC",43,174,149,34,18,8,0,8,66,17,24,19,60,3,0,0,0,1,3,52.9
102574,641531,"Hunter Dozier",28,2020,"KC",44,186,158,36,24,4,2,6,62,29,12,27,48,1,4,0,0,0,5,37.9
103451,643446,"Jeff McNeil",28,2020,"NYM",51,209,183,57,39,14,0,4,83,19,23,20,24,3,0,2,0,3,4,31.6
103726,650490,"Yandy Díaz",28,2020,"TB",34,138,114,35,30,3,0,2,44,16,11,23,17,1,0,0,0,0,6,37.5
139165,660294,"Yoshi Tsutsugo",28,2020,"TB",51,185,157,31,17,5,1,8,62,27,24,26,50,1,0,0,0,1,6,55.6
58767,543877,"Christian Vázquez",29,2020,"BOS",46,189,173,49,33,9,0,7,79,22,23,16,43,0,4,3,0,0,6,45.5
59016,541645,"Avisaíl García",29,2020,"MIL",53,207,181,43,31,10,0,2,59,20,15,20,49,6,1,3,0,0,3,30
59145,542303,"Marcell Ozuna",29,2020,"ATL",60,267,228,77,45,14,0,18,145,38,56,38,60,0,0,0,0,1,3,57.9
59586,571448,"Nolan Arenado",29,2020,"COL",48,201,182,46,29,9,0,8,79,23,26,15,20,0,0,0,0,4,8,52.2
59688,542340,"Jonathan Villar",29,2020,,52,207,185,43,36,5,0,2,54,13,15,19,54,0,16,5,1,2,2,30.8
60635,571976,"Wil Myers",29,2020,"SD",55,218,198,57,26,14,2,15,120,34,40,18,56,2,2,1,0,0,0,50
67084,592663,"J.T. Realmuto",29,2020,"PHI",47,195,173,46,29,6,0,11,85,33,32,16,48,6,4,1,0,0,3,48.5
68192,596847,"Ji Man Choi",29,2020,"TB",42,145,122,28,12,13,0,3,50,16,16,20,36,0,0,0,0,3,2,43.8
69564,605412,"Joe Panik",29,2020,"TOR",41,141,120,27,20,6,0,1,36,18,7,20,27,1,0,0,0,0,4,33.3
70262,543939,"Kolten Wong",29,2020,"STL",52,208,181,48,41,4,2,1,59,26,16,20,30,4,5,2,2,1,1,23.1
70327,543760,"Marcus Semien",29,2020,"OAK",53,236,211,47,30,9,1,7,79,28,23,25,50,0,4,0,0,0,4,46.4
70362,571980,"Tyler Naquin",29,2020,"CLE",39,141,133,29,16,8,1,4,51,15,20,5,40,1,0,1,0,2,3,33.3
70764,571718,"Brian Goodwin",29,2020,,48,164,144,31,15,9,1,6,60,17,22,17,54,1,5,0,0,2,2,58.8
99919,572228,"Luke Voit",29,2020,"NYY",56,234,213,59,32,5,0,22,130,41,52,17,54,3,0,0,0,1,5,70.7
99953,573262,"Mike Yastrzemski",29,2020,"SF",54,225,192,57,29,14,4,10,109,39,35,30,55,3,2,1,0,0,2,35.9
100007,571970,"Max Muncy",29,2020,"LAD",58,248,203,39,23,4,0,12,79,36,27,39,60,4,1,0,0,2,3,58.3
100059,572039,"Stephen Piscotty",29,2020,"OAK",45,171,159,36,25,6,0,5,57,17,29,9,53,1,4,0,1,1,5,41.2
100121,572233,"Christian Walker",29,2020,"AZ",57,243,218,59,33,18,1,7,100,35,34,19,50,3,1,1,0,3,6,37.1
100496,621035,"Chris Taylor",29,2020,"LAD",56,214,185,50,30,10,2,8,88,30,32,26,55,2,3,2,1,0,3,53.3
103340,643265,"Garrett Cooper",29,2020,"MIA",34,133,120,34,20,8,0,6,60,20,20,11,31,2,0,0,0,0,5,50
55877,514888,"Jose Altuve",30,2020,"HOU",48,210,192,42,28,9,0,5,66,32,18,17,39,1,2,3,0,0,6,28.1
56289,518692,"Freddie Freeman",30,2020,"ATL",60,262,214,73,36,23,1,13,137,51,53,45,37,3,2,0,0,0,6,49
56444,514917,"César Hernández",30,2020,"CLE",58,261,233,66,43,20,0,3,95,35,20,24,57,2,0,0,1,0,4,51.4
56761,516416,"Jean Segura",30,2020,"PHI",54,217,192,51,37,5,2,7,81,28,25,23,45,1,2,2,1,0,6,32.1
57302,520471,"Freddy Galvis",30,2020,"CIN",47,159,141,31,19,5,0,7,57,18,16,13,30,5,1,1,0,0,5,44.4
57335,521692,"Salvador Perez",30,2020,"KC",37,156,150,50,27,12,0,11,95,22,32,3,36,2,1,0,0,1,1,54.5
57396,518792,"Jason Heyward",30,2020,"CHC",50,181,147,39,25,6,2,6,67,20,22,30,37,2,2,0,0,2,2,40
57514,519203,"Anthony Rizzo",30,2020,"CHC",58,243,203,45,28,6,0,11,84,26,24,28,38,10,3,1,0,2,6,57.7
57919,543257,"Robbie Grossman",30,2020,"OAK",51,192,166,40,18,12,2,8,80,23,23,21,38,5,8,1,0,0,1,47.8
57967,543305,"Aaron Hicks",30,2020,"NYY",54,211,169,38,20,10,2,6,70,28,21,41,38,1,4,1,0,0,4,39.3
57988,543333,"Eric Hosmer",30,2020,"SD",38,156,143,41,26,6,0,9,74,23,36,9,28,2,4,0,0,2,3,65.2
58809,544369,"Didi Gregorius",30,2020,"PHI",60,237,215,61,39,10,2,10,105,34,40,15,28,4,3,2,1,2,5,35.3
59871,542583,"Jesús Aguilar",30,2020,"MIA",51,216,188,52,34,10,0,8,86,31,34,23,40,1,0,1,0,4,5,45.2
61044,578428,"Jose Iglesias",30,2020,"BAL",39,150,142,53,33,17,0,3,79,16,24,3,17,4,0,0,0,1,2,43.8
65961,543105,"Alex Dickerson",30,2020,"SF",52,169,150,45,24,10,1,10,87,28,27,16,29,2,0,0,0,1,7,42.9
65980,543543,"Brad Miller",30,2020,"STL",48,171,142,33,17,8,1,7,64,21,25,25,46,3,1,0,0,1,2,42.9
65992,543807,"George Springer",30,2020,"HOU",51,222,189,50,28,6,2,14,102,37,32,24,38,5,1,2,0,2,3,45.9
67964,595281,"Kevin Kiermaier",30,2020,"TB",49,159,138,30,19,5,3,3,50,16,22,20,42,1,8,1,0,0,3,25
68302,598265,"Jackie Bradley Jr.",30,2020,"BOS",54,217,191,54,36,11,0,7,86,32,22,23,48,2,5,2,0,1,2,40.6
69159,542932,"Jon Berti",30,2020,"MIA",37,149,120,31,24,5,0,2,42,21,14,23,37,3,9,2,2,1,1,19
69188,543768,"Travis Shaw",30,2020,"TOR",48,180,163,39,23,10,0,6,67,17,17,16,50,0,0,0,0,1,4,47.1
69508,605113,"Nick Ahmed",30,2020,"AZ",57,217,199,53,37,10,1,5,80,29,29,18,46,0,4,0,0,0,3,20.7
70755,543685,"Anthony Rendon",30,2020,"LAA",52,232,189,54,33,11,1,9,94,29,31,38,31,5,0,0,0,0,11,58.6
71054,543592,"Austin Nola",30,2020,,48,184,161,44,27,9,1,7,76,24,28,18,34,3,0,0,0,2,5,45.8
71213,607732,"Jacob Stallings",30,2020,"PIT",40,143,125,31,21,7,0,3,47,13,18,15,40,0,0,0,2,1,2,46.2
100666,621563,"Joey Wendle",30,2020,"TB",48,184,168,48,33,9,2,4,73,24,17,10,35,5,8,2,0,1,1,25
50609,503556,"Marwin Gonzalez",31,2020,"MIN",53,199,175,37,28,4,0,5,56,15,22,17,41,3,0,0,0,4,1,53.3
51611,500743,"Miguel Rojas",31,2020,"MIA",39,143,125,38,23,10,1,4,62,20,20,16,18,2,5,1,0,0,1,40
51653,500871,"Eduardo Escobar",31,2020,"AZ",54,222,203,43,29,7,3,4,68,22,20,15,41,2,1,0,0,2,5,18.2
55784,518595,"Travis d'Arnaud",31,2020,"ATL",44,184,165,53,36,8,0,9,88,19,34,16,50,2,1,0,0,1,8,68.4
56034,516782,"Starling Marte",31,2020,,61,250,228,64,43,14,1,6,98,36,27,12,41,9,10,2,0,1,6,25
57478,519058,"Mike Moustakas",31,2020,"CIN",44,163,139,32,15,9,0,8,65,13,27,18,36,4,1,0,0,2,6,84.6
57520,519222,"Austin Romine",31,2020,"DET",37,135,130,31,24,5,0,2,42,12,17,4,47,0,0,0,0,1,3,33.3
59339,518934,"DJ LeMahieu",31,2020,"NYY",50,216,195,71,49,10,2,10,115,41,27,18,21,2,3,0,0,1,5,51.2
65870,518735,"Yasmani Grandal",31,2020,"CHW",46,194,161,37,22,7,0,8,68,27,27,30,58,1,0,0,0,2,4,63
66638,572816,"Corey Dickerson",31,2020,"MIA",52,210,194,50,37,5,1,7,78,25,17,15,35,0,1,1,0,0,5,40
66729,576397,"Jedd Gyorko",31,2020,"MIL",42,135,117,29,17,3,0,9,59,19,17,15,38,1,0,0,0,2,4,68.4
66950,592192,"Mark Canha",31,2020,"OAK",59,243,191,47,28,12,2,5,78,32,33,37,54,10,4,0,0,5,3,40.6
67175,593160,"Whit Merrifield",31,2020,"KC",60,265,248,70,49,12,0,9,109,38,30,12,33,4,12,3,0,1,3,44.7
67744,594807,"Adam Duvall",31,2020,"ATL",54,209,190,45,21,8,0,16,101,34,33,15,54,3,0,0,0,1,2,55.9
67746,594809,"Adam Eaton",31,2020,"WAS",41,176,159,36,20,11,1,4,61,22,17,12,32,1,3,0,4,0,4,36.4
69305,600303,"Tommy La Stella",31,2020,,55,228,196,55,34,14,2,5,88,31,25,27,12,2,1,0,1,2,6,35.5
70093,607680,"Kevin Pillar",31,2020,,54,223,208,60,39,12,3,6,96,34,26,13,41,2,5,2,0,0,6,38.2
48772,456781,"Donovan Solano",32,2020,"SF",51,203,190,62,43,15,1,3,88,22,29,10,39,2,0,0,0,1,2,40.9
49829,467092,"Wilson Ramos",32,2020,"NYM",45,155,142,34,23,6,0,5,55,13,15,10,31,2,0,0,0,1,5,61.5
51985,457708,"Justin Upton",32,2020,"LAA",42,166,147,30,16,5,0,9,62,20,22,11,43,7,0,2,0,1,6,70
52260,444482,"David Peralta",32,2020,"AZ",54,218,203,61,45,10,1,5,88,19,34,13,45,0,1,0,0,2,4,31.6
59275,502110,"J.D. Martinez",32,2020,"BOS",54,237,211,45,22,16,0,7,82,22,27,22,59,2,1,0,0,2,7,54.5
59307,502671,"Paul Goldschmidt",32,2020,"STL",58,231,191,58,39,13,0,6,89,31,21,37,43,1,1,0,0,1,5,35.5
60672,572122,"Kyle Seager",32,2020,"SEA",60,248,203,49,28,12,0,9,88,35,40,32,33,7,5,0,0,6,5,48.6
60932,572041,"AJ Pollock",32,2020,"LAD",55,210,196,54,29,9,0,16,111,30,34,12,45,0,2,2,0,2,6,63.3
65767,474832,"Brandon Belt",32,2020,"SF",48,179,149,46,23,13,1,9,88,25,30,30,36,0,0,0,0,0,5,48
67728,594777,"Kole Calhoun",32,2020,"AZ",54,228,190,43,18,9,0,16,100,35,40,28,50,6,1,1,0,4,6,48.6
