Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Mookie Betts","LAD",142,572,639,154,76,40,3,35,117,82,55,0,104,8,4,0,8,12,2,0.269230769,"Mookie Betts",13611,605141
"Josh Rojas","ARI",125,443,510,119,84,25,1,9,66,56,55,2,98,2,5,5,7,23,3,0.268623024,"Josh Rojas",19734,668942
"George Springer","TOR",133,513,583,137,86,22,4,25,89,76,54,1,100,7,5,0,7,14,2,0.26705653,"George Springer",12856,543807
"Teoscar Hernández","TOR",131,499,535,133,72,35,1,25,71,77,34,0,152,2,0,0,18,6,3,0.266533066,"Teoscar Hernandez",13066,606192
"Josh Bell","- - -",156,552,647,147,98,29,3,17,78,71,81,4,102,5,6,0,22,0,1,0.266304347,"Josh Bell",13145,605137
"Mark Canha","NYM",140,462,542,123,86,24,0,13,71,61,48,1,97,28,4,0,3,3,1,0.266233766,"Mark Canha",11445,592192
"Brendan Rodgers","COL",137,527,581,140,94,30,3,13,72,63,46,0,101,3,5,0,25,0,0,0.265654648,"Brendan Rodgers",17907,663898
"Ronald Acuña Jr.","ATL",119,467,533,124,85,24,0,15,71,50,53,4,126,10,3,0,8,29,11,0.265524625,"Ronald Acuna Jr.",18401,660670
"Tommy Edman","STL",153,577,630,153,105,31,4,13,95,57,46,2,111,5,1,1,10,32,3,0.265164644,"Tommy Edman",19470,669242
"Charlie Blackmon","COL",135,530,577,140,96,22,6,16,60,78,32,4,109,8,3,4,10,4,1,0.264150943,"Charlie Blackmon",7859,453568
"Luis Rengifo","LAA",127,489,511,129,86,22,4,17,45,52,17,0,79,4,0,1,11,6,2,0.26380368,"Luis Rengifo",19858,650859
"Nick Castellanos","PHI",136,524,558,138,98,27,0,13,56,62,29,0,130,3,2,0,15,7,1,0.263358778,"Nick Castellanos",11737,592206
"Randy Arozarena","TBR",153,586,645,154,90,41,3,20,72,89,46,2,156,11,2,0,17,32,12,0.262798634,"Randy Arozarena",19290,668227
"Brandon Drury","- - -",138,518,568,136,75,31,2,28,87,87,38,0,126,8,4,0,8,2,3,0.262548262,"Brandon Drury",11615,592273
"Bryan Reynolds","PIT",145,542,614,142,92,19,4,27,74,62,56,6,141,14,2,0,13,7,3,0.261992619,"Bryan Reynolds",19326,668804
"DJ LeMahieu","NYY",125,467,541,122,92,18,0,12,74,46,67,0,71,4,2,1,12,4,3,0.26124197,"DJ LeMahieu",9874,518934
"Isiah Kiner-Falefa","NYY",142,483,531,126,102,20,0,4,66,48,35,2,72,5,5,3,13,22,4,0.260869565,"Isiah Kiner-Falefa",16512,643396
"Thairo Estrada","SFG",140,488,541,127,89,22,2,14,71,62,33,0,89,14,5,1,10,21,6,0.260245901,"Thairo Estrada",16426,642731
"Will Smith","LAD",137,508,578,132,79,26,3,24,68,87,56,4,96,10,4,0,11,1,0,0.259842519,"Will Smith",19197,669257
"Alex Bregman","HOU",155,548,656,142,81,38,0,23,93,93,87,1,77,11,10,0,18,1,2,0.259124087,"Alex Bregman",17678,608324
"Randal Grichuk","COL",141,506,538,131,88,21,3,19,60,73,24,0,127,6,2,0,12,4,0,0.25889328,"Randal Grichuk",10243,545341
"Cedric Mullins","BAL",156,608,672,157,105,32,4,16,89,64,47,2,126,9,5,1,4,34,10,0.258223684,"Cedric Mullins",17929,656775
"C.J. Cron","COL",150,575,632,148,88,28,3,29,79,102,43,6,164,8,5,0,16,0,0,0.257391304,"C.J. Cron",12546,543068
"Kyle Tucker","HOU",150,544,609,140,81,28,1,30,71,107,59,4,95,1,2,0,11,25,4,0.257352941,"Kyle Tucker",18345,663656
"Gleyber Torres","NYY",140,526,572,135,82,28,1,24,73,76,39,2,129,3,3,1,12,10,5,0.256653992,"Gleyber Torres",16997,650402
"Hunter Renfroe","MIL",125,474,522,121,68,23,1,29,62,72,39,1,121,4,3,2,11,1,1,0.255274261,"Hunter Renfroe",15464,592669
"Kyle Farmer","CIN",145,526,583,134,94,25,1,14,58,78,33,0,99,16,6,2,20,4,3,0.254752851,"Kyle Farmer",14813,571657
"Bobby Witt Jr.","KCR",150,591,632,150,93,31,6,20,82,80,30,2,135,6,5,0,12,30,7,0.253807106,"Bobby Witt Jr.",25764,677951
"Jeremy Peña","HOU",136,521,558,132,88,20,2,22,72,63,22,0,135,6,5,1,5,11,2,0.253358925,"Jeremy Pena",21636,665161
"Christian Yelich","MIL",154,575,671,145,102,25,4,14,99,57,88,5,162,5,2,1,9,19,3,0.252173913,"Christian Yelich",11477,592885
"Ha-Seong Kim","SDP",150,517,582,130,87,29,3,11,58,59,51,0,100,7,4,3,9,12,2,0.251450676,"Ha-Seong Kim",27506,673490
"Austin Hays","BAL",145,535,582,134,81,35,2,16,66,60,34,0,114,10,3,0,11,2,4,0.250467289,"Austin Hays",19363,669720
"Ryan Mountcastle","BAL",145,555,609,139,88,28,1,22,62,85,43,1,154,4,7,0,12,4,1,0.25045045,"Ryan Mountcastle",18373,663624
"Whit Merrifield","- - -",139,504,550,126,86,28,1,11,70,58,38,0,85,0,8,0,11,16,5,0.25,"Whit Merrifield",11281,593160
"Adolis García","TEX",156,605,657,151,85,34,5,27,88,101,40,2,183,6,6,0,9,25,6,0.249586776,"Adolis Garcia",19287,666969
"Sean Murphy","OAK",148,537,612,134,77,37,2,18,67,66,56,2,124,13,5,0,14,1,0,0.24953445,"Sean Murphy",19352,669221
"Elvis Andrus","- - -",149,535,577,133,84,32,0,17,66,58,39,0,92,3,0,0,11,18,4,0.24859813,"Elvis Andrus",8709,462101
"César Hernández","WSN",147,560,617,139,106,28,4,1,64,34,45,0,114,7,2,3,9,10,4,0.248214285,"Cesar Hernandez",10556,514917
"Marcus Semien","TEX",161,657,724,163,101,31,5,26,101,83,53,0,120,4,10,0,7,25,8,0.248097412,"Marcus Semien",12533,543760
"Rhys Hoskins","PHI",156,589,672,145,80,33,2,30,81,79,72,0,169,6,4,0,12,2,1,0.246179966,"Rhys Hoskins",16472,656555
"Ryan McMahon","COL",153,529,597,130,84,23,3,20,67,67,60,0,158,5,3,0,7,7,3,0.245746691,"Ryan McMahon",15112,641857
"AJ Pollock","CHW",138,489,527,120,79,26,1,14,61,56,32,0,98,2,4,0,13,3,1,0.245398773,"AJ Pollock",9256,572041
"Corey Seager","TEX",151,593,663,145,87,24,1,33,91,83,58,7,103,7,5,0,14,3,0,0.244519392,"Corey Seager",13624,608369
"Ke'Bryan Hayes","PIT",136,505,560,123,89,24,3,7,55,41,48,0,122,5,2,0,12,20,5,0.243564356,"Ke'Bryan Hayes",18577,663647
"Jurickson Profar","SDP",152,575,658,140,87,36,2,15,82,58,73,0,103,4,3,3,12,5,1,0.24347826,"Jurickson Profar",10815,595777
"J.P. Crawford","SEA",145,518,603,126,93,24,3,6,57,42,68,0,80,10,5,2,11,3,2,0.243243243,"J.P. Crawford",15491,641487
"Juan Soto","- - -",153,524,664,127,73,25,2,27,93,62,135,6,96,4,0,0,12,6,2,0.242366412,"Juan Soto",20123,665742
"Yuli Gurriel","HOU",146,545,584,132,84,40,0,8,53,53,30,0,73,6,3,0,13,8,0,0.242201834,"Yuli Gurriel",19198,493329
"Christian Walker","ARI",160,583,667,141,78,25,2,36,84,94,69,2,131,8,7,0,15,2,2,0.241852487,"Christian Walker",13419,572233
"Lane Thomas","WSN",146,498,548,120,75,26,2,17,62,52,41,0,132,4,5,0,8,8,4,0.240963855,"Lane Thomas",16939,657041
"Anthony Santander","BAL",152,574,647,138,81,24,0,33,78,89,55,1,122,13,5,0,14,0,2,0.240418118,"Anthony Santander",14551,623993
"Eduardo Escobar","NYM",136,495,542,119,69,26,4,20,58,69,40,3,129,1,6,0,4,0,2,0.24040404,"Eduardo Escobar",6153,500871
"Matt Olson","ATL",162,616,699,148,70,44,0,34,86,103,75,6,170,4,4,0,13,0,0,0.24025974,"Matt Olson",14344,621566
"Ketel Marte","ARI",137,492,558,118,62,42,2,12,68,52,55,3,101,6,5,0,12,5,1,0.239837398,"Ketel Marte",13613,606466
"Trey Mancini","- - -",143,519,587,124,82,23,1,18,56,63,53,2,135,10,5,0,12,0,0,0.238921001,"Trey Mancini",15149,641820
"Jake Cronenworth","SDP",158,587,684,140,89,30,4,17,88,88,70,3,131,16,8,0,2,3,0,0.238500851,"Jake Cronenworth",18036,630105
"Adam Frazier","SEA",156,541,602,129,100,22,4,3,61,42,46,1,73,5,6,4,15,11,6,0.238447319,"Adam Frazier",15223,624428
"Willy Adames","MIL",139,563,617,134,72,31,0,31,83,98,49,3,166,1,4,0,11,8,3,0.238010657,"Willy Adames",15986,642715
"Javier Báez","DET",144,555,590,132,84,27,4,17,64,67,26,1,147,6,3,0,13,9,2,0.237837837,"Javier Baez",12979,595879
"Andrew McCutchen","MIL",134,515,580,122,80,25,0,17,66,69,57,1,124,4,4,0,10,8,6,0.236893203,"Andrew McCutchen",9847,457705
"Tommy Pham","- - -",144,554,622,131,90,23,1,17,89,63,56,0,167,7,5,0,20,8,3,0.236462093,"Tommy Pham",2967,502054
"Eugenio Suárez","SEA",150,543,629,128,71,24,2,31,76,87,73,0,196,8,5,0,12,0,0,0.23572744,"Eugenio Suarez",12552,553993
"Miguel Rojas","MIA",140,471,507,111,84,19,2,6,34,36,26,1,61,6,3,1,12,9,3,0.235668789,"Miguel Rojas",7802,500743
"Tony Kemp","OAK",147,497,558,117,84,24,2,7,61,46,45,0,69,8,3,5,5,11,1,0.235412474,"Tony Kemp",14894,643393
"Daulton Varsho","ARI",151,531,592,125,72,23,3,27,79,74,46,0,145,7,5,2,8,16,6,0.235404896,"Daulton Varsho",19918,662139
"Jesús Aguilar","- - -",129,464,507,109,74,19,0,16,39,51,28,1,119,4,5,0,8,1,0,0.234913793,"Jesus Aguilar",11342,542583
"Nelson Cruz","WSN",124,448,507,105,79,16,0,10,50,64,49,1,119,4,3,0,16,4,0,0.234375,"Nelson Cruz",2434,443558
"Seth Brown","OAK",150,500,555,115,61,26,3,25,55,73,51,3,146,3,1,0,7,11,2,0.23,"Seth Brown",18171,664913
"Matt Chapman","TOR",155,538,621,123,68,27,1,27,83,76,68,1,170,10,5,0,7,2,2,0.228624535,"Matt Chapman",16505,656305
"Wilmer Flores","SFG",151,525,602,120,72,28,1,19,72,71,59,1,103,11,7,0,7,0,0,0.228571428,"Wilmer Flores",5827,527038
"Luke Voit","- - -",135,500,568,113,69,22,0,22,55,69,55,1,179,7,6,0,9,1,1,0.226,"Luke Voit",14811,572228
"Marcell Ozuna","ATL",124,470,507,106,64,19,0,23,56,56,31,0,122,2,4,0,12,2,1,0.225531914,"Marcell Ozuna",10324,542303
"Anthony Rizzo","NYY",130,465,548,104,50,21,1,32,77,75,58,6,101,23,2,0,13,6,5,0.223655913,"Anthony Rizzo",3473,519203
"Josh Donaldson","NYY",132,478,546,106,63,28,0,15,59,62,54,1,148,8,6,0,13,2,2,0.221757322,"Josh Donaldson",5038,518626
"Jorge Mateo","BAL",150,494,533,109,64,25,7,13,63,50,27,0,147,5,2,3,8,35,9,0.220647773,"Jorge Mateo",17273,622761
"Myles Straw","CLE",152,535,596,118,93,22,3,0,72,32,54,0,87,1,4,2,4,21,1,0.220560747,"Myles Straw",17620,664702
"Jesse Winker","SEA",136,456,547,100,71,15,0,14,51,53,84,1,103,4,3,0,8,0,0,0.219298245,"Jesse Winker",13590,608385
"Rowdy Tellez","MIL",153,529,599,116,58,23,0,35,67,89,62,9,121,5,3,0,20,2,1,0.219281663,"Rowdy Tellez",15679,642133
"Kyle Schwarber","PHI",155,577,669,126,56,21,3,46,100,94,86,3,200,4,2,0,10,10,1,0.218370883,"Kyle Schwarber",16478,656941
"MJ Melendez","KCR",129,460,534,100,58,21,3,18,57,62,66,1,131,1,7,0,2,2,3,0.217391304,"MJ Melendez",22197,669004
"Mike Yastrzemski","SFG",148,485,558,104,54,31,2,17,73,57,61,0,141,5,6,1,3,5,1,0.214432989,"Mike Yastrzemski",14854,573262
"Cody Bellinger","LAD",144,504,550,106,57,27,3,19,70,68,38,0,150,2,6,0,7,14,3,0.21031746,"Cody Bellinger",15998,641355
"Patrick Wisdom","CHC",134,469,534,97,44,28,0,25,67,66,53,1,183,9,2,1,8,8,4,0.206823027,"Patrick Wisdom",13602,621550
"Carlos Santana","- - -",131,431,506,87,50,18,0,19,52,60,71,2,88,2,2,0,9,0,0,0.201856148,"Carlos Santana",2396,467793
"Jonathan Schoop","DET",131,481,510,97,62,23,1,11,48,38,19,1,107,6,4,0,15,5,0,0.201663201,"Jonathan Schoop",11265,570731
"Max Muncy","LAD",136,464,565,91,47,22,1,21,69,69,90,1,141,5,6,0,2,2,0,0.196120689,"Max Muncy",13301,571970
"Trent Grisham","SDP",152,451,524,83,48,16,2,17,58,53,57,1,150,7,2,7,3,7,1,0.184035476,"Trent Grisham",18564,663757
