Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Justin Smoak","TOR","1B",151,145,1301.1,1244,66,2,2,0,118,9,2,120,21,,,,,0.99847561,,"Justin Smoak",9054,475253
"Lorenzo Cain","KCR","CF",151,151,1275,430,6,7,6,1,0,3,0,0,,,,,,0.98419865,,"Lorenzo Cain",9077,456715
"Khris Davis","OAK","LF",116,115,993,212,2,1,1,0,0,1,0,0,,,,,,0.99534884,,"Khris Davis",9112,501981
"Logan Morrison","TBR","1B",126,119,1077.2,1015,59,8,7,1,83,5,1,88,24,,,,,0.99260628,,"Logan Morrison",9205,489149
"Paul Goldschmidt","ARI","1B",151,150,1292,1254,103,4,2,2,113,8,0,112,27,,,,,0.99706098,,"Paul Goldschmidt",9218,502671
"Keon Broxton","MIL","CF",139,113,1028.2,231,5,7,7,0,0,0,0,0,,,,,,0.97119342,,"Keon Broxton",9253,542979
"Chris Davis","BAL","1B",125,124,1093,1015,80,7,5,1,113,14,0,116,23,,,,,0.99364791,,"Chris Davis",9272,448801
"Evan Longoria","TBR","3B",142,142,1240,96,267,12,5,7,30,27,5,1,,,,,,0.968,,"Evan Longoria",9368,446334
"David Freese","PIT","3B",116,114,977.2,66,222,12,8,3,27,28,1,0,,,,,,0.96,,"David Freese",9549,501896
"Nolan Arenado","COL","3B",157,156,1343.1,103,311,9,5,4,33,33,4,3,,,,,,0.9787234,,"Nolan Arenado",9777,571448
"Kyle Seager","SEA","3B",154,153,1353.1,130,311,14,13,1,40,34,8,5,,,,,,0.96923077,,"Kyle Seager",9785,572122
"Brian Dozier","MIN","2B",152,151,1311,264,405,5,4,1,104,42,64,4,,,,,,0.9925816,,"Brian Dozier",9810,572821
"Andrew McCutchen","PIT","CF",139,139,1188.1,270,8,4,4,0,0,2,0,0,,,,,,0.9858156,,"Andrew McCutchen",9847,457705
"DJ LeMahieu","COL","2B",153,151,1302,251,470,8,4,4,99,39,59,9,,,,,,0.98902606,,"DJ LeMahieu",9874,518934
"Jay Bruce","- - -","RF",133,131,1140,251,5,4,2,2,0,0,0,0,,,,,,0.98461538,,"Jay Bruce",9892,457803
"Brett Gardner","NYY","LF",122,116,1024,205,10,0,0,0,0,1,0,0,,,,,,1,,"Brett Gardner",9927,458731
"Wil Myers","SDP","1B",154,153,1333,1295,72,8,5,3,140,15,0,144,27,,,,,0.99418182,,"Wil Myers",10047,571976
"Mike Trout","LAA","CF",108,108,948,253,5,1,1,0,0,0,0,0,,,,,,0.996139,,"Mike Trout",10155,545361
"Billy Hamilton","CIN","CF",137,135,1175.1,301,13,3,2,1,0,4,0,0,,,,,,0.99053628,,"Billy Hamilton",10199,571740
"Tucker Barnhart","CIN","C",110,105,926.1,863,89,1,0,1,1,8,0,1,,41,32,4,42,0.99895068,,"Tucker Barnhart",10200,571466
"Jose Iglesias","DET","SS",130,128,1116.1,199,332,7,1,6,78,34,42,7,,,,,,0.98698885,,"Jose Iglesias",10231,578428
"Marcell Ozuna","MIA","LF",152,151,1335,305,10,5,5,0,0,0,0,0,,,,,,0.984375,,"Marcell Ozuna",10324,542303
"Domingo Santana","MIL","RF",144,138,1211.1,224,4,5,4,1,0,1,0,0,,,,,,0.97854077,,"Domingo Santana",10348,570267
"Tommy Joseph","PHI","1B",130,125,1047.2,948,58,8,3,5,87,12,2,90,16,,,,,0.99211045,,"Tommy Joseph",10349,571830
"César Hernández","PHI","2B",127,124,1096.1,224,337,11,7,4,75,32,46,2,,,,,,0.98076923,,"Cesar Hernandez",10556,514917
"Jedd Gyorko","STL","3B",109,102,900,53,212,9,4,5,25,24,3,0,,,,,,0.96715328,,"Jedd Gyorko",10816,576397
"Andrelton Simmons","LAA","SS",158,158,1369.2,235,436,14,4,10,90,47,46,8,,,,,,0.97956204,,"Andrelton Simmons",10847,592743
"Adam Duvall","CIN","LF",151,147,1277.1,267,15,6,3,3,0,1,0,0,,,,,,0.97916667,,"Adam Duvall",10950,594807
"Kole Calhoun","LAA","RF",154,153,1338.1,312,10,4,4,0,0,1,0,0,,,,,,0.98773006,,"Kole Calhoun",11200,594777
"Jonathan Schoop","BAL","2B",159,158,1385,329,446,15,8,7,126,42,85,8,,,,,,0.98101266,,"Jonathan Schoop",11265,570731
"Whit Merrifield","KCR","2B",132,131,1142.2,232,341,11,8,3,89,29,61,3,,,,,,0.98116438,,"Whit Merrifield",11281,593160
"Yasmani Grandal","LAD","C",117,113,999.1,1089,54,6,2,4,1,2,1,1,,44,21,16,29,0.99477807,,"Yasmani Grandal",11368,518735
"Odúbel Herrera","PHI","CF",133,128,1144,323,6,2,2,0,0,3,0,0,,,,,,0.9939577,,"Odubel Herrera",11476,546318
"Christian Yelich","MIA","CF",155,155,1368.2,370,1,1,1,0,0,0,0,0,,,,,,0.99731183,,"Christian Yelich",11477,592885
"Michael A. Taylor","WSN","CF",111,106,940.1,258,8,4,4,0,0,1,0,0,,,,,,0.98518519,,"Michael A. Taylor",11489,572191
"Manny Machado","BAL","3B",156,156,1370,114,297,14,8,6,34,28,8,2,,,,,,0.96705882,,"Manny Machado",11493,592518
"Bryce Harper","WSN","RF",110,109,938,173,8,2,1,1,0,2,0,0,,,,,,0.98907104,,"Bryce Harper",11579,547180
"Brandon Drury","ARI","2B",114,109,947,154,276,10,7,3,58,27,32,2,,,,,,0.97727273,,"Brandon Drury",11615,592273
"Nick Castellanos","DET","3B",129,128,1098.1,77,202,18,11,6,20,20,1,1,,,,,,0.93939394,,"Nick Castellanos",11737,592206
"J.T. Realmuto","MIA","C",126,125,1095.2,929,87,6,2,3,3,9,1,3,,53,25,9,44,0.99412916,,"J.T. Realmuto",11739,592663
"Joe Panik","SFG","2B",137,131,1191,249,332,9,8,1,80,22,59,5,,,,,,0.98474576,,"Joe Panik",11936,605412
"Travis Shaw","MIL","3B",143,142,1221.1,90,255,9,6,3,26,30,1,1,,,,,,0.97457627,,"Travis Shaw",11982,543768
"Max Kepler","MIN","RF",138,120,1086,264,7,2,2,0,0,3,0,0,,,,,,0.99267399,,"Max Kepler",12144,596146
"Eddie Rosario","MIN","LF",138,126,1108.1,225,5,4,2,2,0,1,0,0,,,,,,0.98290598,,"Eddie Rosario",12155,592696
"Xander Bogaerts","BOS","SS",146,142,1310.1,199,336,17,7,10,72,40,31,4,,,,,,0.9692029,,"Xander Bogaerts",12161,593428
"Maikel Franco","PHI","3B",144,143,1251,103,215,15,8,7,17,19,1,3,,,,,,0.95495495,,"Maikel Franco",12179,596748
"Scott Schebler","CIN","RF",120,115,986.2,188,7,5,4,1,0,2,0,0,,,,,,0.975,,"Scott Schebler",12225,594988
"Rougned Odor","TEX","2B",158,157,1366.1,321,429,19,10,9,121,49,76,6,,,,,,0.97529259,,"Rougned Odor",12282,596059
"Kevin Pillar","TOR","CF",153,148,1343.1,316,8,1,1,0,0,0,0,0,,,,,,0.99692308,,"Kevin Pillar",12434,607680
"Eugenio Suárez","CIN","3B",153,149,1302,103,267,9,4,5,25,28,2,3,,,,,,0.9762533,,"Eugenio Suarez",12552,553993
"Trevor Story","COL","SS",142,133,1185.1,191,408,11,5,6,92,38,57,6,,,,,,0.98196721,,"Trevor Story",12564,596115
"Anthony Rendon","WSN","3B",145,143,1268.1,83,244,7,1,5,27,26,1,1,,,,,,0.97904192,,"Anthony Rendon",12861,543685
"Francisco Lindor","CLE","SS",158,158,1377,210,391,10,7,3,98,54,45,12,,,,,,0.98363339,,"Francisco Lindor",12916,596019
"Austin Hedges","SDP","C",115,109,933.1,921,56,10,1,9,2,4,2,4,,45,26,3,35,0.98986829,,"Austin Hedges",12976,595978
"Jackie Bradley Jr.","BOS","CF",132,131,1204.1,300,6,4,3,1,0,1,0,0,,,,,,0.98709677,,"Jackie Bradley Jr.",12984,598265
"Josh Bell","PIT","1B",147,139,1186.1,1139,86,10,4,5,104,5,1,113,16,,,,,0.99190283,,"Josh Bell",13145,605137
"Jorge Polanco","MIN","SS",130,127,1119.2,154,335,18,10,8,65,36,29,5,,,,,,0.96449704,,"Jorge Polanco",13152,593871
"Orlando Arcia","MIL","SS",152,137,1240.1,253,415,20,14,6,99,38,61,5,,,,,,0.97093023,,"Orlando Arcia",13185,606115
"Mike Zunino","SEA","C",120,112,994,894,56,7,3,4,0,2,1,3,,54,17,10,52,0.99268548,,"Mike Zunino",13265,572287
"Jake Lamb","ARI","3B",144,143,1264,84,241,14,10,4,17,18,1,1,,,,,,0.95870206,,"Jake Lamb",13329,571875
"Mookie Betts","BOS","RF",153,153,1389.1,366,8,5,1,4,0,1,0,0,,,,,,0.98680739,,"Mookie Betts",13611,605141
"Corey Seager","LAD","SS",138,134,1162,185,324,11,5,6,69,37,36,4,,,,,,0.97884615,,"Corey Seager",13624,608369
"Byron Buxton","MIN","CF",137,131,1143,389,6,5,2,3,0,1,0,0,,,,,,0.9875,,"Byron Buxton",14161,621439
"Carlos Correa","HOU","SS",108,108,946,127,282,9,7,2,59,32,28,2,,,,,,0.9784689,,"Carlos Correa",14162,621043
"Yasiel Puig","LAD","RF",145,135,1201.2,259,4,1,0,0,0,0,0,0,,,,,,0.99621212,,"Yasiel Puig",14225,624577
"Manuel Margot","SDP","CF",123,121,1049.2,273,6,3,2,1,0,0,0,0,,,,,,0.9893617,,"Manuel Margot",14712,622534
"Tim Anderson","CHW","SS",145,145,1264,197,363,28,16,12,76,50,29,9,,,,,,0.95238095,,"Tim Anderson",15172,641313
"Kris Bryant","CHC","3B",144,139,1212.2,72,260,18,9,9,20,20,2,2,,,,,,0.94857143,,"Kris Bryant",15429,592178
"Hunter Renfroe","SDP","RF",120,117,1015,204,9,9,1,8,0,1,0,0,,,,,,0.95945946,,"Hunter Renfroe",15464,592669
"Aaron Judge","NYY","RF",141,141,1238.2,265,5,5,3,2,0,2,0,0,,,,,,0.98181818,,"Aaron Judge",15640,592450
"José Abreu","CHW","1B",139,138,1197,1135,78,8,7,1,121,9,2,125,23,,,,,0.99344799,,"Jose Abreu",15676,547989
"Alex Bregman","HOU","3B",132,127,1092.2,86,241,10,7,3,26,23,4,1,,,,,,0.97032641,,"Alex Bregman",17678,608324
"Andrew Benintendi","BOS","LF",123,116,1078.1,189,11,5,3,2,0,1,0,0,,,,,,0.97560976,,"Andrew Benintendi",17901,643217
"Dansby Swanson","ATL","SS",142,135,1202,196,358,20,13,7,77,37,40,7,,,,,,0.96515679,,"Dansby Swanson",18314,621020
"Yuli Gurriel","HOU","1B",131,130,1109.1,991,90,8,5,2,108,13,0,109,29,,,,,0.99265381,,"Yuli Gurriel",19198,493329
